,cantonId,case_inz_entries_7dayAverage_last_2,pred_week_case_inz_entries_7dayAverage_0,pred_week_case_inz_entries_7dayAverage_1,output_case_inz_entries_7dayAverage_0,output_case_inz_entries_7dayAverage_1,iteration
155,ZH,3.767142857142857,3.0012124,2.8748455,8.982857142857142,17.86714285714286,5
156,AG,1.417142857142857,1.2588646,1.2918077,3.27,10.895714285714288,6
157,AI,4.428571428571429,1.3964255,1.4170766,3.542857142857143,47.831428571428575,6
158,AR,4.637142857142857,1.5267105,1.5357513,7.988571428571428,15.975714285714286,6
159,BE,3.3671428571428565,1.2919612,1.3219907,6.3100000000000005,14.444285714285714,6
160,BL,0.84,1.2532897,1.2867198,2.6657142857142864,8.588571428571429,6
161,BS,1.53,1.581165,1.5853837,4.082857142857144,10.285714285714286,6
162,FR,4.5285714285714285,2.276186,2.2184303,9.368571428571428,29.65571428571429,6
163,GE,8.982857142857146,6.9128766,6.44148,15.755714285714285,38.68,6
164,GL,2.461428571428571,1.342553,1.3680255,2.814285714285714,15.835714285714285,6
165,GR,1.937142857142857,1.2795448,1.3106692,5.668571428571428,14.284285714285714,6
166,JU,3.3000000000000003,1.8861449,1.8631746,14.365714285714288,45.81857142857143,6
167,LU,1.2785714285714285,1.2586207,1.2915851,3.0085714285714285,12.967142857142855,6
168,NE,5.101428571428571,2.3249414,2.2628565,13.275714285714288,31.40571428571429,6
169,NW,1.657142857142857,1.2942789,1.3240998,8.95,18.23571428571429,6
170,OW,1.8842857142857141,1.2532897,1.2867198,7.910000000000001,16.197142857142858,6
171,SG,2.1814285714285715,1.3904378,1.4116279,6.991428571428571,18.15428571428572,6
172,SH,2.0814285714285714,1.2532897,1.2867198,3.988571428571429,7.631428571428572,6
173,SO,2.75,1.2574517,1.290519,3.997142857142857,7.732857142857143,6
174,SZ,2.225714285714285,1.4169645,1.4357973,14.598571428571427,44.06428571428571,6
175,TG,1.7385714285714289,1.2810885,1.3120766,4.648571428571429,10.62857142857143,6
176,TI,0.8514285714285714,1.6729416,1.668992,4.635714285714286,13.211428571428574,6
177,UR,0.7771428571428569,1.3266437,1.3535502,9.34,11.285714285714285,6
178,VD,9.511428571428572,4.7638164,4.484197,13.501428571428573,27.095714285714287,6
179,VS,3.225714285714286,1.7471302,1.7365546,8.432857142857143,38.988571428571426,6
180,ZG,2.0128571428571442,1.6464528,1.6448286,10.857142857142858,23.165714285714284,6
181,ZH,3.767142857142857,1.9994016,1.9663398,8.982857142857142,17.86714285714286,6
182,AG,1.417142857142857,2.1031628,2.0690181,3.27,10.895714285714288,7
183,AI,4.428571428571429,2.424055,2.360736,3.542857142857143,47.831428571428575,7
184,AR,4.637142857142857,2.4440265,2.3789096,7.988571428571428,15.975714285714286,7
185,BE,3.3671428571428565,2.3049085,2.2524285,6.3100000000000005,14.444285714285714,7
186,BL,0.84,1.9017826,1.8859396,2.6657142857142864,8.588571428571429,7
187,BS,1.53,3.0749989,2.9524777,4.082857142857144,10.285714285714286,7
188,FR,4.5285714285714285,4.1520286,3.9313588,9.368571428571428,29.65571428571429,7
189,GE,8.982857142857146,8.839135,8.191458,15.755714285714285,38.68,7
190,GL,2.461428571428571,2.3757234,2.316803,2.814285714285714,15.835714285714285,7
191,GR,1.937142857142857,2.1180186,2.0825305,5.668571428571428,14.284285714285714,7
192,JU,3.3000000000000003,2.9688783,2.8560467,14.365714285714288,45.81857142857143,7
193,LU,1.2785714285714285,2.0475311,2.018438,3.0085714285714285,12.967142857142855,7
194,NE,5.101428571428571,4.099053,3.8831925,13.275714285714288,31.40571428571429,7
195,NW,1.657142857142857,2.1326113,2.095787,8.95,18.23571428571429,7
196,OW,1.8842857142857141,1.7859192,1.7806005,7.910000000000001,16.197142857142858,7
197,SG,2.1814285714285715,2.4058876,2.3442311,6.991428571428571,18.15428571428572,7
198,SH,2.0814285714285714,1.9555389,1.9348103,3.988571428571429,7.631428571428572,7
199,SO,2.75,2.04529,2.0164056,3.997142857142857,7.732857142857143,7
200,SZ,2.225714285714285,2.5952706,2.516412,14.598571428571427,44.06428571428571,7
201,TG,1.7385714285714289,2.133984,2.0970325,4.648571428571429,10.62857142857143,7
202,TI,0.8514285714285714,3.0873098,2.963748,4.635714285714286,13.211428571428574,7
203,UR,0.7771428571428569,2.2501845,2.2026725,9.34,11.285714285714285,7
204,VD,9.511428571428572,6.8345366,6.369503,13.501428571428573,27.095714285714287,7
205,VS,3.225714285714286,3.2670584,3.127021,8.432857142857143,38.988571428571426,7
206,ZG,2.0128571428571442,2.7976413,2.7003293,10.857142857142858,23.165714285714284,7
207,ZH,3.767142857142857,3.632389,3.45904,8.982857142857142,17.86714285714286,7
208,AG,1.417142857142857,2.0299947,1.9953172,3.27,10.895714285714288,8
209,AI,4.428571428571429,2.7196455,2.6236007,3.542857142857143,47.831428571428575,8
210,AR,4.637142857142857,2.6554668,2.5651116,7.988571428571428,15.975714285714286,8
211,BE,3.3671428571428565,2.5740585,2.490995,6.3100000000000005,14.444285714285714,8
212,BL,0.84,1.5416443,1.550409,2.6657142857142864,8.588571428571429,8
213,BS,1.53,3.2783766,3.1327353,4.082857142857144,10.285714285714286,8
214,FR,4.5285714285714285,5.286326,4.9621773,9.368571428571428,29.65571428571429,8
215,GE,8.982857142857146,10.206385,9.445312,15.755714285714285,38.68,8
216,GL,2.461428571428571,2.051608,2.0150118,2.814285714285714,15.835714285714285,8
217,GR,1.937142857142857,1.8132913,1.7978548,5.668571428571428,14.284285714285714,8
218,JU,3.3000000000000003,3.740037,3.553256,14.365714285714288,45.81857142857143,8
219,LU,1.2785714285714285,1.9908856,1.9596814,3.0085714285714285,12.967142857142855,8
220,NE,5.101428571428571,4.804696,4.523394,13.275714285714288,31.40571428571429,8
221,NW,1.657142857142857,1.7991328,1.7849629,8.95,18.23571428571429,8
222,OW,1.8842857142857141,1.8261261,1.8095493,7.910000000000001,16.197142857142858,8
223,SG,2.1814285714285715,2.5768492,2.4935155,6.991428571428571,18.15428571428572,8
224,SH,2.0814285714285714,1.7934518,1.7797867,3.988571428571429,7.631428571428572,8
225,SO,2.75,1.9324291,1.9064074,3.997142857142857,7.732857142857143,8
226,SZ,2.225714285714285,2.9292283,2.8145525,14.598571428571427,44.06428571428571,8
227,TG,1.7385714285714289,2.0142727,1.9809628,4.648571428571429,10.62857142857143,8
228,TI,0.8514285714285714,2.7184825,2.622632,4.635714285714286,13.211428571428574,8
229,UR,0.7771428571428569,2.170921,2.1236892,9.34,11.285714285714285,8
230,VD,9.511428571428572,8.206359,7.622882,13.501428571428573,27.095714285714287,8
231,VS,3.225714285714286,3.9073055,3.7056563,8.432857142857143,38.988571428571426,8
232,ZG,2.0128571428571442,3.3255632,3.175634,10.857142857142858,23.165714285714284,8
233,ZH,3.767142857142857,4.394447,4.149624,8.982857142857142,17.86714285714286,8
234,AG,1.417142857142857,1.5030937,1.5108835,3.27,10.895714285714288,9
235,AI,4.428571428571429,1.7855942,1.7698896,3.542857142857143,47.831428571428575,9
236,AR,4.637142857142857,1.7779915,1.762922,7.988571428571428,15.975714285714286,9
237,BE,3.3671428571428565,1.5636394,1.5664587,6.3100000000000005,14.444285714285714,9
238,BL,0.84,1.4711928,1.4816024,2.6657142857142864,8.588571428571429,9
239,BS,1.53,1.5661592,1.5687573,4.082857142857144,10.285714285714286,9
240,FR,4.5285714285714285,3.1582932,3.0275702,9.368571428571428,29.65571428571429,9
241,GE,8.982857142857146,8.520378,7.940128,15.755714285714285,38.68,9
242,GL,2.461428571428571,1.6111269,1.6099906,2.814285714285714,15.835714285714285,9
243,GR,1.937142857142857,1.5328381,1.5381907,5.668571428571428,14.284285714285714,9
244,JU,3.3000000000000003,2.379334,2.3139038,14.365714285714288,45.81857142857143,9
245,LU,1.2785714285714285,1.4884545,1.4974498,3.0085714285714285,12.967142857142855,9
246,NE,5.101428571428571,3.286425,3.1449566,13.275714285714288,31.40571428571429,9
247,NW,1.657142857142857,1.5285392,1.5342427,8.95,18.23571428571429,9
248,OW,1.8842857142857141,1.4894795,1.4983907,7.910000000000001,16.197142857142858,9
249,SG,2.1814285714285715,1.6482929,1.6440703,6.991428571428571,18.15428571428572,9
250,SH,2.0814285714285714,1.4917399,1.5004649,3.988571428571429,7.631428571428572,9
251,SO,2.75,1.5099884,1.5172092,3.997142857142857,7.732857142857143,9
252,SZ,2.225714285714285,1.770107,1.755708,14.598571428571427,44.06428571428571,9
253,TG,1.7385714285714289,1.6145014,1.6130625,4.648571428571429,10.62857142857143,9
254,TI,0.8514285714285714,1.767792,1.7536712,4.635714285714286,13.211428571428574,9
255,UR,0.7771428571428569,1.6453085,1.6413376,9.34,11.285714285714285,9
256,VD,9.511428571428572,6.081515,5.705743,13.501428571428573,27.095714285714287,9
257,VS,3.225714285714286,2.3675137,2.303132,8.432857142857143,38.988571428571426,9
258,ZG,2.0128571428571442,1.9764135,1.9447306,10.857142857142858,23.165714285714284,9
259,ZH,3.767142857142857,2.3686476,2.304112,8.982857142857142,17.86714285714286,9
260,AG,1.417142857142857,1.641481,1.6362736,3.27,10.895714285714288,10
261,AI,4.428571428571429,2.0923111,2.0493264,3.542857142857143,47.831428571428575,10
262,AR,4.637142857142857,2.0950456,2.0518293,7.988571428571428,15.975714285714286,10
263,BE,3.3671428571428565,1.8129203,1.7933505,6.3100000000000005,14.444285714285714,10
264,BL,0.84,1.3950036,1.4104412,2.6657142857142864,8.588571428571429,10
265,BS,1.53,2.1667771,2.117595,4.082857142857144,10.285714285714286,10
266,FR,4.5285714285714285,3.2445328,3.1051633,9.368571428571428,29.65571428571429,10
267,GE,8.982857142857146,7.842223,7.3182387,15.755714285714285,38.68,10
268,GL,2.461428571428571,1.739497,1.72608,2.814285714285714,15.835714285714285,10
269,GR,1.937142857142857,1.4348493,1.44695,5.668571428571428,14.284285714285714,10
270,JU,3.3000000000000003,2.632123,2.543972,14.365714285714288,45.81857142857143,10
271,LU,1.2785714285714285,1.6739573,1.6660289,3.0085714285714285,12.967142857142855,10
272,NE,5.101428571428571,3.3757427,3.2254143,13.275714285714288,31.40571428571429,10
273,NW,1.657142857142857,1.7448007,1.7309391,8.95,18.23571428571429,10
274,OW,1.8842857142857141,1.4252676,1.4381695,7.910000000000001,16.197142857142858,10
275,SG,2.1814285714285715,1.8612597,1.8376435,6.991428571428571,18.15428571428572,10
276,SH,2.0814285714285714,1.5443017,1.5472324,3.988571428571429,7.631428571428572,10
277,SO,2.75,1.6223695,1.6187623,3.997142857142857,7.732857142857143,10
278,SZ,2.225714285714285,2.077623,2.0358791,14.598571428571427,44.06428571428571,10
279,TG,1.7385714285714289,1.7003483,1.6902089,4.648571428571429,10.62857142857143,10
280,TI,0.8514285714285714,2.0550873,2.0152397,4.635714285714286,13.211428571428574,10
281,UR,0.7771428571428569,1.7607663,1.7455667,9.34,11.285714285714285,10
282,VD,9.511428571428572,5.7492046,5.400265,13.501428571428573,27.095714285714287,10
283,VS,3.225714285714286,2.2361302,2.18114,8.432857142857143,38.988571428571426,10
284,ZG,2.0128571428571442,2.3101814,2.2489767,10.857142857142858,23.165714285714284,10
285,ZH,3.767142857142857,2.9711077,2.854618,8.982857142857142,17.86714285714286,10
286,AG,1.417142857142857,1.3348694,1.3552253,3.27,10.895714285714288,11
287,AI,4.428571428571429,1.4788783,1.4867723,3.542857142857143,47.831428571428575,11
288,AR,4.637142857142857,1.454798,1.4647479,7.988571428571428,15.975714285714286,11
289,BE,3.3671428571428565,1.3545995,1.3732235,6.3100000000000005,14.444285714285714,11
290,BL,0.84,1.2785479,1.3038088,2.6657142857142864,8.588571428571429,11
291,BS,1.53,1.4150078,1.4283559,4.082857142857144,10.285714285714286,11
292,FR,4.5285714285714285,1.9434103,1.9114871,9.368571428571428,29.65571428571429,11
293,GE,8.982857142857146,5.726523,5.3691444,15.755714285714285,38.68,11
294,GL,2.461428571428571,1.377708,1.394314,2.814285714285714,15.835714285714285,11
295,GR,1.937142857142857,1.3016088,1.324883,5.668571428571428,14.284285714285714,11
296,JU,3.3000000000000003,1.6409209,1.6349535,14.365714285714288,45.81857142857143,11
297,LU,1.2785714285714285,1.3219991,1.3434858,3.0085714285714285,12.967142857142855,11
298,NE,5.101428571428571,1.8728737,1.8470107,13.275714285714288,31.40571428571429,11
299,NW,1.657142857142857,1.3166096,1.3385687,8.95,18.23571428571429,11
300,OW,1.8842857142857141,1.2969036,1.3205904,7.910000000000001,16.197142857142858,11
301,SG,2.1814285714285715,1.4091249,1.4229858,6.991428571428571,18.15428571428572,11
302,SH,2.0814285714285714,1.3022095,1.3254309,3.988571428571429,7.631428571428572,11
303,SO,2.75,1.3107711,1.3332417,3.997142857142857,7.732857142857143,11
304,SZ,2.225714285714285,1.4869422,1.4941478,14.598571428571427,44.06428571428571,11
305,TG,1.7385714285714289,1.3894019,1.404986,4.648571428571429,10.62857142857143,11
306,TI,0.8514285714285714,1.4799805,1.4877805,4.635714285714286,13.211428571428574,11
307,UR,0.7771428571428569,1.3906555,1.40613,9.34,11.285714285714285,11
308,VD,9.511428571428572,3.5765977,3.4041615,13.501428571428573,27.095714285714287,11
309,VS,3.225714285714286,1.5856879,1.5844495,8.432857142857143,38.988571428571426,11
310,ZG,2.0128571428571442,1.5174434,1.522045,10.857142857142858,23.165714285714284,11
311,ZH,3.767142857142857,1.6656715,1.6575834,8.982857142857142,17.86714285714286,11
312,AG,1.417142857142857,1.2575424,1.2833015,3.27,10.895714285714288,12
313,AI,4.428571428571429,1.532481,1.5362695,3.542857142857143,47.831428571428575,12
314,AR,4.637142857142857,1.4551288,1.4651617,7.988571428571428,15.975714285714286,12
315,BE,3.3671428571428565,1.3590902,1.3768566,6.3100000000000005,14.444285714285714,12
316,BL,0.84,1.2518322,1.2780346,2.6657142857142864,8.588571428571429,12
317,BS,1.53,1.7254943,1.7137632,4.082857142857144,10.285714285714286,12
318,FR,4.5285714285714285,2.7437735,2.6497734,9.368571428571428,29.65571428571429,12
319,GE,8.982857142857146,5.3620257,5.0564895,15.755714285714285,38.68,12
320,GL,2.461428571428571,1.286179,1.3096874,2.814285714285714,15.835714285714285,12
321,GR,1.937142857142857,1.2518322,1.2780346,5.668571428571428,14.284285714285714,12
322,JU,3.3000000000000003,2.0621,2.0231829,14.365714285714288,45.81857142857143,12
323,LU,1.2785714285714285,1.2661164,1.291201,3.0085714285714285,12.967142857142855,12
324,NE,5.101428571428571,2.4877949,2.4144728,13.275714285714288,31.40571428571429,12
325,NW,1.657142857142857,1.294217,1.317104,8.95,18.23571428571429,12
326,OW,1.8842857142857141,1.2768278,1.3010597,7.910000000000001,16.197142857142858,12
