,month,day,temp.record_min,temp.record_max,temp.average_min,temp.average_max,temp.median,temp.mean,temp.p25,temp.p75,temp.st_dev,temp.num,pressure.min,pressure.max,pressure.median,pressure.mean,pressure.p25,pressure.p75,pressure.st_dev,pressure.num,humidity.min,humidity.max,humidity.median,humidity.mean,humidity.p25,humidity.p75,humidity.st_dev,humidity.num,wind.min,wind.max,wind.median,wind.mean,wind.p25,wind.p75,wind.st_dev,wind.num,precipitation.min,precipitation.max,precipitation.median,precipitation.mean,precipitation.p25,precipitation.p75,precipitation.st_dev,precipitation.num,clouds.min,clouds.max,clouds.median,clouds.mean,clouds.p25,clouds.p75,clouds.st_dev,clouds.num
0,1,1,260.47,281.73,271.65,276.52,274.28,273.92,271.47,277.71,4.51,216,994,1038,1023.0,1022.33,1015.0,1032.0,10.41,216,56,100,92.0,89.26,86.0,97.5,11.01,208,0.0,7.7,1.02,1.33,0.57,2.1,1.09,216,0,0.9,0,0.11,0,0.0,0.26,216,0,100,90.0,64.88,40.0,90.0,33.87,216
0,1,2,264.13,283.14,271.74,277.38,275.06,274.65,272.8,277.17,3.36,216,916,1037,1018.0,1018.94,1012.0,1031.0,15.14,216,39,100,92.5,86.29,80.0,100.0,15.01,214,0.0,8.7,1.06,1.64,0.7,2.1,1.41,216,0,0.9,0,0.23,0,0.3,0.34,216,0,100,90.0,77.03,75.0,90.0,20.64,216
0,1,3,267.77,287.41,271.37,277.72,274.02,274.56,271.66,276.99,3.58,216,901,1037,1020.0,1016.11,1010.0,1028.0,24.0,216,42,100,92.0,87.41,85.0,97.0,13.82,215,0.0,20.6,1.0,1.78,0.64,1.5,2.82,216,0,3.0,0,0.29,0,0.3,0.66,216,0,100,82.0,72.56,70.5,90.0,24.64,216
0,1,4,265.71,285.42,271.8,277.63,275.07,274.84,272.39,277.18,3.78,216,995,1039,1020.0,1019.52,1007.5,1034.0,14.36,216,58,100,93.0,90.36,86.0,97.0,9.59,214,0.0,8.7,1.0,1.66,0.65,2.1,1.54,216,0,3.0,0,0.31,0,0.9,0.42,216,0,92,75.0,69.27,75.0,90.0,28.5,216
0,1,5,261.43,284.31,271.34,277.14,273.7,274.55,272.49,277.71,4.66,216,994,1039,1024.5,1020.72,1008.0,1034.0,14.37,216,57,100,92.0,89.45,86.0,94.0,9.11,216,0.0,6.2,1.0,1.41,0.69,1.5,1.18,216,0,0.9,0,0.17,0,0.3,0.28,216,0,92,75.0,61.39,21.0,90.0,35.18,216
0,1,6,260.87,281.0,271.27,276.59,274.02,273.75,271.46,278.13,4.8,216,1000,1037,1026.5,1021.63,1010.5,1033.0,12.22,216,51,100,92.0,89.17,86.0,95.0,10.36,216,0.0,5.1,1.0,1.09,0.61,1.2,0.78,216,0,0.9,0,0.12,0,0.0,0.25,216,0,100,75.0,56.08,20.0,90.0,36.5,216
0,1,7,258.98,283.78,270.65,276.97,274.9,273.72,271.53,278.09,5.47,216,997,1036,1030.0,1023.11,1014.0,1032.0,10.91,216,50,100,92.0,88.06,84.5,95.0,10.45,216,0.0,6.2,1.0,1.09,0.53,1.5,0.79,216,0,3.0,0,0.1,0,0.0,0.36,216,0,100,75.0,62.53,32.0,90.0,34.05,216
0,1,8,262.02,284.12,271.58,277.7,275.79,274.74,272.14,277.38,4.01,216,1004,1036,1025.0,1022.88,1016.0,1030.0,8.55,216,42,100,92.0,88.28,86.0,97.0,11.24,216,0.0,4.6,1.0,1.31,0.75,1.5,0.88,216,0,0.9,0,0.16,0,0.3,0.28,216,0,100,75.0,64.55,34.5,90.0,31.83,216
0,1,9,266.75,284.27,271.88,278.57,275.47,275.25,272.71,277.48,3.54,216,1002,1037,1019.0,1019.62,1015.0,1027.0,8.56,216,40,100,86.0,85.49,80.0,97.0,13.34,207,0.0,5.7,1.38,1.54,1.0,2.1,0.97,216,0,3.0,0,0.27,0,0.3,0.6,216,0,100,75.0,71.08,61.5,90.0,27.98,216
0,1,10,268.19,281.84,272.26,276.91,274.41,274.87,272.05,278.0,3.32,216,997,1031,1019.0,1016.92,1013.0,1022.0,7.44,216,33,100,91.0,85.73,76.0,96.0,13.49,213,0.0,5.7,1.19,1.44,0.81,2.04,0.94,216,0,0.9,0,0.12,0,0.3,0.23,216,0,94,83.5,72.19,75.0,90.0,25.92,216
0,1,11,267.64,280.23,271.95,277.25,275.13,274.51,272.35,277.1,3.32,216,992,1033,1019.0,1018.06,1014.0,1025.0,9.93,216,50,100,93.0,88.6,81.0,97.0,10.33,210,0.0,7.7,1.03,1.56,0.93,1.5,1.47,216,0,0.9,0,0.23,0,0.3,0.32,216,0,92,77.5,74.28,75.0,90.0,22.82,216
0,1,12,267.42,279.28,272.65,277.12,275.35,275.03,274.15,276.81,2.43,216,998,1031,1021.0,1019.58,1016.0,1026.5,8.18,216,39,100,86.0,84.77,80.0,93.0,13.49,212,0.0,9.3,1.06,2.06,0.74,2.6,2.09,216,0,0.9,0,0.16,0,0.3,0.24,216,0,100,75.0,69.52,73.5,90.0,29.25,216
0,1,13,269.61,279.72,271.89,278.38,275.34,275.05,273.15,276.52,2.21,216,972,1028,1018.0,1016.09,1013.5,1020.0,8.17,216,44,100,86.0,82.17,74.0,92.5,12.73,200,0.0,9.8,1.5,2.21,1.0,2.6,2.07,216,0,0.9,0,0.14,0,0.3,0.28,216,0,98,75.0,60.24,35.5,90.0,31.9,216
0,1,14,265.25,280.34,270.54,276.31,273.53,273.92,272.13,276.15,2.96,216,889,1023,1016.0,1014.08,1011.0,1019.0,10.5,216,45,100,92.0,88.87,81.0,100.0,11.88,199,0.0,6.69,1.5,1.92,0.84,2.6,1.4,216,0,3.0,0,0.22,0,0.3,0.37,216,0,100,75.0,71.51,72.0,90.0,26.17,216
0,1,15,267.07,281.08,270.16,276.01,273.24,273.32,271.65,274.71,2.45,216,1008,1030,1017.0,1017.1,1013.0,1021.0,4.78,216,35,100,91.0,84.9,80.0,95.5,15.36,193,0.0,8.7,1.03,1.61,0.73,2.1,1.45,216,0,0.9,0,0.12,0,0.0,0.25,216,0,100,75.0,60.05,32.0,90.0,33.45,216
0,1,16,266.53,283.15,270.18,276.94,273.21,273.68,270.25,275.8,3.98,216,1001,1029,1016.0,1015.31,1007.0,1023.0,8.75,216,50,100,90.5,84.9,74.5,93.0,13.09,208,0.0,14.4,1.02,1.84,0.83,2.1,2.15,216,0,0.9,0,0.14,0,0.3,0.27,216,0,92,75.0,59.41,26.0,90.0,32.73,216
0,1,17,263.25,283.14,269.83,276.09,272.65,273.41,269.63,276.48,4.49,216,884,1028,1016.0,1005.36,1006.0,1023.0,34.08,216,44,100,92.0,84.57,73.0,97.0,15.03,214,0.0,15.4,1.39,2.63,0.76,3.6,2.84,216,0,0.9,0,0.2,0,0.3,0.32,216,0,100,75.0,74.19,75.0,90.0,25.0,216
0,1,18,258.23,283.14,269.49,274.94,272.06,272.59,268.59,276.54,5.88,216,916,1030,1017.0,1008.33,1012.0,1027.0,32.78,216,48,100,92.0,85.57,75.0,96.0,13.57,216,0.0,8.7,1.06,2.05,0.77,2.1,2.07,216,0,0.9,0,0.17,0,0.3,0.32,216,0,97,75.0,61.69,39.0,90.0,29.74,216
0,1,19,262.89,283.14,268.52,275.08,270.72,271.67,267.99,275.62,4.9,216,916,1039,1014.0,1011.9,1011.0,1023.5,23.37,216,37,100,88.0,85.65,79.0,94.0,11.82,214,0.0,12.3,1.06,1.71,0.73,2.1,1.85,216,0,0.9,0,0.14,0,0.0,0.31,216,0,99,75.0,61.48,40.0,90.0,30.8,216
0,1,20,262.71,280.27,269.17,274.61,271.93,271.83,268.67,274.97,3.71,216,871,1040,1013.0,1011.46,1006.0,1018.5,23.71,216,46,100,92.0,87.38,83.0,96.0,11.92,212,0.0,7.2,1.0,1.49,0.53,2.1,1.26,216,0,3.0,0,0.12,0,0.0,0.36,216,0,100,81.0,66.53,53.5,90.0,33.17,216
0,1,21,260.77,280.76,269.75,275.09,272.63,272.44,269.74,275.63,4.37,216,989,1039,1016.0,1015.11,1008.0,1024.0,13.04,216,56,100,92.0,89.64,86.0,97.0,10.27,208,0.0,7.7,1.0,1.27,0.56,1.5,1.16,216,0,0.9,0,0.12,0,0.0,0.25,216,0,100,80.0,68.67,75.0,90.0,30.81,216
