,month,day,temp.record_min,temp.record_max,temp.average_min,temp.average_max,temp.median,temp.mean,temp.p25,temp.p75,temp.st_dev,temp.num,pressure.min,pressure.max,pressure.median,pressure.mean,pressure.p25,pressure.p75,pressure.st_dev,pressure.num,humidity.min,humidity.max,humidity.median,humidity.mean,humidity.p25,humidity.p75,humidity.st_dev,humidity.num,wind.min,wind.max,wind.median,wind.mean,wind.p25,wind.p75,wind.st_dev,wind.num,precipitation.min,precipitation.max,precipitation.median,precipitation.mean,precipitation.p25,precipitation.p75,precipitation.st_dev,precipitation.num,clouds.min,clouds.max,clouds.median,clouds.mean,clouds.p25,clouds.p75,clouds.st_dev,clouds.num
0,1,1,259.9,282.18,271.85,276.67,274.04,274.04,271.66,277.56,4.37,216,981,1038,1019.5,1017.27,1009.0,1027.0,13.86,216,52,100,90.0,86.81,80.0,95.0,11.89,214,0.0,7.7,1.39,1.56,1.0,2.1,1.03,216,0,0.9,0,0.08,0,0.0,0.21,216,0,100,75.0,69.72,54.0,90.0,26.4,216
0,1,2,265.66,284.79,271.84,277.69,274.42,274.67,272.84,277.3,3.25,216,957,1036,1014.0,1014.56,1009.0,1023.5,14.43,216,39,100,91.0,84.36,75.0,95.0,14.66,214,0.0,8.7,1.5,1.97,1.0,2.6,1.35,216,0,0.9,0,0.19,0,0.3,0.31,216,0,100,90.0,79.97,75.0,90.0,16.22,216
0,1,3,267.64,288.37,271.64,278.17,273.33,274.76,271.75,277.46,3.91,216,901,1038,1013.0,1010.34,1008.0,1028.0,26.98,216,42,100,92.0,85.58,80.0,93.0,13.78,212,0.0,20.6,1.21,2.3,0.94,2.1,3.13,216,0,3.0,0,0.17,0,0.3,0.35,216,0,95,90.0,73.65,75.0,90.0,25.97,216
0,1,4,267.74,285.95,272.16,278.05,275.87,275.27,272.39,277.49,3.44,216,994,1039,1020.0,1019.25,1008.0,1034.0,14.62,216,58,100,92.0,87.33,86.0,93.0,9.16,212,0.0,8.7,1.5,1.97,1.0,2.6,1.47,216,0,3.0,0,0.23,0,0.3,0.46,216,0,92,78.5,69.06,75.0,90.0,30.44,216
0,1,5,265.97,284.35,271.91,277.93,274.06,274.99,271.86,277.66,3.84,216,994,1039,1024.5,1020.18,1007.0,1033.0,14.45,216,61,100,87.0,87.11,81.0,93.0,8.21,216,0.0,6.2,1.16,1.53,1.0,1.69,1.11,216,0,3.0,0,0.16,0,0.3,0.34,216,0,92,75.0,60.55,20.0,90.0,35.18,216
0,1,6,261.17,281.05,271.54,276.57,274.36,273.93,271.43,278.15,4.55,216,999,1037,1024.0,1021.28,1010.5,1033.0,12.14,216,49,100,87.0,86.89,81.0,93.0,10.58,216,0.0,5.1,1.21,1.42,1.0,2.1,0.86,216,0,0.9,0,0.11,0,0.0,0.24,216,0,100,75.0,58.72,20.0,90.0,35.51,216
0,1,7,260.45,285.73,271.83,277.35,275.13,274.61,272.14,277.89,4.67,216,996,1036,1028.5,1022.73,1014.0,1032.0,10.89,216,50,100,87.0,86.58,84.0,93.0,10.33,216,0.0,4.56,1.21,1.26,0.95,1.5,0.73,216,0,3.0,0,0.11,0,0.0,0.37,216,0,100,75.5,67.25,64.0,90.0,31.55,216
0,1,8,269.18,285.12,273.16,278.59,276.22,275.8,273.14,277.91,3.37,216,1004,1032,1024.0,1022.31,1016.0,1029.0,8.02,216,42,100,86.0,85.58,80.0,93.0,11.04,216,0.0,7.91,1.4,1.73,1.0,1.81,1.41,216,0,0.9,0,0.17,0,0.3,0.3,216,0,100,80.0,67.66,58.0,90.0,32.17,216
0,1,9,266.58,285.73,273.45,279.26,276.45,276.2,273.39,279.04,3.96,216,1001,1033,1018.5,1019.06,1015.0,1026.0,8.06,216,37,100,86.0,82.35,74.0,93.0,13.74,206,0.0,9.31,1.5,2.18,1.0,2.6,1.9,216,0,3.0,0,0.18,0,0.3,0.36,216,0,100,75.0,71.0,68.0,90.0,28.41,216
0,1,10,268.51,288.55,273.55,277.83,274.81,275.63,272.15,277.93,4.62,216,998,1031,1019.0,1016.45,1013.0,1021.0,7.26,216,39,100,87.5,84.7,75.0,93.0,12.9,214,0.0,8.61,1.5,2.39,1.0,2.6,2.24,216,0,0.9,0,0.11,0,0.0,0.23,216,0,96,90.0,74.5,75.0,90.0,24.89,216
0,1,11,267.52,284.26,273.03,277.66,275.63,275.03,273.15,277.13,3.39,216,992,1033,1018.0,1017.81,1014.0,1024.0,9.98,216,49,100,86.0,85.52,79.0,93.0,10.11,207,0.0,8.7,1.09,2.22,1.0,2.93,2.17,216,0,3.0,0,0.2,0,0.3,0.37,216,0,92,90.0,77.23,75.0,90.0,21.37,216
