,month,day,temp.record_min,temp.record_max,temp.average_min,temp.average_max,temp.median,temp.mean,temp.p25,temp.p75,temp.st_dev,temp.num,pressure.min,pressure.max,pressure.median,pressure.mean,pressure.p25,pressure.p75,pressure.st_dev,pressure.num,humidity.min,humidity.max,humidity.median,humidity.mean,humidity.p25,humidity.p75,humidity.st_dev,humidity.num,wind.min,wind.max,wind.median,wind.mean,wind.p25,wind.p75,wind.st_dev,wind.num,precipitation.min,precipitation.max,precipitation.median,precipitation.mean,precipitation.p25,precipitation.p75,precipitation.st_dev,precipitation.num,clouds.min,clouds.max,clouds.median,clouds.mean,clouds.p25,clouds.p75,clouds.st_dev,clouds.num
0,1,1,258.83,281.84,271.71,276.42,274.64,273.63,271.24,277.23,5.01,216,1003,1038,1023.0,1022.38,1013.5,1032.0,10.22,216,49,100,92.0,89.32,86.0,99.0,11.62,210,0.0,12.3,1.5,2.25,1.06,2.6,1.91,216,0,0.9,0.0,0.1,0,0.3,0.19,216,0,92,75.0,56.71,23.0,81.0,32.23,216
0,1,2,258.71,280.15,270.92,276.67,274.65,274.0,272.9,276.15,3.9,216,1008,1038,1017.0,1020.62,1011.0,1031.0,9.92,216,48,100,92.0,87.68,80.0,97.0,12.04,212,0.0,7.7,2.1,2.42,1.19,3.1,1.57,216,0,0.9,0.0,0.18,0,0.3,0.29,216,0,99,76.0,74.26,75.0,90.0,24.09,216
0,1,3,267.8,286.54,271.72,278.0,273.93,274.75,272.17,277.11,3.7,216,980,1037,1019.5,1018.89,1011.0,1028.0,12.96,216,43,100,92.0,89.08,86.0,96.0,10.55,209,0.0,18.0,1.88,2.78,1.16,3.1,2.8,216,0,3.0,0.0,0.2,0,0.3,0.44,216,0,99,75.0,68.91,62.0,90.0,26.82,216
0,1,4,267.1,285.68,271.76,278.1,274.69,275.16,272.83,277.2,3.63,216,996,1039,1021.5,1019.88,1007.0,1034.0,14.47,216,55,100,92.0,87.9,80.0,96.0,9.73,211,0.46,13.9,2.1,3.01,1.27,3.6,2.48,216,0,3.0,0.3,0.38,0,0.9,0.57,216,0,92,75.0,60.31,36.0,90.0,31.54,216
0,1,5,264.65,285.46,271.96,277.54,273.98,274.91,272.63,277.14,4.24,216,996,1039,1026.5,1021.07,1008.5,1034.0,14.24,216,67,100,92.0,88.88,86.0,95.0,8.0,216,0.5,7.2,2.1,2.16,1.16,2.66,1.22,216,0,0.9,0.0,0.13,0,0.3,0.21,216,0,92,75.0,53.93,8.5,82.5,35.76,216
0,1,6,260.63,281.25,271.65,276.65,274.49,273.84,271.6,276.92,4.74,216,1000,1039,1026.0,1021.79,1011.0,1032.5,12.12,216,59,100,93.0,90.42,87.0,97.0,8.57,216,0.0,6.2,1.37,1.69,1.0,2.1,1.1,216,0,0.9,0.0,0.12,0,0.0,0.25,216,0,100,75.0,57.26,20.0,90.0,34.95,216
0,1,7,259.51,280.29,271.65,277.1,275.15,274.32,273.22,277.94,4.66,216,997,1037,1029.0,1023.19,1015.0,1032.0,10.92,216,58,100,88.0,88.73,84.5,96.0,8.25,216,0.5,6.74,1.5,1.9,1.08,2.6,1.2,216,0,0.9,0.0,0.09,0,0.0,0.24,216,0,96,75.0,64.42,41.0,90.0,29.64,216
0,1,8,269.14,281.61,272.53,278.5,276.31,275.52,273.43,277.42,2.73,216,1002,1036,1024.0,1023.09,1017.0,1030.0,8.3,216,28,100,93.0,90.69,87.0,94.0,8.2,211,0.5,8.7,2.03,2.39,1.31,3.1,1.57,216,0,0.9,0.0,0.13,0,0.3,0.23,216,0,100,75.0,67.8,59.0,90.0,26.65,216
0,1,9,267.57,282.81,273.12,278.89,275.97,275.75,273.69,278.02,3.51,216,1002,1037,1019.0,1019.87,1015.0,1027.0,8.42,216,46,100,92.0,88.13,83.0,94.0,10.17,202,0.5,7.36,1.54,2.38,1.05,3.1,1.73,216,0,3.0,0.0,0.36,0,0.3,0.84,216,0,100,75.0,72.42,75.0,90.0,26.08,216
0,1,10,268.63,283.86,273.87,278.09,274.78,275.98,272.76,279.46,4.13,216,997,1031,1019.0,1016.85,1013.0,1021.0,7.67,216,32,100,92.0,89.75,87.0,96.5,9.81,213,0.0,8.7,2.05,2.72,1.34,3.92,1.94,216,0,0.9,0.0,0.22,0,0.3,0.32,216,0,100,76.0,72.24,68.5,90.0,25.91,216
