,baseline rmse week 1,baseline rmse week 2,baseline rmse week 3,baseline rmse week 4,lastInputDay,pred rmse week 1,pred rmse week 2,pred rmse week 3,pred rmse week 4,model rmse,last_value_baseline_rmse,rel. diff. to last value baseline 1
0,0.01983368651425183,0.026465694374079474,0.027063778946957037,0.029779835260331063,2020-05-28,0.022886747648467785,0.020622448670089343,0.018876052617860257,0.02570960141363655,0.08809485035005393,0.1031429950956194,0.14589594505778106
1,0.019241167643083677,0.02529474146373391,0.025649934244335475,0.028414578486194293,2020-05-29,0.017543734556471954,0.017481402347062643,0.008412652583056195,0.008855062202617812,0.052292851689208594,0.09860042183734735,0.4696488035774165
2,0.018669324548142307,0.023887201844433274,0.024158127342492158,0.026877043576271534,2020-05-30,0.011842611468742928,0.01076416750165345,0.007595625476823178,0.007461708656604933,0.03766411310382449,0.09359169731133928,0.5975699321005772
3,0.01788014819247579,0.022142809409823227,0.022496386073056002,0.025049783098649518,2020-05-31,0.009882648421894792,0.00965479097931793,0.011182753007313345,0.009253975163844167,0.03997416757237023,0.08756912677400452,0.543513004582834
4,0.01693418476921178,0.02027671949689059,0.020872376860687433,0.023110353187708953,2020-06-01,0.01665532014305104,0.009696663265592917,0.008871706365701561,0.008478673300745577,0.043702363075091094,0.08119363431449875,0.46175136211032786
5,0.015944728086274063,0.01840418003044361,0.01934851371751407,0.02116183979850191,2020-06-02,0.011659165170211067,0.007281387796172459,0.0073085259699556225,0.0071471907174654545,0.0333962696538046,0.07485926163273365,0.5538792538770989
6,0.01489536091400249,0.016617408318858194,0.017832457931964592,0.019247170778592088,2020-06-03,0.011643738868562696,0.00797562479338544,0.007409295625994505,0.0062250190441232,0.03325367833206584,0.06859239794341737,0.5151987781576441
7,0.013703508833089042,0.0150188974555125,0.016286058746348527,0.017431521315869777,2020-06-04,0.009767260582664777,0.007760689576005206,0.00702189804292162,0.005590671896890699,0.030140520098482303,0.06243998635081985,0.5172881696492146
8,0.012402017682971896,0.013566609821368678,0.014770812264025284,0.015748503355107888,2020-06-05,0.008735937398382736,0.009016614801639757,0.008741306107723047,0.006016111411526016,0.03250996971927156,0.056487943123473744,0.424479492053554
9,0.011261207782043313,0.012404340663809703,0.013427217551812235,0.014363993850202364,2020-06-06,0.01152824779615048,0.009976076313660374,0.008595619089547734,0.006169814117135961,0.03626975731649455,0.051456759847867614,0.2951410577788725
10,0.010304908503131566,0.0114943215607921,0.012273801413091319,0.013297214652489366,2020-06-07,0.011354663779087379,0.011938791480586448,0.011286335234682804,0.006884312434069644,0.041464102928426276,0.047370246129504356,0.1246804414934096
11,0.009461278640880063,0.010703332789480147,0.011217486810730728,0.012439239711180645,2020-06-08,0.011762809065039596,0.014861586881044251,0.012330867086421947,0.0076627561290192915,0.04661801916152508,0.04382133795227158,-0.06382007807017508
12,0.00869762699881025,0.009989692074375773,0.010265891886190846,0.011744439028932222,2020-06-09,0.00918496812662859,0.016559240694464353,0.014023802551818376,0.007456465543953173,0.04722447691686449,0.04069764998830909,-0.16037355794327957
13,0.008166429554387799,0.009317342840844864,0.009541700882041329,0.011230932549480646,2020-06-10,0.010595317113555923,0.025089581320808314,0.0209918727175541,0.00903522565999196,0.0657119968119103,0.03825640582675464,-0.7176730378041571
14,0.007816317223638172,0.0087211472934935,0.009058454505440608,0.01087358936187947,2020-06-11,0.008154823641355766,0.030517939209107867,0.02591235469136062,0.013154339656640188,0.07773945719846444,0.036469508384451746,-1.1316288768950762
15,0.007503182855121242,0.008170442939301095,0.008733270193989312,0.010597348266358003,2020-06-12,0.007998345608819101,0.021573610951657066,0.02119127107720515,0.013683742013104797,0.06444696965078611,0.035004244254769654,-0.8411187278241156
16,0.007171982446216464,0.007656645467869167,0.008530307185763234,0.010362913353965164,2020-06-13,0.00848191206348618,0.02542144724305351,0.02503478651199515,0.011241546886442069,0.07017969270497691,0.03372184845381403,-1.0811342178082592
17,0.006823692599312041,0.00724160775432114,0.008444702729737257,0.010209372065736994,2020-06-14,0.00897531437525961,0.029733039010968097,0.028171803454403642,0.016303293567219174,0.08318345040785051,0.03271937514910743,-1.542330042330277
18,0.0064391437021595575,0.006926616896826334,0.008444768411556723,0.010128392572377885,2020-06-15,0.007987045856265418,0.033102925510390444,0.031246943271452797,0.020113889841502402,0.09245080447961106,0.0319389215829205,-1.8946125885806238
19,0.005990364892833739,0.006686133574371943,0.008461519132973949,0.01009099081442129,2020-06-16,0.007920510674755866,0.035060920104250465,0.03825188771257436,0.017826733478875176,0.09906005197045586,0.03122900841460092,-2.1720524281565403
20,0.005594486533680607,0.00657785041112524,0.008499616002595843,0.01012428585699749,2020-06-17,0.008800105418184757,0.03891914181289616,0.03969232543289567,0.02106344323654962,0.10847501590052622,0.030796238804399183,-2.522346238107193
21,0.00532741229691629,0.0065533517456113815,0.0085343546651429,0.010201850241280258,2020-06-18,0.009299046583886358,0.04149762571390437,0.03877665172044475,0.025516117247683823,0.1150894412659193,0.03061696894895083,-2.7590083282840165
22,0.005163015993168785,0.006597074605364475,0.008575673572104647,0.01032762277960477,2020-06-19,0.008843090940010902,0.047878166009659204,0.046780582694437335,0.02780673910343011,0.13130857874753754,0.030663386950242677,-3.2822594568764143
23,0.005072496512828212,0.006683322434830875,0.008618017571852559,0.010486189649479236,2020-06-20,0.007463819144794639,0.04243605259983716,0.047666947740394296,0.027073368030381576,0.12464018751540767,0.030860026168990883,-3.038887939785677
