,cantonId,case_inz_entries_7dayAverage_last_2,pred_week_case_inz_entries_7dayAverage_0,pred_week_case_inz_entries_7dayAverage_1,output_case_inz_entries_7dayAverage_0,output_case_inz_entries_7dayAverage_1,iteration
0,AG,9.72857142857143,11.893417573307508,11.354359229286668,14.101428571428572,19.601428571428567,0
1,AI,7.085714285714287,9.291326300350176,8.051706670741034,9.742857142857144,4.428571428571429,0
2,AR,9.018571428571429,10.35461356362313,10.197213754404837,13.655714285714286,11.595714285714283,0
3,BE,8.465714285714286,9.544849464659544,9.329374986425169,8.464285714285714,10.334285714285716,0
4,BL,11.451428571428574,11.718446359572182,9.463314518869305,13.668571428571427,18.457142857142856,0
5,BS,11.305714285714286,11.207852952088416,9.03054412221993,11.817142857142857,14.80714285714286,0
6,FR,16.24857142857143,14.654103818590972,12.947774975925352,15.672857142857143,18.202857142857145,0
7,GE,18.81571428571429,16.501220975197562,14.133588713783016,22.16,27.26142857142857,0
8,GL,7.742857142857143,11.321498866481848,10.955761063057075,6.685714285714285,7.038571428571428,0
9,GR,9.62,12.793084260255887,12.481750120774281,13.782857142857145,12.415714285714284,0
10,JU,17.084285714285716,15.871539492645287,14.749172969369388,9.705714285714285,12.812857142857142,0
11,LU,10.441428571428572,11.831998371585403,10.169911536922898,15.525714285714288,15.181428571428572,0
12,NE,16.34857142857143,15.361272534133999,14.421936255026559,17.402857142857144,17.64428571428571,0
13,NW,9.614285714285714,11.235237202580157,9.683912033341645,12.928571428571429,13.927142857142858,0
14,OW,10.545714285714284,11.837824407617248,10.287326856495081,14.688571428571429,10.924285714285714,0
15,SG,10.38,11.245343809563362,10.895437546973636,10.91,13.734285714285717,0
16,SH,7.112857142857143,9.739171855356286,9.16228762316615,10.234285714285717,10.929999999999998,0
17,SO,13.651428571428571,13.602930984770554,11.534576753613369,12.508571428571427,16.24571428571429,0
18,SZ,8.9,9.459099592186934,9.386365098048907,8.901428571428571,9.258571428571427,0
19,TG,11.241428571428573,11.860482883195607,11.353052934962314,12.06,13.69714285714286,0
20,TI,14.061428571428571,14.906532318750713,12.179191096705281,18.49285714285714,20.03714285714286,0
21,UR,8.562857142857142,10.179364292257072,9.97082164393567,19.851428571428567,24.91,0
22,VD,20.085714285714285,18.997943804593437,17.408745842305635,19.395714285714288,22.74714285714285,0
23,VS,17.737142857142857,16.291039323548997,13.522420024339022,17.984285714285715,19.02,0
24,ZG,10.52,10.951882936488442,9.368179611648626,15.55714285714286,20.482857142857146,0
25,ZH,10.495714285714286,12.269250147080768,11.653421880504467,12.705714285714285,16.835714285714285,0
26,AG,9.72857142857143,11.893417573307508,11.354359229286668,14.101428571428572,19.601428571428567,1
27,AI,7.085714285714287,9.291326300350176,8.051706670741034,9.742857142857144,4.428571428571429,1
28,AR,9.018571428571429,10.35461356362313,10.197213754404837,13.655714285714286,11.595714285714283,1
29,BE,8.465714285714286,9.544849464659544,9.329374986425169,8.464285714285714,10.334285714285716,1
30,BL,11.451428571428574,11.718446359572182,9.463314518869305,13.668571428571427,18.457142857142856,1
31,BS,11.305714285714286,11.207852952088416,9.03054412221993,11.817142857142857,14.80714285714286,1
32,FR,16.24857142857143,14.654103818590972,12.947774975925352,15.672857142857143,18.202857142857145,1
33,GE,18.81571428571429,16.501220975197562,14.133588713783016,22.16,27.26142857142857,1
34,GL,7.742857142857143,11.321498866481848,10.955761063057075,6.685714285714285,7.038571428571428,1
35,GR,9.62,12.793084260255887,12.481750120774281,13.782857142857145,12.415714285714284,1
36,JU,17.084285714285716,15.871539492645287,14.749172969369388,9.705714285714285,12.812857142857142,1
37,LU,10.441428571428572,11.831998371585403,10.169911536922898,15.525714285714288,15.181428571428572,1
38,NE,16.34857142857143,15.361272534133999,14.421936255026559,17.402857142857144,17.64428571428571,1
39,NW,9.614285714285714,11.235237202580157,9.683912033341645,12.928571428571429,13.927142857142858,1
40,OW,10.545714285714284,11.837824407617248,10.287326856495081,14.688571428571429,10.924285714285714,1
41,SG,10.38,11.245343809563362,10.895437546973636,10.91,13.734285714285717,1
42,SH,7.112857142857143,9.739171855356286,9.16228762316615,10.234285714285717,10.929999999999998,1
43,SO,13.651428571428571,13.602930984770554,11.534576753613369,12.508571428571427,16.24571428571429,1
44,SZ,8.9,9.459099592186934,9.386365098048907,8.901428571428571,9.258571428571427,1
45,TG,11.241428571428573,11.860482883195607,11.353052934962314,12.06,13.69714285714286,1
46,TI,14.061428571428571,14.906532318750713,12.179191096705281,18.49285714285714,20.03714285714286,1
47,UR,8.562857142857142,10.179364292257072,9.97082164393567,19.851428571428567,24.91,1
48,VD,20.085714285714285,18.997943804593437,17.408745842305635,19.395714285714288,22.74714285714285,1
49,VS,17.737142857142857,16.291039323548997,13.522420024339022,17.984285714285715,19.02,1
50,ZG,10.52,10.951882936488442,9.368179611648626,15.55714285714286,20.482857142857146,1
51,ZH,10.495714285714286,12.269250147080768,11.653421880504467,12.705714285714285,16.835714285714285,1
52,AG,9.72857142857143,11.893417573307508,11.354359229286668,14.101428571428572,19.601428571428567,2
53,AI,7.085714285714287,9.291326300350176,8.051706670741034,9.742857142857144,4.428571428571429,2
54,AR,9.018571428571429,10.35461356362313,10.197213754404837,13.655714285714286,11.595714285714283,2
55,BE,8.465714285714286,9.544849464659544,9.329374986425169,8.464285714285714,10.334285714285716,2
56,BL,11.451428571428574,11.718446359572182,9.463314518869305,13.668571428571427,18.457142857142856,2
57,BS,11.305714285714286,11.207852952088416,9.03054412221993,11.817142857142857,14.80714285714286,2
58,FR,16.24857142857143,14.654103818590972,12.947774975925352,15.672857142857143,18.202857142857145,2
59,GE,18.81571428571429,16.501220975197562,14.133588713783016,22.16,27.26142857142857,2
