,cantonId,case_inz_entries_7dayAverage_last_2,pred_week_case_inz_entries_7dayAverage_0,pred_week_case_inz_entries_7dayAverage_1,output_case_inz_entries_7dayAverage_0,output_case_inz_entries_7dayAverage_1,iteration
0,AG,1.417142857142857,2.9585563936095554,2.9156447646001595,3.27,10.895714285714288,0
1,AI,4.428571428571429,2.9585563936095554,2.9156447646001595,3.542857142857143,47.83142857142858,0
2,AR,4.637142857142857,2.9585563936095554,2.9156447646001595,7.988571428571428,15.975714285714286,0
3,BE,3.367142857142857,2.9585563936095554,2.9156447646001595,6.3100000000000005,14.444285714285714,0
4,BL,0.84,2.9585563936095554,2.9156447646001595,2.665714285714286,8.588571428571429,0
5,BS,1.53,2.9585563936095554,2.9156447646001595,4.082857142857143,10.285714285714286,0
6,FR,4.5285714285714285,2.9585563936095554,2.9156447646001595,9.368571428571428,29.65571428571429,0
7,GE,8.982857142857144,2.9585563936095554,2.9156447646001595,15.755714285714284,38.68,0
8,GL,2.461428571428571,2.9585563936095554,2.9156447646001595,2.814285714285714,15.835714285714284,0
9,GR,1.937142857142857,2.9585563936095554,2.9156447646001595,5.668571428571428,14.284285714285714,0
10,JU,3.3000000000000003,2.9585563936095554,2.9156447646001595,14.365714285714288,45.81857142857143,0
11,LU,1.2785714285714285,2.9585563936095554,2.9156447646001595,3.008571428571429,12.967142857142855,0
12,NE,5.101428571428571,2.9585563936095554,2.9156447646001595,13.275714285714288,31.40571428571429,0
13,NW,1.657142857142857,2.9585563936095554,2.9156447646001595,8.95,18.235714285714288,0
14,OW,1.884285714285714,2.9585563936095554,2.9156447646001595,7.910000000000001,16.197142857142858,0
15,SG,2.1814285714285715,2.9585563936095554,2.9156447646001595,6.991428571428571,18.15428571428572,0
16,SH,2.0814285714285714,2.9585563936095554,2.9156447646001595,3.988571428571429,7.631428571428572,0
17,SO,2.75,2.9585563936095554,2.9156447646001595,3.997142857142857,7.732857142857143,0
18,SZ,2.225714285714285,2.9585563936095554,2.9156447646001595,14.598571428571429,44.06428571428571,0
19,TG,1.7385714285714289,2.9585563936095554,2.9156447646001595,4.648571428571429,10.62857142857143,0
20,TI,0.8514285714285714,2.9585563936095554,2.9156447646001595,4.635714285714286,13.211428571428572,0
