,cantonId,case_inz_entries_7dayAverage_last_2,pred_week_case_inz_entries_7dayAverage_0,pred_week_case_inz_entries_7dayAverage_1,output_case_inz_entries_7dayAverage_0,output_case_inz_entries_7dayAverage_1,iteration
0,AG,44.74,43.04477890114903,40.25827307345894,53.36571428571428,59.96857142857143,0
1,AI,25.685714285714287,30.597244306967408,30.371759607945016,40.74571428571429,34.54285714285714,0
2,AR,47.66571428571429,48.652091798684644,44.7384992902532,52.04571428571428,49.46857142857143,0
3,BE,37.64142857142857,37.92293538708075,36.21633658115835,46.08,48.512857142857136,0
4,BL,46.635714285714286,44.94212728114962,41.357703042229545,55.8657142857143,51.27428571428571,0
5,BS,47.34,45.779213905380594,42.26534586303998,50.84285714285714,51.862857142857145,0
6,FR,34.050000000000004,33.76933878812851,32.962637732988625,30.58714285714285,29.07857142857143,0
7,GE,36.44285714285714,30.24374775988628,29.55800328965392,30.40571428571429,30.29285714285714,0
8,GL,29.211428571428574,41.64520269939752,39.49459128827027,57.71857142857142,58.42428571428572,0
9,GR,43.93,43.94615376297626,41.03544955362102,49.6,55.55714285714286,0
10,JU,31.645714285714284,26.576977250543685,26.812997653826116,26.01714285714285,40.57714285714286,0
11,LU,36.68857142857143,38.81782620724807,37.03845624902661,46.19714285714286,58.89142857142857,0
12,NE,45.40857142857142,35.93836633908841,34.49309012435453,36.42285714285714,32.61714285714286,0
13,NW,23.211428571428574,34.43474041339364,33.513155286902176,40.44857142857143,45.09142857142857,0
14,OW,27.87,28.649613904677143,28.946072350729775,30.50714285714286,25.987142857142857,0
15,SG,62.207142857142856,53.456638071167006,48.385170972386675,70.29,71.15714285714286,0
16,SH,50.48285714285714,44.28292919194569,41.648060989165714,50.48285714285714,52.56571428571429,0
17,SO,45.1,44.534296592644274,41.57291216928658,59.220000000000006,59.635714285714286,0
18,SZ,38.72285714285714,39.90901670975652,38.036917339142256,47.44714285714286,62.58285714285715,0
19,TG,45.33,46.730252207859856,43.48993904792344,61.22285714285714,64.13571428571429,0
20,TI,66.20857142857143,58.36061103418757,52.14520733268819,65.47428571428573,72.83285714285714,0
21,UR,34.64,38.33607045081929,36.8351992501894,34.64,40.86857142857143,0
22,VD,38.87857142857143,35.847918091697835,34.281171053854266,37.511428571428574,30.981428571428573,0
23,VS,35.47428571428572,33.80940538656423,32.63023280902509,32.70285714285714,29.397142857142857,0
24,ZG,38.05142857142857,34.859710580832925,33.82494052709396,36.03857142857142,41.184285714285714,0
25,ZH,44.4,41.87369198431248,39.56158073500103,53.30714285714286,54.89571428571429,0
26,AG,44.74,43.04477890114903,40.25827307345894,53.36571428571428,59.96857142857143,1
27,AI,25.685714285714287,30.597244306967408,30.371759607945016,40.74571428571429,34.54285714285714,1
28,AR,47.66571428571429,48.652091798684644,44.7384992902532,52.04571428571428,49.46857142857143,1
29,BE,37.64142857142857,37.92293538708075,36.21633658115835,46.08,48.512857142857136,1
30,BL,46.635714285714286,44.94212728114962,41.357703042229545,55.8657142857143,51.27428571428571,1
31,BS,47.34,45.779213905380594,42.26534586303998,50.84285714285714,51.862857142857145,1
32,FR,34.050000000000004,33.76933878812851,32.962637732988625,30.58714285714285,29.07857142857143,1
33,GE,36.44285714285714,30.24374775988628,29.55800328965392,30.40571428571429,30.29285714285714,1
34,GL,29.211428571428574,41.64520269939752,39.49459128827027,57.71857142857142,58.42428571428572,1
35,GR,43.93,43.94615376297626,41.03544955362102,49.6,55.55714285714286,1
36,JU,31.645714285714284,26.576977250543685,26.812997653826116,26.01714285714285,40.57714285714286,1
37,LU,36.68857142857143,38.81782620724807,37.03845624902661,46.19714285714286,58.89142857142857,1
38,NE,45.40857142857142,35.93836633908841,34.49309012435453,36.42285714285714,32.61714285714286,1
39,NW,23.211428571428574,34.43474041339364,33.513155286902176,40.44857142857143,45.09142857142857,1
40,OW,27.87,28.649613904677143,28.946072350729775,30.50714285714286,25.987142857142857,1
41,SG,62.207142857142856,53.456638071167006,48.385170972386675,70.29,71.15714285714286,1
42,SH,50.48285714285714,44.28292919194569,41.648060989165714,50.48285714285714,52.56571428571429,1
43,SO,45.1,44.534296592644274,41.57291216928658,59.220000000000006,59.635714285714286,1
44,SZ,38.72285714285714,39.90901670975652,38.036917339142256,47.44714285714286,62.58285714285715,1
45,TG,45.33,46.730252207859856,43.48993904792344,61.22285714285714,64.13571428571429,1
46,TI,66.20857142857143,58.36061103418757,52.14520733268819,65.47428571428573,72.83285714285714,1
47,UR,34.64,38.33607045081929,36.8351992501894,34.64,40.86857142857143,1
48,VD,38.87857142857143,35.847918091697835,34.281171053854266,37.511428571428574,30.981428571428573,1
49,VS,35.47428571428572,33.80940538656423,32.63023280902509,32.70285714285714,29.397142857142857,1
50,ZG,38.05142857142857,34.859710580832925,33.82494052709396,36.03857142857142,41.184285714285714,1
51,ZH,44.4,41.87369198431248,39.56158073500103,53.30714285714286,54.89571428571429,1
52,AG,44.74,43.04477890114903,40.25827307345894,53.36571428571428,59.96857142857143,2
53,AI,25.685714285714287,30.597244306967408,30.371759607945016,40.74571428571429,34.54285714285714,2
54,AR,47.66571428571429,48.652091798684644,44.7384992902532,52.04571428571428,49.46857142857143,2
55,BE,37.64142857142857,37.92293538708075,36.21633658115835,46.08,48.512857142857136,2
56,BL,46.635714285714286,44.94212728114962,41.357703042229545,55.8657142857143,51.27428571428571,2
57,BS,47.34,45.779213905380594,42.26534586303998,50.84285714285714,51.862857142857145,2
58,FR,34.050000000000004,33.76933878812851,32.962637732988625,30.58714285714285,29.07857142857143,2
59,GE,36.44285714285714,30.24374775988628,29.55800328965392,30.40571428571429,30.29285714285714,2
60,GL,29.211428571428574,41.64520269939752,39.49459128827027,57.71857142857142,58.42428571428572,2
61,GR,43.93,43.94615376297626,41.03544955362102,49.6,55.55714285714286,2
62,JU,31.645714285714284,26.576977250543685,26.812997653826116,26.01714285714285,40.57714285714286,2
63,LU,36.68857142857143,38.81782620724807,37.03845624902661,46.19714285714286,58.89142857142857,2
64,NE,45.40857142857142,35.93836633908841,34.49309012435453,36.42285714285714,32.61714285714286,2
65,NW,23.211428571428574,34.43474041339364,33.513155286902176,40.44857142857143,45.09142857142857,2
66,OW,27.87,28.649613904677143,28.946072350729775,30.50714285714286,25.987142857142857,2
67,SG,62.207142857142856,53.456638071167006,48.385170972386675,70.29,71.15714285714286,2
68,SH,50.48285714285714,44.28292919194569,41.648060989165714,50.48285714285714,52.56571428571429,2
69,SO,45.1,44.534296592644274,41.57291216928658,59.220000000000006,59.635714285714286,2
70,SZ,38.72285714285714,39.90901670975652,38.036917339142256,47.44714285714286,62.58285714285715,2
71,TG,45.33,46.730252207859856,43.48993904792344,61.22285714285714,64.13571428571429,2
72,TI,66.20857142857143,58.36061103418757,52.14520733268819,65.47428571428573,72.83285714285714,2
73,UR,34.64,38.33607045081929,36.8351992501894,34.64,40.86857142857143,2
74,VD,38.87857142857143,35.847918091697835,34.281171053854266,37.511428571428574,30.981428571428573,2
75,VS,35.47428571428572,33.80940538656423,32.63023280902509,32.70285714285714,29.397142857142857,2
76,ZG,38.05142857142857,34.859710580832925,33.82494052709396,36.03857142857142,41.184285714285714,2
77,ZH,44.4,41.87369198431248,39.56158073500103,53.30714285714286,54.89571428571429,2
78,AG,44.74,43.04477890114903,40.25827307345894,53.36571428571428,59.96857142857143,3
79,AI,25.685714285714287,30.597244306967408,30.371759607945016,40.74571428571429,34.54285714285714,3
80,AR,47.66571428571429,48.652091798684644,44.7384992902532,52.04571428571428,49.46857142857143,3
81,BE,37.64142857142857,37.92293538708075,36.21633658115835,46.08,48.512857142857136,3
