,dt,weather,main.temp,main.feels_like,main.pressure,main.humidity,main.temp_min,main.temp_max,wind.speed,wind.deg,clouds.all,rain.1h,rain.3h,snow.1h
0,2020-03-19 00:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.84,279.71,1025,93,278.71,283.15,0.5,0,0,,,
1,2020-03-19 01:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.64,278.91,1025,87,279.26,282.04,1.0,250,0,,,
2,2020-03-19 02:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.06,278.56,1025,87,279.15,282.59,0.5,310,0,,,
3,2020-03-19 03:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",279.8,278.45,1024,93,278.15,282.04,0.5,0,0,,,
4,2020-03-19 04:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",279.64,278.25,1024,93,278.15,281.48,0.5,0,0,,,
5,2020-03-19 05:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",279.17,277.69,1025,93,278.15,280.93,0.5,0,6,,,
6,2020-03-19 06:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",278.93,277.05,1025,93,277.15,280.37,1.0,260,6,,,
7,2020-03-19 07:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",279.6,278.21,1025,93,277.15,282.59,0.5,280,6,,,
8,2020-03-19 08:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",282.74,281.38,1025,76,280.37,287.04,0.5,0,0,,,
9,2020-03-19 09:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",284.9,283.43,1025,71,282.59,287.04,1.0,0,20,,,
10,2020-03-19 10:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",286.98,285.72,1025,66,284.82,288.15,1.0,0,20,,,
11,2020-03-19 11:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",288.86,287.22,1025,58,287.59,290.15,1.5,0,20,,,
12,2020-03-19 12:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",289.99,287.74,1024,51,288.15,292.15,2.1,40,20,,,
13,2020-03-19 13:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",290.86,288.59,1023,48,289.26,292.15,2.1,0,20,,,
14,2020-03-19 14:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",290.65,288.56,1022,45,286.48,293.15,1.5,0,20,,,
15,2020-03-19 15:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",291.47,288.98,1021,48,289.26,293.15,2.6,90,20,,,
16,2020-03-19 16:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",291.95,289.69,1021,45,290.37,293.15,2.1,90,20,,,
17,2020-03-19 17:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",290.74,288.45,1021,48,288.15,293.15,2.1,60,20,,,
18,2020-03-19 18:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",288.38,286.04,1021,55,284.82,291.15,2.1,20,0,,0.5,
19,2020-03-19 19:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",284.57,282.63,1021,62,279.82,287.04,1.0,20,0,,0.5,
20,2020-03-19 20:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",283.7,282.33,1021,71,279.82,285.93,0.5,0,0,,,
21,2020-03-19 21:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",282.81,281.47,1021,76,279.82,285.37,0.5,0,0,,,
22,2020-03-19 22:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",282.15,280.51,1021,81,279.82,285.37,1.0,0,0,,,
23,2020-03-19 23:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",281.39,279.6,1021,81,279.82,283.71,1.0,320,0,,,
24,2020-03-20 00:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",281.23,279.76,1021,87,279.26,284.26,0.8,185,0,,,
25,2020-03-20 01:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.62,279.24,1021,87,278.71,283.15,0.5,240,0,,,
26,2020-03-20 02:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.09,278.8,1021,93,278.71,282.59,0.5,0,2,,,
27,2020-03-20 03:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",279.81,278.11,1021,93,278.15,281.48,1.0,0,2,,,
28,2020-03-20 04:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",279.35,277.56,1021,93,278.15,281.48,1.0,220,2,,,
29,2020-03-20 05:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",279.29,278.17,1021,100,277.59,280.93,0.33,207,21,,,
30,2020-03-20 06:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",278.95,277.43,1021,93,277.15,280.93,0.5,300,21,,,
31,2020-03-20 07:00:00,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",279.98,278.67,1021,93,278.15,282.59,0.5,0,40,,,
32,2020-03-20 08:00:00,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",282.4,281.17,1021,81,280.37,284.82,0.5,0,40,,,
33,2020-03-20 09:00:00,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",284.83,283.12,1021,66,282.04,286.15,1.0,0,40,,,
34,2020-03-20 10:00:00,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",286.21,284.73,1021,58,283.71,288.71,0.5,0,40,,,
35,2020-03-20 11:00:00,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",287.54,284.82,1021,51,284.26,289.26,2.1,210,40,,,
36,2020-03-20 12:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",288.49,285.2,1020,44,285.37,290.15,2.6,200,20,,,
37,2020-03-20 13:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",289.86,287.79,1019,42,285.93,291.15,1.0,0,20,,,
38,2020-03-20 14:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",290.93,288.84,1018,39,287.59,292.15,1.0,0,20,,,
39,2020-03-20 15:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",289.67,287.38,1018,39,283.15,293.15,1.0,0,20,,,
40,2020-03-20 16:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",291.78,289.07,1018,39,290.37,293.15,2.1,130,20,,,
41,2020-03-20 17:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",288.2,284.2,1018,51,281.48,292.15,4.1,60,20,,,
42,2020-03-20 18:00:00,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",285.82,280.71,1018,51,279.26,288.15,5.1,60,40,,,
43,2020-03-20 19:00:00,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",284.03,280.35,1019,58,278.15,287.15,3.1,40,40,,,
44,2020-03-20 20:00:00,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",283.4,281.42,1019,66,277.59,286.15,1.0,0,75,,,
45,2020-03-20 21:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",282.35,280.37,1019,71,277.04,286.15,1.0,0,20,,,
46,2020-03-20 22:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",282.11,280.44,1019,71,277.59,285.15,0.5,0,20,,,
47,2020-03-20 23:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.92,279.04,1019,81,277.04,283.15,1.0,330,6,,,
48,2020-03-21 00:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.0,278.34,1018,93,276.48,283.15,1.0,0,6,,,
49,2020-03-21 01:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",279.69,278.32,1018,93,276.48,281.48,0.5,0,4,,,
50,2020-03-21 02:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",278.99,277.47,1018,93,276.48,280.37,0.5,0,0,,,
51,2020-03-21 03:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",278.77,276.86,1017,93,276.48,279.82,1.0,0,0,,,
