,country,region_name,nuts_code,year_week,rate_14_day_per_100k,source
0,Austria,Burgenland,AT11,2020-W13,,"Epidemic intelligence, subnational weekly data"
1,Austria,Burgenland,AT11,2020-W14,38.3784591558098,"Epidemic intelligence, subnational weekly data"
2,Austria,Burgenland,AT11,2020-W15,37.0199296281705,"Epidemic intelligence, subnational weekly data"
3,Austria,Burgenland,AT11,2020-W16,27.8498553166053,"Epidemic intelligence, subnational weekly data"
4,Austria,Burgenland,AT11,2020-W17,13.924927658302698,"Epidemic intelligence, subnational weekly data"
5,Austria,Burgenland,AT11,2020-W18,6.4530152562866,"Epidemic intelligence, subnational weekly data"
6,Austria,Burgenland,AT11,2020-W19,3.7359562010080296,"Epidemic intelligence, subnational weekly data"
7,Austria,Burgenland,AT11,2020-W20,3.0566914371883898,"Epidemic intelligence, subnational weekly data"
8,Austria,Burgenland,AT11,2020-W21,2.71705905527857,"Epidemic intelligence, subnational weekly data"
9,Austria,Burgenland,AT11,2020-W22,1.35852952763928,"Epidemic intelligence, subnational weekly data"
10,Austria,Burgenland,AT11,2020-W23,0.6792647638196421,"Epidemic intelligence, subnational weekly data"
11,Austria,Burgenland,AT11,2020-W24,0.33963238190982104,"Epidemic intelligence, subnational weekly data"
12,Austria,Burgenland,AT11,2020-W25,2.37742667336875,"Epidemic intelligence, subnational weekly data"
13,Austria,Burgenland,AT11,2020-W26,3.39632381909821,"Epidemic intelligence, subnational weekly data"
14,Austria,Burgenland,AT11,2020-W27,4.75485334673749,"Epidemic intelligence, subnational weekly data"
15,Austria,Burgenland,AT11,2020-W28,7.471912402016059,"Epidemic intelligence, subnational weekly data"
16,Austria,Burgenland,AT11,2020-W29,8.83044192965534,"Epidemic intelligence, subnational weekly data"
17,Austria,Burgenland,AT11,2020-W30,11.2078686030241,"Epidemic intelligence, subnational weekly data"
18,Austria,Burgenland,AT11,2020-W31,11.2078686030241,"Epidemic intelligence, subnational weekly data"
19,Austria,Burgenland,AT11,2020-W32,7.81154478392588,"Epidemic intelligence, subnational weekly data"
20,Austria,Burgenland,AT11,2020-W33,7.471912402016059,"Epidemic intelligence, subnational weekly data"
21,Austria,Burgenland,AT11,2020-W34,15.962721949761601,"Epidemic intelligence, subnational weekly data"
22,Austria,Burgenland,AT11,2020-W35,23.4346343517776,"Epidemic intelligence, subnational weekly data"
23,Austria,Burgenland,AT11,2020-W36,27.8498553166053,"Epidemic intelligence, subnational weekly data"
24,Austria,Burgenland,AT11,2020-W37,35.321767718621395,"Epidemic intelligence, subnational weekly data"
25,Austria,Burgenland,AT11,2020-W38,52.6430191960222,"Epidemic intelligence, subnational weekly data"
26,Austria,Burgenland,AT11,2020-W39,72.68132972870171,"Epidemic intelligence, subnational weekly data"
27,Austria,Burgenland,AT11,2020-W40,89.3233164422829,"Epidemic intelligence, subnational weekly data"
28,Austria,Burgenland,AT11,2020-W41,124.30545177899401,"Epidemic intelligence, subnational weekly data"
29,Austria,Burgenland,AT11,2020-W42,152.49493947751,"Epidemic intelligence, subnational weekly data"
30,Austria,Burgenland,AT11,2020-W43,285.970465568069,"Epidemic intelligence, subnational weekly data"
31,Austria,Burgenland,AT11,2020-W44,520.656441467755,"Epidemic intelligence, subnational weekly data"
32,Austria,Burgenland,AT11,2020-W45,749.568666874975,"Epidemic intelligence, subnational weekly data"
33,Austria,Burgenland,AT11,2020-W46,939.762800744474,"Epidemic intelligence, subnational weekly data"
34,Austria,Burgenland,AT11,2020-W47,823.6085261313161,"Epidemic intelligence, subnational weekly data"
35,Austria,Burgenland,AT11,2020-W48,622.5461560407019,"Epidemic intelligence, subnational weekly data"
36,Austria,Burgenland,AT11,2020-W49,445.59768506568497,"Epidemic intelligence, subnational weekly data"
37,Austria,Burgenland,AT11,2020-W50,294.800907497724,"Epidemic intelligence, subnational weekly data"
38,Austria,Burgenland,AT11,2020-W51,270.687008382127,"Epidemic intelligence, subnational weekly data"
39,Austria,Burgenland,AT11,2020-W52,219.402518713744,"Epidemic intelligence, subnational weekly data"
40,Austria,Burgenland,AT11,2020-W53,250.648697849448,"Epidemic intelligence, subnational weekly data"
41,Austria,Burgenland,AT11,2021-W01,279.177817929873,"Epidemic intelligence, subnational weekly data"
42,Austria,Burgenland,AT11,2021-W02,238.082299718784,"Epidemic intelligence, subnational weekly data"
43,Austria,Burgenland,AT11,2021-W03,212.270238693638,"Epidemic intelligence, subnational weekly data"
44,Austria,Burgenland,AT11,2021-W04,201.402002472524,"Epidemic intelligence, subnational weekly data"
45,Austria,Burgenland,AT11,2021-W05,201.06237009061402,"Epidemic intelligence, subnational weekly data"
46,Austria,Burgenland,AT11,2021-W06,211.590973929818,"Epidemic intelligence, subnational weekly data"
47,Austria,Burgenland,AT11,2021-W07,270.347376000217,"Epidemic intelligence, subnational weekly data"
48,Austria,Burgenland,AT11,2021-W08,346.764661929927,"Epidemic intelligence, subnational weekly data"
49,Austria,Burgenland,AT11,2021-W09,422.84231547772697,"Epidemic intelligence, subnational weekly data"
50,Austria,Burgenland,AT11,2021-W10,505.033351899904,"Epidemic intelligence, subnational weekly data"
51,Austria,Karnten,AT21,2020-W13,,"Epidemic intelligence, subnational weekly data"
52,Austria,Karnten,AT21,2020-W14,24.2297694786858,"Epidemic intelligence, subnational weekly data"
53,Austria,Karnten,AT21,2020-W15,25.298729896863104,"Epidemic intelligence, subnational weekly data"
54,Austria,Karnten,AT21,2020-W16,14.787285784786198,"Epidemic intelligence, subnational weekly data"
55,Austria,Karnten,AT21,2020-W17,3.9195215333168196,"Epidemic intelligence, subnational weekly data"
56,Austria,Karnten,AT21,2020-W18,1.60344062726597,"Epidemic intelligence, subnational weekly data"
57,Austria,Karnten,AT21,2020-W19,0.178160069696219,"Epidemic intelligence, subnational weekly data"
58,Austria,Karnten,AT21,2020-W20,0.0,"Epidemic intelligence, subnational weekly data"
59,Austria,Karnten,AT21,2020-W21,0.35632013939243895,"Epidemic intelligence, subnational weekly data"
60,Austria,Karnten,AT21,2020-W22,0.8908003484810959,"Epidemic intelligence, subnational weekly data"
61,Austria,Karnten,AT21,2020-W23,0.35632013939243895,"Epidemic intelligence, subnational weekly data"
62,Austria,Karnten,AT21,2020-W24,0.5344802090886579,"Epidemic intelligence, subnational weekly data"
63,Austria,Karnten,AT21,2020-W25,1.78160069696219,"Epidemic intelligence, subnational weekly data"
64,Austria,Karnten,AT21,2020-W26,1.78160069696219,"Epidemic intelligence, subnational weekly data"
65,Austria,Karnten,AT21,2020-W27,1.78160069696219,"Epidemic intelligence, subnational weekly data"
66,Austria,Karnten,AT21,2020-W28,2.85056111513951,"Epidemic intelligence, subnational weekly data"
67,Austria,Karnten,AT21,2020-W29,3.0287211848357303,"Epidemic intelligence, subnational weekly data"
68,Austria,Karnten,AT21,2020-W30,1.9597607666584098,"Epidemic intelligence, subnational weekly data"
69,Austria,Karnten,AT21,2020-W31,3.74136146362061,"Epidemic intelligence, subnational weekly data"
70,Austria,Karnten,AT21,2020-W32,8.19536320602609,"Epidemic intelligence, subnational weekly data"
71,Austria,Karnten,AT21,2020-W33,21.201048293850103,"Epidemic intelligence, subnational weekly data"
72,Austria,Karnten,AT21,2020-W34,22.4481687817236,"Epidemic intelligence, subnational weekly data"
73,Austria,Karnten,AT21,2020-W35,10.333284042380699,"Epidemic intelligence, subnational weekly data"
74,Austria,Karnten,AT21,2020-W36,7.48272292724121,"Epidemic intelligence, subnational weekly data"
75,Austria,Karnten,AT21,2020-W37,12.827525018127801,"Epidemic intelligence, subnational weekly data"
76,Austria,Karnten,AT21,2020-W38,22.9826489908123,"Epidemic intelligence, subnational weekly data"
77,Austria,Karnten,AT21,2020-W39,36.7009743574212,"Epidemic intelligence, subnational weekly data"
78,Austria,Karnten,AT21,2020-W40,40.0860156816493,"Epidemic intelligence, subnational weekly data"
79,Austria,Karnten,AT21,2020-W41,68.05714662395579,"Epidemic intelligence, subnational weekly data"
80,Austria,Karnten,AT21,2020-W42,98.1661984026168,"Epidemic intelligence, subnational weekly data"
81,Austria,Karnten,AT21,2020-W43,153.03949986905198,"Epidemic intelligence, subnational weekly data"
82,Austria,Karnten,AT21,2020-W44,309.820361201725,"Epidemic intelligence, subnational weekly data"
83,Austria,Karnten,AT21,2020-W45,564.589260867319,"Epidemic intelligence, subnational weekly data"
84,Austria,Karnten,AT21,2020-W46,1076.0868209651599,"Epidemic intelligence, subnational weekly data"
85,Austria,Karnten,AT21,2020-W47,1236.4308836917598,"Epidemic intelligence, subnational weekly data"
86,Austria,Karnten,AT21,2020-W48,1020.6790392896401,"Epidemic intelligence, subnational weekly data"
87,Austria,Karnten,AT21,2020-W49,797.0881518208851,"Epidemic intelligence, subnational weekly data"
88,Austria,Karnten,AT21,2020-W50,614.830400521653,"Epidemic intelligence, subnational weekly data"
89,Austria,Karnten,AT21,2020-W51,535.0146892977469,"Epidemic intelligence, subnational weekly data"
90,Austria,Karnten,AT21,2020-W52,385.00391061352997,"Epidemic intelligence, subnational weekly data"
91,Austria,Karnten,AT21,2020-W53,347.590295977324,"Epidemic intelligence, subnational weekly data"
92,Austria,Karnten,AT21,2021-W01,362.19942169241403,"Epidemic intelligence, subnational weekly data"
93,Austria,Karnten,AT21,2021-W02,300.91235771691396,"Epidemic intelligence, subnational weekly data"
94,Austria,Karnten,AT21,2021-W03,230.00464997781899,"Epidemic intelligence, subnational weekly data"
95,Austria,Karnten,AT21,2021-W04,473.72762532224704,"Epidemic intelligence, subnational weekly data"
96,Austria,Karnten,AT21,2021-W05,494.216033337312,"Epidemic intelligence, subnational weekly data"
97,Austria,Karnten,AT21,2021-W06,268.665385101899,"Epidemic intelligence, subnational weekly data"
98,Austria,Karnten,AT21,2021-W07,286.659552141217,"Epidemic intelligence, subnational weekly data"
99,Austria,Karnten,AT21,2021-W08,329.952449077398,"Epidemic intelligence, subnational weekly data"
100,Austria,Karnten,AT21,2021-W09,368.61318420147796,"Epidemic intelligence, subnational weekly data"
101,Austria,Karnten,AT21,2021-W10,380.01542866203596,"Epidemic intelligence, subnational weekly data"
102,Austria,Niederosterreich,AT12,2020-W13,,"Epidemic intelligence, subnational weekly data"
103,Austria,Niederosterreich,AT12,2020-W14,62.5784085491368,"Epidemic intelligence, subnational weekly data"
104,Austria,Niederosterreich,AT12,2020-W15,61.8065685954947,"Epidemic intelligence, subnational weekly data"
105,Austria,Niederosterreich,AT12,2020-W16,34.0203302643789,"Epidemic intelligence, subnational weekly data"
106,Austria,Niederosterreich,AT12,2020-W17,9.26207944370526,"Epidemic intelligence, subnational weekly data"
107,Austria,Niederosterreich,AT12,2020-W18,9.08396253132631,"Epidemic intelligence, subnational weekly data"
108,Austria,Niederosterreich,AT12,2020-W19,7.18404879928421,"Epidemic intelligence, subnational weekly data"
109,Austria,Niederosterreich,AT12,2020-W20,8.608984098315789,"Epidemic intelligence, subnational weekly data"
110,Austria,Niederosterreich,AT12,2020-W21,9.024590227200001,"Epidemic intelligence, subnational weekly data"
111,Austria,Niederosterreich,AT12,2020-W22,4.09668898471579,"Epidemic intelligence, subnational weekly data"
112,Austria,Niederosterreich,AT12,2020-W23,2.07803064442105,"Epidemic intelligence, subnational weekly data"
113,Austria,Niederosterreich,AT12,2020-W24,3.3842213352,"Epidemic intelligence, subnational weekly data"
114,Austria,Niederosterreich,AT12,2020-W25,4.21543359296842,"Epidemic intelligence, subnational weekly data"
115,Austria,Niederosterreich,AT12,2020-W26,5.16539045898947,"Epidemic intelligence, subnational weekly data"
116,Austria,Niederosterreich,AT12,2020-W27,4.690412025978941,"Epidemic intelligence, subnational weekly data"
117,Austria,Niederosterreich,AT12,2020-W28,4.80915663423158,"Epidemic intelligence, subnational weekly data"
118,Austria,Niederosterreich,AT12,2020-W29,10.5682701344842,"Epidemic intelligence, subnational weekly data"
119,Austria,Niederosterreich,AT12,2020-W30,14.724331423326301,"Epidemic intelligence, subnational weekly data"
120,Austria,Niederosterreich,AT12,2020-W31,12.2306946500211,"Epidemic intelligence, subnational weekly data"
121,Austria,Niederosterreich,AT12,2020-W32,9.61831326846316,"Epidemic intelligence, subnational weekly data"
122,Austria,Niederosterreich,AT12,2020-W33,15.199309856336802,"Epidemic intelligence, subnational weekly data"
123,Austria,Niederosterreich,AT12,2020-W34,20.7209341400842,"Epidemic intelligence, subnational weekly data"
124,Austria,Niederosterreich,AT12,2020-W35,23.8082939546526,"Epidemic intelligence, subnational weekly data"
125,Austria,Niederosterreich,AT12,2020-W36,32.6547672694737,"Epidemic intelligence, subnational weekly data"
126,Austria,Niederosterreich,AT12,2020-W37,60.3222609923368,"Epidemic intelligence, subnational weekly data"
127,Austria,Niederosterreich,AT12,2020-W38,84.1899272511158,"Epidemic intelligence, subnational weekly data"
128,Austria,Niederosterreich,AT12,2020-W39,99.5079817157052,"Epidemic intelligence, subnational weekly data"
129,Austria,Niederosterreich,AT12,2020-W40,107.701359685137,"Epidemic intelligence, subnational weekly data"
130,Austria,Niederosterreich,AT12,2020-W41,127.116103134442,"Epidemic intelligence, subnational weekly data"
131,Austria,Niederosterreich,AT12,2020-W42,170.220395930147,"Epidemic intelligence, subnational weekly data"
132,Austria,Niederosterreich,AT12,2020-W43,274.953140408968,"Epidemic intelligence, subnational weekly data"
133,Austria,Niederosterreich,AT12,2020-W44,441.967431916295,"Epidemic intelligence, subnational weekly data"
134,Austria,Niederosterreich,AT12,2020-W45,662.238680224926,"Epidemic intelligence, subnational weekly data"
135,Austria,Niederosterreich,AT12,2020-W46,785.198722070526,"Epidemic intelligence, subnational weekly data"
136,Austria,Niederosterreich,AT12,2020-W47,729.091894671158,"Epidemic intelligence, subnational weekly data"
137,Austria,Niederosterreich,AT12,2020-W48,600.194622412926,"Epidemic intelligence, subnational weekly data"
138,Austria,Niederosterreich,AT12,2020-W49,452.120095921895,"Epidemic intelligence, subnational weekly data"
139,Austria,Niederosterreich,AT12,2020-W50,387.28553981595803,"Epidemic intelligence, subnational weekly data"
140,Austria,Niederosterreich,AT12,2020-W51,336.225358267326,"Epidemic intelligence, subnational weekly data"
141,Austria,Niederosterreich,AT12,2020-W52,286.5307397136,"Epidemic intelligence, subnational weekly data"
142,Austria,Niederosterreich,AT12,2020-W53,309.80468293111596,"Epidemic intelligence, subnational weekly data"
143,Austria,Niederosterreich,AT12,2021-W01,311.942085879663,"Epidemic intelligence, subnational weekly data"
144,Austria,Niederosterreich,AT12,2021-W02,271.509546769642,"Epidemic intelligence, subnational weekly data"
145,Austria,Niederosterreich,AT12,2021-W03,229.88956157709498,"Epidemic intelligence, subnational weekly data"
146,Austria,Niederosterreich,AT12,2021-W04,198.362868086021,"Epidemic intelligence, subnational weekly data"
147,Austria,Niederosterreich,AT12,2021-W05,205.25005536467398,"Epidemic intelligence, subnational weekly data"
148,Austria,Niederosterreich,AT12,2021-W06,226.149106417137,"Epidemic intelligence, subnational weekly data"
149,Austria,Niederosterreich,AT12,2021-W07,285.937016672337,"Epidemic intelligence, subnational weekly data"
150,Austria,Niederosterreich,AT12,2021-W08,374.579866732926,"Epidemic intelligence, subnational weekly data"
151,Austria,Niederosterreich,AT12,2021-W09,422.137082338105,"Epidemic intelligence, subnational weekly data"
152,Austria,Niederosterreich,AT12,2021-W10,446.835960854653,"Epidemic intelligence, subnational weekly data"
153,Austria,Oberosterreich,AT31,2020-W13,,"Epidemic intelligence, subnational weekly data"
154,Austria,Oberosterreich,AT31,2020-W14,60.32427485054811,"Epidemic intelligence, subnational weekly data"
155,Austria,Oberosterreich,AT31,2020-W15,44.421212403851904,"Epidemic intelligence, subnational weekly data"
156,Austria,Oberosterreich,AT31,2020-W16,17.580600679470102,"Epidemic intelligence, subnational weekly data"
157,Austria,Oberosterreich,AT31,2020-W17,5.36812234487636,"Epidemic intelligence, subnational weekly data"
158,Austria,Oberosterreich,AT31,2020-W18,2.952467289682,"Epidemic intelligence, subnational weekly data"
159,Austria,Oberosterreich,AT31,2020-W19,1.07362446897527,"Epidemic intelligence, subnational weekly data"
160,Austria,Oberosterreich,AT31,2020-W20,1.5433351741519499,"Epidemic intelligence, subnational weekly data"
161,Austria,Oberosterreich,AT31,2020-W21,1.6775382327738602,"Epidemic intelligence, subnational weekly data"
162,Austria,Oberosterreich,AT31,2020-W22,1.0065229396643198,"Epidemic intelligence, subnational weekly data"
163,Austria,Oberosterreich,AT31,2020-W23,1.81174129139577,"Epidemic intelligence, subnational weekly data"
164,Austria,Oberosterreich,AT31,2020-W24,2.2143504672615,"Epidemic intelligence, subnational weekly data"
165,Austria,Oberosterreich,AT31,2020-W25,2.75116270174914,"Epidemic intelligence, subnational weekly data"
166,Austria,Oberosterreich,AT31,2020-W26,12.816392098392301,"Epidemic intelligence, subnational weekly data"
167,Austria,Oberosterreich,AT31,2020-W27,30.7325004244172,"Epidemic intelligence, subnational weekly data"
168,Austria,Oberosterreich,AT31,2020-W28,36.838739591714,"Epidemic intelligence, subnational weekly data"
169,Austria,Oberosterreich,AT31,2020-W29,35.295404417562104,"Epidemic intelligence, subnational weekly data"
170,Austria,Oberosterreich,AT31,2020-W30,35.161201358940204,"Epidemic intelligence, subnational weekly data"
171,Austria,Oberosterreich,AT31,2020-W31,26.7064086657599,"Epidemic intelligence, subnational weekly data"
172,Austria,Oberosterreich,AT31,2020-W32,18.922631265689198,"Epidemic intelligence, subnational weekly data"
173,Austria,Oberosterreich,AT31,2020-W33,29.189165250265198,"Epidemic intelligence, subnational weekly data"
174,Austria,Oberosterreich,AT31,2020-W34,40.7977298210604,"Epidemic intelligence, subnational weekly data"
175,Austria,Oberosterreich,AT31,2020-W35,37.4426533555126,"Epidemic intelligence, subnational weekly data"
176,Austria,Oberosterreich,AT31,2020-W36,35.295404417562104,"Epidemic intelligence, subnational weekly data"
177,Austria,Oberosterreich,AT31,2020-W37,47.5749842814668,"Epidemic intelligence, subnational weekly data"
178,Austria,Oberosterreich,AT31,2020-W38,66.430514017845,"Epidemic intelligence, subnational weekly data"
179,Austria,Oberosterreich,AT31,2020-W39,75.5563220041348,"Epidemic intelligence, subnational weekly data"
180,Austria,Oberosterreich,AT31,2020-W40,87.16488657492991,"Epidemic intelligence, subnational weekly data"
181,Austria,Oberosterreich,AT31,2020-W41,131.250591332227,"Epidemic intelligence, subnational weekly data"
182,Austria,Oberosterreich,AT31,2020-W42,197.345597703517,"Epidemic intelligence, subnational weekly data"
183,Austria,Oberosterreich,AT31,2020-W43,397.509459638095,"Epidemic intelligence, subnational weekly data"
184,Austria,Oberosterreich,AT31,2020-W44,705.1028699995098,"Epidemic intelligence, subnational weekly data"
185,Austria,Oberosterreich,AT31,2020-W45,1171.0558895347801,"Epidemic intelligence, subnational weekly data"
186,Austria,Oberosterreich,AT31,2020-W46,1465.90000932711,"Epidemic intelligence, subnational weekly data"
187,Austria,Oberosterreich,AT31,2020-W47,1318.54505096026,"Epidemic intelligence, subnational weekly data"
188,Austria,Oberosterreich,AT31,2020-W48,1049.8705275991902,"Epidemic intelligence, subnational weekly data"
189,Austria,Oberosterreich,AT31,2020-W49,694.0982191925141,"Epidemic intelligence, subnational weekly data"
190,Austria,Oberosterreich,AT31,2020-W50,521.7814919219819,"Epidemic intelligence, subnational weekly data"
191,Austria,Oberosterreich,AT31,2020-W51,446.29227144715895,"Epidemic intelligence, subnational weekly data"
192,Austria,Oberosterreich,AT31,2020-W52,316.920522935638,"Epidemic intelligence, subnational weekly data"
193,Austria,Oberosterreich,AT31,2020-W53,302.560795663094,"Epidemic intelligence, subnational weekly data"
194,Austria,Oberosterreich,AT31,2021-W01,293.904698381981,"Epidemic intelligence, subnational weekly data"
195,Austria,Oberosterreich,AT31,2021-W02,233.110712826256,"Epidemic intelligence, subnational weekly data"
196,Austria,Oberosterreich,AT31,2021-W03,190.568343243111,"Epidemic intelligence, subnational weekly data"
197,Austria,Oberosterreich,AT31,2021-W04,260.82364443168,"Epidemic intelligence, subnational weekly data"
198,Austria,Oberosterreich,AT31,2021-W05,249.080876802263,"Epidemic intelligence, subnational weekly data"
199,Austria,Oberosterreich,AT31,2021-W06,172.45093032915298,"Epidemic intelligence, subnational weekly data"
200,Austria,Oberosterreich,AT31,2021-W07,202.10980628459498,"Epidemic intelligence, subnational weekly data"
201,Austria,Oberosterreich,AT31,2021-W08,246.93362786431302,"Epidemic intelligence, subnational weekly data"
202,Austria,Oberosterreich,AT31,2021-W09,294.240206028536,"Epidemic intelligence, subnational weekly data"
203,Austria,Oberosterreich,AT31,2021-W10,355.83940993599197,"Epidemic intelligence, subnational weekly data"
204,Austria,Salzburg,AT32,2020-W13,,"Epidemic intelligence, subnational weekly data"
205,Austria,Salzburg,AT32,2020-W14,87.3909851184614,"Epidemic intelligence, subnational weekly data"
206,Austria,Salzburg,AT32,2020-W15,59.6336025500976,"Epidemic intelligence, subnational weekly data"
207,Austria,Salzburg,AT32,2020-W16,22.7431457173045,"Epidemic intelligence, subnational weekly data"
208,Austria,Salzburg,AT32,2020-W17,5.90963628874841,"Epidemic intelligence, subnational weekly data"
209,Austria,Salzburg,AT32,2020-W18,1.43263910030265,"Epidemic intelligence, subnational weekly data"
210,Austria,Salzburg,AT32,2020-W19,0.0,"Epidemic intelligence, subnational weekly data"
211,Austria,Salzburg,AT32,2020-W20,0.716319550151323,"Epidemic intelligence, subnational weekly data"
212,Austria,Salzburg,AT32,2020-W21,1.07447932522698,"Epidemic intelligence, subnational weekly data"
213,Austria,Salzburg,AT32,2020-W22,0.358159775075661,"Epidemic intelligence, subnational weekly data"
214,Austria,Salzburg,AT32,2020-W23,0.17907988753783102,"Epidemic intelligence, subnational weekly data"
215,Austria,Salzburg,AT32,2020-W24,0.537239662613492,"Epidemic intelligence, subnational weekly data"
216,Austria,Salzburg,AT32,2020-W25,3.93975752583227,"Epidemic intelligence, subnational weekly data"
217,Austria,Salzburg,AT32,2020-W26,5.73055640121058,"Epidemic intelligence, subnational weekly data"
218,Austria,Salzburg,AT32,2020-W27,5.01423685105926,"Epidemic intelligence, subnational weekly data"
219,Austria,Salzburg,AT32,2020-W28,8.41675471427804,"Epidemic intelligence, subnational weekly data"
220,Austria,Salzburg,AT32,2020-W29,11.9983524650347,"Epidemic intelligence, subnational weekly data"
221,Austria,Salzburg,AT32,2020-W30,12.356512240110302,"Epidemic intelligence, subnational weekly data"
222,Austria,Salzburg,AT32,2020-W31,14.1473111154886,"Epidemic intelligence, subnational weekly data"
223,Austria,Salzburg,AT32,2020-W32,17.191669203631697,"Epidemic intelligence, subnational weekly data"
224,Austria,Salzburg,AT32,2020-W33,25.787503805447603,"Epidemic intelligence, subnational weekly data"
225,Austria,Salzburg,AT32,2020-W34,30.622660768969002,"Epidemic intelligence, subnational weekly data"
226,Austria,Salzburg,AT32,2020-W35,24.713024480220604,"Epidemic intelligence, subnational weekly data"
227,Austria,Salzburg,AT32,2020-W36,21.8477462796153,"Epidemic intelligence, subnational weekly data"
228,Austria,Salzburg,AT32,2020-W37,31.697140094196,"Epidemic intelligence, subnational weekly data"
229,Austria,Salzburg,AT32,2020-W38,53.90304614888699,"Epidemic intelligence, subnational weekly data"
230,Austria,Salzburg,AT32,2020-W39,69.4829963646783,"Epidemic intelligence, subnational weekly data"
231,Austria,Salzburg,AT32,2020-W40,78.97423040418329,"Epidemic intelligence, subnational weekly data"
232,Austria,Salzburg,AT32,2020-W41,153.650543507459,"Epidemic intelligence, subnational weekly data"
233,Austria,Salzburg,AT32,2020-W42,308.017406565069,"Epidemic intelligence, subnational weekly data"
234,Austria,Salzburg,AT32,2020-W43,498.55840690532096,"Epidemic intelligence, subnational weekly data"
235,Austria,Salzburg,AT32,2020-W44,671.549578266865,"Epidemic intelligence, subnational weekly data"
236,Austria,Salzburg,AT32,2020-W45,964.1661145036801,"Epidemic intelligence, subnational weekly data"
237,Austria,Salzburg,AT32,2020-W46,1322.50496946688,"Epidemic intelligence, subnational weekly data"
238,Austria,Salzburg,AT32,2020-W47,1358.6791067495199,"Epidemic intelligence, subnational weekly data"
239,Austria,Salzburg,AT32,2020-W48,1088.62663634247,"Epidemic intelligence, subnational weekly data"
240,Austria,Salzburg,AT32,2020-W49,772.0133951755881,"Epidemic intelligence, subnational weekly data"
241,Austria,Salzburg,AT32,2020-W50,644.3294353611151,"Epidemic intelligence, subnational weekly data"
242,Austria,Salzburg,AT32,2020-W51,536.165183288265,"Epidemic intelligence, subnational weekly data"
243,Austria,Salzburg,AT32,2020-W52,432.298848516323,"Epidemic intelligence, subnational weekly data"
244,Austria,Salzburg,AT32,2020-W53,586.12847191132,"Epidemic intelligence, subnational weekly data"
245,Austria,Salzburg,AT32,2021-W01,645.941154348955,"Epidemic intelligence, subnational weekly data"
246,Austria,Salzburg,AT32,2021-W02,478.322379613546,"Epidemic intelligence, subnational weekly data"
247,Austria,Salzburg,AT32,2021-W03,391.468634157698,"Epidemic intelligence, subnational weekly data"
248,Austria,Salzburg,AT32,2021-W04,459.69807130961095,"Epidemic intelligence, subnational weekly data"
249,Austria,Salzburg,AT32,2021-W05,412.06282122454803,"Epidemic intelligence, subnational weekly data"
250,Austria,Salzburg,AT32,2021-W06,279.00646478394,"Epidemic intelligence, subnational weekly data"
251,Austria,Salzburg,AT32,2021-W07,268.97799108182204,"Epidemic intelligence, subnational weekly data"
252,Austria,Salzburg,AT32,2021-W08,330.40239250729803,"Epidemic intelligence, subnational weekly data"
253,Austria,Salzburg,AT32,2021-W09,419.226016726062,"Epidemic intelligence, subnational weekly data"
254,Austria,Salzburg,AT32,2021-W10,501.60276499346395,"Epidemic intelligence, subnational weekly data"
255,Austria,Steiermark,AT22,2020-W13,,"Epidemic intelligence, subnational weekly data"
256,Austria,Steiermark,AT22,2020-W14,49.1818404277938,"Epidemic intelligence, subnational weekly data"
257,Austria,Steiermark,AT22,2020-W15,54.156186441697905,"Epidemic intelligence, subnational weekly data"
258,Austria,Steiermark,AT22,2020-W16,28.7228366609301,"Epidemic intelligence, subnational weekly data"
259,Austria,Steiermark,AT22,2020-W17,12.1149394854761,"Epidemic intelligence, subnational weekly data"
260,Austria,Steiermark,AT22,2020-W18,8.504527056029591,"Epidemic intelligence, subnational weekly data"
261,Austria,Steiermark,AT22,2020-W19,4.412726302656861,"Epidemic intelligence, subnational weekly data"
262,Austria,Steiermark,AT22,2020-W20,3.93133797873066,"Epidemic intelligence, subnational weekly data"
263,Austria,Steiermark,AT22,2020-W21,2.00578468302585,"Epidemic intelligence, subnational weekly data"
264,Austria,Steiermark,AT22,2020-W22,0.9627766478524059,"Epidemic intelligence, subnational weekly data"
265,Austria,Steiermark,AT22,2020-W23,0.722082485889305,"Epidemic intelligence, subnational weekly data"
266,Austria,Steiermark,AT22,2020-W24,0.48138832392620295,"Epidemic intelligence, subnational weekly data"
267,Austria,Steiermark,AT22,2020-W25,0.722082485889305,"Epidemic intelligence, subnational weekly data"
268,Austria,Steiermark,AT22,2020-W26,2.5674043942730798,"Epidemic intelligence, subnational weekly data"
269,Austria,Steiermark,AT22,2020-W27,4.89411462658307,"Epidemic intelligence, subnational weekly data"
270,Austria,Steiermark,AT22,2020-W28,6.17781682371961,"Epidemic intelligence, subnational weekly data"
271,Austria,Steiermark,AT22,2020-W29,7.94290734478235,"Epidemic intelligence, subnational weekly data"
272,Austria,Steiermark,AT22,2020-W30,10.3498489644134,"Epidemic intelligence, subnational weekly data"
273,Austria,Steiermark,AT22,2020-W31,7.70221318281925,"Epidemic intelligence, subnational weekly data"
274,Austria,Steiermark,AT22,2020-W32,5.61619711247237,"Epidemic intelligence, subnational weekly data"
275,Austria,Steiermark,AT22,2020-W33,10.7510059010185,"Epidemic intelligence, subnational weekly data"
276,Austria,Steiermark,AT22,2020-W34,16.9288227247381,"Epidemic intelligence, subnational weekly data"
277,Austria,Steiermark,AT22,2020-W35,23.2671023230998,"Epidemic intelligence, subnational weekly data"
