hosp_inz_entries,death_inz_entries,testPositvity,googleMobility
0.1671428571428571,0.0,0.0617543417317331,1.0952380952380951
0.1257142857142857,0.0,0.0439631207464226,1.1190476190476193
0.1257142857142857,0.0,0.0348195505577609,1.1428571428571428
0.0842857142857142,0.0,0.034208716197886,1.0714285714285714
0.0628571428571428,0.0,0.034165007014058,-0.0952380952380952
0.0,0.0,0.0285405351117459,0.0
0.0214285714285714,0.0,0.0242545022710501,1.1428571428571428
0.0428571428571428,0.0,0.0224237011103646,2.833333333333333
0.0842857142857142,0.0,0.0267315849333092,2.833333333333333
0.1257142857142857,0.0,0.0308562434818245,4.047619047619048
0.2299999999999999,0.0,0.0408246884563185,6.190476190476191
0.2928571428571428,0.0,0.0463988246545478,6.285714285714286
0.3971428571428571,0.0,0.0480594157971689,5.30952380952381
0.4171428571428571,0.0214285714285714,0.0521645542739395,4.238095238095238
0.4371428571428571,0.0214285714285714,0.0596161503338855,1.4523809523809532
0.4171428571428571,0.0214285714285714,0.0591960086846432,-2.809523809523808
0.3971428571428571,0.0214285714285714,0.0582172493116596,-10.0
0.4599999999999999,0.0428571428571428,0.0583804126727994,-14.214285714285714
0.5642857142857143,0.0428571428571428,0.0707329124617285,-16.071428571428573
0.647142857142857,0.0428571428571428,0.0771206464553534,-18.119047619047617
0.8971428571428571,0.0428571428571428,0.0796618857079206,-19.928571428571427
0.96,0.0842857142857142,0.0862722757762256,-19.642857142857142
1.062857142857143,0.1471428571428571,0.0910100188416276,-15.976190476190478
1.1657142857142857,0.1685714285714285,0.0995629495381687,-16.61904761904762
1.0814285714285714,0.1885714285714285,0.115482349020793,-17.619047619047617
1.0385714285714287,0.1885714285714285,0.1077614287386782,-17.09523809523809
0.8514285714285714,0.1885714285714285,0.106465142748322,-16.071428571428573
0.6642857142857144,0.2299999999999999,0.1071194577047054,-15.095238095238097
0.6842857142857143,0.2099999999999999,0.104043025819979,-15.11904761904762
0.6014285714285714,0.2099999999999999,0.1054056544571177,-15.61904761904762
0.5399999999999999,0.21,0.0981901049003015,-11.095238095238097
0.602857142857143,0.1685714285714285,0.0916512601730598,-8.595238095238095
0.6242857142857143,0.1685714285714285,0.0898611022189441,-8.523809523809524
0.6457142857142858,0.2314285714285714,0.0848791369374697,-7.380952380952381
0.6042857142857143,0.1685714285714285,0.0835555436823756,-5.642857142857143
0.48,0.21,0.0759251511550259,-9.023809523809524
0.48,0.1685714285714285,0.0699848428415463,-8.428571428571429
0.4585714285714286,0.1471428571428571,0.0703271171988074,-9.642857142857142
0.3128571428571428,0.1471428571428571,0.0590114802801997,-13.476190476190478
0.2299999999999999,0.1885714285714285,0.0613016144845259,-13.023809523809524
0.2299999999999999,0.1257142857142857,0.0601959209104738,-13.642857142857144
0.1885714285714285,0.1471428571428571,0.0591732706684572,-14.761904761904765
0.2514285714285714,0.0842857142857142,0.0642316912779653,-10.357142857142858
0.21,0.0628571428571428,0.0638548606382475,-10.404761904761903
0.1685714285714285,0.0628571428571428,0.0559923636738823,-9.476190476190478
0.1899999999999999,0.0842857142857142,0.0522034717518328,-6.238095238095238
0.19,0.0842857142857142,0.0452004343021824,-6.214285714285714
0.1685714285714285,0.1057142857142857,0.0450642908963735,-5.857142857142857
