output_case_inz_entries_7dayAverage_0,output_hosp_inz_entries_7dayAverage_0,output_death_inz_entries_7dayAverage_0,output_testPositvity_7dayAverage_0,output_transit_stations_percent_change_from_baseline_7dayAverage_0,output_workplaces_percent_change_from_baseline_7dayAverage_0,output_case_inz_entries_7dayAverage_1,output_hosp_inz_entries_7dayAverage_1,output_death_inz_entries_7dayAverage_1,output_testPositvity_7dayAverage_1,output_transit_stations_percent_change_from_baseline_7dayAverage_1,output_workplaces_percent_change_from_baseline_7dayAverage_1,output_case_inz_entries_7dayAverage_2,output_hosp_inz_entries_7dayAverage_2,output_death_inz_entries_7dayAverage_2,output_testPositvity_7dayAverage_2,output_transit_stations_percent_change_from_baseline_7dayAverage_2,output_workplaces_percent_change_from_baseline_7dayAverage_2,output_case_inz_entries_7dayAverage_3,output_hosp_inz_entries_7dayAverage_3,output_death_inz_entries_7dayAverage_3,output_testPositvity_7dayAverage_3,output_transit_stations_percent_change_from_baseline_7dayAverage_3,output_workplaces_percent_change_from_baseline_7dayAverage_3
1.5528571428571427,0.3985714285714286,0.0,0.0738609887434001,-4.0,-1.7142857142857142,6.437142857142857,1.4642857142857142,0.1771428571428571,0.0747305302605291,-37.285714285714285,-28.571428571428573,10.7,3.151428571428572,0.3985714285714285,0.129193536313717,-60.0,-49.57142857142857,10.744285714285716,2.2185714285714284,1.1071428571428572,0.1850125821689268,-55.71428571428572,-49.142857142857146
1.952857142857143,0.4428571428571428,0.0,0.0758222260679426,-6.285714285714286,-2.2857142857142856,6.8357142857142845,1.6414285714285717,0.2657142857142857,0.0790701642396745,-42.42857142857143,-33.714285714285715,11.144285714285711,3.151428571428572,0.3985714285714286,0.1414830834646807,-58.85714285714285,-49.57142857142857,11.321428571428571,2.2185714285714284,1.1071428571428572,0.1883972084053573,-55.142857142857146,-49.0
1.997142857142857,0.4871428571428571,0.0,0.0740578254853998,-8.857142857142858,-3.4285714285714284,7.635714285714286,1.6857142857142855,0.2657142857142857,0.0852649318260044,-50.285714285714285,-38.285714285714285,10.7,3.3300000000000005,0.5314285714285715,0.151687696192844,-58.142857142857146,-49.0,11.498571428571427,1.9514285714285715,0.9742857142857142,0.1925654902414681,-51.85714285714285,-48.57142857142857
2.93,0.7542857142857143,0.0,0.0743688029452831,-12.857142857142858,-6.285714285714286,8.39,1.7742857142857142,0.31,0.0901754495978156,-54.142857142857146,-42.285714285714285,10.345714285714283,3.551428571428571,0.6642857142857144,0.1612609133646436,-58.85714285714285,-49.57142857142857,11.808571428571428,1.4185714285714286,0.93,0.1973885729859086,-49.85714285714285,-48.142857142857146
3.728571428571428,0.7985714285714286,0.0442857142857142,0.0725728561068482,-18.0,-11.0,8.745714285714286,2.2628571428571425,0.31,0.0968474957638369,-56.57142857142857,-45.0,11.277142857142858,3.1514285714285712,0.7528571428571428,0.1704288616358935,-58.42857142857143,-49.57142857142857,10.52142857142857,1.33,0.8857142857142858,0.1976519252303968,-48.71428571428572,-48.0
4.527142857142857,1.02,0.0885714285714285,0.0706682825517173,-24.142857142857142,-16.428571428571427,9.322857142857142,2.397142857142857,0.3542857142857142,0.1059830563355469,-58.57142857142857,-47.0,11.099999999999998,3.1957142857142857,0.8857142857142858,0.1774737478832375,-57.285714285714285,-49.42857142857143,9.98857142857143,1.1071428571428572,0.7971428571428572,0.1963878854047719,-48.285714285714285,-48.0
5.06,1.1528571428571428,0.0885714285714285,0.0709190234123248,-30.571428571428573,-22.428571428571427,10.167142857142858,2.974285714285714,0.4428571428571428,0.1177777247576361,-60.0,-48.42857142857143,10.967142857142855,2.6185714285714283,0.93,0.1821248435686735,-56.142857142857146,-49.285714285714285,9.765714285714283,1.0185714285714285,0.8414285714285715,0.1949046744254252,-47.42857142857143,-47.85714285714285
6.437142857142857,1.4642857142857142,0.1771428571428571,0.0747305302605291,-37.285714285714285,-28.571428571428573,10.7,3.151428571428572,0.3985714285714285,0.129193536313717,-60.0,-49.57142857142857,10.744285714285716,2.2185714285714284,1.1071428571428572,0.1850125821689268,-55.71428571428572,-49.142857142857146,8.655714285714286,0.9742857142857144,0.7971428571428572,0.1921912568846543,-48.142857142857146,-52.85714285714285
6.8357142857142845,1.6414285714285717,0.2657142857142857,0.0790701642396745,-42.42857142857143,-33.714285714285715,11.144285714285711,3.151428571428572,0.3985714285714286,0.1414830834646807,-58.85714285714285,-49.57142857142857,11.321428571428571,2.2185714285714284,1.1071428571428572,0.1883972084053573,-55.142857142857146,-49.0,7.634285714285714,0.7528571428571428,0.7528571428571429,0.1862629488494571,-47.142857142857146,-52.57142857142857
7.635714285714286,1.6857142857142855,0.2657142857142857,0.0852649318260044,-50.285714285714285,-38.285714285714285,10.7,3.3300000000000005,0.5314285714285715,0.151687696192844,-58.142857142857146,-49.0,11.498571428571427,1.9514285714285715,0.9742857142857142,0.1925654902414681,-51.85714285714285,-48.57142857142857,7.501428571428571,0.8414285714285715,0.7528571428571429,0.1805772446834319,-47.57142857142857,-51.71428571428572
