output_case_inz_entries_7dayAverage_0,output_hosp_inz_entries_7dayAverage_0,output_death_inz_entries_7dayAverage_0,output_testPositvity_7dayAverage_0,output_transit_stations_percent_change_from_baseline_7dayAverage_0,output_workplaces_percent_change_from_baseline_7dayAverage_0,output_case_inz_entries_7dayAverage_1,output_hosp_inz_entries_7dayAverage_1,output_death_inz_entries_7dayAverage_1,output_testPositvity_7dayAverage_1,output_transit_stations_percent_change_from_baseline_7dayAverage_1,output_workplaces_percent_change_from_baseline_7dayAverage_1,output_case_inz_entries_7dayAverage_2,output_hosp_inz_entries_7dayAverage_2,output_death_inz_entries_7dayAverage_2,output_testPositvity_7dayAverage_2,output_transit_stations_percent_change_from_baseline_7dayAverage_2,output_workplaces_percent_change_from_baseline_7dayAverage_2,output_case_inz_entries_7dayAverage_3,output_hosp_inz_entries_7dayAverage_3,output_death_inz_entries_7dayAverage_3,output_testPositvity_7dayAverage_3,output_transit_stations_percent_change_from_baseline_7dayAverage_3,output_workplaces_percent_change_from_baseline_7dayAverage_3
1.2871428571428571,0.2571428571428572,0.0,0.1066418711375546,-6.428571428571429,-0.5714285714285714,6.184285714285714,1.5457142857142858,0.0,0.1206273469120925,-25.571428571428573,-17.714285714285715,3.8642857142857134,0.2571428571428572,0.5142857142857143,0.1100130334684073,-46.142857142857146,-34.285714285714285,5.152857142857143,1.2871428571428571,0.2571428571428572,0.1437339594587809,-41.285714285714285,-34.714285714285715
2.06,0.2571428571428572,0.0,0.1124955040350532,-7.285714285714286,-0.8571428571428571,5.668571428571428,1.5457142857142858,0.2571428571428572,0.1230508362539156,-31.428571428571427,-21.428571428571427,4.637142857142857,0.5142857142857143,0.2571428571428572,0.1092938694600397,-42.142857142857146,-35.0,4.38,1.2871428571428574,0.2571428571428572,0.1446126854565437,-41.142857142857146,-34.714285714285715
2.06,0.2571428571428572,0.0,0.1092241954266239,-7.571428571428571,-2.2857142857142856,5.411428571428572,1.5457142857142858,0.2571428571428572,0.125576494009718,-38.0,-26.0,5.152857142857143,0.5142857142857143,0.2571428571428572,0.1117430241655397,-43.0,-35.142857142857146,4.121428571428571,1.2871428571428574,0.2571428571428572,0.1420946188848066,-36.42857142857143,-34.142857142857146
3.091428571428572,0.7728571428571429,0.0,0.1065559529983243,-9.571428571428571,-3.857142857142857,4.895714285714286,1.03,0.5142857142857143,0.1219011791116811,-41.42857142857143,-28.857142857142858,5.409999999999999,0.7714285714285715,0.0,0.1181564966298462,-44.0,-35.285714285714285,3.607142857142857,1.03,0.2571428571428572,0.1356455003995521,-34.285714285714285,-34.285714285714285
3.607142857142857,1.5457142857142858,0.0,0.1066205471651399,-12.142857142857142,-6.428571428571429,5.152857142857143,0.2571428571428572,0.5142857142857143,0.1214982002324014,-43.142857142857146,-31.142857142857142,5.925714285714286,1.5442857142857145,0.0,0.1240002657898737,-43.71428571428572,-34.857142857142854,3.091428571428571,0.2571428571428572,0.2571428571428572,0.1258900124498339,-33.857142857142854,-34.57142857142857
4.121428571428572,1.2885714285714285,0.0,0.1049029288922927,-16.142857142857142,-10.0,4.895714285714286,0.5142857142857143,0.5142857142857143,0.1224180347160874,-44.42857142857143,-32.42857142857143,5.668571428571428,1.2871428571428571,0.2571428571428572,0.1292438305901622,-43.285714285714285,-34.857142857142854,3.091428571428571,0.2571428571428572,0.0,0.1166234726736797,-33.0,-34.42857142857143
5.925714285714286,1.5457142857142858,0.0,0.1129144081537088,-20.571428571428573,-13.857142857142858,3.864285714285714,0.2571428571428572,0.5142857142857143,0.115812161475421,-46.0,-33.57142857142857,5.411428571428572,1.2871428571428571,0.2571428571428572,0.1369609490378768,-41.57142857142857,-34.714285714285715,2.8328571428571427,0.2571428571428572,0.0,0.1071216554426335,-32.57142857142857,-34.714285714285715
6.184285714285714,1.5457142857142858,0.0,0.1206273469120925,-25.571428571428573,-17.714285714285715,3.8642857142857134,0.2571428571428572,0.5142857142857143,0.1100130334684073,-46.142857142857146,-34.285714285714285,5.152857142857143,1.2871428571428571,0.2571428571428572,0.1437339594587809,-41.285714285714285,-34.714285714285715,2.575714285714285,0.2571428571428572,0.0,0.0979718481532528,-33.857142857142854,-42.0
5.668571428571428,1.5457142857142858,0.2571428571428572,0.1230508362539156,-31.428571428571427,-21.428571428571427,4.637142857142857,0.5142857142857143,0.2571428571428572,0.1092938694600397,-42.142857142857146,-35.0,4.38,1.2871428571428574,0.2571428571428572,0.1446126854565437,-41.142857142857146,-34.714285714285715,2.3185714285714285,0.2571428571428572,0.0,0.0912737567860154,-33.285714285714285,-42.57142857142857
5.411428571428572,1.5457142857142858,0.2571428571428572,0.125576494009718,-38.0,-26.0,5.152857142857143,0.5142857142857143,0.2571428571428572,0.1117430241655397,-43.0,-35.142857142857146,4.121428571428571,1.2871428571428574,0.2571428571428572,0.1420946188848066,-36.42857142857143,-34.142857142857146,2.0614285714285714,0.2571428571428572,0.0,0.0849195151553751,-33.0,-42.142857142857146
4.895714285714286,1.03,0.5142857142857143,0.1219011791116811,-41.42857142857143,-28.857142857142858,5.409999999999999,0.7714285714285715,0.0,0.1181564966298462,-44.0,-35.285714285714285,3.607142857142857,1.03,0.2571428571428572,0.1356455003995521,-34.285714285714285,-34.285714285714285,1.5457142857142858,0.2571428571428572,0.0,0.0784169573296285,-34.42857142857143,-49.42857142857143
5.152857142857143,0.2571428571428572,0.5142857142857143,0.1214982002324014,-43.142857142857146,-31.142857142857142,5.925714285714286,1.5442857142857145,0.0,0.1240002657898737,-43.71428571428572,-34.857142857142854,3.091428571428571,0.2571428571428572,0.2571428571428572,0.1258900124498339,-33.857142857142854,-34.57142857142857,0.7728571428571429,0.2571428571428572,0.0,0.0702761768282047,-35.142857142857146,-49.42857142857143
4.895714285714286,0.5142857142857143,0.5142857142857143,0.1224180347160874,-44.42857142857143,-32.42857142857143,5.668571428571428,1.2871428571428571,0.2571428571428572,0.1292438305901622,-43.285714285714285,-34.857142857142854,3.091428571428571,0.2571428571428572,0.0,0.1166234726736797,-33.0,-34.42857142857143,0.5142857142857143,0.2571428571428572,0.0,0.0607107546128813,-35.0,-49.42857142857143
3.864285714285714,0.2571428571428572,0.5142857142857143,0.115812161475421,-46.0,-33.57142857142857,5.411428571428572,1.2871428571428571,0.2571428571428572,0.1369609490378768,-41.57142857142857,-34.714285714285715,2.8328571428571427,0.2571428571428572,0.0,0.1071216554426335,-32.57142857142857,-34.714285714285715,0.2571428571428572,0.2571428571428572,0.0,0.0504119242501282,-34.857142857142854,-49.142857142857146
3.8642857142857134,0.2571428571428572,0.5142857142857143,0.1100130334684073,-46.142857142857146,-34.285714285714285,5.152857142857143,1.2871428571428571,0.2571428571428572,0.1437339594587809,-41.285714285714285,-34.714285714285715,2.575714285714285,0.2571428571428572,0.0,0.0979718481532528,-33.857142857142854,-42.0,0.7728571428571429,0.2571428571428572,0.0,0.0435448083811861,-32.142857142857146,-41.71428571428572
4.637142857142857,0.5142857142857143,0.2571428571428572,0.1092938694600397,-42.142857142857146,-35.0,4.38,1.2871428571428574,0.2571428571428572,0.1446126854565437,-41.142857142857146,-34.714285714285715,2.3185714285714285,0.2571428571428572,0.0,0.0912737567860154,-33.285714285714285,-42.57142857142857,1.03,0.2571428571428572,0.0,0.0384552531752635,-30.857142857142858,-40.85714285714285
5.152857142857143,0.5142857142857143,0.2571428571428572,0.1117430241655397,-43.0,-35.142857142857146,4.121428571428571,1.2871428571428574,0.2571428571428572,0.1420946188848066,-36.42857142857143,-34.142857142857146,2.0614285714285714,0.2571428571428572,0.0,0.0849195151553751,-33.0,-42.142857142857146,1.03,0.5142857142857143,0.0,0.0343414735836211,-30.285714285714285,-40.42857142857143
