output_case_inz_entries_7dayAverage_0,output_hosp_inz_entries_7dayAverage_0,output_death_inz_entries_7dayAverage_0,output_testPositvity_7dayAverage_0,output_transit_stations_percent_change_from_baseline_7dayAverage_0,output_workplaces_percent_change_from_baseline_7dayAverage_0,output_case_inz_entries_7dayAverage_1,output_hosp_inz_entries_7dayAverage_1,output_death_inz_entries_7dayAverage_1,output_testPositvity_7dayAverage_1,output_transit_stations_percent_change_from_baseline_7dayAverage_1,output_workplaces_percent_change_from_baseline_7dayAverage_1,output_case_inz_entries_7dayAverage_2,output_hosp_inz_entries_7dayAverage_2,output_death_inz_entries_7dayAverage_2,output_testPositvity_7dayAverage_2,output_transit_stations_percent_change_from_baseline_7dayAverage_2,output_workplaces_percent_change_from_baseline_7dayAverage_2,output_case_inz_entries_7dayAverage_3,output_hosp_inz_entries_7dayAverage_3,output_death_inz_entries_7dayAverage_3,output_testPositvity_7dayAverage_3,output_transit_stations_percent_change_from_baseline_7dayAverage_3,output_workplaces_percent_change_from_baseline_7dayAverage_3
0.8928571428571429,0.1242857142857142,0.0,0.059396724052359,-10.857142857142858,-1.1428571428571428,4.628571428571428,0.4528571428571428,0.0428571428571428,0.0640425206940813,-39.142857142857146,-22.285714285714285,5.4,0.8385714285714286,0.0828571428571428,0.0867170664618099,-60.142857142857146,-41.71428571428572,4.864285714285714,0.6185714285714285,0.2328571428571428,0.1000250223910356,-55.85714285714285,-41.85714285714285
1.167142857142857,0.1242857142857142,0.0,0.0550555606723235,-13.0,-1.5714285714285714,4.931428571428572,0.5357142857142857,0.0699999999999999,0.0689824895673248,-43.85714285714285,-27.285714285714285,5.152857142857143,0.8928571428571429,0.11,0.0892535760540488,-59.142857142857146,-41.71428571428572,5.084285714285714,0.5499999999999999,0.22,0.1013888584217218,-55.42857142857143,-41.85714285714285
1.4,0.11,0.0,0.0512204632499157,-15.428571428571429,-2.571428571428572,5.138571428571429,0.6042857142857142,0.0842857142857143,0.0735287453830471,-51.142857142857146,-32.0,4.945714285714286,0.9071428571428573,0.1228571428571428,0.0910973909288045,-58.71428571428572,-41.85714285714285,5.002857142857143,0.5214285714285715,0.2471428571428571,0.1026963641783762,-52.71428571428572,-41.285714285714285
2.28,0.2471428571428571,0.0142857142857142,0.0523800645151834,-18.142857142857142,-4.571428571428571,5.165714285714286,0.6314285714285715,0.07,0.074960732703461,-55.142857142857146,-35.714285714285715,5.001428571428572,0.8671428571428572,0.1914285714285714,0.0940260621349941,-59.142857142857146,-42.142857142857146,4.961428571428571,0.4242857142857143,0.1785714285714285,0.1031704010857753,-51.142857142857146,-41.285714285714285
2.9257142857142857,0.3285714285714285,0.0285714285714285,0.0545380293956675,-22.428571428571427,-8.285714285714286,5.1657142857142855,0.7142857142857143,0.0557142857142857,0.0770387498757098,-57.142857142857146,-38.142857142857146,5.262857142857143,0.7842857142857144,0.2057142857142857,0.0964346483616343,-58.42857142857143,-42.142857142857146,4.672857142857143,0.3428571428571428,0.2185714285714285,0.1025985082019766,-50.71428571428572,-41.42857142857143
3.557142857142857,0.3842857142857143,0.0285714285714285,0.0569957513003292,-27.857142857142858,-12.571428571428571,5.111428571428571,0.7414285714285713,0.0699999999999999,0.0798300963225365,-58.85714285714285,-39.85714285714285,5.248571428571429,0.6885714285714286,0.2328571428571428,0.0985429849416411,-57.42857142857143,-42.0,4.701428571428571,0.3285714285714286,0.2457142857142857,0.1018313551086533,-50.57142857142857,-41.57142857142857
3.941428571428572,0.3971428571428571,0.0285714285714285,0.0593273042969564,-33.42857142857143,-17.428571428571427,5.138571428571429,0.7971428571428572,0.0971428571428571,0.0832690959037369,-60.0,-41.0,5.098571428571428,0.6885714285714286,0.2328571428571428,0.0999793809849899,-56.57142857142857,-41.85714285714285,4.398571428571429,0.26,0.2728571428571428,0.1005908400651298,-50.0,-41.85714285714285
4.628571428571428,0.4528571428571428,0.0428571428571428,0.0640425206940813,-39.142857142857146,-22.285714285714285,5.4,0.8385714285714286,0.0828571428571428,0.0867170664618099,-60.142857142857146,-41.71428571428572,4.864285714285714,0.6185714285714285,0.2328571428571428,0.1000250223910356,-55.85714285714285,-41.85714285714285,3.767142857142857,0.2599999999999999,0.3557142857142857,0.0986582534066384,-51.285714285714285,-48.0
4.931428571428572,0.5357142857142857,0.0699999999999999,0.0689824895673248,-43.85714285714285,-27.285714285714285,5.152857142857143,0.8928571428571429,0.11,0.0892535760540488,-59.142857142857146,-41.71428571428572,5.084285714285714,0.5499999999999999,0.22,0.1013888584217218,-55.42857142857143,-41.85714285714285,3.491428571428571,0.2185714285714285,0.3557142857142857,0.0957869779064491,-50.85714285714285,-47.57142857142857
5.138571428571429,0.6042857142857142,0.0842857142857143,0.0735287453830471,-51.142857142857146,-32.0,4.945714285714286,0.9071428571428573,0.1228571428571428,0.0910973909288045,-58.71428571428572,-41.85714285714285,5.002857142857143,0.5214285714285715,0.2471428571428571,0.1026963641783762,-52.71428571428572,-41.285714285714285,3.45,0.1914285714285714,0.3428571428571428,0.0935939288536086,-51.0,-47.0
