modelId,week,model rmse 1,model rmse 2,last value baseline 1 rmse,last value baseline 2 rmse,rel. diff. to last value baseline 1,rel. diff. to last value baseline 2,modelClass,isMultiWeek,hiddenLayers,numberOfhiddenLayers,isTwoWay,l1reg,alpha,dropoutValue,learningRate,numberOfRanEpochs,modelIdNumber,l1_ratio,max_features,n_estimators,rank1,rank2,overallRank
modelClass=Keras/isMultiWeek=True/hiddenLayers=[150]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.0001/alpha=0.001/dropoutValue=0.5/learningRate=0.001,10,0.6100158645504602,1.4187029435620457,0.9114804373729389,2.0399441019064355,0.3307416818416392,0.3045383242432021,Keras,True,[150],1.0,False,0.0001,0.001,0.5,0.001,21.0,8019,,,,422.0,718.0,1.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[90]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0.01/dropoutValue=0.2/learningRate=0.001,10,0.6221816160622106,1.4240771515501907,0.9114804373729389,2.0399441019064355,0.3173944381566136,0.3019038363750677,Keras,True,[90],1.0,False,0.001,0.01,0.2,0.001,20.0,3596,,,,573.0,798.0,2.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[175]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0.01/dropoutValue=0.2/learningRate=0.001,10,0.6422698556455009,1.4237045825783432,0.9114804373729389,2.0399441019064355,0.29535530406264615,0.3020864732284497,Keras,True,[175],1.0,False,0.001,0.01,0.2,0.001,24.0,3600,,,,854.0,793.0,3.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[40]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0.0001/dropoutValue=0.2/learningRate=0.001,10,0.6439652541556932,1.4223030198330915,0.9114804373729389,2.0399441019064355,0.2934952548057704,0.3027735326159799,Keras,True,[40],1.0,False,0.001,0.0001,0.2,0.001,32.0,3455,,,,873.0,773.0,4.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[40]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0/learningRate=0.001,10,0.6445916422107872,1.424121009614849,0.9114804373729389,2.0399441019064355,0.29280803429130775,0.30188233673465226,Keras,True,[40],1.0,False,0.01,0.001,0.0,0.001,39.0,1483,,,,878.0,799.0,5.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[175]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0.0001/dropoutValue=0.2/learningRate=0.001,10,0.6493820972783536,1.4175102907619335,0.9114804373729389,2.0399441019064355,0.28755234818862696,0.3051229739887504,Keras,True,[175],1.0,False,0.001,0.0001,0.2,0.001,18.0,3464,,,,944.0,703.0,6.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[50]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0/learningRate=0.001,10,0.6390224080752321,1.4366928422137173,0.9114804373729389,2.0399441019064355,0.2989181315651524,0.2957195048280725,Keras,True,[50],1.0,False,0.01,0.0,0.0,0.001,36.0,1756,,,,813.0,991.0,7.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[70]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0/dropoutValue=0.2/learningRate=0.001,10,0.6558322156367686,1.4016550971427637,0.9114804373729389,2.0399441019064355,0.2804758185189332,0.3128953406944617,Keras,True,[70],1.0,False,0.001,0.0,0.2,0.001,22.0,3798,,,,1028.0,488.0,8.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[250]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0.001/dropoutValue=0.3/learningRate=0.001,10,0.6285065931043424,1.4390440133134466,0.9114804373729389,2.0399441019064355,0.310455203058643,0.2945669383937609,Keras,True,[250],1.0,False,0.001,0.001,0.3,0.001,17.0,5983,,,,673.0,1030.0,9.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0.001/dropoutValue=0.3/learningRate=0.001,10,0.6344201553069495,1.4398037123824288,0.9114804373729389,2.0399441019064355,0.3039673378668775,0.2941945266848949,Keras,True,[1000],1.0,False,0.001,0.001,0.3,0.001,17.0,5988,,,,751.0,1034.0,10.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[300]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0/dropoutValue=0.2/learningRate=0.001,10,0.6565813451325462,1.419125486937252,0.9114804373729389,2.0399441019064355,0.27965393637526736,0.3043311894620032,Keras,True,[300],1.0,False,0.001,0.0,0.2,0.001,18.0,3808,,,,1045.0,723.0,11.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[60]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0.001/dropoutValue=0.3/learningRate=0.001,10,0.6286323333139234,1.4411580384664715,0.9114804373729389,2.0399441019064355,0.31031725143135036,0.2935306231579418,Keras,True,[60],1.0,False,0.001,0.001,0.3,0.001,29.0,5973,,,,677.0,1056.0,12.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[70]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0.01/dropoutValue=0.3/learningRate=0.0001,10,0.6586304714914908,1.422829955838687,0.9114804373729389,2.0399441019064355,0.2774058065472147,0.3025152235745199,Keras,True,[70],1.0,False,0.001,0.01,0.3,0.0001,72.0,15834,,,,1076.0,782.0,13.0
