modelId,week,model rmse 1,model rmse 2,last value baseline 1 rmse,last value baseline 2 rmse,rel. diff. to last value baseline 1,rel. diff. to last value baseline 2,modelClass,isMultiWeek,hiddenLayers,numberOfhiddenLayers,isTwoWay,l1reg,alpha,dropoutValue,learningRate,numberOfRanEpochs,modelIdNumber,l1_ratio,max_features,n_estimators,rank1,rank2,overallRank
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[175, 87]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0/learningRate=0.0001",10,0.0928291749435863,0.167622537574834,0.11006964252177773,0.29486081431340805,0.15663235732577513,0.4315197902266263,Keras,True,"[175, 87]",2.0,False,0.0,0.0001,0.0,0.0001,25.0,12468,,,,256.0,177.0,51.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001",10,0.0929407938875138,0.1678426164272771,0.11006964252177773,0.29486081431340805,0.15561828167902797,0.4307734080633824,Keras,True,"[400, 200]",2.0,False,0.0,0.0001,0.2,0.0001,24.0,14921,,,,259.0,189.0,52.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[60]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0/learningRate=0.0001,10,0.0929590368490906,0.16720964682904638,0.11006964252177773,0.29486081431340805,0.15545254150618074,0.43292008055258585,Keras,True,[60],1.0,False,0.0,0.0001,0.0,0.0001,54.0,12433,,,,261.0,165.0,53.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[350]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001,10,0.087010971638878,0.1701046524155059,0.11006964252177773,0.29486081431340805,0.20949164869266726,0.4231018699056383,Keras,True,[350],1.0,False,0.0,0.0001,0.2,0.0001,39.0,14893,,,,52.0,263.0,54.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[150]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001,10,0.09057247446663749,0.17022638753566832,0.11006964252177773,0.29486081431340805,0.17713483580436487,0.42268901368923706,Keras,True,[150],1.0,False,0.0,0.0001,0.3,0.0001,54.0,17335,,,,149.0,271.0,55.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200, 50]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0/learningRate=0.0001",10,0.0890796631136143,0.1702933505534745,0.11006964252177773,0.29486081431340805,0.1906972615452119,0.4224619132589473,Keras,True,"[400, 200, 50]",3.0,False,0.0,0.0001,0.0,0.0001,16.0,12487,,,,104.0,272.0,56.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[300]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0/learningRate=0.001,10,0.0757436923386004,0.1703060843957293,0.11006964252177773,0.29486081431340805,0.31185665181374417,0.4224187273161679,Keras,True,[300],1.0,False,0.0,0.0001,0.0,0.001,15.0,2652,,,,1.0,274.0,57.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[175]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.5/learningRate=0.0001,10,0.0855961286259466,0.17033572764991908,0.11006964252177773,0.29486081431340805,0.222345719810882,0.4223181942756593,Keras,True,[175],1.0,False,0.0,0.0001,0.5,0.0001,93.0,19784,,,,33.0,277.0,58.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[150]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.0001/alpha=0/dropoutValue=0/learningRate=0.0001,10,0.09318318686400981,0.16838500185737537,0.11006964252177773,0.29486081431340805,0.15341610339496528,0.4289339454974215,Keras,True,[150],1.0,False,0.0001,0.0,0.0,0.0001,40.0,10739,,,,278.0,204.0,59.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[400]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001,10,0.0885658377177517,0.1703646919637529,0.11006964252177773,0.29486081431340805,0.19536544601542985,0.4222199638142762,Keras,True,[400],1.0,False,0.0,0.0001,0.3,0.0001,40.0,17342,,,,88.0,279.0,60.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[100]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0/learningRate=0.001,10,0.0916858280232403,0.1705736529018818,0.11006964252177773,0.29486081431340805,0.1670198437766355,0.42151128728628284,Keras,True,[100],1.0,False,0.0,0.0001,0.0,0.001,17.0,2645,,,,194.0,285.0,61.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[100, 100]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.001/dropoutValue=0.2/learningRate=0.0001",10,0.09331379729949159,0.16920748617098388,0.11006964252177773,0.29486081431340805,0.15222948706289227,0.42614454699588206,Keras,True,"[100, 100]",2.0,False,0.0,0.001,0.2,0.0001,40.0,14965,,,,287.0,236.0,62.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[350, 175]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0/dropoutValue=0.2/learningRate=0.0001",10,0.0873837315264891,0.17067081230637232,0.11006964252177773,0.29486081431340805,0.20610506653367328,0.4211817779049948,Keras,True,"[350, 175]",2.0,False,0.0,0.0,0.2,0.0001,24.0,15260,,,,56.0,288.0,63.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 400]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0/dropoutValue=0.2/learningRate=0.0001",10,0.0866957260612182,0.17067517830767331,0.11006964252177773,0.29486081431340805,0.2123557043072517,0.42116697091441124,Keras,True,"[400, 400]",2.0,False,0.0,0.0,0.2,0.0001,29.0,15244,,,,46.0,289.0,64.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 250]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,0.0905785829788995,0.170920936651376,0.11006964252177773,0.29486081431340805,0.17707933901049827,0.4203334985377072,Keras,True,"[250, 250]",2.0,False,0.0,0.0001,0.3,0.0001,24.0,17350,,,,150.0,295.0,65.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[100, 100]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,0.09329379150510819,0.170926565857594,0.11006964252177773,0.29486081431340805,0.1524112428488206,0.42031440747526433,Keras,True,"[100, 100]",2.0,False,0.0,0.0001,0.3,0.0001,44.0,17345,,,,286.0,296.0,66.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 125]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001",10,0.0912269348307317,0.17093848253975338,0.11006964252177773,0.29486081431340805,0.17118896054666408,0.42027399287426986,Keras,True,"[250, 125]",2.0,False,0.0,0.0001,0.2,0.0001,26.0,14919,,,,173.0,297.0,67.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[100, 50, 25]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001",10,0.0923271020494236,0.171129074539079,0.11006964252177773,0.29486081431340805,0.1611937684711177,0.419627613328146,Keras,True,"[100, 50, 25]",3.0,False,0.0,0.0001,0.2,0.0001,38.0,14924,,,,233.0,303.0,68.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[300]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001,10,0.0886336772962288,0.1711576722969148,0.11006964252177773,0.29486081431340805,0.19474911278382442,0.4195306260160055,Keras,True,[300],1.0,False,0.0,0.0001,0.2,0.0001,38.0,14892,,,,89.0,305.0,69.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[70]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.001/dropoutValue=0.2/learningRate=0.0001,10,0.0936520813625845,0.1678655781795344,0.11006964252177773,0.29486081431340805,0.14915612318759866,0.4306955348732443,Keras,True,[70],1.0,False,0.0,0.001,0.2,0.0001,83.0,14950,,,,307.0,190.0,70.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[200]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.001/dropoutValue=0.5/learningRate=0.0001,10,0.09125606333464881,0.17129610102040083,0.11006964252177773,0.29486081431340805,0.17092432351096787,0.4190611546018118,Keras,True,[200],1.0,False,0.0,0.001,0.5,0.0001,74.0,19853,,,,175.0,309.0,71.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[500, 250]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001",10,0.09373153699178761,0.16646566448497263,0.11006964252177773,0.29486081431340805,0.14843425630965915,0.4354432450693974,Keras,True,"[500, 250]",2.0,False,0.0,0.0001,0.2,0.0001,19.0,14922,,,,311.0,135.0,72.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 400]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001",10,0.0937356877513727,0.1692390300402367,0.11006964252177773,0.29486081431340805,0.14839654600652755,0.4260375681512151,Keras,True,"[400, 400]",2.0,False,0.0,0.0001,0.2,0.0001,18.0,14904,,,,313.0,237.0,73.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000, 1000]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0/dropoutValue=0/learningRate=0.001",10,0.08904828806803891,0.1714026465126724,0.11006964252177773,0.29486081431340805,0.19098230876492267,0.41869981295483966,Keras,True,"[1000, 1000]",2.0,False,0.0,0.0,0.0,0.001,11.0,3006,,,,102.0,317.0,74.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[80, 40]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.001/dropoutValue=0/learningRate=0.001",10,0.0938361483910339,0.16983641286867152,0.11006964252177773,0.29486081431340805,0.14748384530759215,0.42401158572345216,Keras,True,"[80, 40]",2.0,False,0.0,0.001,0.0,0.001,14.0,2740,,,,320.0,256.0,75.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[225, 112]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0/learningRate=0.001",10,0.09384021827441859,0.16093002628691339,0.11006964252177773,0.29486081431340805,0.14744686977745095,0.45421697806253564,Keras,True,"[225, 112]",2.0,False,0.0,0.0001,0.0,0.001,14.0,2678,,,,321.0,22.0,76.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[90, 45]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001",10,0.0938599558941965,0.1678200176758826,0.11006964252177773,0.29486081431340805,0.14726755039995765,0.4308500501612723,Keras,True,"[90, 45]",2.0,False,0.0,0.0001,0.2,0.0001,58.0,14913,,,,322.0,188.0,77.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[225]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001,10,0.0937656992046012,0.1715982462970679,0.11006964252177773,0.29486081431340805,0.1481238872375798,0.41803644985299454,Keras,True,[225],1.0,False,0.0,0.0001,0.2,0.0001,45.0,14890,,,,316.0,323.0,78.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[60]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.001/dropoutValue=0.2/learningRate=0.0001,10,0.0939764275447437,0.1670462315460951,0.11006964252177773,0.29486081431340805,0.14620938715095694,0.4334742921501214,Keras,True,[60],1.0,False,0.0,0.001,0.2,0.0001,84.0,14949,,,,326.0,158.0,79.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 300, 150, 120, 100, 70, 50, 30]/numberOfhiddenLayers=8/isTwoWay=False/l1reg=0/alpha=0/dropoutValue=0/learningRate=0.0001",10,0.0940581681986612,0.1690850463455511,0.11006964252177773,0.29486081431340805,0.1454667604643905,0.42655979317132886,Keras,True,"[400, 300, 150, 120, 100, 70, 50, 30]",8.0,False,0.0,0.0,0.0,0.0001,13.0,12833,,,,333.0,232.0,80.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[70, 35]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0/learningRate=0.0001",10,0.0940633713911833,0.1594212820191371,0.11006964252177773,0.29486081431340805,0.14541948864263388,0.4593337795991842,Keras,True,"[70, 35]",2.0,False,0.0,0.0001,0.0,0.0001,39.0,12463,,,,334.0,15.0,81.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[500, 250]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,0.0873704944644626,0.1719519638497078,0.11006964252177773,0.29486081431340805,0.2062253273224178,0.4168368413073032,Keras,True,"[500, 250]",2.0,False,0.0,0.0001,0.3,0.0001,27.0,17370,,,,55.0,334.0,81.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000, 1000]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.001/dropoutValue=0/learningRate=0.001",10,0.09407054799486239,0.16979606809158812,0.11006964252177773,0.29486081431340805,0.14535428807039008,0.4241484122365897,Keras,True,"[1000, 1000]",2.0,False,0.0,0.001,0.0,0.001,13.0,2734,,,,335.0,253.0,82.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[225]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.001/dropoutValue=0.3/learningRate=0.0001,10,0.0940878688460996,0.1687442336809806,0.11006964252177773,0.29486081431340805,0.14519692541488968,0.42771563568422466,Keras,True,[225],1.0,False,0.0,0.001,0.3,0.0001,53.0,17406,,,,336.0,216.0,83.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[225, 112]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,0.09419207509540742,0.1637506715431409,0.11006964252177773,0.29486081431340805,0.1442501952636838,0.44465095531788756,Keras,True,"[225, 112]",2.0,False,0.0,0.0001,0.3,0.0001,28.0,17366,,,,341.0,68.0,84.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.5/learningRate=0.0001,10,0.09003076027448009,0.1723290564794424,0.11006964252177773,0.29486081431340805,0.18205639437170754,0.41555795780895605,Keras,True,[1000],1.0,False,0.0,0.0001,0.5,0.0001,28.0,19792,,,,132.0,343.0,85.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[225]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001,10,0.09298679865776349,0.1723509887024385,0.11006964252177773,0.29486081431340805,0.1552003211115574,0.4154835761958985,Keras,True,[225],1.0,False,0.0,0.0001,0.3,0.0001,53.0,17338,,,,264.0,344.0,86.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 400]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0/learningRate=0.0001",10,0.0867978587614632,0.17238691765704672,0.11006964252177773,0.29486081431340805,0.21142781267514435,0.4153617256384011,Keras,True,"[400, 400]",2.0,False,0.0,0.0001,0.0,0.0001,22.0,12456,,,,48.0,346.0,87.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[60, 30]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0/learningRate=0.0001",10,0.0942507584862021,0.16519930749424028,0.11006964252177773,0.29486081431340805,0.14371704743608849,0.4397380069680956,Keras,True,"[60, 30]",2.0,False,0.0,0.0001,0.0,0.0001,42.0,12462,,,,346.0,97.0,87.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200, 100, 90, 80, 70, 60, 50]/numberOfhiddenLayers=8/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0/learningRate=0.0001",10,0.0943588559339832,0.16901508358399983,0.11006964252177773,0.29486081431340805,0.14273496513524228,0.4267970670244659,Keras,True,"[400, 200, 100, 90, 80, 70, 60, 50]",8.0,False,0.0,0.0001,0.0,0.0001,19.0,12491,,,,350.0,229.0,88.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[400]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001,10,0.0936331446034687,0.17262249430559137,0.11006964252177773,0.29486081431340805,0.1493281666201197,0.4145627837746163,Keras,True,[400],1.0,False,0.0,0.0001,0.2,0.0001,28.0,14894,,,,305.0,355.0,89.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[350, 350]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001",10,0.09445612250829,0.1655674088409899,0.11006964252177773,0.29486081431340805,0.1418512830220061,0.4384896167823507,Keras,True,"[350, 350]",2.0,False,0.0,0.0001,0.2,0.0001,19.0,14903,,,,355.0,114.0,89.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[225, 112, 56]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0/learningRate=0.0001",10,0.0917735461660199,0.1727881606400326,0.11006964252177773,0.29486081431340805,0.1662229106643811,0.414000937892087,Keras,True,"[225, 112, 56]",3.0,False,0.0,0.0001,0.0,0.0001,24.0,12481,,,,202.0,359.0,90.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[500, 500]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0/dropoutValue=0.3/learningRate=0.0001",10,0.0929508997998313,0.17286015538466967,0.11006964252177773,0.29486081431340805,0.1555264678774569,0.4137567727092542,Keras,True,"[500, 500]",2.0,False,0.0,0.0,0.3,0.0001,21.0,17693,,,,260.0,360.0,91.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[150]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001,10,0.09449929724973609,0.1718125978111873,0.11006964252177773,0.29486081431340805,0.14145903371096152,0.41730949156042346,Keras,True,[150],1.0,False,0.0,0.0001,0.2,0.0001,58.0,14887,,,,362.0,327.0,92.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[200]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0/alpha=0.001/dropoutValue=0.3/learningRate=0.0001,10,0.09450238123245419,0.1635435177451946,0.11006964252177773,0.29486081431340805,0.1414310152433128,0.44535350305529603,Keras,True,[200],1.0,False,0.0,0.001,0.3,0.0001,47.0,17405,,,,363.0,61.0,93.0
