modelId,week,model rmse 1,model rmse 2,last value baseline 1 rmse,last value baseline 2 rmse,rel. diff. to last value baseline 1,rel. diff. to last value baseline 2,modelClass,isMultiWeek,hiddenLayers,numberOfhiddenLayers,isTwoWay,l1reg,alpha,dropoutValue,learningRate,numberOfRanEpochs,modelIdNumber,l1_ratio,max_features,n_estimators,rank1,rank2,overallRank
modelClass=Keras/isMultiWeek=True/hiddenLayers=[500]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.5/learningRate=0.0001,10,1.734723276832992,2.7575393240563986,2.217556984171578,3.827809465826908,0.21773226608603258,0.27960381814336277,Keras,True,[500],1.0,False,0.01,0.0,0.5,0.0001,47.0,18907,,,,49.0,575.0,56.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[60]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.5/learningRate=0.0001,10,1.8734611807924186,2.712930169893119,2.217556984171578,3.827809465826908,0.1551688663855034,0.29125778226083815,Keras,True,[60],1.0,False,0.01,0.0,0.5,0.0001,145.0,18893,,,,576.0,311.0,57.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[60, 30]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0/dropoutValue=0/learningRate=0.001",10,1.7433146030212923,2.7584396265410307,2.217556984171578,3.827809465826908,0.21385803590857916,0.27936861769969656,Keras,True,"[60, 30]",2.0,False,0.001,0.0,0.0,0.001,14.0,1378,,,,61.0,582.0,58.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.5/learningRate=0.0001,10,1.8763722516207606,2.746744361095185,2.217556984171578,3.827809465826908,0.15385612860734457,0.2824239592861199,Keras,True,[1000],1.0,False,0.01,0.0001,0.5,0.0001,65.0,18568,,,,588.0,521.0,59.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[125]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0/learningRate=0.0001,10,1.7651661725532073,2.7605351365186026,2.217556984171578,3.827809465826908,0.20400414277848752,0.2788211740517617,Keras,True,[125],1.0,False,0.01,0.0001,0.0,0.0001,57.0,11214,,,,107.0,588.0,59.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[100]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.2/learningRate=0.0001,10,1.8792402043664038,2.716548983204559,2.217556984171578,3.827809465826908,0.15256283478620986,0.2903123816750078,Keras,True,[100],1.0,False,0.01,0.0,0.2,0.0001,67.0,14001,,,,595.0,328.0,60.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[125, 63]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0.001/dropoutValue=0/learningRate=0.001",10,1.8799043536852207,2.7466120795798674,2.217556984171578,3.827809465826908,0.15226333884380233,0.2824585173059217,Keras,True,"[125, 63]",2.0,False,0.001,0.001,0.0,0.001,17.0,1111,,,,599.0,519.0,61.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[125]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0.001/dropoutValue=0.3/learningRate=0.001,10,1.832514135048852,2.763482290013507,2.217556984171578,3.827809465826908,0.17363380146308532,0.2780512419218541,Keras,True,[125],1.0,False,0.001,0.001,0.3,0.001,22.0,5978,,,,358.0,599.0,61.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[80]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.01/dropoutValue=0/learningRate=0.0001,10,1.8803880195676734,2.7375228637165643,2.217556984171578,3.827809465826908,0.1520452313110963,0.28483303880299404,Keras,True,[80],1.0,False,0.01,0.01,0.0,0.0001,74.0,11347,,,,601.0,462.0,62.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[80]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.5/learningRate=0.0001,10,1.8668435763215196,2.765017159521294,2.217556984171578,3.827809465826908,0.15815305327140258,0.27765026336702026,Keras,True,[80],1.0,False,0.01,0.001,0.5,0.0001,109.0,18623,,,,535.0,603.0,63.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[100]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0/learningRate=0.0001,10,1.8785525409360297,2.765364651820251,2.217556984171578,3.827809465826908,0.15287293433958435,0.2775594823858718,Keras,True,[100],1.0,False,0.01,0.0001,0.0,0.0001,53.0,11213,,,,593.0,606.0,64.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[90]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001,10,1.8830566597120268,2.6736168612178153,2.217556984171578,3.827809465826908,0.15084181684941544,0.30152822780581023,Keras,True,[90],1.0,False,0.01,0.0001,0.3,0.0001,115.0,16108,,,,608.0,148.0,65.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[300]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.01/dropoutValue=0.5/learningRate=0.0001,10,1.8836024140548202,2.7082385912228757,2.217556984171578,3.827809465826908,0.15059571073052477,0.2924834385303385,Keras,True,[300],1.0,False,0.01,0.01,0.5,0.0001,60.0,18700,,,,614.0,278.0,66.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[70, 35]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,1.8837126364229406,2.7598465518639195,2.217556984171578,3.827809465826908,0.15054600631755718,0.27900106405434166,Keras,True,"[70, 35]",2.0,False,0.01,0.0001,0.3,0.0001,55.0,16135,,,,615.0,587.0,67.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[250]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0/learningRate=0.0001,10,1.8127757639596056,2.769283865272182,2.217556984171578,3.827809465826908,0.18253475473289282,0.27653560345800976,Keras,True,[250],1.0,False,0.01,0.0,0.0,0.0001,52.0,11559,,,,284.0,621.0,68.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[20]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.01/dropoutValue=0.3/learningRate=0.001,10,1.8733244125575557,2.7699900648199556,2.217556984171578,3.827809465826908,0.1552305415694284,0.2763511116346632,Keras,True,[20],1.0,False,0.01,0.01,0.3,0.001,43.0,6445,,,,573.0,623.0,69.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[20]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.5/learningRate=0.0001,10,1.835071854093473,2.770279020191191,2.217556984171578,3.827809465826908,0.17248040650508545,0.2762756231930846,Keras,True,[20],1.0,False,0.01,0.001,0.5,0.0001,178.0,18617,,,,378.0,624.0,70.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001,10,1.8855048805094436,2.731437596609987,2.217556984171578,3.827809465826908,0.14973779976444687,0.2864227906338791,Keras,True,[1000],1.0,False,0.01,0.0001,0.2,0.0001,36.0,13672,,,,624.0,425.0,70.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 250]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0.0001/dropoutValue=0.2/learningRate=0.001",10,1.8662453134152266,2.770391117595582,2.217556984171578,3.827809465826908,0.15842283795362871,0.27624633819199135,Keras,True,"[250, 250]",2.0,False,0.001,0.0001,0.2,0.001,12.0,3478,,,,532.0,625.0,71.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[200]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0/learningRate=0.0001,10,1.885768202559225,2.722625768914919,2.217556984171578,3.827809465826908,0.1496190555555445,0.28872484557515454,Keras,True,[200],1.0,False,0.01,0.0001,0.0,0.0001,50.0,11217,,,,626.0,365.0,72.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[200]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.3/learningRate=0.001,10,1.8867633745360282,2.76157780643497,2.217556984171578,3.827809465826908,0.149170286038501,0.2785487806827407,Keras,True,[200],1.0,False,0.01,0.001,0.3,0.001,28.0,6389,,,,629.0,592.0,73.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[250]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0/learningRate=0.0001,10,1.8733663508957594,2.77317597771028,2.217556984171578,3.827809465826908,0.15521162961428897,0.27551880456223266,Keras,True,[250],1.0,False,0.01,0.0001,0.0,0.0001,40.0,11219,,,,574.0,635.0,74.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[225, 225]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.3/learningRate=0.001",10,1.8088331586984436,2.774269372229205,2.217556984171578,3.827809465826908,0.18431265955757303,0.27523315959252176,Keras,True,"[225, 225]",2.0,False,0.01,0.0,0.3,0.001,18.0,6673,,,,264.0,638.0,75.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[225]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.3/learningRate=0.0001,10,1.8875916356397284,2.713462952598554,2.217556984171578,3.827809465826908,0.1487967844285707,0.29111859489788516,Keras,True,[225],1.0,False,0.01,0.0,0.3,0.0001,54.0,16454,,,,640.0,316.0,76.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[175]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.01/dropoutValue=0.5/learningRate=0.0001,10,1.851626774574688,2.7747655670615514,2.217556984171578,3.827809465826908,0.16501501977573407,0.2751035306659056,Keras,True,[175],1.0,False,0.01,0.01,0.5,0.0001,84.0,18696,,,,458.0,641.0,77.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[300]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.3/learningRate=0.0001,10,1.8876962324082767,2.7195840992040434,2.217556984171578,3.827809465826908,0.14874961686115537,0.28951946969059983,Keras,True,[300],1.0,False,0.01,0.001,0.3,0.0001,72.0,16184,,,,641.0,344.0,77.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[175]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0/learningRate=0.0001,10,1.7372949487045384,2.7747825477897696,2.217556984171578,3.827809465826908,0.21657257914680067,0.27509909451818987,Keras,True,[175],1.0,False,0.01,0.0001,0.0,0.0001,61.0,11216,,,,52.0,642.0,78.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[60]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.5/learningRate=0.0001,10,1.8878758829548794,2.737428060930429,2.217556984171578,3.827809465826908,0.14866860404034174,0.28485780565384744,Keras,True,[60],1.0,False,0.01,0.0001,0.5,0.0001,36.0,18553,,,,643.0,461.0,79.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[30]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.3/learningRate=0.001,10,1.7052325505551393,2.775766095501554,2.217556984171578,3.827809465826908,0.23103101172745283,0.2748421465899909,Keras,True,[30],1.0,False,0.01,0.0001,0.3,0.001,28.0,6310,,,,18.0,646.0,80.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[40]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.3/learningRate=0.0001,10,1.888311962537601,2.6900362330739047,2.217556984171578,3.827809465826908,0.1484719553923772,0.29723873220717223,Keras,True,[40],1.0,False,0.01,0.0,0.3,0.0001,126.0,16443,,,,646.0,196.0,80.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[70, 35]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0/dropoutValue=0.2/learningRate=0.001",10,1.8884902685366314,2.6174219529391944,2.217556984171578,3.827809465826908,0.14839154889085185,0.31620892411013407,Keras,True,"[70, 35]",2.0,False,0.001,0.0,0.2,0.001,21.0,3827,,,,647.0,61.0,81.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[250]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001,10,1.8886350339180789,2.711873886553486,2.217556984171578,3.827809465826908,0.14832626742007984,0.29153373208254774,Keras,True,[250],1.0,False,0.01,0.0001,0.3,0.0001,72.0,16115,,,,648.0,303.0,82.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[500, 250, 125]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.001/alpha=0.001/dropoutValue=0.3/learningRate=0.001",10,1.8611435603175304,2.7770533531798893,2.217556984171578,3.827809465826908,0.1607234566678766,0.2745058556408652,Keras,True,"[500, 250, 125]",3.0,False,0.001,0.001,0.3,0.001,15.0,6029,,,,510.0,652.0,83.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[350]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.3/learningRate=0.0001,10,1.8913022114908078,2.710492736823289,2.217556984171578,3.827809465826908,0.14712351250024389,0.2918945519568198,Keras,True,[350],1.0,False,0.01,0.0,0.3,0.0001,43.0,16457,,,,654.0,293.0,84.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[250]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.01/dropoutValue=0.3/learningRate=0.0001,10,1.8349989480042552,2.7785071850634635,2.217556984171578,3.827809465826908,0.17251328326529414,0.27412604784307554,Keras,True,[250],1.0,False,0.01,0.01,0.3,0.0001,58.0,16251,,,,377.0,656.0,85.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[100, 50]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.3/learningRate=0.001",10,1.87573685373975,2.779181183183195,2.217556984171578,3.827809465826908,0.1541426591838059,0.27394996851474196,Keras,True,"[100, 50]",2.0,False,0.01,0.0,0.3,0.001,19.0,6686,,,,587.0,660.0,86.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[90]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.2/learningRate=0.0001,10,1.892027244758785,2.7016940606138875,2.217556984171578,3.827809465826908,0.1467965611419914,0.2941931711247675,Keras,True,[90],1.0,False,0.01,0.0,0.2,0.0001,67.0,14000,,,,660.0,247.0,86.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[300]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.5/learningRate=0.001,10,1.7646960696223508,2.77934791956997,2.217556984171578,3.827809465826908,0.2042161341429539,0.27390640929679677,Keras,True,[300],1.0,False,0.01,0.0,0.5,0.001,34.0,9112,,,,105.0,661.0,87.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[500]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.5/learningRate=0.0001,10,1.8923279222637652,2.7381807731906123,2.217556984171578,3.827809465826908,0.14666097161390873,0.28466116256936186,Keras,True,[500],1.0,False,0.01,0.0001,0.5,0.0001,65.0,18567,,,,663.0,468.0,88.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[400]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.2/learningRate=0.001,10,1.8797712663290675,2.780103257974949,2.217556984171578,3.827809465826908,0.15232335414762682,0.2737090801424273,Keras,True,[400],1.0,False,0.01,0.0001,0.2,0.001,32.0,3878,,,,596.0,664.0,89.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[60]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0/learningRate=0.0001,10,1.8940718786505042,2.708368805302832,2.217556984171578,3.827809465826908,0.1458745402395689,0.2924494206198027,Keras,True,[60],1.0,False,0.01,0.0001,0.0,0.0001,62.0,11209,,,,671.0,279.0,90.0
