modelId,week,model rmse 1,model rmse 2,last value baseline 1 rmse,last value baseline 2 rmse,rel. diff. to last value baseline 1,rel. diff. to last value baseline 2,modelClass,isMultiWeek,hiddenLayers,numberOfhiddenLayers,isTwoWay,l1reg,alpha,dropoutValue,learningRate,numberOfRanEpochs,modelIdNumber,l1_ratio,max_features,n_estimators,rank1,rank2,overallRank
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[200, 100]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,25.511640536848674,25.670331016029223,34.24296712938899,47.30958968594186,0.2549816013182649,0.45739687901674586,Keras,True,"[200, 100]",2.0,False,0.001,0.0001,0.3,0.0001,35.0,15733,,,,1313.0,245.0,64.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[225, 225]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0/dropoutValue=0.3/learningRate=0.0001",10,25.453166051661924,27.104429506375457,34.24296712938899,47.30958968594186,0.2566892362018251,0.42708381775651727,Keras,True,"[225, 225]",2.0,False,0.0,0.0,0.3,0.0001,33.0,17689,,,,1206.0,1320.0,65.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200, 100]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.3/learningRate=0.0001",10,25.358530642268786,27.105600826375735,34.24296712938899,47.30958968594186,0.25945288133326344,0.42705905913975367,Keras,True,"[400, 200, 100]",3.0,False,0.01,0.001,0.3,0.0001,19.0,16225,,,,1011.0,1324.0,66.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 400]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.2/learningRate=0.0001",10,25.520175707351783,25.393110764159086,34.24296712938899,47.30958968594186,0.2547323480782972,0.46325658428391103,Keras,True,"[400, 400]",2.0,False,0.01,0.001,0.2,0.0001,27.0,13748,,,,1328.0,158.0,67.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[175, 87]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0/dropoutValue=0.2/learningRate=0.001",10,25.52065237434922,26.728981053983066,34.24296712938899,47.30958968594186,0.25471842793534827,0.43501980821605735,Keras,True,"[175, 87]",2.0,False,0.0,0.0,0.2,0.001,25.0,5464,,,,1329.0,925.0,68.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0.001/dropoutValue=0.5/learningRate=0.0001",10,25.526483132898473,27.047344768365743,34.24296712938899,47.30958968594186,0.25454815184545154,0.42829043862109595,Keras,True,"[400, 200]",2.0,False,0.001,0.001,0.5,0.0001,24.0,18253,,,,1339.0,1249.0,69.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[350, 350]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.01/dropoutValue=0.5/learningRate=0.0001",10,25.527649550052985,26.940451776156824,34.24296712938899,47.30958968594186,0.2545140888756714,0.4305498746660609,Keras,True,"[350, 350]",2.0,False,0.0,0.01,0.5,0.0001,32.0,19935,,,,1343.0,1143.0,70.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[90, 45]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.2/learningRate=0.001",10,24.359571532261995,27.12729484782743,34.24296712938899,47.30958968594186,0.2886255609737913,0.42660050471990546,Keras,True,"[90, 45]",2.0,False,0.01,0.0001,0.2,0.001,14.0,3897,,,,64.0,1345.0,71.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[300, 150, 75]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0/learningRate=0.001",10,25.52797591900986,25.650653516635607,34.24296712938899,47.30958968594186,0.25450455789794846,0.45781280947660064,Keras,True,"[300, 150, 75]",3.0,False,0.01,0.001,0.0,0.001,29.0,1536,,,,1346.0,242.0,72.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[300, 150, 75]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.3/learningRate=0.0001",10,25.30051947994983,27.130318746588646,34.24296712938899,47.30958968594186,0.26114698576351786,0.42653658747223344,Keras,True,"[300, 150, 75]",3.0,False,0.01,0.0,0.3,0.0001,25.0,16496,,,,912.0,1349.0,73.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 125]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0.01/dropoutValue=0.2/learningRate=0.001",10,24.99538106072108,27.13700981953162,34.24296712938899,47.30958968594186,0.27005796646433644,0.4263951558304164,Keras,True,"[250, 125]",2.0,False,0.001,0.01,0.2,0.001,13.0,3631,,,,481.0,1358.0,74.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[500, 250, 125]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.0001/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,25.535682309479903,26.811691136349182,34.24296712938899,47.30958968594186,0.25427950758496237,0.4332715351298781,Keras,True,"[500, 250, 125]",3.0,False,0.0001,0.0001,0.3,0.0001,18.0,15345,,,,1366.0,1002.0,75.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 250]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0.01/dropoutValue=0.3/learningRate=0.001",10,25.474517017415703,27.149116306434507,34.24296712938899,47.30958968594186,0.25606572230850205,0.4261392566145649,Keras,True,"[250, 250]",2.0,False,0.001,0.01,0.3,0.001,12.0,6062,,,,1240.0,1375.0,76.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[175, 175]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.2/learningRate=0.001",10,25.216978615096505,27.156751824937356,34.24296712938899,47.30958968594186,0.2635866360583554,0.4259778618835276,Keras,True,"[175, 175]",2.0,False,0.01,0.001,0.2,0.001,21.0,3951,,,,774.0,1386.0,77.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[350, 175, 85]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.3/learningRate=0.0001",10,25.550106867766623,26.157062244537244,34.24296712938899,47.30958968594186,0.25385826610106244,0.4471086640535826,Keras,True,"[350, 175, 85]",3.0,False,0.01,0.001,0.3,0.0001,20.0,16223,,,,1393.0,498.0,78.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[500, 250]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.1/dropoutValue=0.3/learningRate=0.0001",10,25.413193684885698,27.166257703212672,34.24296712938899,47.30958968594186,0.25785655229990706,0.42577693267787564,Keras,True,"[500, 250]",2.0,False,0.01,0.1,0.3,0.0001,55.0,16350,,,,1128.0,1399.0,79.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[90, 45]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0.0001/dropoutValue=0.2/learningRate=0.001",10,25.557258926584232,26.67569101916273,34.24296712938899,47.30958968594186,0.25364940397791214,0.43614621905948453,Keras,True,"[90, 45]",2.0,False,0.001,0.0001,0.2,0.001,15.0,3489,,,,1404.0,864.0,80.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[100, 50]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.2/learningRate=0.001",10,25.533932309249245,27.174003943418413,34.24296712938899,47.30958968594186,0.2543306129761525,0.42561319758194344,Keras,True,"[100, 50]",2.0,False,0.01,0.0,0.2,0.001,24.0,4238,,,,1360.0,1411.0,81.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200, 100]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.0001/alpha=0.01/dropoutValue=0.3/learningRate=0.0001",10,25.56020075598297,26.096648770373985,34.24296712938899,47.30958968594186,0.25356349350795726,0.4483856456246405,Keras,True,"[400, 200, 100]",3.0,False,0.0001,0.01,0.3,0.0001,20.0,15477,,,,1412.0,467.0,82.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[350, 175]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.2/learningRate=0.001",10,25.46324013701473,27.179553971181022,34.24296712938899,47.30958968594186,0.25639504191326534,0.4254958846270129,Keras,True,"[350, 175]",2.0,False,0.01,0.001,0.2,0.001,36.0,3972,,,,1223.0,1419.0,83.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 100, 20]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.0001/alpha=0.01/dropoutValue=0.2/learningRate=0.0001",10,24.913718659762527,27.183293415956477,34.24296712938899,47.30958968594186,0.27244275983373073,0.4254168426230497,Keras,True,"[250, 100, 20]",3.0,False,0.0001,0.01,0.2,0.0001,31.0,13030,,,,401.0,1423.0,84.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 400]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001",10,25.566238249273113,25.375435825349687,34.24296712938899,47.30958968594186,0.2533871801275387,0.46363018589252214,Keras,True,"[400, 400]",2.0,False,0.01,0.0001,0.2,0.0001,40.0,13680,,,,1423.0,155.0,84.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[125, 63]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.0001/alpha=0.01/dropoutValue=0.3/learningRate=0.001",10,25.134005150853987,27.185836694032034,34.24296712938899,47.30958968594186,0.26600971650956157,0.4253630844295747,Keras,True,"[125, 63]",2.0,False,0.0001,0.01,0.3,0.001,16.0,5667,,,,646.0,1430.0,85.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[350, 175, 85]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0/alpha=0.01/dropoutValue=0.3/learningRate=0.001",10,25.567760015637944,27.18626083526369,34.24296712938899,47.30958968594186,0.25334273986746775,0.4253541192021342,Keras,True,"[350, 175, 85]",3.0,False,0.0,0.01,0.3,0.001,15.0,7723,,,,1425.0,1432.0,86.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[200, 100]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.01/dropoutValue=0.3/learningRate=0.0001",10,25.571834368080413,26.565397937225143,34.24296712938899,47.30958968594186,0.25322375624005383,0.4384775240373918,Keras,True,"[200, 100]",2.0,False,0.01,0.01,0.3,0.0001,48.0,16277,,,,1436.0,768.0,87.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[225, 225]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.5/learningRate=0.0001",10,25.169611641548297,27.191389386295054,34.24296712938899,47.30958968594186,0.26496989742613436,0.4252457151541301,Keras,True,"[225, 225]",2.0,False,0.01,0.0001,0.5,0.0001,36.0,18573,,,,702.0,1438.0,88.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[125, 63]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.0001/alpha=0.001/dropoutValue=0.2/learningRate=0.001",10,25.440959595979322,27.195263144763093,34.24296712938899,47.30958968594186,0.257045702264958,0.42516383411280734,Keras,True,"[125, 63]",2.0,False,0.0001,0.001,0.2,0.001,14.0,3151,,,,1186.0,1443.0,89.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[100, 50]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.0001/alpha=0.01/dropoutValue=0.2/learningRate=0.001",10,25.027028449490935,27.199798040325653,34.24296712938899,47.30958968594186,0.26913376533859074,0.42506797837631366,Keras,True,"[100, 50]",2.0,False,0.0001,0.01,0.2,0.001,14.0,3218,,,,516.0,1446.0,90.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[300, 150, 75]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,25.38017755015711,27.21810518141761,34.24296712938899,47.30958968594186,0.2588207250190477,0.42468101367817346,Keras,True,"[300, 150, 75]",3.0,False,0.01,0.0001,0.3,0.0001,24.0,16156,,,,1051.0,1462.0,91.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.01/dropoutValue=0.5/learningRate=0.0001",10,25.372502423076988,27.221051287082542,34.24296712938899,47.30958968594186,0.259044862344856,0.42461874077146494,Keras,True,"[400, 200]",2.0,False,0.0,0.01,0.5,0.0001,31.0,19953,,,,1037.0,1467.0,92.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 250]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0.0001/dropoutValue=0.5/learningRate=0.001",10,24.368392470401844,27.221445548146782,34.24296712938899,47.30958968594186,0.288367962439572,0.42461040713198805,Keras,True,"[250, 250]",2.0,False,0.001,0.0001,0.5,0.001,17.0,8374,,,,67.0,1468.0,93.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000, 500]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0.001/dropoutValue=0.5/learningRate=0.0001",10,25.593084691482186,25.46604395950862,34.24296712938899,47.30958968594186,0.25260318141306887,0.46171496881369256,Keras,True,"[1000, 500]",2.0,False,0.001,0.001,0.5,0.0001,22.0,18255,,,,1478.0,177.0,94.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[200, 100]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0/alpha=0.0001/dropoutValue=0.2/learningRate=0.001",10,25.00755621451332,27.240644808332704,34.24296712938899,47.30958968594186,0.2697024145127128,0.42420458538816463,Keras,True,"[200, 100]",2.0,False,0.0,0.0001,0.2,0.001,13.0,5125,,,,494.0,1490.0,95.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[500, 250]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0.01/dropoutValue=0.5/learningRate=0.001",10,25.233987768878606,27.240847612109544,34.24296712938899,47.30958968594186,0.2630899164336269,0.4242002986509896,Keras,True,"[500, 250]",2.0,False,0.001,0.01,0.5,0.001,20.0,8530,,,,798.0,1491.0,96.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 100, 50]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.3/learningRate=0.0001",10,24.92077308817865,27.24885193604706,34.24296712938899,47.30958968594186,0.27223674881869614,0.42403110834537394,Keras,True,"[400, 100, 50]",3.0,False,0.01,0.0,0.3,0.0001,29.0,16500,,,,411.0,1496.0,97.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.01/dropoutValue=0.2/learningRate=0.001",10,25.604496467007227,26.357951788841063,34.24296712938899,47.30958968594186,0.2522699224556333,0.4428623887077722,Keras,True,"[400, 200]",2.0,False,0.01,0.01,0.2,0.001,36.0,4041,,,,1499.0,640.0,98.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[350, 175, 85]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0/alpha=0.1/dropoutValue=0.3/learningRate=0.0001",10,25.499751263007777,27.25134799886871,34.24296712938899,47.30958968594186,0.25532880469570507,0.4239783481578894,Keras,True,"[350, 175, 85]",3.0,False,0.0,0.1,0.3,0.0001,20.0,17583,,,,1292.0,1500.0,99.0
