modelId,week,model rmse 1,model rmse 2,last value baseline 1 rmse,last value baseline 2 rmse,rel. diff. to last value baseline 1,rel. diff. to last value baseline 2,modelClass,isMultiWeek,hiddenLayers,numberOfhiddenLayers,isTwoWay,l1reg,alpha,dropoutValue,learningRate,numberOfRanEpochs,modelIdNumber,l1_ratio,max_features,n_estimators,rank1,rank2,overallRank
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000, 500]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.2/learningRate=0.001",10,25.606225711773586,14.673645234187779,46.151967285466355,52.131138656156125,0.4451758566782222,0.718524367346521,Keras,True,"[1000, 500]",2.0,False,0.01,0.001,0.2,0.001,45.0,3975,,,,719.0,1096.0,11.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000, 500, 250]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.2/learningRate=0.0001",10,25.470568722476628,14.683545617934868,46.151967285466355,52.131138656156125,0.4481152111039582,0.71833445429259,Keras,True,"[1000, 500, 250]",3.0,False,0.01,0.0,0.2,0.0001,62.0,14054,,,,557.0,1111.0,12.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000, 500]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.2/learningRate=0.001",10,25.866713779337616,14.00851667667384,46.151967285466355,52.131138656156125,0.4395317187815033,0.7312831248695623,Keras,True,"[1000, 500]",2.0,False,0.01,0.0001,0.2,0.001,19.0,3907,,,,1128.0,350.0,13.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[350, 175, 85]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.001/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,25.86954393640575,14.693183489789504,46.151967285466355,52.131138656156125,0.43947039621532474,0.7181495768450015,Keras,True,"[350, 175, 85]",3.0,False,0.001,0.0001,0.3,0.0001,21.0,15747,,,,1132.0,1125.0,14.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[400]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.3/learningRate=0.001,10,25.62922650749204,14.711063152649864,46.151967285466355,52.131138656156125,0.44467748581623523,0.7178066021216161,Keras,True,[400],1.0,False,0.01,0.0001,0.3,0.001,32.0,6326,,,,756.0,1146.0,15.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200, 100]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.2/learningRate=0.0001",10,25.90892558784705,14.526557165480988,46.151967285466355,52.131138656156125,0.4386170923637747,0.7213458685164253,Keras,True,"[400, 200, 100]",3.0,False,0.01,0.001,0.2,0.0001,19.0,13777,,,,1202.0,910.0,16.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[225, 112]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.2/learningRate=0.001",10,25.377304123678165,14.760647000950259,46.151967285466355,52.131138656156125,0.4501360263429184,0.7168554652468312,Keras,True,"[225, 112]",2.0,False,0.01,0.001,0.2,0.001,16.0,3970,,,,465.0,1210.0,17.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 125, 62]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.001/alpha=0.01/dropoutValue=0.2/learningRate=0.0001",10,25.92323929465272,14.523649142028706,46.151967285466355,52.131138656156125,0.4383069494241003,0.7214016513657405,Keras,True,"[250, 125, 62]",3.0,False,0.001,0.01,0.2,0.0001,21.0,13434,,,,1226.0,907.0,18.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[400]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0.001/dropoutValue=0.2/learningRate=0.001,10,25.94243731887115,13.78246794264647,46.151967285466355,52.131138656156125,0.4378909752988874,0.7356192805694853,Keras,True,[400],1.0,False,0.001,0.001,0.2,0.001,14.0,3538,,,,1259.0,193.0,19.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[350, 175]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,25.093998675728088,14.821611184997892,46.151967285466355,52.131138656156125,0.4562745609409721,0.7156860262969219,Keras,True,"[350, 175]",2.0,False,0.01,0.0001,0.3,0.0001,25.0,16144,,,,283.0,1302.0,20.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0/learningRate=0.001",10,25.956280326169363,14.824059277196802,46.151967285466355,52.131138656156125,0.43759103126372656,0.7156390660297568,Keras,True,"[400, 200]",2.0,False,0.01,0.0,0.0,0.001,23.0,1797,,,,1291.0,1305.0,21.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[500, 500]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.2/learningRate=0.001",10,24.74636230723147,14.85831690966743,46.151967285466355,52.131138656156125,0.4638069888946141,0.7149819226533848,Keras,True,"[500, 500]",2.0,False,0.01,0.0001,0.2,0.001,19.0,3889,,,,134.0,1359.0,22.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[225, 225]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.2/learningRate=0.001",10,25.998751719483657,14.53260483531137,46.151967285466355,52.131138656156125,0.4366707802795899,0.7212298597357565,Keras,True,"[225, 225]",2.0,False,0.01,0.0001,0.2,0.001,14.0,3885,,,,1367.0,918.0,23.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[225, 225]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.2/learningRate=0.0001",10,25.911004870302214,14.896634629950718,46.151967285466355,52.131138656156125,0.43857203940986045,0.7142468970761376,Keras,True,"[225, 225]",2.0,False,0.01,0.001,0.2,0.0001,30.0,13745,,,,1206.0,1413.0,24.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000, 500]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0.01/dropoutValue=0.2/learningRate=0.001",10,26.018502732666875,14.229774781675415,46.151967285466355,52.131138656156125,0.43624282423903693,0.727038864899318,Keras,True,"[1000, 500]",2.0,False,0.001,0.01,0.2,0.001,15.0,3635,,,,1414.0,556.0,25.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000, 1000]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.01/dropoutValue=0.2/learningRate=0.001",10,26.018828458222522,14.295165838670455,46.151967285466355,52.131138656156125,0.4362357665646883,0.7257845079318568,Keras,True,"[1000, 1000]",2.0,False,0.01,0.01,0.2,0.001,42.0,4026,,,,1415.0,622.0,26.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[350, 175]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.2/learningRate=0.001",10,25.877463561201154,14.899861138143939,46.151967285466355,52.131138656156125,0.4392987973591716,0.7141850049272916,Keras,True,"[350, 175]",2.0,False,0.01,0.001,0.2,0.001,36.0,3972,,,,1149.0,1421.0,27.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[350, 175, 85]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,25.65009069506459,14.903980368003529,46.151967285466355,52.131138656156125,0.4442254100153598,0.7141059882404174,Keras,True,"[350, 175, 85]",3.0,False,0.01,0.0001,0.3,0.0001,19.0,16155,,,,784.0,1428.0,28.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[225, 112, 56]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.001/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001",10,24.551125333939236,14.909867142750292,46.151967285466355,52.131138656156125,0.4680372955267154,0.7139930658125074,Keras,True,"[225, 112, 56]",3.0,False,0.001,0.0001,0.2,0.0001,21.0,13297,,,,89.0,1439.0,29.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[500, 500]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,25.241936841956466,14.90990000611495,46.151967285466355,52.131138656156125,0.4530691035156509,0.7139924354145245,Keras,True,"[500, 500]",2.0,False,0.01,0.0001,0.3,0.0001,36.0,16129,,,,369.0,1440.0,30.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[400]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0.0001/dropoutValue=0.3/learningRate=0.001,10,25.66019732207224,14.9173835573544,46.151967285466355,52.131138656156125,0.44400642418220704,0.7138488829920692,Keras,True,[400],1.0,False,0.001,0.0001,0.3,0.001,17.0,5918,,,,803.0,1454.0,31.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 100, 50]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.001/alpha=0/dropoutValue=0.2/learningRate=0.0001",10,26.037965908359517,14.498965960527052,46.151967285466355,52.131138656156125,0.4358211049313364,0.7218751338588903,Keras,True,"[400, 100, 50]",3.0,False,0.001,0.0,0.2,0.0001,20.0,13644,,,,1456.0,871.0,32.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 100, 20]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0/learningRate=0.001",10,26.043467707230747,14.620222151798615,46.151967285466355,52.131138656156125,0.4357018944362085,0.7195491499192082,Keras,True,"[250, 100, 20]",3.0,False,0.01,0.001,0.0,0.001,31.0,1538,,,,1471.0,1025.0,33.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,25.95519907900915,14.932772934598379,46.151967285466355,52.131138656156125,0.43761445923925624,0.7135536779065734,Keras,True,"[400, 200]",2.0,False,0.01,0.0001,0.3,0.0001,22.0,16145,,,,1288.0,1481.0,34.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.3/learningRate=0.001",10,25.98706719722872,14.936054589280426,46.151967285466355,52.131138656156125,0.43692395523489924,0.7134907279160948,Keras,True,"[400, 200]",2.0,False,0.01,0.0001,0.3,0.001,25.0,6353,,,,1343.0,1488.0,35.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 125]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0/dropoutValue=0.2/learningRate=0.001",10,26.059905850415536,13.958919338529922,46.151967285466355,52.131138656156125,0.43534572016777234,0.7322345205118299,Keras,True,"[250, 125]",2.0,False,0.001,0.0,0.2,0.001,13.0,3835,,,,1510.0,304.0,36.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[350]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.2/learningRate=0.001,10,25.132472631014046,14.972610539809061,46.151967285466355,52.131138656156125,0.4554409246400971,0.7127894972990206,Keras,True,[350],1.0,False,0.01,0.0001,0.2,0.001,29.0,3877,,,,304.0,1523.0,37.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200, 50]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.001/alpha=0/dropoutValue=0.2/learningRate=0.0001",10,25.269575387868734,14.973419146498184,46.151967285466355,52.131138656156125,0.45247024397535623,0.7127739862875604,Keras,True,"[400, 200, 50]",3.0,False,0.001,0.0,0.2,0.0001,17.0,13643,,,,383.0,1524.0,38.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 250]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0/learningRate=0.001",10,25.1973814419909,14.980967897179584,46.151967285466355,52.131138656156125,0.4540345098154512,0.7126291831837728,Keras,True,"[250, 250]",2.0,False,0.01,0.0,0.0,0.001,17.0,1778,,,,343.0,1542.0,39.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 100, 50]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0/alpha=0.01/dropoutValue=0.2/learningRate=0.0001",10,26.07376779432421,14.845774736666556,46.151967285466355,52.131138656156125,0.43504536582268166,0.7152225115475502,Keras,True,"[400, 100, 50]",3.0,False,0.0,0.01,0.2,0.0001,21.0,15072,,,,1543.0,1345.0,40.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0.0001/dropoutValue=0.2/learningRate=0.001,10,26.098139153939268,13.646276570367622,46.151967285466355,52.131138656156125,0.43451729820068163,0.7382317570238581,Keras,True,[1000],1.0,False,0.001,0.0001,0.2,0.001,16.0,3472,,,,1600.0,139.0,41.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000, 1000]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0.001/dropoutValue=0.3/learningRate=0.001",10,26.104244728202378,13.985629165163166,46.151967285466355,52.131138656156125,0.43438500537283,0.7317221621148761,Keras,True,"[1000, 1000]",2.0,False,0.001,0.001,0.3,0.001,14.0,5998,,,,1610.0,324.0,42.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 300, 150, 120, 100, 70, 50, 30]/numberOfhiddenLayers=8/isTwoWay=False/l1reg=0/alpha=0.1/dropoutValue=0/learningRate=0.0001",10,26.054509702188177,15.038765889653657,46.151967285466355,52.131138656156125,0.4354626414724262,0.7115204793655941,Keras,True,"[400, 300, 150, 120, 100, 70, 50, 30]",8.0,False,0.0,0.1,0.0,0.0001,14.0,12697,,,,1496.0,1621.0,43.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[400]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0/learningRate=0.001,10,26.11007644908511,14.525099788091975,46.151967285466355,52.131138656156125,0.43425864627644173,0.7213738245025515,Keras,True,[400],1.0,False,0.01,0.001,0.0,0.001,33.0,1498,,,,1626.0,908.0,44.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200, 100]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0/alpha=0/dropoutValue=0.2/learningRate=0.0001",10,26.115407478360783,13.714279563779087,46.151967285466355,52.131138656156125,0.4341431359398466,0.7369272968650268,Keras,True,"[400, 200, 100]",3.0,False,0.0,0.0,0.2,0.0001,19.0,15273,,,,1643.0,164.0,45.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.001/alpha=0.0001/dropoutValue=0/learningRate=0.001,10,26.11988312051936,13.40224238262267,46.151967285466355,52.131138656156125,0.4340461597452914,0.7429129167689873,Keras,True,[1000],1.0,False,0.001,0.0001,0.0,0.001,20.0,1024,,,,1653.0,57.0,46.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.001/alpha=0/dropoutValue=0.5/learningRate=0.001",10,26.058667420736032,15.061853814611228,46.151967285466355,52.131138656156125,0.4353725539031978,0.7110775977107382,Keras,True,"[400, 200]",2.0,False,0.001,0.0,0.5,0.001,15.0,8733,,,,1509.0,1663.0,47.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[200, 200]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0/dropoutValue=0.3/learningRate=0.001",10,26.124638180934312,14.977223218441406,46.151967285466355,52.131138656156125,0.43394312924205114,0.71270101508376,Keras,True,"[200, 200]",2.0,False,0.01,0.0,0.3,0.001,30.0,6672,,,,1665.0,1534.0,48.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[500, 250]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.2/learningRate=0.001",10,26.12544154138484,14.900734131224626,46.151967285466355,52.131138656156125,0.43392572239034405,0.7141682588307515,Keras,True,"[500, 250]",2.0,False,0.01,0.0001,0.2,0.001,36.0,3906,,,,1666.0,1425.0,49.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000, 500]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.01/dropoutValue=0.2/learningRate=0.001",10,26.127387512636307,14.367105166950891,46.151967285466355,52.131138656156125,0.43388355796343175,0.7244045394497768,Keras,True,"[1000, 500]",2.0,False,0.01,0.01,0.2,0.001,21.0,4043,,,,1668.0,716.0,50.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 125, 62]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.0001/alpha=0.001/dropoutValue=0.2/learningRate=0.0001",10,25.397917924415026,15.072050393937893,46.151967285466355,52.131138656156125,0.4496893758110059,0.7108820029167338,Keras,True,"[250, 125, 62]",3.0,False,0.0001,0.001,0.2,0.0001,23.0,12958,,,,485.0,1683.0,51.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 125, 62]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.001/alpha=0.001/dropoutValue=0.2/learningRate=0.0001",10,25.566565388312572,15.072203192992346,46.151967285466355,52.131138656156125,0.4460351986693382,0.7108790718651897,Keras,True,"[250, 125, 62]",3.0,False,0.001,0.001,0.2,0.0001,24.0,13366,,,,671.0,1684.0,52.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[500, 250, 125]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.0001/alpha=0.0001/dropoutValue=0.3/learningRate=0.0001",10,25.95185895833286,15.084288707090364,46.151967285466355,52.131138656156125,0.4376868314667635,0.7106472427816599,Keras,True,"[500, 250, 125]",3.0,False,0.0001,0.0001,0.3,0.0001,18.0,15345,,,,1282.0,1705.0,53.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000, 500, 250]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.2/learningRate=0.0001",10,24.578256245619947,15.092245299101709,46.151967285466355,52.131138656156125,0.4674494351758685,0.7104946163051155,Keras,True,"[1000, 500, 250]",3.0,False,0.01,0.0001,0.2,0.0001,23.0,13714,,,,98.0,1717.0,54.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[350, 350]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.2/learningRate=0.001",10,26.153808321519463,14.174659895883606,46.151967285466355,52.131138656156125,0.43331108379955197,0.7280961003101026,Keras,True,"[350, 350]",2.0,False,0.01,0.001,0.2,0.001,16.0,3955,,,,1734.0,507.0,55.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 125, 62]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.001/alpha=0/dropoutValue=0.2/learningRate=0.0001",10,26.171647915399465,15.028707879265108,46.151967285466355,52.131138656156125,0.43292454352988896,0.7117134160757416,Keras,True,"[250, 125, 62]",3.0,False,0.001,0.0,0.2,0.0001,21.0,13638,,,,1781.0,1605.0,56.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200, 100]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.001/alpha=0/dropoutValue=0.3/learningRate=0.0001",10,25.541700997752578,15.131569186971307,46.151967285466355,52.131138656156125,0.44657394906336145,0.7097402900255962,Keras,True,"[400, 200, 100]",3.0,False,0.001,0.0,0.3,0.0001,20.0,16089,,,,633.0,1782.0,57.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[1000, 500, 250]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.3/learningRate=0.0001",10,25.030302654301565,15.13217599167529,46.151967285466355,52.131138656156125,0.45765469758894073,0.709728650059165,Keras,True,"[1000, 500, 250]",3.0,False,0.01,0.001,0.3,0.0001,67.0,16230,,,,251.0,1783.0,58.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 125, 62]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.2/learningRate=0.0001",10,25.22846186297089,15.155587906688783,46.151967285466355,52.131138656156125,0.4533610732794148,0.7092795534996612,Keras,True,"[250, 125, 62]",3.0,False,0.01,0.001,0.2,0.0001,25.0,13774,,,,360.0,1815.0,59.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[250, 125, 62]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0.001/alpha=0.01/dropoutValue=0.3/learningRate=0.0001",10,25.73377684747906,15.167376571496325,46.151967285466355,52.131138656156125,0.4424121362301528,0.7090534186959443,Keras,True,"[250, 125, 62]",3.0,False,0.001,0.01,0.3,0.0001,27.0,15882,,,,910.0,1839.0,60.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[400, 200, 50]/numberOfhiddenLayers=3/isTwoWay=False/l1reg=0/alpha=0/dropoutValue=0.3/learningRate=0.0001",10,26.173880143224412,15.168378385410382,46.151967285466355,52.131138656156125,0.4328761766247224,0.7090342015075254,Keras,True,"[400, 200, 50]",3.0,False,0.0,0.0,0.3,0.0001,24.0,17723,,,,1785.0,1840.0,61.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[80, 40]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.0001/alpha=0.0001/dropoutValue=0.2/learningRate=0.001",10,26.198591455425586,15.041773056525514,46.151967285466355,52.131138656156125,0.4323407430634979,0.711462794708221,Keras,True,"[80, 40]",2.0,False,0.0001,0.0001,0.2,0.001,17.0,3080,,,,1845.0,1627.0,62.0
"modelClass=Keras/isMultiWeek=True/hiddenLayers=[500, 500]/numberOfhiddenLayers=2/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.2/learningRate=0.0001",10,26.202695942459865,15.057321974281997,46.151967285466355,52.131138656156125,0.4322518088906837,0.7111645292538821,Keras,True,"[500, 500]",2.0,False,0.01,0.001,0.2,0.0001,53.0,13749,,,,1855.0,1653.0,63.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[500]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.001/dropoutValue=0.2/learningRate=0.001,10,26.206470923394985,14.297171118649034,46.151967285466355,52.131138656156125,0.43217001430732893,0.7257460418628188,Keras,True,[500],1.0,False,0.01,0.001,0.2,0.001,28.0,3947,,,,1866.0,625.0,64.0
modelClass=Keras/isMultiWeek=True/hiddenLayers=[200]/numberOfhiddenLayers=1/isTwoWay=False/l1reg=0.01/alpha=0.0001/dropoutValue=0.2/learningRate=0.001,10,25.881174129724382,15.18553453295935,46.151967285466355,52.131138656156125,0.4392183984348901,0.7087051055393339,Keras,True,[200],1.0,False,0.01,0.0001,0.2,0.001,52.0,3873,,,,1154.0,1867.0,65.0
