modelId,week,model rmse 1,model rmse 2,last value baseline 1 rmse,last value baseline 2 rmse,modelClass,isMultiWeek,hiddenLayers,numberOfhiddenLayers,isTwoWay,l1reg,alpha,dropoutValue,learningRate,numberOfRanEpochs,modelIdNumber,iteration,l1_ratio,max_features,n_estimators,min_samples_leaf,tol,rel. diff. to last value baseline 1,rel. diff. to last value baseline 2,rank1,rank2,overallRank
modelClass=RandomForrest/isMultiWeek=True/n_estimators=1000/max_features=auto/min_samples_leaf=8,10,26.850223262518377,13.321966538865574,46.151967285466355,52.131138656156125,RandomForrest,True,,,,,,,,,327_sklearn,,,auto,1000.0,8.0,,0.41822147913131885,0.7444527995689119,38.0,42.0,1.0
modelClass=RandomForrest/isMultiWeek=True/n_estimators=1000/max_features=auto/min_samples_leaf=2,10,26.93331981049829,13.080882762051566,46.151967285466355,52.131138656156125,RandomForrest,True,,,,,,,,,325_sklearn,,,auto,1000.0,2.0,,0.4164209806289272,0.7490773633714434,46.0,34.0,2.0
modelClass=RandomForrest/isMultiWeek=True/n_estimators=1000/max_features=auto,10,27.04706238639447,12.878751291149046,46.151967285466355,52.131138656156125,RandomForrest,True,,,,,,,,,110_sklearn,,,auto,1000.0,,,0.4139564578233739,0.7529547287256845,56.0,26.0,3.0
modelClass=RandomForrest/isMultiWeek=True/n_estimators=100/max_features=auto,10,27.048801092808453,12.87486175653704,46.151967285466355,52.131138656156125,RandomForrest,True,,,,,,,,,108_sklearn,,,auto,100.0,,,0.4139187843174271,0.7530293393080019,57.0,25.0,4.0
modelClass=RandomForrest/isMultiWeek=True/n_estimators=1000/max_features=auto/min_samples_leaf=1,10,27.069241160243397,12.821616441936294,46.151967285466355,52.131138656156125,RandomForrest,True,,,,,,,,,324_sklearn,,,auto,1000.0,1.0,,0.41347589816029945,0.7540507118690721,59.0,21.0,5.0
modelClass=RandomForrest/isMultiWeek=True/n_estimators=1000/max_features=auto/min_samples_leaf=4,10,27.07144666517822,13.102655504269308,46.151967285466355,52.131138656156125,RandomForrest,True,,,,,,,,,326_sklearn,,,auto,1000.0,4.0,,0.4134281102746567,0.748659710069041,61.0,38.0,6.0
modelClass=RandomForrest/isMultiWeek=True/n_estimators=1000/max_features=0.9/min_samples_leaf=8,10,27.104060926243573,13.260091398018737,46.151967285466355,52.131138656156125,RandomForrest,True,,,,,,,,,363_sklearn,,,0.9,1000.0,8.0,,0.4127214391838315,0.7456397128503376,63.0,41.0,7.0
