modelId,week,model rmse 1,model rmse 2,last value baseline 1 rmse,last value baseline 2 rmse,modelClass,isMultiWeek,hiddenLayers,numberOfhiddenLayers,isTwoWay,l1reg,alpha,dropoutValue,learningRate,numberOfRanEpochs,modelIdNumber,iteration,l1_ratio,max_features,n_estimators,min_samples_leaf,tol,rel. diff. to last value baseline 1,rel. diff. to last value baseline 2,rank1,rank2,overallRank
modelClass=MultiTaskLasso/isMultiWeek=True/alpha=0.7/tol=1e-05,10,30.915291676931062,57.48343630803029,39.69016558244563,105.3487012727533,MultiTaskLasso,True,,,,,0.7,,,,139_sklearn,,,,,,1e-05,0.22108433605012634,0.45435078350702524,7.0,12.0,1.0
modelClass=MultiTaskLasso/isMultiWeek=True/alpha=0.7/tol=0.0001,10,30.92250788377008,57.483465497172844,39.69016558244563,105.3487012727533,MultiTaskLasso,True,,,,,0.7,,,,138_sklearn,,,,,,0.0001,0.22090252257736495,0.45435050643533664,8.0,13.0,2.0
modelClass=MultiTaskLasso/isMultiWeek=True/alpha=0.6/tol=1e-05,10,33.569398911651525,55.79210008310674,39.69016558244563,105.3487012727533,MultiTaskLasso,True,,,,,0.6,,,,141_sklearn,,,,,,1e-05,0.154213684447344,0.4704054306406866,13.0,10.0,2.0
modelClass=MultiTaskLasso/isMultiWeek=True/alpha=0.6/tol=0.0001,10,33.577063495552906,55.793151331150824,39.69016558244563,105.3487012727533,MultiTaskLasso,True,,,,,0.6,,,,140_sklearn,,,,,,0.0001,0.15402057404357258,0.47039545189361726,14.0,11.0,3.0
modelClass=MultiTaskLasso/isMultiWeek=True/alpha=0.5/tol=1e-05,10,36.73772544120364,54.196016305645784,39.69016558244563,105.3487012727533,MultiTaskLasso,True,,,,,0.5,,,,143_sklearn,,,,,,1e-05,0.07438719637258993,0.48555591430283074,18.0,8.0,4.0
modelClass=MultiTaskLasso/isMultiWeek=True/alpha=0.5/tol=0.0001,10,36.74369747360862,54.1979222873546,39.69016558244563,105.3487012727533,MultiTaskLasso,True,,,,,0.5,,,,142_sklearn,,,,,,0.0001,0.07423673007149632,0.48553782217937985,19.0,9.0,5.0
modelClass=MultiTaskLasso/isMultiWeek=True/alpha=0.8/tol=0.0001,10,29.756585011696913,59.08854681406601,39.69016558244563,105.3487012727533,MultiTaskLasso,True,,,,,0.8,,,,136_sklearn,,,,,,0.0001,0.2502781337637501,0.4391146155557944,6.0,27.0,6.0
modelClass=MultiTaskLasso/isMultiWeek=True/alpha=0.8/tol=1e-05,10,29.74766352679501,59.09004205826166,39.69016558244563,105.3487012727533,MultiTaskLasso,True,,,,,0.8,,,,137_sklearn,,,,,,1e-05,0.250502911987045,0.4391004222702808,4.0,28.0,7.0
