"Datum","Total","Kanton_Zürich_Ja","Kanton_Zürich_Nein","Alter_15-29","Alter_30-64","Männlich","Weiblich","Städtisch","Ländlich","Erwerbstätig","In_Ausbildung","Abotyp_GA","Abotyp_Halbtax/Strecken-/Verbundabo","Abotyp_kein_Abo","Auto_Ja","Auto_Nein","Haushaltsgrösse_1_Person","Haushaltsgrösse_2_Personen","Haushaltsgrösse_3+_Personen","Kinder_Ja","Kinder_Nein","D-CH","F-CH","I-CH"
"2020-01-01",3.73488447564143,3.9278728591194,3.68763742968792,3.58933802834321,3.8570492771614,3.6203945610008,3.84598433016783,3.05535275753245,4.55910844032107,4.05334406212176,1.93514925770736,3.69855797661503,4.23157260061067,2.37458365249103,3.73375847381724,3.42707786944238,4.87985806813363,3.8015997415123,3.16102972091671,3.44459637836785,3.76657516400656,4.07391951548651,2.65730434750987,4.50036144348107
"2020-01-02",11.1180219971994,7.52969459767991,12.0064649923838,14.738986880993,10.1464111272271,12.1740349191165,10.0837341980264,11.4314197696913,10.7470063282766,10.8343443305279,12.6803344753282,11.8756720951849,10.874711812349,11.2252418650308,10.6259256499865,13.6327942546382,13.606109423231,11.3728693869961,9.96502870313816,8.05459199273617,12.1216029375357,10.5334727382024,9.45592135900652,30.7148126980828
"2020-01-03",22.9528769775176,19.8121913850045,23.7057384025793,22.0322683275023,24.0017595239136,23.0843483902904,22.8245427875998,22.9312013167966,22.9788865824311,24.1260602168112,16.4267303270128,19.7336052430604,23.0102342111253,25.036968375487,22.6290844136006,24.5764505328426,26.6081926725889,25.274160658766,19.8507117825017,20.179476265187,23.8153802466016,21.8414703624301,24.3632667337897,32.8203552017235
"2020-01-04",8.21199809630037,8.19079101691861,8.21709875995563,10.9905680480071,7.31236686975228,7.53519494306014,8.87610305523419,8.3436226842537,8.0532971642123,8.027585044087,9.25775354152459,7.43526872799945,8.44716955906363,8.40422154021953,7.87231600341221,10.3335680949568,10.5519070591024,9.51411923527571,6.48874238732691,4.62488759471838,9.41834930792649,8.11793773556971,8.01989922692936,10.8202807172499
"2020-01-05",4.5042125663704,4.87708946607919,4.41253672371612,6.44242065978391,3.68420214903069,3.93448028723308,5.05952734484383,4.72286922756494,4.2368076450328,4.08040801542395,6.92479887252289,3.52269640333753,5.76706968363302,2.22654894845001,4.32372111284737,5.75480970790085,6.89648437944323,3.68377720960127,4.22936685200435,2.32791078306618,5.2555054688805,4.27858524976109,5.01733767617147,5.1883835043653
"2020-01-06",48.564936474745,50.0680871596153,48.1967356359077,50.0014725484333,49.7169344341302,52.6098127202116,44.5958872075204,48.2264423214564,48.9830060472553,48.1586967623944,50.8458338597045,47.3268090358502,50.5268130196808,44.7395060958857,48.7981536705857,47.7399197781456,48.283791761979,50.9541367615563,47.0767811685089,44.1455063465492,50.0334500939324,49.1578788684277,53.0416202389683,12.5876373461404
"2020-01-07",50.6192650667748,54.1875469049265,49.730374968352,54.3497748160539,51.4841036752025,55.0909046357308,46.2446764334883,50.2612220855375,51.0656331475504,50.3248129297928,52.2128698066202,50.8151573582654,51.088969248034,48.7188685286439,50.659240760985,49.7915853377946,54.4396675417489,51.4293695058679,48.370428906422,43.3985912673921,52.8140629526944,50.4916605108583,51.5481543010225,47.3400489264193
"2020-01-08",44.5492468727934,45.8433915782768,44.2074493710306,50.8262773676372,44.3087631775591,49.0012206698221,40.219307987676,43.5841706971187,45.8553842832032,44.0455747534966,47.228904781559,40.7686355140088,44.9804469487879,45.946625434329,44.7769253556662,43.3845994285362,49.6737599447108,44.618794650911,42.5310725324421,36.821114611592,47.0268763622947,44.1751580175435,46.8953583533484,37.0497117793555
"2020-01-09",49.634011477963,52.2436099976717,48.9555090692306,53.3919702171181,50.175948380624,54.1384308722264,45.245016057188,50.1260961638224,48.9877561966718,49.8645085118162,48.4079491433713,48.9155827806817,49.6673172570452,49.6586838370715,49.4492288788024,50.1706257297776,53.0942978465896,50.9125993739352,47.2493437243432,44.5987082766998,51.16036095086,49.7765904975661,50.0292392540402,44.8222327854154
"2020-01-10",44.676974905174,45.4852758059979,44.4698868341256,48.3671412527624,45.2230723290494,49.855727570831,39.6555732540891,45.8837501979411,43.0741281607439,44.1153344923166,47.6531031066869,41.0944136313885,46.0901240532301,43.4975223903757,44.2281611608364,46.5164456990118,47.0144784967939,44.3883482889365,43.8200353030472,42.4638045215781,45.2917701280393,43.2777259303808,48.679529231769,44.6766672277118
"2020-01-11",8.73205813760619,8.13476388602933,8.88756772534108,11.9861053167059,7.90724911139006,8.74500510339381,8.71946854397954,8.73550496331674,8.7275192034281,8.43989498620217,10.2570224699124,8.64469385927002,8.66296831662429,9.47905174424698,8.43298441824659,10.4929045499501,9.46178216507989,9.93387078739392,7.72362546143541,5.81406724950846,9.7363035087717,8.74025310281737,8.75486344844994,8.45850577960243
"2020-01-12",4.890971068034,3.73232883149416,5.19390240445582,5.07822439275951,4.58186395571381,4.6586121455815,5.11768169257074,4.20433930315505,5.82044664702912,5.01114124539561,4.24862183790276,3.83357912374966,5.45174770197658,4.2869556470549,4.80479796802903,5.51641877496136,7.11787634097315,5.49974693080775,3.6516858567255,2.69231449334322,5.61267707826013,4.41798291325568,5.09385038036787,11.7328905722834
"2020-01-13",50.5408529010409,54.4333185264587,49.5444082134681,56.2906102156276,50.7039938351457,55.9300436809295,45.2510295895147,51.5498951401131,49.1916542359423,49.8506205060798,54.1650671266192,50.4960079313762,52.1959881524678,45.4081773402986,50.2668773312845,51.8454688456556,52.8063886376119,50.6526334512484,49.54436673922,47.5191599982506,51.4756705389298,50.6148049807845,51.8562116725167,41.5649363412024
"2020-01-14",50.5749805175379,53.8128371627342,49.7306944228909,54.2172538801678,51.6409838386024,54.6617460556571,46.5705763667904,50.4408876902464,50.7555362888775,50.5197066122735,50.8650875089458,47.4982537798468,51.6997927697538,49.589179477626,50.7868989951093,49.6076104202087,53.007297008046,50.680671332076,49.5365544703754,48.5415909999466,51.221942964169,49.752380708966,53.2697723367553,48.694185842669
"2020-01-15",50.3365039999661,50.8159308223455,50.2113322252157,54.6579519978452,51.133353106462,55.2196001083486,45.5650858857515,50.3968488538309,50.2544200819907,50.0788782774031,51.6848001946378,50.6697426908988,52.3043454893473,44.4893723114679,49.9326868193533,53.0928472256799,56.6267795089825,52.8822565316387,46.3213485973215,43.329320450674,52.6993485403758,50.8783345274263,49.7940612186912,44.3180047229585
"2020-01-16",50.395656191185,52.2221919621641,49.9115636380827,54.1562156595088,51.5384297493056,55.2677220660176,45.6810834076906,51.3112216753053,49.1452658815493,49.8770054461584,53.1512156518125,50.3155363191589,51.7320906747985,46.3540474562929,50.1423495593597,52.0725435878329,55.2521883035818,50.7544682211299,48.3282958871368,46.0308316153196,51.8442736551015,50.916864639343,49.4196317700464,47.3428940682322
"2020-01-17",43.4055736289336,41.1099104721851,43.9956668968151,47.71677447235,43.6213200964922,47.2162800673816,39.6879389724882,44.3827133835964,42.1087095291909,42.9127305683013,45.9729494713838,39.2551618943327,44.6461186564843,43.6884158221958,42.9063871120657,46.4417949240504,46.683529108175,43.2744784439346,42.4134573797122,41.092969257804,44.2673981993348,42.3576700899779,46.8561447405829,40.652889071321
"2020-01-18",7.75539439684961,8.28542628114998,7.6185605275609,10.1687422435388,6.96204201316857,7.50098174913559,8.00200312380372,8.14597664026429,7.22635268606484,7.31915619856466,10.0834483584317,6.37609449972109,8.07148396336332,8.29006217159391,7.5810770559277,8.81244508219398,9.7004139133608,8.95806478238595,6.22114256529951,4.17852528739146,8.93885024638636,7.89503262878666,6.62224945678956,12.2099484526286
"2020-01-19",4.45475672487381,2.68470797956362,4.91930313052849,5.25867647651209,4.20502025949195,4.39556556674052,4.51228758193719,4.01947402253955,5.03250762071337,4.26785658971051,5.44542661892079,4.0274445822537,5.0186661399877,3.23901055055519,4.40843406432514,4.84080681596915,5.37046188108078,4.53343704467616,4.09170944638498,2.10235996348009,5.24371667517432,4.04968215598423,4.48076833140038,11.1726812360659
"2020-01-20",49.9897051567184,54.1440447486523,48.9181290058867,54.8184536635054,50.6647267529782,54.3553145956905,45.7224830217961,50.3924845269973,49.4380574434074,50.0471261568116,49.6830141414777,50.5793396913108,50.5209047794454,47.8009303507168,50.1690828480274,49.8582414890469,53.6042073466434,51.3493839664739,47.8525437085804,47.9258741821296,50.7996453604208,50.0091625978873,50.6233528501073,45.9058883220967
"2020-01-21",49.7195900909207,52.6634020986092,48.9651051571433,52.909648437099,50.883056116643,53.8996908254365,45.6461816065181,50.1970694287215,49.067211217002,49.3312955756194,51.8016405507846,46.0257645917833,52.5178828027334,45.0171953841932,49.7158042477878,50.9218420060194,54.277639974562,49.2434694196351,48.627294757474,46.5098793273392,50.9972658518644,50.0681725055403,49.480798489468,45.2944494280275
"2020-01-22",49.258392090835,49.4367618947972,49.2121532719409,51.3569606598999,50.8896362799731,53.8588634886811,44.7439072219467,48.9193474131258,49.7179698085027,49.6459755396545,47.1786594975584,45.8477629791542,52.161198918247,43.2193512258533,49.3487664838251,49.9500036793593,55.390305822602,49.5733203495112,46.9631783542183,46.2777984675935,50.4484457599566,49.2772895482062,50.2587148454156,43.2038029949595
"2020-01-23",48.5221360238975,46.5786660822812,49.0256951791117,49.5930353927155,50.3668719252037,51.249397753132,45.8703850208349,47.269522684777,50.2156660801386,48.5320714249668,48.4690022240621,45.4868361228922,50.2902269676376,45.2101279428606,48.7554103075962,47.9877886953393,52.8334559695245,49.83326586136,46.0902040543777,45.4566392992209,49.652435098655,47.7655942190712,51.2288128633244,45.2140131960059
"2020-01-24",42.9504140430367,41.9020388385209,43.2231896946047,46.3147278168016,43.9059848709137,47.5148972986398,38.4841786816627,43.6098782691281,42.0822563782731,42.3597017386399,46.1374164914067,38.0456202038945,44.0976205616987,42.9832350804449,43.0210867630349,42.4006561503858,45.5108770734187,44.1789354641051,41.0061749592021,39.9115908544401,43.8854472575236,41.6116226741208,46.9628812332199,42.0298648015491
"2020-01-25",8.47254792424651,9.04608826594882,8.32217043910267,11.9508614997711,7.62152912990077,8.21935483693434,8.7205248028354,9.12156181176193,7.61301194419888,7.55503182967252,13.4894363477976,7.00200393388706,8.62502968015434,9.68065136968793,8.4082008315037,9.09155509039752,11.0987761450321,7.20164332121231,8.49511919641852,5.56418934088262,9.46607237523517,8.49168003239801,8.88471517992279,5.81944087234138
"2020-01-26",4.2315388532824,4.00813152895051,4.28976251382487,5.0688227651883,4.1225902547132,4.05050360069963,4.40817421059854,4.21898121120214,4.24836231021307,4.07223506292074,5.10879397122674,3.17047015074137,4.61902567395995,4.13404968612381,4.13624223028879,4.91880657546021,6.38947877576772,4.05806497355492,3.60720739314071,2.8213896943671,4.73038607499334,4.24831189897796,3.77641724938143,6.51661029896891
"2020-01-27",48.1249295890416,52.0040281418078,47.1125200672038,50.0499771489432,49.6045104372983,51.5143138120649,44.8050205259862,48.8842525184268,47.0850750887694,48.505064317185,46.0265540383876,48.0537056985873,49.8975564051045,42.6263935207804,48.5918891221137,46.4507511643863,52.2400378701691,49.5557138557855,45.6325797766288,45.5945774575756,49.0428306319394,46.9759628746979,52.7096458072603,40.7434536357887
"2020-01-28",49.3982276998541,51.1630687930873,48.9401818389288,48.5526890636374,52.0379482339343,52.000116482382,46.8625914038395,49.445553864446,49.3334870340655,50.6057299201954,42.68879653121,44.7698686147884,51.7113474519508,46.6207507641357,49.895976774376,47.2637750537459,53.4725581580873,51.0856221694382,46.6991479484469,48.5878417920675,49.7233107005683,48.6424052900359,52.0329554341031,46.6594353348587
"2020-01-29",48.2748635143209,50.266925348853,47.7595796075814,49.2172362259773,50.1473071731654,50.65529740423,45.9336563245723,49.6607764628847,46.3859867957205,48.618197964708,46.3585620593421,47.2070565634406,49.9420651511095,44.8205877970859,47.8117273318585,51.3515827182245,55.0617496486172,50.6713053331829,44.1011638391982,41.1968350808674,50.6315936132482,48.0996635018047,49.2218968767053,45.7614248583407
"2020-01-30",48.5571179069005,49.8596379479067,48.2143076978031,48.5613806311085,50.8545214410322,51.6225343916229,45.5646396977283,48.5034882465339,48.6310516796568,48.752367366988,47.4791967431775,44.3992180105939,50.7112282590415,46.1804324619606,47.9866547400182,52.1127528094531,53.1661611257626,50.0948026078929,45.8522359789714,45.630163049851,49.6245890892411,47.5232064642802,52.4433806283266,43.4281598532477
