,dt,sunrise,sunset,pressure,humidity,weather,speed,deg,gust,clouds,pop,rain,temp.day,temp.min,temp.max,temp.night,temp.eve,temp.morn,feels_like.day,feels_like.night,feels_like.eve,feels_like.morn
0,1624878000,1624851770,1624908625,1015,75,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",3.87,46,6.2,82,1.0,32.76,294.66,289.52,296.2,290.35,293.29,291.66,294.82,290.48,293.66,291.79
1,1624964400,1624938199,1624995019,1015,87,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",4.48,235,6.9,100,1.0,18.45,290.02,288.18,293.14,288.18,293.14,289.62,290.03,287.96,292.97,289.7
2,1625050800,1625024630,1625081410,1016,56,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",4.62,238,6.44,61,1.0,3.48,292.32,286.08,292.4,287.94,290.78,286.94,291.75,287.62,290.5,286.57
3,1625137200,1625111064,1625167799,1017,62,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.37,255,3.32,8,0.47,0.77,292.71,286.41,294.46,289.38,293.94,288.1,292.34,289.12,293.77,287.74
4,1625223600,1625197499,1625254185,1017,63,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",1.75,44,3.13,8,0.26,0.25,294.36,286.91,295.8,290.85,295.44,288.86,294.18,290.69,295.4,288.58
5,1625310000,1625283936,1625340569,1015,61,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",4.95,244,6.88,97,1.0,4.02,295.33,289.45,295.33,289.73,291.11,291.04,295.2,289.85,291.21,290.84
6,1625396400,1625370376,1625426950,1017,89,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",4.52,242,6.43,100,1.0,21.65,290.1,288.65,290.36,288.65,289.86,289.81,290.17,288.5,289.81,289.93
7,1625482800,1625456817,1625513329,1020,67,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",4.7,22,5.92,77,0.73,3.68,292.85,287.46,294.08,289.49,292.96,288.57,292.63,289.4,292.9,288.44
8,1625569200,1625543260,1625599705,1019,58,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",3.79,32,5.6,6,0.39,0.36,296.57,287.88,297.51,291.02,295.53,289.76,296.48,291.03,295.63,289.57
9,1625655600,1625629704,1625686079,1018,60,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2.93,21,5.1,22,0.04,,297.03,288.64,298.66,292.7,296.8,290.39,297.04,292.77,297.07,290.28
10,1625742000,1625716151,1625772451,1018,63,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",1.26,36,3.1,2,0.0,,297.23,290.11,299.39,294.14,298.39,291.81,297.34,294.12,298.59,291.85
11,1625828400,1625802599,1625858820,1017,58,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",1.89,130,2.21,5,0.61,0.97,298.05,291.29,300.15,294.78,298.71,293.14,298.11,294.98,298.97,293.07
12,1625914800,1625889049,1625945187,1017,65,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",1.13,62,1.73,51,0.55,1.06,298.63,292.16,300.33,295.99,299.86,293.68,298.93,296.31,301.6,293.88
13,1626001200,1625975501,1626031551,1018,57,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",1.83,61,2.06,4,0.32,0.15,300.19,293.69,301.92,296.52,299.75,295.38,301.07,296.79,299.75,295.54
14,1626087600,1626061954,1626117913,1017,57,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.01,137,3.32,0,0.52,0.32,300.97,294.37,303.21,295.97,299.63,296.12,302.04,296.19,299.63,296.27
15,1626174000,1626148408,1626204273,1015,51,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",1.84,195,3.56,1,0.96,4.72,300.57,293.03,301.94,293.03,299.42,295.35,301.05,293.42,299.42,295.45
