,dt,sunrise,sunset,pressure,humidity,weather,speed,deg,gust,clouds,pop,rain,temp.day,temp.min,temp.max,temp.night,temp.eve,temp.morn,feels_like.day,feels_like.night,feels_like.eve,feels_like.morn
0,1624878000,1624851240,1624908323,1015,69,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2.68,162,3.2,61,1.0,7.24,297.15,289.12,299.14,290.19,297.4,292.46,297.41,290.48,297.84,292.64
1,1624964400,1624937670,1624994716,1012,78,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",3.02,301,5.03,78,1.0,24.04,294.25,288.09,294.45,288.09,288.64,289.9,294.45,288.2,288.8,290.19
2,1625050800,1625024101,1625081107,1017,92,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",1.79,192,2.39,100,1.0,9.95,287.55,285.71,290.42,285.71,289.34,286.8,287.45,285.48,289.36,286.73
3,1625137200,1625110535,1625167496,1017,67,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.16,334,2.61,80,0.72,3.03,293.37,286.17,293.62,287.39,291.09,288.4,293.2,287.32,291.32,288.28
4,1625223600,1625196971,1625253881,1017,54,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.56,351,2.52,7,0.55,2.07,296.56,285.52,296.56,288.21,293.08,289.45,296.37,288.12,293.24,289.41
5,1625310000,1625283409,1625340265,1015,52,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.49,350,4.08,95,1.0,3.8,297.72,287.21,297.86,290.04,291.72,291.05,297.59,290.34,292.01,290.91
6,1625396400,1625369848,1625426645,1016,97,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",1.58,214,3.39,100,1.0,45.86,289.35,288.27,289.59,288.27,288.48,289.26,289.56,288.42,288.63,289.51
7,1625482800,1625456290,1625513023,1021,92,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",1.83,356,1.94,100,0.91,13.4,289.69,287.79,294.08,288.85,292.18,287.83,289.8,288.85,292.28,287.91
8,1625569200,1625542734,1625599399,1020,71,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.53,353,2.22,73,0.93,5.66,295.55,287.96,295.55,289.1,293.0,290.3,295.7,289.23,293.44,290.29
9,1625655600,1625629179,1625685772,1019,55,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",2.73,351,2.01,5,0.37,,298.72,287.33,299.06,290.72,295.97,290.87,298.77,290.93,296.37,290.94
10,1625742000,1625715627,1625772143,1018,52,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",2.67,351,1.87,1,0.23,,300.49,288.97,300.56,292.26,297.2,293.22,301.04,292.52,297.7,293.19
11,1625828400,1625802076,1625858512,1017,46,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.56,348,2.08,0,0.55,1.13,302.58,290.76,302.58,293.65,298.47,295.24,302.87,294.0,299.09,295.33
12,1625914800,1625888526,1625944878,1018,52,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.73,165,2.61,29,0.55,1.91,302.7,292.36,302.7,293.81,298.99,296.21,303.84,294.07,299.69,296.43
13,1626001200,1625974979,1626031241,1019,42,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",3.16,172,3.25,8,0.41,0.57,304.63,292.68,304.63,294.96,300.34,296.89,305.03,294.95,302.24,296.94
14,1626087600,1626061433,1626117602,1018,40,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.66,175,2.46,1,0.44,0.47,305.9,294.64,305.9,296.81,300.81,298.14,306.54,297.09,303.29,298.29
15,1626174000,1626147888,1626203961,1015,47,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2.72,177,3.88,43,1.0,6.54,304.03,293.23,304.03,293.23,293.62,298.46,305.02,293.2,293.97,298.8
