,dt,sunrise,sunset,pressure,humidity,weather,speed,deg,gust,clouds,pop,rain,temp.day,temp.min,temp.max,temp.night,temp.eve,temp.morn,feels_like.day,feels_like.night,feels_like.eve,feels_like.morn
0,1624878000,1624851966,1624908663,1015,68,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2.16,334,2.91,67,1.0,10.21,296.46,288.49,299.09,289.95,294.88,291.47,296.62,290.22,295.35,291.6
1,1624964400,1624938395,1624995057,1015,82,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",4.02,215,7.02,99,1.0,11.54,291.88,287.03,294.39,287.03,293.63,289.29,291.95,286.93,293.43,289.49
2,1625050800,1625024826,1625081448,1016,55,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.81,233,4.45,78,0.98,1.87,292.91,284.16,292.91,286.24,290.28,286.55,292.38,285.98,290.19,286.32
3,1625137200,1625111259,1625167837,1017,52,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",1.35,359,1.91,6,0.27,0.52,296.58,284.48,296.58,288.62,294.1,287.69,296.34,288.36,294.13,287.45
4,1625223600,1625197694,1625254224,1017,53,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",1.56,34,1.98,9,0.04,,297.27,286.0,297.62,290.04,295.89,289.07,297.12,289.9,296.1,288.94
5,1625310000,1625284131,1625340608,1015,75,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",3.46,216,5.47,100,0.98,3.74,294.88,288.4,295.09,289.56,290.83,291.19,295.07,289.74,291.11,291.09
6,1625396400,1625370570,1625426990,1018,95,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2.04,230,4.09,99,1.0,20.15,289.77,288.06,291.52,288.06,290.98,289.14,289.97,288.03,291.19,289.35
7,1625482800,1625457011,1625513369,1020,70,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",3.99,23,6.14,61,0.74,3.86,293.43,286.41,294.7,288.27,292.66,288.54,293.34,288.24,292.76,288.59
8,1625569200,1625543453,1625599746,1019,60,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.62,41,4.48,35,0.39,0.32,296.9,286.88,298.13,290.42,295.39,289.49,296.9,290.53,295.65,289.5
9,1625655600,1625629897,1625686120,1018,57,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2.83,48,4.36,30,0.0,,298.41,287.73,299.36,291.87,296.83,290.31,298.48,291.99,297.24,290.38
10,1625742000,1625716343,1625772492,1018,54,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",1.37,31,2.25,0,0.0,,300.21,289.04,301.12,293.24,298.41,291.67,300.88,293.39,298.92,291.8
11,1625828400,1625802791,1625858862,1016,48,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",1.08,73,1.69,6,0.52,0.25,302.17,290.02,303.36,294.33,298.93,293.07,302.6,294.7,299.37,293.1
12,1625914800,1625889241,1625945229,1017,55,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",1.01,40,1.5,73,0.48,,301.97,291.24,303.02,294.99,299.93,293.86,303.19,295.32,301.79,294.15
13,1626001200,1625975691,1626031594,1018,49,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",1.78,46,2.01,1,0.13,,304.23,292.47,305.31,296.33,301.21,295.56,305.7,296.69,303.93,295.87
14,1626087600,1626062144,1626117957,1017,47,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",1.81,128,1.93,0,0.33,,304.78,293.6,305.58,294.97,301.36,296.29,306.2,295.35,303.95,296.57
15,1626174000,1626148598,1626204317,1015,40,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",1.8,40,3.21,5,0.85,4.77,304.53,292.41,304.99,293.38,300.18,295.34,304.56,293.94,302.23,295.47
