,dt,sunrise,sunset,pressure,humidity,weather,speed,deg,gust,clouds,pop,rain,temp.day,temp.min,temp.max,temp.night,temp.eve,temp.morn,feels_like.day,feels_like.night,feels_like.eve,feels_like.morn
0,1624878000,1624850892,1624908170,1013,59,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",4.1,257,6.02,57,0.76,7.13,297.17,286.55,298.0,289.14,296.13,290.42,297.17,289.28,296.52,290.37
1,1624964400,1624937322,1624994563,1012,53,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",5.94,275,9.5,64,0.98,16.22,294.84,285.9,295.5,285.9,286.04,286.97,294.45,285.74,285.92,286.84
2,1625050800,1625023754,1625080954,1017,89,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2.14,203,2.77,100,0.97,9.91,284.95,283.34,286.4,283.34,286.4,285.16,284.51,282.82,286.05,284.98
3,1625137200,1625110188,1625167342,1017,73,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.45,224,4.38,98,0.87,3.9,290.15,283.87,290.8,284.76,289.33,285.01,289.81,284.35,289.09,284.63
4,1625223600,1625196624,1625253727,1017,54,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.26,338,2.96,13,0.42,0.25,293.52,283.1,294.18,285.86,290.84,286.83,293.02,285.51,290.62,286.5
5,1625310000,1625283062,1625340110,1014,48,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.2,344,3.78,92,0.77,1.15,295.5,283.99,295.65,287.78,291.69,288.11,295.04,287.7,291.71,287.59
6,1625396400,1625369502,1625426490,1015,97,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",1.73,272,3.67,100,1.0,21.78,287.2,286.06,287.3,286.06,286.5,286.96,287.19,285.97,286.45,286.93
7,1625482800,1625455945,1625512868,1021,79,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",1.63,203,2.36,100,1.0,16.16,289.45,285.43,289.51,287.03,289.28,285.44,289.2,286.72,289.12,285.28
8,1625569200,1625542389,1625599243,1020,84,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",1.73,350,2.14,87,1.0,11.32,291.71,286.37,292.1,287.18,290.87,287.61,291.81,287.04,291.07,287.49
9,1625655600,1625628835,1625685616,1019,56,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",3.09,16,2.94,4,0.69,,295.76,285.05,296.43,288.58,292.92,288.11,295.54,288.58,293.04,288.01
10,1625742000,1625715283,1625771986,1018,52,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",3.01,5,2.63,2,0.03,,297.34,286.37,297.92,289.58,294.1,289.9,297.17,289.68,294.37,289.82
11,1625828400,1625801733,1625858353,1016,48,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",1.95,8,1.91,0,0.12,,299.09,287.34,299.32,290.78,295.42,291.41,298.99,290.84,295.71,291.33
12,1625914800,1625888184,1625944719,1018,53,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.88,171,3.0,47,0.48,0.86,299.58,289.01,299.65,289.86,294.25,292.96,299.58,289.83,294.58,292.9
13,1626001200,1625974637,1626031082,1018,42,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",2.89,171,3.23,8,0.04,,301.42,288.05,301.42,293.16,297.61,292.29,301.21,293.1,297.94,291.98
14,1626087600,1626061092,1626117442,1018,43,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",2.37,175,2.66,1,0.21,,302.53,291.16,302.53,294.3,298.29,294.69,302.46,294.43,298.74,294.68
15,1626174000,1626147548,1626203800,1014,46,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",3.19,155,4.87,70,1.0,15.24,302.37,289.83,302.37,290.08,290.58,293.17,302.61,290.18,290.75,293.45
