,dt,sunrise,sunset,pressure,humidity,weather,speed,deg,gust,clouds,pop,rain,temp.day,temp.min,temp.max,temp.night,temp.eve,temp.morn,feels_like.day,feels_like.night,feels_like.eve,feels_like.morn
0,1624878000,1624850876,1624908203,1013,65,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",5.54,257,8.76,39,0.84,7.91,296.31,287.46,298.72,290.17,296.76,290.92,296.38,290.38,297.19,290.92
1,1624964400,1624937306,1624994596,1012,57,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",8.28,262,14.29,58,0.99,16.44,294.52,286.36,295.96,286.49,286.36,287.63,294.2,286.31,286.24,287.48
2,1625050800,1625023738,1625080987,1016,87,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2.24,213,3.22,100,0.98,12.06,285.79,284.33,287.61,284.33,287.61,285.52,285.38,283.85,287.3,285.35
3,1625137200,1625110172,1625167374,1018,73,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",3.11,232,6.87,96,0.91,3.44,290.39,284.95,291.68,285.59,289.95,285.48,290.08,285.19,289.72,285.14
4,1625223600,1625196608,1625253760,1017,61,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",1.75,350,2.45,15,0.47,0.18,292.96,283.68,293.94,286.76,291.36,286.8,292.59,286.42,291.19,286.47
5,1625310000,1625283046,1625340142,1015,60,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.16,249,2.75,95,0.84,1.27,294.35,284.47,295.32,288.4,292.69,287.68,294.09,288.36,292.71,287.28
6,1625396400,1625369487,1625426522,1015,96,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2.87,254,6.3,100,1.0,23.24,287.62,286.52,287.81,286.52,286.95,287.42,287.63,286.45,286.89,287.41
7,1625482800,1625455929,1625512900,1021,76,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2.15,286,3.33,100,1.0,16.53,290.22,285.75,290.23,287.97,290.23,286.01,289.97,287.73,290.13,285.86
8,1625569200,1625542374,1625599275,1020,79,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",1.74,355,2.12,83,1.0,11.87,292.51,287.05,292.92,288.0,291.74,288.17,292.56,287.89,291.93,288.1
9,1625655600,1625628820,1625685648,1019,62,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",3.02,25,3.48,9,0.78,,295.27,285.71,296.78,289.36,293.56,288.3,295.16,289.36,293.75,288.22
10,1625742000,1625715268,1625772018,1018,58,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",3.24,7,3.07,4,0.01,,296.78,286.83,298.06,290.31,294.71,289.65,296.71,290.38,295.01,289.6
11,1625828400,1625801718,1625858385,1016,59,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",1.68,172,1.98,0,0.09,,297.89,287.74,298.99,291.62,296.0,291.05,297.96,291.74,296.35,291.04
12,1625914800,1625888169,1625944750,1018,62,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.65,170,2.74,54,0.44,0.49,298.74,289.35,299.39,291.16,296.06,292.64,298.97,291.16,296.42,292.63
13,1626001200,1625974623,1626031113,1018,52,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",2.51,168,2.71,9,0.03,,299.86,288.74,300.66,293.75,298.25,292.21,300.41,293.69,298.59,291.92
14,1626087600,1626061078,1626117473,1018,54,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",1.85,171,2.03,1,0.15,,301.03,291.48,302.12,294.79,298.98,294.66,301.82,295.12,299.55,294.64
15,1626174000,1626147534,1626203831,1014,55,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",5.08,162,7.89,70,1.0,9.45,301.44,290.7,301.44,290.75,291.91,293.97,302.45,290.84,292.14,294.22
