,dt,sunrise,sunset,pressure,humidity,weather,speed,deg,gust,clouds,pop,rain,temp.day,temp.min,temp.max,temp.night,temp.eve,temp.morn,feels_like.day,feels_like.night,feels_like.eve,feels_like.morn
0,1624878000,1624851148,1624908343,1015,67,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2.49,317,5.35,66,0.99,8.82,297.19,288.47,299.87,289.98,298.16,291.76,297.4,290.3,298.62,291.95
1,1624964400,1624937578,1624994736,1011,58,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",4.41,282,9.43,61,1.0,22.43,296.38,287.37,296.64,287.37,287.98,289.08,296.27,287.38,288.05,289.26
2,1625050800,1625024009,1625081126,1016,91,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2.39,156,4.0,100,1.0,9.29,287.03,285.58,290.92,285.58,289.61,286.62,286.85,285.33,289.61,286.48
3,1625137200,1625110443,1625167514,1017,66,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.23,315,3.69,89,0.64,2.44,292.99,286.03,294.17,286.88,291.46,287.88,292.75,286.74,291.54,287.78
4,1625223600,1625196879,1625253900,1017,47,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.26,319,2.8,2,0.56,0.52,296.89,284.73,297.04,287.89,293.23,288.38,296.55,287.74,293.23,288.23
5,1625310000,1625283317,1625340283,1015,51,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",3.75,283,7.83,98,0.97,5.66,298.07,285.89,298.45,289.56,290.98,289.55,297.95,289.82,291.27,289.33
6,1625396400,1625369758,1625426663,1015,97,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2.76,246,7.23,100,1.0,48.75,288.84,287.73,289.03,287.73,288.03,288.66,289.0,287.83,288.13,288.85
7,1625482800,1625456200,1625513041,1021,86,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",1.34,180,1.44,100,0.98,15.16,290.35,287.05,294.94,289.12,292.24,287.26,290.37,289.15,292.35,287.29
8,1625569200,1625542644,1625599417,1020,72,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2.12,342,2.08,69,0.98,7.85,295.39,287.33,295.39,288.99,293.09,289.49,295.55,289.11,293.54,289.5
9,1625655600,1625629089,1625685790,1019,51,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",2.63,3,2.65,10,0.53,,298.97,286.78,299.4,290.35,295.85,289.72,298.94,290.53,296.16,289.81
10,1625742000,1625715537,1625772160,1018,48,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",2.35,2,2.14,1,0.1,,300.58,288.02,300.9,291.65,296.94,291.54,300.85,291.91,297.36,291.6
11,1625828400,1625801986,1625858528,1016,46,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.08,330,1.63,0,0.42,0.32,302.37,289.39,302.6,293.42,298.63,293.26,302.61,293.62,299.09,293.39
12,1625914800,1625888438,1625944894,1017,50,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.24,137,2.34,25,0.46,0.52,302.9,291.07,303.15,293.88,299.43,294.5,303.84,294.07,299.43,294.73
13,1626001200,1625974890,1626031257,1018,42,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",2.67,160,2.61,8,0.26,,304.47,291.14,305.19,295.27,300.91,294.7,304.8,295.34,302.78,294.58
14,1626087600,1626061345,1626117618,1017,40,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",1.81,168,1.67,0,0.3,,306.18,293.27,306.42,296.13,300.92,296.43,306.98,296.52,303.38,296.48
15,1626174000,1626147801,1626203976,1014,42,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2.63,298,3.16,51,1.0,2.53,304.61,292.83,304.61,292.83,295.27,296.96,305.0,292.99,295.73,297.25
