,dt,weather,main.temp,main.feels_like,main.pressure,main.humidity,main.temp_min,main.temp_max,wind.speed,wind.deg,clouds.all,rain.1h,wind.gust,snow.1h
0,2021-02-04 00:00:00,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",280.72,278.68,1013,93,277.15,283.15,3.09,260,75,,,
1,2021-02-04 01:00:00,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",279.86,278.02,1013,93,276.15,282.15,2.57,230,90,,,
2,2021-02-04 02:00:00,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",278.71,278.71,1014,93,276.15,280.15,1.03,260,90,,,
3,2021-02-04 03:00:00,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",277.29,277.29,1014,100,275.15,278.71,0.51,0,75,,,
4,2021-02-04 04:00:00,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",276.7,274.79,1014,100,274.15,278.71,2.04,237,45,,,
5,2021-02-04 05:00:00,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",275.85,274.06,1014,100,273.15,278.15,1.81,236,47,,,
6,2021-02-04 06:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",275.27,273.86,1013,100,273.15,276.48,1.47,228,0,,,
7,2021-02-04 07:00:00,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",274.75,274.75,1014,100,272.15,276.15,0.51,260,91,,,
8,2021-02-04 08:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",275.15,275.15,1014,100,273.15,277.04,1.03,0,0,,,
9,2021-02-04 09:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",276.5,275.16,1014,100,274.15,278.15,1.54,250,0,,,
10,2021-02-04 10:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",277.87,277.87,1014,100,276.15,279.26,1.03,0,0,0.12,,
11,2021-02-04 11:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",279.04,279.04,1014,87,277.15,280.15,0.51,0,0,,,
12,2021-02-04 12:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",279.56,279.56,1014,81,278.15,280.37,0.51,127,0,,,
