,dt,weather,main.temp,main.feels_like,main.pressure,main.humidity,main.temp_min,main.temp_max,wind.speed,wind.deg,clouds.all,rain.1h,wind.gust
0,2021-02-04 00:00:00,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",280.95,279.98,1016,86,279.82,281.48,1.79,304,27,,
1,2021-02-04 01:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.39,278.88,1016,87,279.82,280.93,2.28,260,0,,
2,2021-02-04 02:00:00,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",279.18,278.28,1016,90,278.71,279.82,1.49,256,25,,
3,2021-02-04 03:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",278.41,278.41,1016,94,277.59,279.26,1.12,239,19,,
4,2021-02-04 04:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",277.37,277.37,1017,95,275.93,278.15,1.23,209,15,,
5,2021-02-04 05:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",276.63,276.63,1017,95,275.93,277.59,1.14,204,18,,
6,2021-02-04 06:00:00,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",276.6,276.6,1017,96,275.93,277.04,0.9,201,25,,
7,2021-02-04 07:00:00,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",276.31,276.31,1018,97,275.93,277.04,0.84,177,100,,
8,2021-02-04 08:00:00,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",276.71,276.71,1018,97,275.93,278.15,0.89,154,100,,
9,2021-02-04 09:00:00,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",277.86,277.86,1016,100,277.04,279.82,0.9,106,100,,
10,2021-02-04 10:00:00,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",278.59,278.59,1016,100,278.15,278.71,1.01,96,100,,
11,2021-02-04 11:00:00,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",279.94,279.94,1016,100,279.82,280.37,1.11,89,100,,
12,2021-02-04 12:00:00,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",280.93,280.93,1015,100,280.93,280.93,1.02,80,100,,
13,2021-02-04 13:00:00,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",281.77,281.77,1014,100,280.93,282.59,0.81,83,100,,
14,2021-02-04 14:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",282.04,282.04,1014,100,282.04,282.04,0.75,127,100,0.14,
15,2021-02-04 15:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",281.59,281.59,1014,100,280.93,282.04,0.84,131,100,0.32,
16,2021-02-04 16:00:00,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",281.37,280.83,1014,100,280.37,282.04,1.45,107,100,,
