,dt,weather,main.temp,main.feels_like,main.pressure,main.humidity,main.temp_min,main.temp_max,wind.speed,wind.deg,clouds.all,rain.1h,wind.gust
0,2021-02-04 00:00:00,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",281.49,279.96,1014,87,280.93,282.59,2.57,260,40,,
1,2021-02-04 01:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",280.02,280.02,1015,87,279.15,281.48,0.51,0,20,,
2,2021-02-04 02:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",279.43,279.43,1015,93,278.15,281.48,0.51,0,20,,
3,2021-02-04 03:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",277.81,277.81,1014,100,276.15,279.26,0.51,0,6,,
4,2021-02-04 04:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",276.73,276.73,1014,100,275.15,278.71,1.03,0,0,,
5,2021-02-04 05:00:00,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",276.38,276.38,1014,100,275.15,278.15,0.51,0,15,,
6,2021-02-04 06:00:00,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",276.41,275.06,1014,100,275.15,277.59,1.54,310,29,,
7,2021-02-04 07:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",276.56,276.56,1015,93,275.15,277.59,1.03,240,0,,
8,2021-02-04 08:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",276.08,274.04,1015,93,275.15,278.15,2.06,250,0,,
9,2021-02-04 09:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",278.94,277.95,1016,93,278.15,279.82,1.54,270,0,,
10,2021-02-04 10:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",280.44,280.44,1016,87,280.15,280.93,1.03,20,0,,
11,2021-02-04 11:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",281.02,281.02,1016,81,280.93,281.15,1.03,0,0,,
12,2021-02-04 12:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",281.51,281.51,1015,76,281.15,282.04,1.03,100,0,,
13,2021-02-04 13:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",282.24,282.24,1015,76,282.04,282.59,0.51,0,0,,
14,2021-02-04 14:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",282.41,281.91,1014,76,282.15,282.59,1.54,60,0,,
15,2021-02-04 15:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",282.4,282.4,1014,76,282.15,282.59,1.03,60,0,,
16,2021-02-04 16:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",281.76,281.76,1014,71,281.48,282.15,1.03,60,20,,
17,2021-02-04 17:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",281.17,281.17,1014,81,280.93,281.48,1.03,30,20,,
18,2021-02-04 18:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.43,280.43,1014,87,280.15,280.93,1.03,310,0,,
