modelClass,task,week,model rmse 1,model rmse 2,isMultiWeek,alpha,l1_ratio,modelId,modelIdNumber
ElasticNet,case_inz_entries_7dayAverage,0,3.110382553541081,2.877159497402367,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,case_inz_entries_7dayAverage,1,9.949304636637011,10.144341547010383,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,case_inz_entries_7dayAverage,2,23.38587311942072,13.99832029040842,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,case_inz_entries_7dayAverage,3,37.96531959433035,15.36639372629892,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,hosp_inz_entries_7dayAverage,0,0.3116842487905799,0.29435012783965636,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,hosp_inz_entries_7dayAverage,1,0.7599352051384547,0.7612257398008899,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,hosp_inz_entries_7dayAverage,2,1.368273233831814,0.9131024953873088,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,hosp_inz_entries_7dayAverage,3,1.0323009991514538,0.9746201779340645,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,death_inz_entries_7dayAverage,0,0.19875732176154537,0.12376950263053536,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,death_inz_entries_7dayAverage,1,0.3629934802516266,0.27860129974903947,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,death_inz_entries_7dayAverage,2,0.46025218408358226,0.4433734576432294,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,death_inz_entries_7dayAverage,3,0.4683949198764172,0.5244226766907722,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,testPositvity_7dayAverage,0,0.015678351358396677,0.03604099436501139,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,testPositvity_7dayAverage,1,0.03281286193944504,0.04672711904599107,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,testPositvity_7dayAverage,2,0.04927458550028671,0.05170935405894322,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,testPositvity_7dayAverage,3,0.06550997782134906,0.04685696604898655,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,transit_stations_percent_change_from_baseline_7dayAverage,0,15.050736064160589,5.701486870037209,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,transit_stations_percent_change_from_baseline_7dayAverage,1,11.070629579024615,9.292568904168139,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,transit_stations_percent_change_from_baseline_7dayAverage,2,15.873886930241216,9.719214702360635,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,transit_stations_percent_change_from_baseline_7dayAverage,3,20.024778713716536,9.792431920275844,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,workplaces_percent_change_from_baseline_7dayAverage,0,22.470174573306263,5.4719299578594685,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,workplaces_percent_change_from_baseline_7dayAverage,1,25.420770825496117,6.411410641077834,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,workplaces_percent_change_from_baseline_7dayAverage,2,12.63578776077608,5.1088567856067995,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
ElasticNet,workplaces_percent_change_from_baseline_7dayAverage,3,8.19783812072394,6.610117728934572,True,1e-05,0.8,modelClass=ElasticNet/isMultiWeek=True/alpha=1e-05/l1_ratio=0.8,34_sklearn
