modelClass,task,week,model rmse 1,model rmse 2,isMultiWeek,alpha,modelId,modelIdNumber
Ridge,case_inz_entries_7dayAverage,0,4.09053885717232,3.0268826964126645,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,case_inz_entries_7dayAverage,1,14.769958276582841,11.141367221008556,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,case_inz_entries_7dayAverage,2,29.51417462909535,16.106734156070104,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,case_inz_entries_7dayAverage,3,44.05801144108068,17.02603409366369,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,hosp_inz_entries_7dayAverage,0,0.4455291154723524,0.28126639671059944,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,hosp_inz_entries_7dayAverage,1,0.7991456173114337,0.790750377489454,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,hosp_inz_entries_7dayAverage,2,0.9783490266454863,0.9488479711854158,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,hosp_inz_entries_7dayAverage,3,0.8352860012589602,1.0296869990813629,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,death_inz_entries_7dayAverage,0,0.20040120668735165,0.131275612823317,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,death_inz_entries_7dayAverage,1,0.40745339369472894,0.2895195008957108,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,death_inz_entries_7dayAverage,2,0.48478931771042133,0.4564139584069502,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,death_inz_entries_7dayAverage,3,0.6170500902430262,0.5382120887572591,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,testPositvity_7dayAverage,0,0.020359001428275614,0.03606674123736399,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,testPositvity_7dayAverage,1,0.051654168460893705,0.04811528029616395,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,testPositvity_7dayAverage,2,0.07974915286433147,0.05326654712082605,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,testPositvity_7dayAverage,3,0.07774902929646603,0.05072971785559794,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,transit_stations_percent_change_from_baseline_7dayAverage,0,18.205645460581177,5.93900113044677,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,transit_stations_percent_change_from_baseline_7dayAverage,1,11.884847282983388,9.228385585674278,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,transit_stations_percent_change_from_baseline_7dayAverage,2,18.46314510098155,10.035733152052678,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,transit_stations_percent_change_from_baseline_7dayAverage,3,22.121417429220273,9.904334787487016,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,workplaces_percent_change_from_baseline_7dayAverage,0,27.393321156638343,5.543290870341974,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,workplaces_percent_change_from_baseline_7dayAverage,1,26.446630971518907,6.440723256081091,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,workplaces_percent_change_from_baseline_7dayAverage,2,12.152169898580215,5.567401896289851,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
Ridge,workplaces_percent_change_from_baseline_7dayAverage,3,6.667636143549378,6.534547198070513,True,1e-05,modelClass=Ridge/isMultiWeek=True/alpha=1e-05,0_sklearn
