date,geoRegion,vaccine,entries,type_variant,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-03-29,CHFL,pfizer_biontech,NA,vaccine_type,8644780,752503,NA,NA,8.7,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-03-30,CHFL,pfizer_biontech,NA,vaccine_type,8644780,767342,NA,NA,8.88,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-03-31,CHFL,pfizer_biontech,NA,vaccine_type,8644780,785437,NA,NA,9.09,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-01,CHFL,pfizer_biontech,NA,vaccine_type,8644780,802411,NA,NA,9.28,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-02,CHFL,pfizer_biontech,NA,vaccine_type,8644780,807199,NA,NA,9.34,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-03,CHFL,pfizer_biontech,NA,vaccine_type,8644780,811261,NA,NA,9.38,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-04,CHFL,pfizer_biontech,NA,vaccine_type,8644780,812856,NA,NA,9.4,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-05,CHFL,pfizer_biontech,NA,vaccine_type,8644780,816608,NA,NA,9.45,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-06,CHFL,pfizer_biontech,NA,vaccine_type,8644780,837134,NA,NA,9.68,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-07,CHFL,pfizer_biontech,NA,vaccine_type,8644780,862551,NA,NA,9.98,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-08,CHFL,pfizer_biontech,NA,vaccine_type,8644780,887576,NA,NA,10.27,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-09,CHFL,pfizer_biontech,NA,vaccine_type,8644780,909105,NA,NA,10.52,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-10,CHFL,pfizer_biontech,NA,vaccine_type,8644780,914925,NA,NA,10.58,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-11,CHFL,pfizer_biontech,NA,vaccine_type,8644780,917603,NA,NA,10.61,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-12,CHFL,pfizer_biontech,NA,vaccine_type,8644780,944022,NA,NA,10.92,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-13,CHFL,pfizer_biontech,NA,vaccine_type,8644780,973561,NA,NA,11.26,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-14,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1006841,NA,NA,11.65,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-15,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1035158,NA,NA,11.97,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-16,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1061420,NA,NA,12.28,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-17,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1068520,NA,NA,12.36,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-18,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1074012,NA,NA,12.42,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-19,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1104562,NA,NA,12.78,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-20,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1138001,NA,NA,13.16,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-21,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1174928,NA,NA,13.59,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-22,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1205656,NA,NA,13.95,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-23,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1236776,NA,NA,14.31,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-24,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1245400,NA,NA,14.41,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-25,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1253465,NA,NA,14.5,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-26,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1280283,NA,NA,14.81,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-27,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1312543,NA,NA,15.18,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-28,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1348901,NA,NA,15.6,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-29,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1379629,NA,NA,15.96,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-04-30,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1406791,NA,NA,16.27,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-01,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1419337,NA,NA,16.42,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-02,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1426830,NA,NA,16.51,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-03,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1458755,NA,NA,16.87,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-04,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1493654,NA,NA,17.28,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-05,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1530571,NA,NA,17.71,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-06,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1563885,NA,NA,18.09,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-07,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1591445,NA,NA,18.41,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-08,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1606006,NA,NA,18.58,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-09,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1613417,NA,NA,18.66,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-10,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1645157,NA,NA,19.03,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-11,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1681471,NA,NA,19.45,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-12,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1722402,NA,NA,19.92,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-13,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1740003,NA,NA,20.13,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-14,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1768160,NA,NA,20.45,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-15,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1781631,NA,NA,20.61,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-16,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1790810,NA,NA,20.72,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-17,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1823261,NA,NA,21.09,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-18,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1859197,NA,NA,21.51,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-19,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1897777,NA,NA,21.95,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-20,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1929864,NA,NA,22.32,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-21,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1962122,NA,NA,22.7,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-22,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1975118,NA,NA,22.85,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-23,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1982895,NA,NA,22.94,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-24,CHFL,pfizer_biontech,NA,vaccine_type,8644780,1998792,NA,NA,23.12,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-25,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2033784,NA,NA,23.53,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-26,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2072452,NA,NA,23.97,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-27,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2102985,NA,NA,24.33,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-28,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2133819,NA,NA,24.68,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-29,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2148767,NA,NA,24.86,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-30,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2160638,NA,NA,24.99,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-05-31,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2193570,NA,NA,25.37,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-01,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2227191,NA,NA,25.76,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-02,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2261453,NA,NA,26.16,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-03,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2285408,NA,NA,26.44,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-04,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2308298,NA,NA,26.7,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-05,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2325337,NA,NA,26.9,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-06,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2334608,NA,NA,27.01,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-07,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2356819,NA,NA,27.26,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-08,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2379637,NA,NA,27.53,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-09,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2406639,NA,NA,27.84,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-10,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2426582,NA,NA,28.07,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-11,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2450582,NA,NA,28.35,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-12,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2466267,NA,NA,28.53,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-13,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2477171,NA,NA,28.66,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-14,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2497552,NA,NA,28.89,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-15,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2517123,NA,NA,29.12,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-16,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2539111,NA,NA,29.37,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-17,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2555888,NA,NA,29.57,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-18,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2574094,NA,NA,29.78,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-19,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2588707,NA,NA,29.95,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-20,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2595961,NA,NA,30.03,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-21,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2611997,NA,NA,30.21,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-22,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2627142,NA,NA,30.39,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
2021-06-23,CHFL,pfizer_biontech,NA,vaccine_type,8644780,2643175,NA,NA,30.58,NA,COVID19VaccDosesAdministered,2021-06-23_23-59-00,summary
