geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
CH,202019,401,30336,1,100,8606033,4.66,352.5,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-19,-299,-3.47,-42.7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202020,231,30567,1,100,8606033,2.68,355.18,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-20,-170,-1.98,-42.4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202021,154,30721,1,100,8606033,1.79,356.97,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-21,-77,-0.89,-33.3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202022,126,30847,1,100,8606033,1.46,358.43,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-22,-28,-0.33,-18.2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202023,99,30946,1,100,8606033,1.15,359.58,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-23,-27,-0.31,-21.4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202024,140,31086,1,100,8606033,1.63,361.21,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-24,41,0.48,41.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202025,171,31257,1,100,8606033,1.99,363.2,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-25,31,0.36,22.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202026,357,31614,1,100,8606033,4.15,367.35,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-26,186,2.16,108.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202027,684,32298,1,100,8606033,7.95,375.29,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-27,327,3.8,91.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202028,635,32933,1,100,8606033,7.38,382.67,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-28,-49,-0.57,-7.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202029,715,33648,1,100,8606033,8.31,390.98,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-29,80,0.93,12.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202030,826,34474,1,100,8606033,9.6,400.58,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-30,111,1.29,15.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202031,1155,35629,1,100,8606033,13.42,414,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-31,329,3.82,39.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202032,1100,36729,1,100,8606033,12.78,426.78,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-32,-55,-0.64,-4.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202033,1574,38303,1,100,8606033,18.29,445.07,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-33,474,5.51,43.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202034,1855,40158,1,100,8606033,21.55,466.63,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-34,281,3.26,17.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202035,2092,42250,1,100,8606033,24.31,490.93,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-35,237,2.76,12.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202036,2456,44706,1,100,8606033,28.54,519.47,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-36,364,4.23,17.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202037,2860,47566,1,100,8606033,33.23,552.71,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-37,404,4.69,16.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202038,2905,50471,1,100,8606033,33.76,586.46,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-38,45,0.53,1.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202039,2220,52691,1,100,8606033,25.8,612.26,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-39,-685,-7.96,-23.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202040,3463,56154,1,100,8606033,40.24,652.5,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-40,1243,14.44,56,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202041,8751,64905,1,100,8606033,101.68,754.18,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-41,5288,61.44,152.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202042,19480,84385,1,100,8606033,226.35,980.53,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-42,10729,124.67,122.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202043,39671,124056,1,100,8606033,460.97,1441.5,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-43,20191,234.62,103.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202044,55827,179883,1,100,8606033,648.7,2090.2,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-44,16156,187.73,40.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202045,51190,231073,1,100,8606033,594.82,2685.01,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-45,-4637,-53.88,-8.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202046,39583,270656,1,100,8606033,459.94,3144.96,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-46,-11607,-134.88,-22.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202047,30113,300769,1,100,8606033,349.91,3494.86,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-47,-9470,-110.03,-23.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202048,26194,326963,1,100,8606033,304.37,3799.23,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-48,-3919,-45.54,-13,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202049,27282,354245,1,100,8606033,317.01,4116.24,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-49,1088,12.64,4.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202050,30005,384250,1,100,8606033,348.65,4464.89,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-50,2723,31.64,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202051,29261,413511,1,100,8606033,340.01,4804.9,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-51,-744,-8.64,-2.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202052,23944,437455,1,100,8606033,278.22,5083.12,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-52,-5317,-61.79,-18.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202053,23372,460827,1,100,8606033,271.58,5354.7,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-53,-572,-6.64,-2.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202101,21991,482818,1,100,8606033,255.53,5610.23,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-01,-1381,-16.05,-5.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202102,15155,497973,1,100,8606033,176.1,5786.32,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-02,-6836,-79.43,-31.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202103,13474,511447,1,100,8606033,156.56,5942.89,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-03,-1681,-19.54,-11.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202104,11497,522944,1,100,8606033,133.59,6076.48,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-04,-1977,-22.97,-14.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202105,10052,532996,1,100,8606033,116.8,6193.28,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-05,-1445,-16.79,-12.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202106,7859,540855,1,100,8606033,91.32,6284.6,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-06,-2193,-25.48,-21.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202107,6977,547832,1,100,8606033,81.07,6365.67,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-07,-882,-10.25,-11.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202108,7215,555047,1,100,8606033,83.84,6449.51,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-08,238,2.77,3.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202109,7575,562622,1,100,8606033,88.02,6537.53,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-09,360,4.18,5,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202110,8780,571402,1,100,8606033,102.02,6639.55,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-10,1205,14,15.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202111,10486,581888,1,100,8606033,121.84,6761.4,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-11,1706,19.82,19.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202112,12531,594419,1,100,8606033,145.61,6907,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-12,2045,23.77,19.5,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202113,12282,606701,1,100,8606033,142.71,7049.72,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-13,-249,-2.9,-2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202114,14129,620830,1,100,8606033,164.18,7213.89,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-14,1847,21.47,15,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202115,14073,634903,1,100,8606033,163.52,7377.42,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-15,-56,-0.66,-0.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202116,14515,649418,1,100,8606033,168.66,7546.08,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-16,442,5.14,3.1,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202117,11863,661281,1,100,8606033,137.85,7683.92,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-17,-2652,-30.81,-18.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202118,10296,671577,1,100,8606033,119.64,7803.56,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-18,-1567,-18.21,-13.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202119,7837,679414,1,100,8606033,91.06,7894.62,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-19,-2459,-28.58,-23.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202120,7338,686752,1,100,8606033,85.27,7979.89,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-20,-499,-5.79,-6.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202121,5102,691854,1,100,8606033,59.28,8039.17,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-21,-2236,-25.99,-30.5,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
CH,202122,3510,695364,1,100,8606033,40.79,8079.96,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-22,-1592,-18.49,-31.2,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
CH,202123,2311,697675,1,100,8606033,26.85,8106.81,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-23,-1199,-13.94,-34.2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CH,202124,1233,698908,1,100,8606033,14.33,8121.14,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-24,-1078,-12.52,-46.6,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CHFL,202009,56,56,1,100,8644780,0.65,0.65,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202010,377,433,1,100,8644780,4.36,5.01,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-10,321,3.71,573.2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202011,2279,2712,1,100,8644780,26.36,31.37,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-11,1902,22,504.5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202012,6593,9305,1,100,8644780,76.27,107.64,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-12,4314,49.91,189.3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202013,7362,16667,1,100,8644780,85.16,192.8,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-13,769,8.89,11.7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202014,6040,22707,1,100,8644780,69.87,262.67,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-14,-1322,-15.29,-18,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202015,3602,26309,1,100,8644780,41.67,304.33,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-15,-2438,-28.2,-40.4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202016,1841,28150,1,100,8644780,21.3,325.63,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-16,-1761,-20.37,-48.9,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202017,1168,29318,1,100,8644780,13.51,339.14,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-17,-673,-7.79,-36.6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202018,700,30018,1,100,8644780,8.1,347.24,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-18,-468,-5.41,-40.1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202019,401,30419,1,100,8644780,4.64,351.88,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-19,-299,-3.46,-42.7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202020,231,30650,1,100,8644780,2.67,354.55,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-20,-170,-1.97,-42.4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202021,154,30804,1,100,8644780,1.78,356.33,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-21,-77,-0.89,-33.3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202022,126,30930,1,100,8644780,1.46,357.79,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-22,-28,-0.32,-18.2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202023,99,31029,1,100,8644780,1.15,358.93,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-23,-27,-0.31,-21.4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202024,140,31169,1,100,8644780,1.62,360.55,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-24,41,0.47,41.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202025,171,31340,1,100,8644780,1.98,362.53,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-25,31,0.36,22.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202026,357,31697,1,100,8644780,4.13,366.66,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-26,186,2.15,108.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202027,686,32383,1,100,8644780,7.94,374.6,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-27,329,3.81,92.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202028,635,33018,1,100,8644780,7.35,381.94,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-28,-51,-0.59,-7.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202029,717,33735,1,100,8644780,8.29,390.24,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-29,82,0.94,12.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202030,826,34561,1,100,8644780,9.55,399.79,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-30,109,1.26,15.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202031,1157,35718,1,100,8644780,13.38,413.17,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-31,331,3.83,40.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202032,1100,36818,1,100,8644780,12.72,425.9,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-32,-57,-0.66,-4.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202033,1582,38400,1,100,8644780,18.3,444.2,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-33,482,5.58,43.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202034,1859,40259,1,100,8644780,21.5,465.7,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-34,277,3.2,17.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202035,2099,42358,1,100,8644780,24.28,489.98,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-35,240,2.78,12.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202036,2456,44814,1,100,8644780,28.41,518.39,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-36,357,4.13,17,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202037,2863,47677,1,100,8644780,33.12,551.51,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-37,407,4.71,16.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202038,2909,50586,1,100,8644780,33.65,585.16,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-38,46,0.53,1.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202039,2224,52810,1,100,8644780,25.73,610.89,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-39,-685,-7.92,-23.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202040,3473,56283,1,100,8644780,40.17,651.06,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-40,1249,14.44,56.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202041,8772,65055,1,100,8644780,101.47,752.54,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-41,5299,61.3,152.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202042,19558,84613,1,100,8644780,226.24,978.78,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-42,10786,124.77,123,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202043,39878,124491,1,100,8644780,461.3,1440.07,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-43,20320,235.06,103.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202044,56015,180506,1,100,8644780,647.96,2088.03,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-44,16137,186.66,40.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202045,51407,231913,1,100,8644780,594.66,2682.69,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-45,-4608,-53.3,-8.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202046,39765,271678,1,100,8644780,459.99,3142.68,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-46,-11642,-134.67,-22.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202047,30273,301951,1,100,8644780,350.19,3492.87,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-47,-9492,-109.8,-23.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202048,26324,328275,1,100,8644780,304.51,3797.38,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-48,-3949,-45.68,-13,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202049,27405,355680,1,100,8644780,317.01,4114.39,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-49,1081,12.5,4.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202050,30176,385856,1,100,8644780,349.07,4463.46,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-50,2771,32.06,10.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202051,29504,415360,1,100,8644780,341.29,4804.75,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-51,-672,-7.78,-2.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202052,24210,439570,1,100,8644780,280.05,5084.8,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-52,-5294,-61.24,-17.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202053,23558,463128,1,100,8644780,272.51,5357.31,COVID19Cases,,2021-06-25_07-49-37,isoweek,2020-53,-652,-7.54,-2.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202101,22102,485230,1,100,8644780,255.67,5612.98,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-01,-1456,-16.84,-6.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202102,15201,500431,1,100,8644780,175.84,5788.82,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-02,-6901,-79.83,-31.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202103,13538,513969,1,100,8644780,156.6,5945.43,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-03,-1663,-19.24,-10.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202104,11542,525511,1,100,8644780,133.51,6078.94,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-04,-1996,-23.09,-14.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202105,10083,535594,1,100,8644780,116.64,6195.58,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-05,-1459,-16.87,-12.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202106,7875,543469,1,100,8644780,91.1,6286.67,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-06,-2208,-25.54,-21.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202107,6987,550456,1,100,8644780,80.82,6367.5,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-07,-888,-10.28,-11.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202108,7243,557699,1,100,8644780,83.78,6451.28,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-08,256,2.96,3.7,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202109,7593,565292,1,100,8644780,87.83,6539.11,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-09,350,4.05,4.8,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202110,8801,574093,1,100,8644780,101.81,6640.92,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-10,1208,13.98,15.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202111,10506,584599,1,100,8644780,121.53,6762.45,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-11,1705,19.72,19.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202112,12563,597162,1,100,8644780,145.32,6907.78,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-12,2057,23.79,19.6,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202113,12318,609480,1,100,8644780,142.49,7050.27,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-13,-245,-2.83,-2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202114,14192,623672,1,100,8644780,164.17,7214.43,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-14,1874,21.68,15.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202115,14145,637817,1,100,8644780,163.62,7378.06,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-15,-47,-0.55,-0.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202116,14577,652394,1,100,8644780,168.62,7546.68,COVID19Cases,,2021-06-25_07-49-37,isoweek,2021-16,432,5,3.1,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
