geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,freq,prct,anteil_pos,anteil_pos_diff,anteil_pos_all,pop,inz_entries,inzsumTotal,entries_diff_abs,entries_diff_inz,prct_diff,entries_diff_pct,type,version,datum_unit,datum_dboardformated,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d,nachweismethode,type_variant
CHFL,202112,86504,4181,82323,982228,1,100,4.8,-0.10000000000000053,9,8644780,1000.65,11362.09,18741,216.79,0,27.7,COVID19Test,2021-06-25_07-49-37,isoweek,2021-12,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202112,168078,9694,158384,4958479,1,100,5.8,0.7000000000000002,11.2,8644780,1944.27,57358.07,6492,75.1,0,4,COVID19Test,2021-06-25_07-49-37,isoweek,2021-12,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202113,96750,4267,92483,1078978,1,100,4.4,-0.39999999999999947,8.6,8644780,1119.17,12481.27,10246,118.52,0,11.8,COVID19Test,2021-06-25_07-49-37,isoweek,2021-13,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202113,180507,9675,170832,5138986,1,100,5.4,-0.39999999999999947,11,8644780,2088.05,59446.12,12429,143.78,0,7.4,COVID19Test,2021-06-25_07-49-37,isoweek,2021-13,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202114,67751,3892,63859,1146729,1,100,5.7,1.2999999999999998,8.4,8644780,783.72,13264.99,-28999,-335.45,0,-30,COVID19Test,2021-06-25_07-49-37,isoweek,2021-14,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202114,136912,11555,125357,5275898,1,100,8.4,3,10.9,8644780,1583.75,61029.87,-43595,-504.3,0,-24.2,COVID19Test,2021-06-25_07-49-37,isoweek,2021-14,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202115,55782,3098,52684,1202511,1,100,5.6,-0.10000000000000053,8.3,8644780,645.27,13910.26,-11969,-138.45,0,-17.7,COVID19Test,2021-06-25_07-49-37,isoweek,2021-15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202115,132413,12422,119991,5408311,1,100,9.4,1,10.9,8644780,1531.71,62561.58,-4499,-52.04,0,-3.3,COVID19Test,2021-06-25_07-49-37,isoweek,2021-15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202116,50455,2855,47600,1252966,1,100,5.7,0.10000000000000053,8.1,8644780,583.65,14493.9,-5327,-61.62,0,-9.5,COVID19Test,2021-06-25_07-49-37,isoweek,2021-16,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202116,134059,12931,121128,5542370,1,100,9.6,0.1999999999999993,10.9,8644780,1550.75,64112.33,1646,19.04,0,1.2,COVID19Test,2021-06-25_07-49-37,isoweek,2021-16,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202117,50465,2283,48182,1303431,1,100,4.5,-1.2000000000000002,8,8644780,583.76,15077.67,10,0.11,0,0,COVID19Test,2021-06-25_07-49-37,isoweek,2021-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202117,132980,10974,122006,5675350,1,100,8.3,-1.299999999999999,10.8,8644780,1538.27,65650.6,-1079,-12.48,0,-0.8,COVID19Test,2021-06-25_07-49-37,isoweek,2021-17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202118,46990,1945,45045,1350421,1,100,4.1,-0.40000000000000036,7.9,8644780,543.57,15621.23,-3475,-40.19,0,-6.9,COVID19Test,2021-06-25_07-49-37,isoweek,2021-18,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202118,130207,9404,120803,5805557,1,100,7.2,-1.1000000000000005,10.7,8644780,1506.19,67156.79,-2773,-32.08,0,-2.1,COVID19Test,2021-06-25_07-49-37,isoweek,2021-18,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202119,50744,1512,49232,1401165,1,100,3,-1.0999999999999996,7.7,8644780,586.99,16208.22,3754,43.42,0,8,COVID19Test,2021-06-25_07-49-37,isoweek,2021-19,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202119,132883,7148,125735,5938440,1,100,5.4,-1.7999999999999998,10.6,8644780,1537.15,68693.94,2676,30.96,0,2.1,COVID19Test,2021-06-25_07-49-37,isoweek,2021-19,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202120,63894,1354,62540,1465059,1,100,2.1,-0.8999999999999999,7.5,8644780,739.1,16947.33,13150,152.11,0,25.9,COVID19Test,2021-06-25_07-49-37,isoweek,2021-20,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202120,136350,6846,129504,6074790,1,100,5,-0.40000000000000036,10.5,8644780,1577.25,70271.19,3467,40.1,0,2.6,COVID19Test,2021-06-25_07-49-37,isoweek,2021-20,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,NA
CHFL,202121,46086,970,45116,1511145,1,100,2.1,0,7.3,8644780,533.11,17480.43,-17808,-205.99,0,-27.9,COVID19Test,2021-06-25_07-49-37,isoweek,2021-21,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Antigen_Schnelltest,NA
CHFL,202121,109912,4730,105182,6184702,1,100,4.3,-0.7000000000000002,10.4,8644780,1271.43,71542.62,-26438,-305.82,0,-19.4,COVID19Test,2021-06-25_07-49-37,isoweek,2021-21,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,PCR,NA
CHFL,202122,52192,652,51540,1563337,1,100,1.2,-0.9000000000000001,7.1,8644780,603.74,18084.17,6106,70.63,0,13.2,COVID19Test,2021-06-25_07-49-37,isoweek,2021-22,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Antigen_Schnelltest,NA
CHFL,202122,111172,3378,107794,6295874,1,100,3,-1.2999999999999998,10.2,8644780,1286,72828.62,1260,14.57,0,1.1,COVID19Test,2021-06-25_07-49-37,isoweek,2021-22,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,PCR,NA
CHFL,202123,50492,445,50047,1613829,1,100,0.9,-0.29999999999999993,6.9,8644780,584.08,18668.25,-1700,-19.66,0,-3.3,COVID19Test,2021-06-25_07-49-37,isoweek,2021-23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Antigen_Schnelltest,NA
CHFL,202123,92436,2326,90110,6388310,1,100,2.5,-0.5,10.1,8644780,1069.27,73897.89,-18736,-216.73,0,-16.9,COVID19Test,2021-06-25_07-49-37,isoweek,2021-23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PCR,NA
CHFL,202124,59446,217,59229,1673275,1,100,0.4,-0.5,6.7,8644780,687.65,19355.9,8954,103.57,0,17.7,COVID19Test,2021-06-25_07-49-37,isoweek,2021-24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Antigen_Schnelltest,NA
CHFL,202124,81727,1280,80447,6470037,1,100,1.6,-0.8999999999999999,10,8644780,945.39,74843.28,-10709,-123.88,0,-11.6,COVID19Test,2021-06-25_07-49-37,isoweek,2021-24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PCR,NA
CH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202022,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202022,26342,206,26136,26342,1,100,0.8,NA,0.8,8606033,306.09,306.09,26342,306.09,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202023,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202023,25652,154,25498,51994,1,100,0.6,-0.20000000000000007,0.7,8606033,298.07,604.16,-690,-8.02,0,-2.6,COVID19Test,2021-06-25_07-49-37,isoweek,2020-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202024,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202024,35718,221,35497,87712,1,100,0.6,0,0.7,8606033,415.03,1019.19,10066,116.96,0,39.2,COVID19Test,2021-06-25_07-49-37,isoweek,2020-24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202025,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202025,48257,203,48054,135969,1,100,0.4,-0.19999999999999996,0.6,8606033,560.73,1579.93,12539,145.7,0,35.1,COVID19Test,2021-06-25_07-49-37,isoweek,2020-25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202026,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202026,57314,393,56921,193283,1,100,0.7,0.29999999999999993,0.6,8606033,665.97,2245.9,9057,105.24,0,18.8,COVID19Test,2021-06-25_07-49-37,isoweek,2020-26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202027,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202027,69895,751,69144,263178,1,100,1.1,0.40000000000000013,0.7,8606033,812.16,3058.06,12581,146.19,0,22,COVID19Test,2021-06-25_07-49-37,isoweek,2020-27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202028,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202028,49432,765,48667,312610,1,100,1.5,0.3999999999999999,0.9,8606033,574.39,3632.45,-20463,-237.77,0,-29.3,COVID19Test,2021-06-25_07-49-37,isoweek,2020-28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202029,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202029,42569,841,41728,355179,1,100,2,0.5,1,8606033,494.64,4127.09,-6863,-79.75,0,-13.9,COVID19Test,2021-06-25_07-49-37,isoweek,2020-29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202030,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202030,35529,921,34608,390708,1,100,2.6,0.6000000000000001,1.1,8606033,412.84,4539.93,-7040,-81.8,0,-16.5,COVID19Test,2021-06-25_07-49-37,isoweek,2020-30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202031,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202031,37358,1311,36047,428066,1,100,3.5,0.8999999999999999,1.3,8606033,434.09,4974.02,1829,21.25,0,5.1,COVID19Test,2021-06-25_07-49-37,isoweek,2020-31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202032,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202032,38689,1267,37422,466755,1,100,3.3,-0.20000000000000018,1.5,8606033,449.56,5423.58,1331,15.47,0,3.6,COVID19Test,2021-06-25_07-49-37,isoweek,2020-32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202033,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202033,41688,1691,39997,508443,1,100,4.1,0.7999999999999998,1.7,8606033,484.4,5907.98,2999,34.84,0,7.8,COVID19Test,2021-06-25_07-49-37,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202034,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202034,57494,2083,55411,565937,1,100,3.6,-0.49999999999999956,1.9,8606033,668.07,6576.05,15806,183.67,0,37.9,COVID19Test,2021-06-25_07-49-37,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202035,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202035,73382,2293,71089,639319,1,100,3.1,-0.5,2,8606033,852.68,7428.73,15888,184.61,0,27.6,COVID19Test,2021-06-25_07-49-37,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202036,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-36,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202036,87132,2702,84430,726451,1,100,3.1,0,2.2,8606033,1012.45,8441.18,13750,159.77,0,18.7,COVID19Test,2021-06-25_07-49-37,isoweek,2020-36,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202037,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202037,90524,3236,87288,816975,1,100,3.6,0.5,2.3,8606033,1051.87,9493.05,3392,39.42,0,3.9,COVID19Test,2021-06-25_07-49-37,isoweek,2020-37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202038,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202038,84604,3204,81400,901579,1,100,3.8,0.19999999999999973,2.5,8606033,983.08,10476.13,-5920,-68.79,0,-6.5,COVID19Test,2021-06-25_07-49-37,isoweek,2020-38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202039,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-39,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202039,67999,2507,65492,969578,1,100,3.7,-0.09999999999999964,2.6,8606033,790.13,11266.26,-16605,-192.95,0,-19.6,COVID19Test,2021-06-25_07-49-37,isoweek,2020-39,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,
CH,202040,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202040,67764,3620,64144,1037342,1,100,5.3,1.5999999999999996,2.7,8606033,787.4,12053.66,-235,-2.73,0,-0.3,COVID19Test,2021-06-25_07-49-37,isoweek,2020-40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,
CH,202041,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-41,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202041,89352,8939,80413,1126694,1,100,10,4.7,3.3,8606033,1038.25,13091.91,21588,250.85,0,31.9,COVID19Test,2021-06-25_07-49-37,isoweek,2020-41,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,
CH,202042,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-42,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202042,126495,19427,107068,1253189,1,100,15.4,5.4,4.5,8606033,1469.84,14561.75,37143,431.59,0,41.6,COVID19Test,2021-06-25_07-49-37,isoweek,2020-42,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,
CH,202043,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-43,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202043,177166,39988,137178,1430355,1,100,22.6,7.200000000000001,6.8,8606033,2058.63,16620.38,50671,588.79,0,40.1,COVID19Test,2021-06-25_07-49-37,isoweek,2020-43,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,
CH,202044,NA,NA,NA,NA,NA,NA,NA,NA,NA,8606033,NA,NA,NA,NA,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-44,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202044,217280,57524,159756,1647635,1,100,26.5,3.8999999999999986,9.4,8606033,2524.74,19145.12,40114,466.11,0,22.6,COVID19Test,2021-06-25_07-49-37,isoweek,2020-44,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,
CH,202045,3290,804,2486,3290,1,100,24.4,NA,24.4,8606033,38.23,38.23,3290,38.23,NA,NA,COVID19Test,2021-06-25_07-49-37,isoweek,2020-45,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202045,203518,54083,149435,1851153,1,100,26.6,0.10000000000000142,11.3,8606033,2364.83,21509.95,-13762,-159.91,0,-6.3,COVID19Test,2021-06-25_07-49-37,isoweek,2020-45,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,
CH,202046,18547,3909,14638,21837,1,100,21.1,-3.299999999999997,21.6,8606033,215.51,253.74,15257,177.28,0,463.7,COVID19Test,2021-06-25_07-49-37,isoweek,2020-46,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202046,161343,39234,122109,2012496,1,100,24.3,-2.3000000000000007,12.3,8606033,1874.77,23384.71,-42175,-490.06,0,-20.7,COVID19Test,2021-06-25_07-49-37,isoweek,2020-46,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,
CH,202047,25687,4925,20762,47524,1,100,19.2,-1.9000000000000021,20.3,8606033,298.48,552.22,7140,82.97,0,38.5,COVID19Test,2021-06-25_07-49-37,isoweek,2020-47,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
CH,202047,132178,27852,104326,2144674,1,100,21.1,-3.1999999999999993,12.8,8606033,1535.88,24920.59,-29165,-338.89,0,-18.1,COVID19Test,2021-06-25_07-49-37,isoweek,2020-47,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,
CH,202048,33442,5400,28042,80966,1,100,16.1,-3.099999999999998,18.6,8606033,388.59,940.81,7755,90.11,0,30.2,COVID19Test,2021-06-25_07-49-37,isoweek,2020-48,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,
