"geoRegion","datum","entries","sumTotal","timeframe_7d","offset_last7d","sumTotal_last7d","timeframe_14d","offset_last14d","sumTotal_last14d","timeframe_28d","offset_last28d","sumTotal_last28d","timeframe_phase2","offset_Phase2","sumTotal_Phase2","timeframe_phase2b","offset_Phase2b","sumTotal_Phase2b","sum7d","sum14d","mean7d","mean14d","timeframe_all","entries_diff_last_age","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsum7d","inzsum14d","sumdelta7d","inzdelta7d","type","type_variant","version","datum_unit","entries_letzter_stand","entries_neu_gemeldet","entries_diff_last"
"CH",2020-02-24,0,0,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,NA,NA,NA,NA,TRUE,4,8606033,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Death","","2021-04-06_07-51-19","day",0,0,20
"CH",2020-02-25,0,0,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,NA,NA,NA,NA,TRUE,4,8606033,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Death","","2021-04-06_07-51-19","day",0,0,20
"CH",2020-02-26,0,0,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,NA,NA,NA,NA,TRUE,4,8606033,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Death","","2021-04-06_07-51-19","day",0,0,20
"CH",2020-02-27,0,0,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,NA,NA,0,NA,TRUE,4,8606033,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Death","","2021-04-06_07-51-19","day",0,0,20
"CH",2020-02-28,0,0,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,NA,NA,0,NA,TRUE,4,8606033,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Death","","2021-04-06_07-51-19","day",0,0,20
"CH",2020-02-29,0,0,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,NA,NA,0,NA,TRUE,4,8606033,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Death","","2021-04-06_07-51-19","day",0,0,20
"CH",2020-03-01,0,0,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,0,NA,0,0.21,TRUE,4,8606033,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"COVID19Death","","2021-04-06_07-51-19","day",0,0,20
"CH",2020-03-02,0,0,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,0,NA,0.29,0.21,TRUE,4,8606033,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,"COVID19Death","","2021-04-06_07-51-19","day",0,0,20
"CH",2020-03-03,0,0,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,0,NA,0.29,0.36,TRUE,4,8606033,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,"COVID19Death","","2021-04-06_07-51-19","day",0,0,20
"CH",2020-03-04,0,0,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,0,NA,0.29,0.57,TRUE,4,8606033,0,0,0.01,0,NA,NA,NA,NA,NA,0,NA,0,0,"COVID19Death","","2021-04-06_07-51-19","day",0,0,20
"CH",2020-03-05,2,2,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,2,NA,0.43,0.86,TRUE,4,8606033,0.02,0,0.01,0.02,NA,NA,NA,NA,NA,0.02,NA,2,0.02,"COVID19Death","","2021-04-06_07-51-19","day",2,0,20
"CH",2020-03-06,0,2,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,2,NA,0.43,1.07,TRUE,4,8606033,0,0,0.01,0.02,NA,NA,NA,NA,NA,0.02,NA,0,0,"COVID19Death","","2021-04-06_07-51-19","day",0,0,20
"CH",2020-03-07,0,2,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,2,NA,0.71,1.43,TRUE,4,8606033,0,0.01,0.02,0.02,NA,NA,NA,NA,NA,0.02,NA,0,0,"COVID19Death","","2021-04-06_07-51-19","day",0,0,20
"CH",2020-03-08,1,3,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,3,3,1.14,2,TRUE,4,8606033,0.01,0.01,0.02,0.03,NA,NA,NA,NA,NA,0.03,0.03,1,0.01,"COVID19Death","","2021-04-06_07-51-19","day",1,0,20
"CH",2020-03-09,0,3,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,3,3,1.43,2.5,TRUE,4,8606033,0,0.02,0.03,0.03,NA,NA,NA,NA,NA,0.03,0.03,0,0,"COVID19Death","","2021-04-06_07-51-19","day",0,0,20
"CH",2020-03-10,2,5,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,5,5,1.86,3.36,TRUE,4,8606033,0.02,0.02,0.04,0.06,NA,NA,NA,NA,NA,0.06,0.06,2,0.03,"COVID19Death","","2021-04-06_07-51-19","day",2,0,20
"CH",2020-03-11,3,8,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,8,8,2.57,3.93,TRUE,4,8606033,0.03,0.03,0.05,0.09,NA,NA,NA,NA,NA,0.09,0.09,3,0.03,"COVID19Death","","2021-04-06_07-51-19","day",3,0,20
"CH",2020-03-12,4,12,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,10,12,3.57,4.79,TRUE,4,8606033,0.05,0.04,0.06,0.14,NA,NA,NA,NA,NA,0.12,0.14,2,0.03,"COVID19Death","","2021-04-06_07-51-19","day",4,0,20
"CH",2020-03-13,3,15,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,13,15,4.57,6.29,TRUE,4,8606033,0.03,0.05,0.07,0.17,NA,NA,NA,NA,NA,0.15,0.17,3,0.03,"COVID19Death","","2021-04-06_07-51-19","day",3,0,20
"CH",2020-03-14,5,20,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,18,20,6,7.64,TRUE,4,8606033,0.06,0.07,0.09,0.23,NA,NA,NA,NA,NA,0.21,0.23,5,0.06,"COVID19Death","","2021-04-06_07-51-19","day",5,0,20
"CH",2020-03-15,8,28,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,25,28,6.71,8.86,TRUE,4,8606033,0.09,0.08,0.1,0.33,NA,NA,NA,NA,NA,0.29,0.33,7,0.08,"COVID19Death","","2021-04-06_07-51-19","day",8,0,20
"CH",2020-03-16,7,35,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,32,35,8.14,10.5,TRUE,4,8606033,0.08,0.09,0.12,0.41,NA,NA,NA,NA,NA,0.37,0.41,7,0.08,"COVID19Death","","2021-04-06_07-51-19","day",7,0,20
"CH",2020-03-17,12,47,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,42,47,10.71,11.71,TRUE,4,8606033,0.14,0.12,0.14,0.55,NA,NA,NA,NA,NA,0.49,0.55,10,0.12,"COVID19Death","","2021-04-06_07-51-19","day",12,0,20
"CH",2020-03-18,8,55,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,47,55,12.71,14.29,TRUE,4,8606033,0.09,0.15,0.17,0.64,NA,NA,NA,NA,NA,0.55,0.64,5,0.0600000000000001,"COVID19Death","","2021-04-06_07-51-19","day",8,0,20
"CH",2020-03-19,14,69,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,57,67,14.14,16.71,TRUE,4,8606033,0.16,0.16,0.19,0.8,NA,NA,NA,NA,NA,0.66,0.78,10,0.11,"COVID19Death","","2021-04-06_07-51-19","day",14,0,20
"CH",2020-03-20,21,90,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,75,88,16.43,18.79,TRUE,4,8606033,0.24,0.19,0.22,1.05,NA,NA,NA,NA,NA,0.87,1.02,18,0.21,"COVID19Death","","2021-04-06_07-51-19","day",21,0,20
"CH",2020-03-21,19,109,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,89,107,17.43,22.5,TRUE,4,8606033,0.22,0.2,0.26,1.27,NA,NA,NA,NA,NA,1.03,1.24,14,0.16,"COVID19Death","","2021-04-06_07-51-19","day",19,0,20
"CH",2020-03-22,18,127,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,99,124,21.86,25.21,TRUE,4,8606033,0.21,0.25,0.29,1.48,NA,NA,NA,NA,NA,1.15,1.44,10,0.12,"COVID19Death","","2021-04-06_07-51-19","day",18,0,20
"CH",2020-03-23,23,150,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,115,147,25.29,28.86,TRUE,4,8606033,0.27,0.29,0.34,1.74,NA,NA,NA,NA,NA,1.34,1.71,16,0.19,"COVID19Death","","2021-04-06_07-51-19","day",23,0,20
"CH",2020-03-24,19,169,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,122,164,26.86,31.14,TRUE,4,8606033,0.22,0.31,0.36,1.96,NA,NA,NA,NA,NA,1.42,1.91,7,0.0799999999999998,"COVID19Death","","2021-04-06_07-51-19","day",19,0,20
"CH",2020-03-25,39,208,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,153,200,32.29,34.64,TRUE,4,8606033,0.45,0.38,0.4,2.42,NA,NA,NA,NA,NA,1.78,2.32,31,0.36,"COVID19Death","","2021-04-06_07-51-19","day",39,0,20
"CH",2020-03-26,38,246,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,177,234,36.29,37.93,TRUE,4,8606033,0.44,0.42,0.44,2.86,NA,NA,NA,NA,NA,2.06,2.72,24,0.28,"COVID19Death","","2021-04-06_07-51-19","day",38,0,20
"CH",2020-03-27,32,278,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,188,263,41.29,40.5,TRUE,4,8606033,0.37,0.48,0.47,3.23,NA,NA,NA,NA,NA,2.18,3.06,11,0.12,"COVID19Death","","2021-04-06_07-51-19","day",32,0,20
"CH",2020-03-28,57,335,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,226,315,44.86,43.07,TRUE,4,8606033,0.66,0.52,0.5,3.89,NA,NA,NA,NA,NA,2.63,3.66,38,0.45,"COVID19Death","","2021-04-06_07-51-19","day",57,0,20
"CH",2020-03-29,46,381,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,254,353,47.43,45.36,TRUE,4,8606033,0.53,0.55,0.53,4.43,NA,NA,NA,NA,NA,2.95,4.1,28,0.32,"COVID19Death","","2021-04-06_07-51-19","day",46,0,20
"CH",2020-03-30,58,439,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,289,404,50.57,47.29,TRUE,4,8606033,0.67,0.59,0.55,5.1,NA,NA,NA,NA,NA,3.36,4.69,35,0.41,"COVID19Death","","2021-04-06_07-51-19","day",58,0,20
"CH",2020-03-31,44,483,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,314,436,54.14,50,TRUE,4,8606033,0.51,0.63,0.58,5.61,NA,NA,NA,NA,NA,3.65,5.07,25,0.29,"COVID19Death","","2021-04-06_07-51-19","day",44,0,20
"CH",2020-04-01,57,540,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,332,485,53.86,51.36,TRUE,4,8606033,0.66,0.63,0.6,6.27,NA,NA,NA,NA,NA,3.86,5.64,18,0.21,"COVID19Death","","2021-04-06_07-51-19","day",57,0,20
"CH",2020-04-02,60,600,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,354,531,54.43,51.86,TRUE,4,8606033,0.7,0.63,0.6,6.97,NA,NA,NA,NA,NA,4.11,6.17,22,0.25,"COVID19Death","","2021-04-06_07-51-19","day",60,0,20
"CH",2020-04-03,57,657,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,379,567,53.29,53.29,TRUE,4,8606033,0.66,0.62,0.62,7.63,NA,NA,NA,NA,NA,4.4,6.59,25,0.29,"COVID19Death","","2021-04-06_07-51-19","day",57,0,20
"CH",2020-04-04,55,712,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,377,603,55.14,52.43,TRUE,4,8606033,0.64,0.64,0.61,8.27,NA,NA,NA,NA,NA,4.38,7.01,-2,-0.0200000000000005,"COVID19Death","","2021-04-06_07-51-19","day",55,0,20
"CH",2020-04-05,50,762,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,381,635,55.29,51.71,TRUE,4,8606033,0.58,0.64,0.6,8.85,NA,NA,NA,NA,NA,4.43,7.38,4,0.0499999999999998,"COVID19Death","","2021-04-06_07-51-19","day",50,0,20
"CH",2020-04-06,50,812,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,373,662,53.14,50.14,TRUE,4,8606033,0.58,0.62,0.58,9.44,NA,NA,NA,NA,NA,4.33,7.69,-8,-0.0999999999999996,"COVID19Death","","2021-04-06_07-51-19","day",50,0,20
"CH",2020-04-07,57,869,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,386,700,52.43,49.64,TRUE,4,8606033,0.66,0.61,0.58,10.1,NA,NA,NA,NA,NA,4.49,8.13,13,0.16,"COVID19Death","","2021-04-06_07-51-19","day",57,0,20
"CH",2020-04-08,58,927,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,387,719,51,48.29,TRUE,4,8606033,0.67,0.59,0.56,10.77,NA,NA,NA,NA,NA,4.5,8.35,1,0.00999999999999979,"COVID19Death","","2021-04-06_07-51-19","day",58,0,20
"CH",2020-04-09,45,972,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,372,726,49,46.71,TRUE,4,8606033,0.52,0.57,0.54,11.29,NA,NA,NA,NA,NA,4.32,8.44,-15,-0.18,"COVID19Death","","2021-04-06_07-51-19","day",45,0,20
"CH",2020-04-10,52,1024,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,367,746,47,45.21,TRUE,4,8606033,0.6,0.55,0.53,11.9,NA,NA,NA,NA,NA,4.26,8.67,-5,-0.0600000000000005,"COVID19Death","","2021-04-06_07-51-19","day",52,0,20
"CH",2020-04-11,45,1069,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,357,734,44.14,43.71,TRUE,4,8606033,0.52,0.51,0.51,12.42,NA,NA,NA,NA,NA,4.15,8.53,-10,-0.109999999999999,"COVID19Death","","2021-04-06_07-51-19","day",45,0,20
"CH",2020-04-12,36,1105,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,343,724,41.29,41.71,TRUE,4,8606033,0.42,0.48,0.48,12.84,NA,NA,NA,NA,NA,3.99,8.41,-14,-0.16,"COVID19Death","","2021-04-06_07-51-19","day",36,0,20
"CH",2020-04-13,36,1141,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,329,702,40.29,40.86,TRUE,4,8606033,0.42,0.47,0.47,13.26,NA,NA,NA,NA,NA,3.82,8.16,-14,-0.17,"COVID19Death","","2021-04-06_07-51-19","day",36,0,20
"CH",2020-04-14,37,1178,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,309,695,38,39.14,TRUE,4,8606033,0.43,0.44,0.45,13.69,NA,NA,NA,NA,NA,3.59,8.08,-20,-0.23,"COVID19Death","","2021-04-06_07-51-19","day",37,0,20
"CH",2020-04-15,38,1216,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,289,676,36.43,36.93,TRUE,4,8606033,0.44,0.42,0.43,14.13,NA,NA,NA,NA,NA,3.36,7.85,-20,-0.23,"COVID19Death","","2021-04-06_07-51-19","day",38,0,20
"CH",2020-04-16,38,1254,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,282,654,34.43,35.93,TRUE,4,8606033,0.44,0.4,0.42,14.57,NA,NA,NA,NA,NA,3.28,7.6,-7,-0.0800000000000001,"COVID19Death","","2021-04-06_07-51-19","day",38,0,20
"CH",2020-04-17,36,1290,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,266,633,34.71,34.14,TRUE,4,8606033,0.42,0.4,0.4,14.99,NA,NA,NA,NA,NA,3.09,7.36,-16,-0.19,"COVID19Death","","2021-04-06_07-51-19","day",36,0,20
"CH",2020-04-18,34,1324,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,255,612,34.14,32.71,TRUE,4,8606033,0.4,0.4,0.38,15.38,NA,NA,NA,NA,NA,2.96,7.11,-11,-0.13,"COVID19Death","","2021-04-06_07-51-19","day",34,0,20
"CH",2020-04-19,22,1346,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,241,584,32.57,31.07,TRUE,4,8606033,0.26,0.38,0.36,15.64,NA,NA,NA,NA,NA,2.8,6.79,-14,-0.16,"COVID19Death","","2021-04-06_07-51-19","day",22,0,20
"CH",2020-04-20,38,1384,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,243,572,31.57,30.14,TRUE,4,8606033,0.44,0.37,0.35,16.08,NA,NA,NA,NA,NA,2.82,6.65,2,0.02,"COVID19Death","","2021-04-06_07-51-19","day",38,0,20
"CH",2020-04-21,33,1417,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,239,548,30.29,28.36,TRUE,4,8606033,0.38,0.35,0.33,16.47,NA,NA,NA,NA,NA,2.78,6.37,-4,-0.04,"COVID19Death","","2021-04-06_07-51-19","day",33,0,20
"CH",2020-04-22,27,1444,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,228,517,29,26.43,TRUE,4,8606033,0.31,0.34,0.31,16.78,NA,NA,NA,NA,NA,2.65,6.01,-11,-0.13,"COVID19Death","","2021-04-06_07-51-19","day",27,0,20
"CH",2020-04-23,31,1475,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,221,503,27.71,24.71,TRUE,4,8606033,0.36,0.32,0.29,17.14,NA,NA,NA,NA,NA,2.57,5.84,-7,-0.0800000000000001,"COVID19Death","","2021-04-06_07-51-19","day",31,0,20
"CH",2020-04-24,27,1502,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,212,478,25.57,23,TRUE,4,8606033,0.31,0.3,0.27,17.45,NA,NA,NA,NA,NA,2.46,5.55,-9,-0.11,"COVID19Death","","2021-04-06_07-51-19","day",27,0,20
"CH",2020-04-25,25,1527,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,203,458,22.57,21.21,TRUE,4,8606033,0.29,0.26,0.25,17.74,NA,NA,NA,NA,NA,2.36,5.32,-9,-0.1,"COVID19Death","","2021-04-06_07-51-19","day",25,0,20
"CH",2020-04-26,13,1540,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,194,435,20.29,20.21,TRUE,4,8606033,0.15,0.24,0.23,17.89,NA,NA,NA,NA,NA,2.25,5.05,-9,-0.11,"COVID19Death","","2021-04-06_07-51-19","day",13,0,20
"CH",2020-04-27,23,1563,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,179,422,17.86,18.14,TRUE,4,8606033,0.27,0.21,0.21,18.16,NA,NA,NA,NA,NA,2.08,4.9,-15,-0.17,"COVID19Death","","2021-04-06_07-51-19","day",23,0,20
"CH",2020-04-28,12,1575,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,158,397,15.71,16.5,TRUE,4,8606033,0.14,0.18,0.19,18.3,NA,NA,NA,NA,NA,1.84,4.61,-21,-0.24,"COVID19Death","","2021-04-06_07-51-19","day",12,0,20
"CH",2020-04-29,11,1586,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,142,370,13.43,14.86,TRUE,4,8606033,0.13,0.16,0.17,18.43,NA,NA,NA,NA,NA,1.65,4.3,-16,-0.19,"COVID19Death","","2021-04-06_07-51-19","day",11,0,20
"CH",2020-04-30,14,1600,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,125,346,12.71,13.5,TRUE,4,8606033,0.16,0.15,0.16,18.59,NA,NA,NA,NA,NA,1.45,4.02,-17,-0.2,"COVID19Death","","2021-04-06_07-51-19","day",14,0,20
"CH",2020-05-01,12,1612,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,110,322,10.71,12.07,TRUE,4,8606033,0.14,0.12,0.14,18.73,NA,NA,NA,NA,NA,1.28,3.74,-15,-0.17,"COVID19Death","","2021-04-06_07-51-19","day",12,0,20
"CH",2020-05-02,9,1621,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,94,297,10.43,10.64,TRUE,4,8606033,0.1,0.12,0.12,18.84,NA,NA,NA,NA,NA,1.09,3.45,-16,-0.19,"COVID19Death","","2021-04-06_07-51-19","day",9,0,20
"CH",2020-05-03,8,1629,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,89,283,9.43,10.21,TRUE,4,8606033,0.09,0.11,0.12,18.93,NA,NA,NA,NA,NA,1.03,3.29,-5,-0.0600000000000001,"COVID19Death","","2021-04-06_07-51-19","day",8,0,20
"CH",2020-05-04,9,1638,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,75,254,9.14,8.79,TRUE,4,8606033,0.1,0.11,0.1,19.03,NA,NA,NA,NA,NA,0.87,2.95,-14,-0.16,"COVID19Death","","2021-04-06_07-51-19","day",9,0,20
"CH",2020-05-05,10,1648,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,73,231,8.43,8,TRUE,4,8606033,0.12,0.1,0.09,19.15,NA,NA,NA,NA,NA,0.85,2.68,-2,-0.02,"COVID19Death","","2021-04-06_07-51-19","day",10,0,20
"CH",2020-05-06,4,1652,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,66,208,7.86,7.29,TRUE,4,8606033,0.05,0.09,0.08,19.2,NA,NA,NA,NA,NA,0.77,2.42,-7,-0.08,"COVID19Death","","2021-04-06_07-51-19","day",4,0,20
"CH",2020-05-07,12,1664,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,64,189,7.71,6.43,TRUE,4,8606033,0.14,0.09,0.07,19.34,NA,NA,NA,NA,NA,0.74,2.2,-2,-0.03,"COVID19Death","","2021-04-06_07-51-19","day",12,0,20
"CH",2020-05-08,7,1671,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,59,169,6.86,5.93,TRUE,4,8606033,0.08,0.08,0.07,19.42,NA,NA,NA,NA,NA,0.69,1.96,-5,-0.05,"COVID19Death","","2021-04-06_07-51-19","day",7,0,20
"CH",2020-05-09,5,1676,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,55,149,5.57,5.36,TRUE,4,8606033,0.06,0.06,0.06,19.47,NA,NA,NA,NA,NA,0.64,1.73,-4,-0.0499999999999999,"COVID19Death","","2021-04-06_07-51-19","day",5,0,20
"CH",2020-05-10,7,1683,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,54,143,5.14,5.07,TRUE,4,8606033,0.08,0.06,0.06,19.56,NA,NA,NA,NA,NA,0.63,1.66,-1,-0.01,"COVID19Death","","2021-04-06_07-51-19","day",7,0,20
"CH",2020-05-11,3,1686,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,48,123,3.71,4.64,TRUE,4,8606033,0.03,0.04,0.05,19.59,NA,NA,NA,NA,NA,0.56,1.43,-6,-0.07,"COVID19Death","","2021-04-06_07-51-19","day",3,0,20
"CH",2020-05-12,1,1687,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,39,112,3.43,4.21,TRUE,4,8606033,0.01,0.04,0.05,19.6,NA,NA,NA,NA,NA,0.45,1.3,-9,-0.11,"COVID19Death","","2021-04-06_07-51-19","day",1,0,20
"CH",2020-05-13,1,1688,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,36,102,2.86,3.93,TRUE,4,8606033,0.01,0.03,0.05,19.61,NA,NA,NA,NA,NA,0.42,1.19,-3,-0.03,"COVID19Death","","2021-04-06_07-51-19","day",1,0,20
"CH",2020-05-14,2,1690,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,26,90,2.43,3.43,TRUE,4,8606033,0.02,0.03,0.04,19.64,NA,NA,NA,NA,NA,0.3,1.05,-10,-0.12,"COVID19Death","","2021-04-06_07-51-19","day",2,0,20
"CH",2020-05-15,5,1695,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,24,83,2.43,3,TRUE,4,8606033,0.06,0.03,0.03,19.7,NA,NA,NA,NA,NA,0.28,0.96,-2,-0.02,"COVID19Death","","2021-04-06_07-51-19","day",5,0,20
"CH",2020-05-16,1,1696,FALSE,9648,0,FALSE,9595,0,FALSE,9471,0,FALSE,1719,0,FALSE,1822,0,20,75,2.86,2.71,TRUE,4,8606033,0.01,0.03,0.03,19.71,NA,NA,NA,NA,NA,0.23,0.87,-4,-0.05,"COVID19Death","","2021-04-06_07-51-19","day",1,0,20
