"date","geoRegion","altersklasse_covid19","entries","type_variant","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity","freq","prct"
202112,"JU","10 - 19",3,"altersklasse_covid19",8058,54,0.04,NA,0.67,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.002,0.2
202113,"JU","10 - 19",9,"altersklasse_covid19",8058,63,0.11,NA,0.78,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.006,0.6
202052,"JU","20 - 29",0,"altersklasse_covid19",9124,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202053,"JU","20 - 29",0,"altersklasse_covid19",9124,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202101,"JU","20 - 29",36,"altersklasse_covid19",9124,36,0.39,NA,0.39,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.067,6.7
202102,"JU","20 - 29",28,"altersklasse_covid19",9124,64,0.31,0.33,0.7,29.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.064,6.4
202103,"JU","20 - 29",64,"altersklasse_covid19",9124,128,0.7,0.4,1.4,36.29,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.058,5.8
202104,"JU","20 - 29",16,"altersklasse_covid19",9124,144,0.18,0.5,1.58,45.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.022,2.2
202105,"JU","20 - 29",64,"altersklasse_covid19",9124,208,0.7,0.49,2.28,44.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.053,5.3
202106,"JU","20 - 29",46,"altersklasse_covid19",9124,254,0.5,0.49,2.78,44.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.05,5
202107,"JU","20 - 29",66,"altersklasse_covid19",9124,320,0.72,0.48,3.51,43.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.05,5
202108,"JU","20 - 29",30,"altersklasse_covid19",9124,350,0.33,0.52,3.84,47.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.023,2.3
202109,"JU","20 - 29",28,"altersklasse_covid19",9124,378,0.31,0.48,4.14,44.14,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.023,2.3
202110,"JU","20 - 29",55,"altersklasse_covid19",9124,433,0.6,0.5,4.75,45.43,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.039,3.9
202111,"JU","20 - 29",44,"altersklasse_covid19",9124,477,0.48,NA,5.23,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.038,3.8
202112,"JU","20 - 29",40,"altersklasse_covid19",9124,517,0.44,NA,5.67,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.032,3.2
202113,"JU","20 - 29",55,"altersklasse_covid19",9124,572,0.6,NA,6.27,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.036,3.6
202052,"JU","30 - 39",0,"altersklasse_covid19",8640,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202053,"JU","30 - 39",0,"altersklasse_covid19",8640,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202101,"JU","30 - 39",45,"altersklasse_covid19",8640,45,0.52,NA,0.52,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.084,8.4
202102,"JU","30 - 39",42,"altersklasse_covid19",8640,87,0.49,0.47,1.01,40.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.096,9.6
202103,"JU","30 - 39",88,"altersklasse_covid19",8640,175,1.02,0.59,2.03,50.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.079,7.9
202104,"JU","30 - 39",33,"altersklasse_covid19",8640,208,0.38,0.75,2.41,64.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.045,4.5
202105,"JU","30 - 39",78,"altersklasse_covid19",8640,286,0.9,0.75,3.31,64.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.064,6.4
202106,"JU","30 - 39",68,"altersklasse_covid19",8640,354,0.79,0.75,4.1,64.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.075,7.5
202107,"JU","30 - 39",100,"altersklasse_covid19",8640,454,1.16,0.71,5.25,61.29,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.075,7.5
202108,"JU","30 - 39",43,"altersklasse_covid19",8640,497,0.5,0.75,5.75,64.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.033,3.3
202109,"JU","30 - 39",43,"altersklasse_covid19",8640,540,0.5,0.71,6.25,60.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.035,3.5
202110,"JU","30 - 39",64,"altersklasse_covid19",8640,604,0.74,0.7,6.99,60.43,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.045,4.5
202111,"JU","30 - 39",57,"altersklasse_covid19",8640,661,0.66,NA,7.65,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.05,5
202112,"JU","30 - 39",51,"altersklasse_covid19",8640,712,0.59,NA,8.24,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.04,4
202113,"JU","30 - 39",65,"altersklasse_covid19",8640,777,0.75,NA,8.99,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.043,4.3
202052,"JU","40 - 49",0,"altersklasse_covid19",9160,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202053,"JU","40 - 49",0,"altersklasse_covid19",9160,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202101,"JU","40 - 49",55,"altersklasse_covid19",9160,55,0.6,NA,0.6,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.103,10.3
202102,"JU","40 - 49",71,"altersklasse_covid19",9160,126,0.78,0.66,1.38,60.43,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.162,16.2
202103,"JU","40 - 49",116,"altersklasse_covid19",9160,242,1.27,0.81,2.64,74.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.105,10.5
202104,"JU","40 - 49",56,"altersklasse_covid19",9160,298,0.61,1.05,3.25,95.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.077,7.7
202105,"JU","40 - 49",125,"altersklasse_covid19",9160,423,1.36,1.09,4.62,99.43,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.103,10.3
202106,"JU","40 - 49",99,"altersklasse_covid19",9160,522,1.08,1.09,5.7,100.29,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.109,10.9
202107,"JU","40 - 49",149,"altersklasse_covid19",9160,671,1.63,1.11,7.33,101.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.112,11.2
202108,"JU","40 - 49",80,"altersklasse_covid19",9160,751,0.87,1.14,8.2,104.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.061,6.1
202109,"JU","40 - 49",77,"altersklasse_covid19",9160,828,0.84,1.12,9.04,102.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.062,6.2
202110,"JU","40 - 49",127,"altersklasse_covid19",9160,955,1.39,1.17,10.43,106.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.09,9
202111,"JU","40 - 49",76,"altersklasse_covid19",9160,1031,0.83,NA,11.26,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.066,6.6
202112,"JU","40 - 49",112,"altersklasse_covid19",9160,1143,1.22,NA,12.48,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.088,8.8
202113,"JU","40 - 49",127,"altersklasse_covid19",9160,1270,1.39,NA,13.86,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.084,8.4
202052,"JU","50 - 59",0,"altersklasse_covid19",10899,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202053,"JU","50 - 59",0,"altersklasse_covid19",10899,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202101,"JU","50 - 59",91,"altersklasse_covid19",10899,91,0.83,NA,0.83,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.17,17
202102,"JU","50 - 59",73,"altersklasse_covid19",10899,164,0.67,0.8,1.5,87.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.167,16.7
202103,"JU","50 - 59",183,"altersklasse_covid19",10899,347,1.68,1,3.18,109.14,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.165,16.5
202104,"JU","50 - 59",100,"altersklasse_covid19",10899,447,0.92,1.25,4.1,136.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.137,13.7
202105,"JU","50 - 59",166,"altersklasse_covid19",10899,613,1.52,1.35,5.62,146.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.137,13.7
202106,"JU","50 - 59",151,"altersklasse_covid19",10899,764,1.39,1.47,7.01,160.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.166,16.6
202107,"JU","50 - 59",192,"altersklasse_covid19",10899,956,1.76,1.47,8.77,160.43,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.144,14.4
202108,"JU","50 - 59",161,"altersklasse_covid19",10899,1117,1.48,1.49,10.25,162.14,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.122,12.2
202109,"JU","50 - 59",171,"altersklasse_covid19",10899,1288,1.57,1.51,11.82,164.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.138,13.8
202110,"JU","50 - 59",182,"altersklasse_covid19",10899,1470,1.67,1.6,13.49,174.29,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.129,12.9
202111,"JU","50 - 59",112,"altersklasse_covid19",10899,1582,1.03,NA,14.52,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.097,9.7
202112,"JU","50 - 59",183,"altersklasse_covid19",10899,1765,1.68,NA,16.19,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.144,14.4
202113,"JU","50 - 59",219,"altersklasse_covid19",10899,1984,2.01,NA,18.2,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.145,14.5
202052,"JU","60 - 69",0,"altersklasse_covid19",9044,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202053,"JU","60 - 69",0,"altersklasse_covid19",9044,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202101,"JU","60 - 69",45,"altersklasse_covid19",9044,45,0.5,NA,0.5,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.084,8.4
202102,"JU","60 - 69",26,"altersklasse_covid19",9044,71,0.29,0.8,0.79,71.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.059,5.9
202103,"JU","60 - 69",140,"altersklasse_covid19",9044,211,1.55,0.95,2.33,85.43,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.126,12.6
202104,"JU","60 - 69",160,"altersklasse_covid19",9044,371,1.77,1.26,4.1,113.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.219,21.9
202105,"JU","60 - 69",132,"altersklasse_covid19",9044,503,1.46,1.62,5.56,146.29,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.109,10.9
202106,"JU","60 - 69",95,"altersklasse_covid19",9044,598,1.05,2.03,6.61,183.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.104,10.4
202107,"JU","60 - 69",198,"altersklasse_covid19",9044,796,2.19,2.2,8.8,198.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.149,14.9
202108,"JU","60 - 69",273,"altersklasse_covid19",9044,1069,3.02,2.25,11.82,203.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.207,20.7
202109,"JU","60 - 69",287,"altersklasse_covid19",9044,1356,3.17,2.45,14.99,221.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.232,23.2
202110,"JU","60 - 69",246,"altersklasse_covid19",9044,1602,2.72,2.8,17.71,253.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.174,17.4
202111,"JU","60 - 69",196,"altersklasse_covid19",9044,1798,2.17,NA,19.88,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.171,17.1
202112,"JU","60 - 69",257,"altersklasse_covid19",9044,2055,2.84,NA,22.72,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.203,20.3
202113,"JU","60 - 69",318,"altersklasse_covid19",9044,2373,3.52,NA,26.24,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.21,21
202052,"JU","70 - 79",0,"altersklasse_covid19",6890,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202053,"JU","70 - 79",0,"altersklasse_covid19",6890,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202101,"JU","70 - 79",48,"altersklasse_covid19",6890,48,0.7,NA,0.7,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.09,9
202102,"JU","70 - 79",51,"altersklasse_covid19",6890,99,0.74,1.72,1.44,118.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.117,11.7
202103,"JU","70 - 79",218,"altersklasse_covid19",6890,317,3.16,2.2,4.6,151.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.197,19.7
202104,"JU","70 - 79",237,"altersklasse_covid19",6890,554,3.44,2.78,8.04,191.43,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.325,32.5
202105,"JU","70 - 79",277,"altersklasse_covid19",6890,831,4.02,3.59,12.06,247.14,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.229,22.9
202106,"JU","70 - 79",231,"altersklasse_covid19",6890,1062,3.35,4.31,15.41,296.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.254,25.4
202107,"JU","70 - 79",278,"altersklasse_covid19",6890,1340,4.03,4.74,19.45,326.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.209,20.9
202108,"JU","70 - 79",438,"altersklasse_covid19",6890,1778,6.36,5.11,25.81,352.14,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.331,33.1
202109,"JU","70 - 79",399,"altersklasse_covid19",6890,2177,5.79,5.28,31.6,363.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.322,32.2
202110,"JU","70 - 79",426,"altersklasse_covid19",6890,2603,6.18,5.65,37.78,389.14,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.301,30.1
202111,"JU","70 - 79",416,"altersklasse_covid19",6890,3019,6.04,NA,43.82,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.362,36.2
202112,"JU","70 - 79",359,"altersklasse_covid19",6890,3378,5.21,NA,49.03,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.283,28.3
202113,"JU","70 - 79",408,"altersklasse_covid19",6890,3786,5.92,NA,54.95,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.269,26.9
202052,"JU","80+",0,"altersklasse_covid19",4510,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202053,"JU","80+",0,"altersklasse_covid19",4510,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202101,"JU","80+",212,"altersklasse_covid19",4510,212,4.7,NA,4.7,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.397,39.7
202102,"JU","80+",145,"altersklasse_covid19",4510,357,3.22,3.61,7.92,163,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.332,33.2
202103,"JU","80+",292,"altersklasse_covid19",4510,649,6.47,4.3,14.39,194.14,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.263,26.3
202104,"JU","80+",125,"altersklasse_covid19",4510,774,2.77,5.38,17.16,242.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.171,17.1
202105,"JU","80+",367,"altersklasse_covid19",4510,1141,8.14,5.64,25.3,254.14,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.303,30.3
202106,"JU","80+",218,"altersklasse_covid19",4510,1359,4.83,5.91,30.13,266.43,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.239,23.9
202107,"JU","80+",339,"altersklasse_covid19",4510,1698,7.52,5.96,37.65,268.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.255,25.5
202108,"JU","80+",293,"altersklasse_covid19",4510,1991,6.5,6.32,44.15,284.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.222,22.2
202109,"JU","80+",231,"altersklasse_covid19",4510,2222,5.12,5.98,49.27,269.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.186,18.6
202110,"JU","80+",307,"altersklasse_covid19",4510,2529,6.81,6.29,56.08,283.43,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.217,21.7
202111,"JU","80+",239,"altersklasse_covid19",4510,2768,5.3,NA,61.37,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.208,20.8
202112,"JU","80+",262,"altersklasse_covid19",4510,3030,5.81,NA,67.18,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.207,20.7
202113,"JU","80+",313,"altersklasse_covid19",4510,3343,6.94,NA,74.12,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.207,20.7
202052,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202053,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202101,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202102,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202103,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202104,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202105,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202106,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202107,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202108,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202109,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202110,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202111,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202112,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202113,"NE","0 - 9",0,"altersklasse_covid19",17682,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202052,"NE","10 - 19",0,"altersklasse_covid19",19307,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202053,"NE","10 - 19",0,"altersklasse_covid19",19307,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202101,"NE","10 - 19",2,"altersklasse_covid19",19307,2,0.01,NA,0.01,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.005,0.5
202102,"NE","10 - 19",0,"altersklasse_covid19",19307,2,0,0.02,0.01,4,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202103,"NE","10 - 19",3,"altersklasse_covid19",19307,5,0.02,0.02,0.03,4.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.002,0.2
202104,"NE","10 - 19",9,"altersklasse_covid19",19307,14,0.05,0.03,0.07,5.43,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.004,0.4
202105,"NE","10 - 19",14,"altersklasse_covid19",19307,28,0.07,0.03,0.15,6.29,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.004,0.4
202106,"NE","10 - 19",4,"altersklasse_covid19",19307,32,0.02,0.05,0.17,9,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.001,0.1
202107,"NE","10 - 19",6,"altersklasse_covid19",19307,38,0.03,0.05,0.2,9.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.002,0.2
202108,"NE","10 - 19",8,"altersklasse_covid19",19307,46,0.04,0.05,0.24,8.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.002,0.2
202109,"NE","10 - 19",19,"altersklasse_covid19",19307,65,0.1,0.05,0.34,10.14,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.005,0.5
202110,"NE","10 - 19",9,"altersklasse_covid19",19307,74,0.05,0.07,0.38,13,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.002,0.2
202111,"NE","10 - 19",1,"altersklasse_covid19",19307,75,0.01,NA,0.39,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.001,0.1
202112,"NE","10 - 19",24,"altersklasse_covid19",19307,99,0.12,NA,0.51,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.004,0.4
202113,"NE","10 - 19",24,"altersklasse_covid19",19307,123,0.12,NA,0.64,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.005,0.5
202052,"NE","20 - 29",0,"altersklasse_covid19",22089,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202053,"NE","20 - 29",3,"altersklasse_covid19",22089,3,0.01,NA,0.01,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.014,1.4
202101,"NE","20 - 29",0,"altersklasse_covid19",22089,3,0,NA,0.01,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0,0
202102,"NE","20 - 29",5,"altersklasse_covid19",22089,8,0.02,0.2,0.04,44.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.01,1
202103,"NE","20 - 29",97,"altersklasse_covid19",22089,105,0.44,0.25,0.48,54.43,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.069,6.9
202104,"NE","20 - 29",125,"altersklasse_covid19",22089,230,0.57,0.29,1.04,64.29,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.055,5.5
202105,"NE","20 - 29",82,"altersklasse_covid19",22089,312,0.37,0.43,1.41,94.14,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.023,2.3
202106,"NE","20 - 29",69,"altersklasse_covid19",22089,381,0.31,0.51,1.72,111.29,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.022,2.2
202107,"NE","20 - 29",72,"altersklasse_covid19",22089,453,0.33,0.53,2.05,116,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.029,2.9
202108,"NE","20 - 29",209,"altersklasse_covid19",22089,662,0.95,0.45,3,100.14,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.053,5.3
202109,"NE","20 - 29",125,"altersklasse_covid19",22089,787,0.57,0.58,3.56,128.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.032,3.2
202110,"NE","20 - 29",130,"altersklasse_covid19",22089,917,0.59,0.67,4.15,148.29,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.028,2.8
202111,"NE","20 - 29",14,"altersklasse_covid19",22089,931,0.06,NA,4.21,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.011,1.1
202112,"NE","20 - 29",282,"altersklasse_covid19",22089,1213,1.28,NA,5.49,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.047,4.7
202113,"NE","20 - 29",206,"altersklasse_covid19",22089,1419,0.93,NA,6.42,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.042,4.2
202052,"NE","30 - 39",0,"altersklasse_covid19",22946,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",NA,NA
202053,"NE","30 - 39",5,"altersklasse_covid19",22946,5,0.02,NA,0.02,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.024,2.4
202101,"NE","30 - 39",3,"altersklasse_covid19",22946,8,0.01,NA,0.03,NA,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.007,0.7
202102,"NE","30 - 39",12,"altersklasse_covid19",22946,20,0.05,0.28,0.09,65,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.024,2.4
202103,"NE","30 - 39",121,"altersklasse_covid19",22946,141,0.53,0.33,0.61,76.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.087,8.7
202104,"NE","30 - 39",163,"altersklasse_covid19",22946,304,0.71,0.39,1.32,88.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.071,7.1
202105,"NE","30 - 39",151,"altersklasse_covid19",22946,455,0.66,0.56,1.98,128.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.042,4.2
202106,"NE","30 - 39",81,"altersklasse_covid19",22946,536,0.35,0.67,2.34,152.71,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.026,2.6
202107,"NE","30 - 39",90,"altersklasse_covid19",22946,626,0.39,0.69,2.73,158.57,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.036,3.6
202108,"NE","30 - 39",284,"altersklasse_covid19",22946,910,1.24,0.61,3.97,138.86,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.072,7.2
202109,"NE","30 - 39",179,"altersklasse_covid19",22946,1089,0.78,0.74,4.75,170,"COVID19VaccDosesAdministered","2021-04-06_13-10-19","detailed",0.045,4.5
