sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
unknown,all,CH,202116,345,3,342,3530,0.9,-0.7000000000000001,4.8,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-16,282,NA,447.6,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,CH,202117,90117,6744,83373,3139793,7.5,-1.5,10.4,0.496,49.6,4268863,2111.03,73551.04,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-17,282,6.61,0.3,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,CH,202117,91614,6442,85172,3421931,7,-1.1999999999999993,10.2,0.504,50.4,4337170,2112.3,78897.78,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-17,-1170,-26.98,-1.3,-0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,CH,202117,91,1,90,3621,1.1,0.20000000000000007,4.8,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-17,-254,NA,-73.6,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,CH,202118,86805,5662,81143,3226598,6.5,-1,10.3,0.494,49.4,4268863,2033.45,75584.48,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-18,-3312,-77.58,-3.7,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,CH,202118,88846,5648,83198,3510777,6.4,-0.5999999999999996,10.1,0.505,50.5,4337170,2048.48,80946.26,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-18,-2768,-63.82,-3,0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,CH,202118,138,4,134,3759,2.9,1.7999999999999998,4.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-18,47,NA,51.6,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,CH,202119,90467,4357,86110,3317065,4.8,-1.7000000000000002,10.2,0.496,49.6,4268863,2119.23,77703.71,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-19,3662,85.78,4.2,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,CH,202119,91699,4272,87427,3602476,4.7,-1.7000000000000002,10,0.503,50.3,4337170,2114.26,83060.52,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-19,2853,65.78,3.2,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,CH,202119,81,6,75,3840,7.4,4.5,4.7,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-19,-57,NA,-41.3,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,CH,202120,98016,4112,93904,3415081,4.2,-0.5999999999999996,10,0.493,49.3,4268863,2296.07,79999.78,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-20,7549,176.84,8.3,-0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,CH,202120,100518,4069,96449,3702994,4,-0.7000000000000002,9.8,0.506,50.6,4337170,2317.59,85378.12,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-20,8819,203.33,9.6,0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,CH,202120,110,1,109,3950,0.9,-6.5,4.6,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-20,29,NA,35.8,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,CH,202121,77323,2843,74480,3492404,3.7,-0.5,9.9,0.5,50,4268863,1811.33,81811.11,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-21,-20693,-484.74,-21.1,0.7000000000000028,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
female,all,CH,202121,77384,2841,74543,3780378,3.7,-0.2999999999999998,9.7,0.5,50,4337170,1784.2,87162.32,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-21,-23134,-533.39,-23,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
unknown,all,CH,202121,49,3,46,3999,6.1,5.199999999999999,4.7,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-21,-61,NA,-55.5,-0.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
male,all,CH,202122,81296,2039,79257,3573700,2.5,-1.2000000000000002,9.7,0.502,50.2,4268863,1904.39,83715.5,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-22,3973,93.06,5.1,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
female,all,CH,202122,80472,1978,78494,3860850,2.5,-1.2000000000000002,9.6,0.497,49.7,4337170,1855.4,89017.72,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-22,3088,71.2,4,-0.29999999999999716,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
unknown,all,CH,202122,64,0,64,4063,0,-6.1,4.6,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-22,15,NA,30.6,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
male,all,CH,202123,71415,1401,70014,3645115,2,-0.5,9.6,0.503,50.3,4268863,1672.93,85388.43,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-23,-9881,-231.46,-12.2,0.09999999999999432,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
female,all,CH,202123,70430,1364,69066,3931280,1.9,-0.6000000000000001,9.4,0.496,49.6,4337170,1623.87,90641.59,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-23,-10042,-231.53,-12.5,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
unknown,all,CH,202123,59,0,59,4122,0,0,4.5,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-23,-5,NA,-7.8,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
male,all,CH,202124,70884,766,70118,3715999,1.1,-0.8999999999999999,9.4,0.505,50.5,4268863,1660.49,87048.92,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-24,-531,-12.44,-0.7,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
female,all,CH,202124,69311,723,68588,4000591,1,-0.8999999999999999,9.3,0.494,49.4,4337170,1598.07,92239.66,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-24,-1119,-25.8,-1.6,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
unknown,all,CH,202124,72,0,72,4194,0,0,4.4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2021-24,13,NA,22,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
male,all,CHFL,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,4288078,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CHFL,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356702,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CHFL,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CHFL,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4288078,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CHFL,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356702,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CHFL,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CHFL,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,4288078,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-11,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CHFL,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356702,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-11,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CHFL,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-11,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CHFL,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,4288078,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CHFL,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356702,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CHFL,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CHFL,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,4288078,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CHFL,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356702,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CHFL,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CHFL,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4288078,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CHFL,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356702,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CHFL,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CHFL,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4288078,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CHFL,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356702,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CHFL,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CHFL,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,4288078,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CHFL,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356702,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CHFL,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CHFL,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,4288078,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
