sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
female,all,SG,202031,791,15,776,10236,1.9,-1.4,1.1,0.492,49.2,254695,310.57,4018.92,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,29,11.39,3.8,0.20000000000000284,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,SH,202031,142,8,134,1641,5.6,4.1,1.5,0.472,47.199999999999996,41580,341.51,3946.61,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,7,16.83,5.2,-2.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,SO,202031,407,8,399,5472,2,0.3999999999999999,1.1,0.482,48.199999999999996,137588,295.81,3977.09,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,-33,-23.99,-7.5,0.6999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,SZ,202031,241,8,233,3243,3.3,2.5,1.4,0.425,42.5,78267,307.92,4143.51,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,-7,-8.94,-2.8,-3.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,TG,202031,409,9,400,5078,2.2,-0.5999999999999996,1,0.514,51.4,138662,294.96,3662.14,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,-50,-36.06,-10.9,1.1999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,TI,202031,624,12,612,6620,1.9,1.2,1.2,0.498,49.8,180350,345.99,3670.64,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,-222,-123.1,-26.2,-4.800000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,UR,202031,30,1,29,499,3.3,-4.4,2.2,0.312,31.2,17964,167,2777.78,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,-9,-50.1,-23.1,-11.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,VD,202031,2178,94,2084,29424,4.3,2.4,1.2,0.479,47.9,409909,531.34,7178.18,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,91,22.2,4.4,-4.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,VS,202031,578,16,562,6639,2.8,0.7999999999999998,1.9,0.469,46.9,174271,331.67,3809.58,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,-35,-20.08,-5.7,-8.70000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,ZG,202031,224,7,217,3010,3.1,1,1.6,0.371,37.1,63048,355.28,4774.14,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,-115,-182.41,-33.9,-3.999999999999993,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,ZH,202031,3726,90,3636,49423,2.4,0.5,1.1,0.495,49.5,772596,482.27,6397,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,-328,-42.45,-8.1,-2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,AG,202031,0,0,NA,9,NA,NA,11.1,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,-1,NA,-100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,AI,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,AR,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,BE,202031,1,0,1,7,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,1,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,BL,202031,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,BS,202031,1,0,1,6,0,NA,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,1,NA,NA,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202031,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202031,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,GL,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,GR,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,JU,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,LU,202031,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,NE,202031,0,0,NA,9,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,NW,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,OW,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,SG,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,SH,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,SO,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,SZ,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,TG,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,TI,202031,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,UR,202031,2,0,2,2,0,NA,0,0.021,2.1,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,2,NA,NA,2.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,VD,202031,0,0,NA,487,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,-1,NA,-100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,VS,202031,1,0,1,3,0,NA,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,1,NA,NA,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZG,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZH,202031,1,0,1,25,0,0,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,AG,202032,1276,48,1228,15933,3.8,-0.6000000000000005,1.9,0.51,51,344733,370.14,4621.84,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,130,37.71,11.3,-1.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,AI,202032,17,0,17,292,0,-3.8,0.3,0.486,48.6,8303,204.75,3516.8,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-9,-108.39,-34.6,-14.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,AR,202032,92,1,91,1084,1.1,1.1,0.6,0.529,52.900000000000006,27938,329.3,3880.02,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,20,71.59,27.8,5.800000000000011,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,BE,202032,1995,44,1951,22416,2.2,0,0.9,0.497,49.7,510170,391.05,4393.83,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,182,35.68,10,-0.5999999999999943,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,BL,202032,661,9,652,7734,1.4,-0.6000000000000001,0.9,0.541,54.1,141890,465.85,5450.7,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,152,107.12,29.9,2.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,BS,202032,532,17,515,5954,3.2,-0.3999999999999999,1.2,0.477,47.699999999999996,94997,560.02,6267.57,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-26,-27.37,-4.7,0.9999999999999929,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,FL,202032,86,0,86,893,0,-3,0.3,0.453,45.300000000000004,19215,447.57,4647.41,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,19,98.88,28.4,26.000000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,FR,202032,508,14,494,7770,2.8,-0.30000000000000027,1.7,0.511,51.1,161153,315.23,4821.51,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-104,-64.53,-17,-0.29999999999999716,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,GE,202032,2228,147,2081,18758,6.6,-0.8000000000000007,3.3,0.477,47.699999999999996,244184,912.43,7681.91,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-460,-188.38,-17.1,-2.000000000000007,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,GL,202032,37,2,35,699,5.4,1.4000000000000004,1.3,0.402,40.2,20546,180.08,3402.12,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-13,-63.28,-26,-17.29999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,GR,202032,418,4,414,4358,1,-2.9,1.7,0.522,52.2,99707,419.23,4370.81,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,5,5.02,1.2,1.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,JU,202032,148,0,148,1984,0,-0.6,1.4,0.519,51.9,36400,406.59,5450.55,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-12,-32.97,-7.5,-0.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,LU,202032,760,23,737,8436,3,-0.20000000000000018,1.4,0.526,52.6,205976,368.98,4095.62,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,63,30.59,9,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,NE,202032,325,6,319,4709,1.8,-0.40000000000000013,0.8,0.545,54.50000000000001,86495,375.74,5444.25,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,101,116.77,45.1,5.900000000000006,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,NW,202032,77,2,75,870,2.6,1.4000000000000001,0.6,0.535,53.5,22053,349.16,3945.04,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-4,-18.14,-4.9,-8.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,OW,202032,58,2,56,734,3.4,0.10000000000000009,1.2,0.547,54.7,19158,302.75,3831.3,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-3,-15.65,-4.9,-2.29999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,SG,202032,981,35,946,11013,3.6,0.30000000000000027,1.5,0.527,52.7,256039,383.14,4301.3,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,165,64.44,20.2,1.9000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,SH,202032,179,9,170,1869,5,-0.7000000000000002,2.4,0.494,49.4,40768,439.07,4584.48,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,20,49.06,12.6,-3.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,SO,202032,474,15,459,6085,3.2,0.7000000000000002,1.3,0.504,50.4,137659,344.33,4420.34,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,37,26.88,8.5,-1.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,SZ,202032,356,10,346,3886,2.8,-2.1000000000000005,2.1,0.554,55.400000000000006,82213,433.02,4726.75,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,30,36.49,9.2,-2.099999999999987,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,TG,202032,568,12,556,5845,2.1,0,1.1,0.533,53.300000000000004,140885,403.17,4148.77,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,182,129.19,47.2,4.700000000000003,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,TI,202032,572,9,563,7149,1.6,-0.2999999999999998,1.4,0.476,47.599999999999994,171141,334.23,4177.26,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-56,-32.72,-8.9,-2.6000000000000085,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,UR,202032,49,0,49,667,0,-4.7,2.2,0.583,58.3,18739,261.49,3559.42,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-15,-80.04,-23.4,-8.400000000000006,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,VD,202032,2376,74,2302,29414,3.1,-0.7999999999999998,1.7,0.51,51,395189,601.23,7443.02,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,10,2.53,0.4,-1.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,VS,202032,626,23,603,7096,3.7,1.4000000000000004,1.8,0.495,49.5,171254,365.54,4143.55,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-28,-16.35,-4.3,-3.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,ZG,202032,273,4,269,3622,1.5,-2.7,1.7,0.522,52.2,64594,422.64,5607.33,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-106,-164.1,-28,-10.699999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,ZH,202032,3902,142,3760,51008,3.6,0.6000000000000001,1.6,0.494,49.4,766679,508.95,6653.11,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,108,14.09,2.8,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,AG,202032,1226,40,1186,15755,3.3,-1.2000000000000002,1.8,0.49,49,341112,359.41,4618.72,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,202,59.22,19.7,1.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,AI,202032,18,0,18,223,0,0,0,0.514,51.4,7825,230.03,2849.84,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,3,38.34,20,14.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,AR,202032,82,0,82,1007,0,-2.5,0.6,0.471,47.099999999999994,27507,298.11,3660.89,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,1,3.64,1.2,-5.800000000000011,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,BE,202032,2018,28,1990,23969,1.4,-0.40000000000000013,0.8,0.503,50.3,529304,381.26,4528.4,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,231,43.65,12.9,0.6999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,BL,202032,560,7,553,7486,1.2,-0.10000000000000009,0.5,0.459,45.9,147578,379.46,5072.57,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,91,61.66,19.4,-2.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,BS,202032,583,11,572,6465,1.9,-1.1,1,0.523,52.300000000000004,100847,578.1,6410.7,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-54,-53.55,-8.5,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,FL,202032,104,0,104,2525,0,0,0.1,0.547,54.7,19532,532.46,12927.5,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-177,-906.2,-63,-26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,FR,202032,487,16,471,7998,3.3,0.5,1.5,0.489,48.9,160630,303.18,4979.14,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-91,-56.65,-15.7,0.29999999999999716,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,GE,202032,2441,148,2293,21043,6.1,-0.3000000000000007,2.7,0.523,52.300000000000004,259944,939.05,8095.21,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-283,-108.87,-10.4,2.000000000000007,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,GL,202032,55,3,52,602,5.5,2.8,1.7,0.598,59.8,20044,274.4,3003.39,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,18,89.81,48.6,17.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,GR,202032,382,6,376,3981,1.6,-0.3999999999999999,1.3,0.478,47.8,99314,384.64,4008.5,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-18,-18.12,-4.5,-1.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,JU,202032,137,1,136,2050,0.7,0.7,1.7,0.481,48.1,37184,368.44,5513.12,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-8,-21.51,-5.5,0.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,LU,202032,684,24,660,8426,3.5,0.3999999999999999,1.3,0.474,47.4,207144,330.21,4067.7,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,30,14.49,4.6,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,NE,202032,271,5,266,5040,1.8,-1.9999999999999998,0.8,0.455,45.5,90001,301.11,5599.94,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,34,37.78,14.3,-5.899999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,NW,202032,67,0,67,686,0,0,0.4,0.465,46.5,21034,318.53,3261.39,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,18,85.57,36.7,8.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,OW,202032,48,1,47,653,2.1,2.1,0.9,0.453,45.300000000000004,18772,255.7,3478.59,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,2,10.65,4.3,2.3000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,SG,202032,879,27,852,11115,3.1,1.2000000000000002,1.2,0.473,47.3,254695,345.12,4364.04,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,88,34.55,11.1,-1.9000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,SH,202032,183,10,173,1824,5.5,-0.09999999999999964,1.9,0.506,50.6,41580,440.12,4386.72,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,41,98.61,28.9,3.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,SO,202032,467,15,452,5939,3.2,1.2000000000000002,1.2,0.496,49.6,137588,339.42,4316.51,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,60,43.61,14.7,1.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,SZ,202032,287,9,278,3530,3.1,-0.19999999999999973,1.6,0.446,44.6,78267,366.69,4510.2,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,46,58.77,19.1,2.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,TG,202032,497,13,484,5575,2.6,0.3999999999999999,1.1,0.467,46.7,138662,358.43,4020.57,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,88,63.47,21.5,-4.699999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,TI,202032,629,6,623,7249,1,-0.8999999999999999,1.2,0.524,52.400000000000006,180350,348.77,4019.41,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,5,2.78,0.8,2.6000000000000085,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,UR,202032,35,0,35,534,0,-3.3,2.1,0.417,41.699999999999996,17964,194.83,2972.61,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,5,27.83,16.7,10.499999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,VD,202032,2287,79,2208,31711,3.5,-0.7999999999999998,1.3,0.49,49,409909,557.93,7736.11,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,109,26.59,5,1.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,VS,202032,638,21,617,7277,3.3,0.5,2,0.505,50.5,174271,366.1,4175.68,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,60,34.43,10.4,3.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,ZG,202032,250,6,244,3260,2.4,-0.7000000000000002,1.6,0.478,47.8,63048,396.52,5170.66,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,26,41.24,11.6,10.699999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,ZH,202032,3988,139,3849,53411,3.5,1.1,1.2,0.505,50.5,772596,516.18,6913.19,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,262,33.91,7,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,AG,202032,1,0,1,10,0,NA,10,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,1,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,AI,202032,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,AR,202032,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,BE,202032,0,0,NA,7,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-1,NA,-100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,BL,202032,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,BS,202032,0,0,NA,6,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,-1,NA,-100,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202032,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202032,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202032,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,GL,202032,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,GR,202032,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,JU,202032,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,LU,202032,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,NE,202032,0,0,NA,9,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,NW,202032,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
