date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2020-12-22,AG,0,685845,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-23,AG,0,685845,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-24,AG,0,685845,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-25,AG,0,685845,0,0,0,0,13.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-26,AG,0,685845,0,0,0,0,22.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-27,AG,0,685845,0,0,0,0,32.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-28,AG,97,685845,97,0.01,0,0.01,32.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-29,AG,62,685845,159,0.01,0,0.02,32.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-30,AG,69,685845,228,0.01,0,0.03,32.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-31,AG,0,685845,228,0,0,0.03,32.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-01,AG,1,685845,229,0,0,0.03,19,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-02,AG,0,685845,229,0,0.01,0.03,75.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-03,AG,0,685845,229,0,0.02,0.03,132.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-04,AG,1,685845,230,0,0.04,0.03,236,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-05,AG,455,685845,685,0.07,0.05,0.1,327.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-06,AG,472,685845,1157,0.07,0.05,0.17,359,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-07,AG,723,685845,1880,0.11,0.05,0.27,359,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-08,AG,644,685845,2524,0.09,0.06,0.37,428.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-09,AG,218,685845,2742,0.03,0.07,0.4,482,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-10,AG,0,685845,2742,0,0.07,0.4,514.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-11,AG,490,685845,3232,0.07,0.07,0.47,511.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-12,AG,827,685845,4059,0.12,0.07,0.59,496.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-13,AG,702,685845,4761,0.1,0.07,0.69,496.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-14,AG,698,685845,5459,0.1,0.07,0.8,496.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-15,AG,540,685845,5999,0.08,0.08,0.87,547.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-16,AG,221,685845,6220,0.03,0.08,0.91,555,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-17,AG,0,685845,6220,0,0.09,0.91,648.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-18,AG,846,685845,7066,0.12,0.12,1.03,799.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-19,AG,878,685845,7944,0.13,0.13,1.16,891.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-20,AG,1357,685845,9301,0.2,0.13,1.36,877.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-21,AG,1755,685845,11056,0.26,0.13,1.61,877.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-22,AG,1183,685845,12239,0.17,0.14,1.78,934,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-23,AG,123,685845,12362,0.02,0.15,1.8,1023.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-24,AG,0,685845,12362,0,0.15,1.8,992.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-25,AG,1242,685845,13604,0.18,0.14,1.98,977.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-26,AG,1506,685845,15110,0.22,0.13,2.2,918.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-27,AG,1138,685845,16248,0.17,0.13,2.37,901.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-28,AG,1648,685845,17896,0.24,0.13,2.61,901.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-29,AG,775,685845,18671,0.11,0.12,2.72,839.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-30,AG,0,685845,18671,0,0.13,2.72,899.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-31,AG,0,685845,18671,0,0.15,2.72,1024.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-01,AG,808,685845,19479,0.12,0.15,2.84,1068.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-02,AG,1929,685845,21408,0.28,0.18,3.12,1209.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-03,AG,2012,685845,23420,0.29,0.18,3.41,1234.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-04,AG,1954,685845,25374,0.28,0.18,3.7,1234.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-05,AG,1765,685845,27139,0.26,0.19,3.96,1284.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-06,AG,172,685845,27311,0.03,0.18,3.98,1224.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-07,AG,0,685845,27311,0,0.17,3.98,1173,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-08,AG,1157,685845,28468,0.17,0.16,4.15,1120.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-09,AG,1512,685845,29980,0.22,0.16,4.37,1096.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-10,AG,1651,685845,31631,0.24,0.16,4.61,1096.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-11,AG,1589,685845,33220,0.23,0.16,4.84,1096.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-12,AG,1593,685845,34813,0.23,0.17,5.08,1161.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-13,AG,174,685845,34987,0.03,0.17,5.1,1178.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-14,AG,0,685845,34987,0,0.19,5.1,1271.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-15,AG,1611,685845,36598,0.23,0.2,5.34,1359.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-16,AG,1632,685845,38230,0.24,0.21,5.57,1407,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-17,AG,2303,685845,40533,0.34,0.23,5.91,1583,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-18,AG,2203,685845,42736,0.32,0.23,6.23,1583.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-19,AG,1926,685845,44662,0.28,0.25,6.51,1674.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-20,AG,1406,685845,46068,0.21,0.27,6.72,1847.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-21,AG,2,685845,46070,0,0.28,6.72,1906.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-22,AG,2247,685845,48317,0.33,0.3,7.04,2050.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-23,AG,2845,685845,51162,0.41,0.32,7.46,2188.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-24,AG,2718,685845,53880,0.4,0.31,7.86,2124.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-25,AG,3211,685845,57091,0.47,0.31,8.32,2124.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-26,AG,2888,685845,59979,0.42,0.31,8.75,2105.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-27,AG,962,685845,60941,0.14,0.3,8.89,2075.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-28,AG,2,685845,60943,0,0.31,8.89,2118.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-01,AG,2115,685845,63058,0.31,0.3,9.19,2045,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-02,AG,2632,685845,65690,0.38,0.3,9.58,2048.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-03,AG,3018,685845,68708,0.44,0.29,10.02,1957.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-04,AG,2698,685845,71406,0.39,0.29,10.41,1957.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-05,AG,2915,685845,74321,0.43,0.29,10.84,1984.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-06,AG,324,685845,74645,0.05,0.3,10.88,2034.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-07,AG,0,685845,74645,0,0.3,10.88,2049,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-08,AG,2302,685845,76947,0.34,0.3,11.22,2038,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-09,AG,2985,685845,79932,0.44,0.28,11.65,1938.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-10,AG,3119,685845,83051,0.45,0.28,12.11,1939.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-11,AG,2621,685845,85672,0.38,0.28,12.49,1939.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-12,AG,2220,685845,87892,0.32,0.27,12.82,1885.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-13,AG,331,685845,88223,0.05,0.25,12.86,1717.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-14,AG,0,685845,88223,0,0.22,12.86,1520.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-15,AG,1920,685845,90143,0.28,0.21,13.14,1416.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-16,AG,1811,685845,91954,0.26,0.2,13.41,1377.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-17,AG,1738,685845,93692,0.25,0.22,13.66,1507.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-18,AG,1897,685845,95589,0.28,0.22,13.94,1507.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-19,AG,1943,685845,97532,0.28,0.23,14.22,1606,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-20,AG,1243,685845,98775,0.18,0.26,14.4,1790.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-21,AG,0,685845,98775,0,0.29,14.4,1977.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-22,AG,2610,685845,101385,0.38,0.31,14.78,2160.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-23,AG,3105,685845,104490,0.45,0.34,15.24,2333.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-24,AG,3045,685845,107535,0.44,0.34,15.68,2340.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-25,AG,3180,685845,110715,0.46,0.34,16.14,2340.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-26,AG,3149,685845,113864,0.46,0.35,16.6,2411.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-27,AG,1293,685845,115157,0.19,0.36,16.79,2456.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-28,AG,0,685845,115157,0,0.37,16.79,2513.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-29,AG,3109,685845,118266,0.45,0.37,17.24,2540.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-30,AG,3421,685845,121687,0.5,0.32,17.74,2211.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-31,AG,3445,685845,125132,0.5,0.32,18.24,2237.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-01,AG,3368,685845,128500,0.49,0.32,18.74,2237.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-02,AG,847,685845,129347,0.12,0.28,18.86,1955.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-03,AG,1473,685845,130820,0.21,0.3,19.07,2076.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-04,AG,0,685845,130820,0,0.32,19.07,2221.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-05,AG,1137,685845,131957,0.17,0.34,19.24,2369.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-06,AG,4266,685845,136223,0.62,0.42,19.86,2859.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-07,AG,4457,685845,140680,0.65,0.42,20.51,2913,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-08,AG,4409,685845,145089,0.64,0.43,21.15,2966.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-09,AG,4274,685845,149363,0.62,0.49,21.78,3383.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-10,AG,1848,685845,151211,0.27,0.49,22.05,3371.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-11,AG,373,685845,151584,0.05,0.49,22.1,3345,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-12,AG,4056,685845,155640,0.59,0.5,22.69,3411.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-13,AG,4182,685845,159822,0.61,0.5,23.3,3428,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-14,AG,4273,685845,164095,0.62,0.5,23.93,3411.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-15,AG,4876,685845,168971,0.71,0.52,24.64,3593,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-16,AG,4388,685845,173359,0.64,0.54,25.28,3704.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-17,AG,1731,685845,175090,0.25,0.56,25.53,3840.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-18,AG,1645,685845,176735,0.24,0.58,25.77,4006.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-19,AG,4839,685845,181574,0.71,0.6,26.47,4132.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-20,AG,5129,685845,186703,0.75,0.62,27.22,4267.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-21,AG,5437,685845,192140,0.79,0.62,28.02,4265.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-22,AG,5759,685845,197899,0.84,0.62,28.85,4265.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-23,AG,5335,685845,203234,0.78,0.61,29.63,4160.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-24,AG,1714,685845,204948,0.25,0.59,29.88,4052,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-25,AG,1645,685845,206593,0.24,0.57,30.12,3912.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-26,AG,4106,685845,210699,0.6,0.54,30.72,3719.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-27,AG,4368,685845,215067,0.64,0.51,31.36,3527.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-28,AG,4461,685845,219528,0.65,0.52,32.01,3542.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-29,AG,4408,685845,223936,0.64,0.52,32.65,3550.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-30,AG,3993,685845,227929,0.58,0.54,33.23,3726.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-01,AG,1819,685845,229748,0.27,0.57,33.5,3937.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-02,AG,1698,685845,231446,0.25,0.61,33.75,4185.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-03,AG,5340,685845,236786,0.78,0.66,34.52,4520.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-04,AG,5841,685845,242627,0.85,0.7,35.38,4810.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-05,AG,6197,685845,248824,0.9,0.72,36.28,4906.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-06,AG,6758,685845,255582,0.99,0.72,37.27,4906.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-07,AG,6021,685845,261603,0.88,0.73,38.14,4999.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-08,AG,2491,685845,264094,0.36,0.74,38.51,5058.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-09,AG,1699,685845,265793,0.25,0.75,38.75,5176.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-10,AG,5987,685845,271780,0.87,0.67,39.63,4572.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-11,AG,6259,685845,278039,0.91,0.66,40.54,4548.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-12,AG,7019,685845,285058,1.02,0.67,41.56,4573.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-13,AG,2532,685845,287590,0.37,0.68,41.93,4647.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-14,AG,5855,685845,293445,0.85,0.68,42.79,4666.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-15,AG,2661,685845,296106,0.39,0.69,43.17,4759.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-16,AG,2217,685845,298323,0.32,0.7,43.5,4822.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-17,AG,6121,685845,304444,0.89,0.81,44.39,5555.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-18,AG,6909,685845,311353,1.01,0.83,45.4,5667.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-19,AG,7462,685845,318815,1.09,0.83,46.48,5698.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-20,AG,7663,685845,326478,1.12,0.8,47.6,5467.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-21,AG,6638,685845,333116,0.97,0.75,48.57,5126.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-22,AG,2880,685845,335996,0.42,0.75,48.99,5144.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-23,AG,598,685845,336594,0.09,0.77,49.08,5256,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-24,AG,3733,685845,340327,0.54,0.78,49.62,5354.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-25,AG,7040,685845,347367,1.03,0.79,50.65,5419.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-26,AG,8240,685845,355607,1.2,0.81,51.85,5565.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-27,AG,8354,685845,363961,1.22,0.84,53.07,5791.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-28,AG,7092,685845,371053,1.03,0.94,54.1,6434.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-29,AG,3901,685845,374954,0.57,0.97,54.67,6644.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-30,AG,2178,685845,377132,0.32,0.98,54.99,6736,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-31,AG,8235,685845,385367,1.2,0.99,56.19,6763.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-01,AG,8510,685845,393877,1.24,1.01,57.43,6907.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-02,AG,8882,685845,402759,1.3,1.03,58.72,7067.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-03,AG,8547,685845,411306,1.25,1.06,59.97,7238.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-04,AG,8099,685845,419405,1.18,1.05,61.15,7200.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-05,AG,5023,685845,424428,0.73,1.04,61.88,7136.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-06,AG,3374,685845,427802,0.49,1.03,62.38,7061.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-07,AG,7969,685845,435771,1.16,1.02,63.54,6992.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-08,AG,8059,685845,443830,1.18,1.01,64.71,6941.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-09,AG,8362,685845,452192,1.22,1.03,65.93,7026.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-10,AG,8062,685845,460254,1.18,1.03,67.11,7056.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-11,AG,7743,685845,467997,1.13,1.01,68.24,6927,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-12,AG,5617,685845,473614,0.82,0.99,69.06,6795.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-13,AG,3581,685845,477195,0.52,0.98,69.58,6700.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-14,AG,7065,685845,484260,1.03,0.97,70.61,6623.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-15,AG,7136,685845,491396,1.04,0.95,71.65,6494.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-16,AG,7699,685845,499095,1.12,0.92,72.77,6285.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-17,AG,7524,685845,506619,1.1,0.87,73.87,5965.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-18,AG,6839,685845,513458,1,0.85,74.87,5822.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-19,AG,4152,685845,517610,0.61,0.82,75.47,5597.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-20,AG,1341,685845,518951,0.2,0.77,75.67,5303.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-21,AG,6067,685845,525018,0.88,NA,76.55,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-22,AG,5560,685845,530578,0.81,NA,77.36,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-23,AG,5641,685845,536219,0.82,NA,78.18,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-22,AI,0,16128,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-23,AI,14,16128,14,0.09,NA,0.09,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-24,AI,31,16128,45,0.19,NA,0.28,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-25,AI,0,16128,45,0,0.04,0.28,6.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-26,AI,0,16128,45,0,0.04,0.28,6.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-27,AI,0,16128,45,0,0.03,0.28,4.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-28,AI,0,16128,45,0,0,0.28,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-29,AI,0,16128,45,0,0,0.28,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-30,AI,0,16128,45,0,0,0.28,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-31,AI,0,16128,45,0,0,0.28,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-01,AI,0,16128,45,0,0.02,0.28,2.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-02,AI,0,16128,45,0,0.18,0.28,29.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-03,AI,0,16128,45,0,0.24,0.28,39.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-04,AI,20,16128,65,0.12,0.28,0.4,44.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-05,AI,187,16128,252,1.16,0.31,1.56,50.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-06,AI,70,16128,322,0.43,0.31,2,50.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-07,AI,36,16128,358,0.22,0.31,2.22,50.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-08,AI,39,16128,397,0.24,0.33,2.46,53.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-09,AI,0,16128,397,0,0.24,2.46,39.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-10,AI,0,16128,397,0,0.21,2.46,34.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-11,AI,41,16128,438,0.25,0.18,2.72,29.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-12,AI,89,16128,527,0.55,0.17,3.27,27.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-13,AI,34,16128,561,0.21,0.17,3.48,27.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-14,AI,6,16128,567,0.04,0.17,3.52,27.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-15,AI,24,16128,591,0.15,0.18,3.66,29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-16,AI,0,16128,591,0,0.22,3.66,35.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
