date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-05-04,TG,1785,279547,92630,0.64,0.64,33.14,1787.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-05,TG,1721,279547,94351,0.62,0.67,33.75,1868.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-06,TG,2687,279547,97038,0.96,0.69,34.71,1941.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-07,TG,2185,279547,99223,0.78,0.72,35.49,2025.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-08,TG,1921,279547,101144,0.69,0.76,36.18,2123.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-09,TG,1659,279547,102803,0.59,0.8,36.77,2234.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-10,TG,2219,279547,105022,0.79,0.75,37.57,2101.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-11,TG,2471,279547,107493,0.88,0.73,38.45,2051.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-12,TG,2497,279547,109990,0.89,0.75,39.35,2090.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-13,TG,1758,279547,111748,0.63,0.74,39.97,2066.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-14,TG,1835,279547,113583,0.66,0.74,40.63,2057.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-15,TG,2197,279547,115780,0.79,0.72,41.42,2002.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-16,TG,1490,279547,117270,0.53,0.71,41.95,1969.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-17,TG,2155,279547,119425,0.77,0.74,42.72,2059.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-18,TG,2085,279547,121510,0.75,0.77,43.47,2157.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-19,TG,2265,279547,123775,0.81,0.77,44.28,2158.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-20,TG,2390,279547,126165,0.85,0.77,45.13,2161.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-21,TG,2521,279547,128686,0.9,0.78,46.03,2167.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-22,TG,2205,279547,130891,0.79,0.81,46.82,2256.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-23,TG,1511,279547,132402,0.54,0.85,47.36,2381.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-24,TG,2198,279547,134600,0.79,0.89,48.15,2482.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-25,TG,2704,279547,137304,0.97,0.92,49.12,2569.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-26,TG,3144,279547,140448,1.12,0.92,50.24,2577.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-27,TG,3092,279547,143540,1.11,0.96,51.35,2670,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-28,TG,3134,279547,146674,1.12,0.98,52.47,2741.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-29,TG,2261,279547,148935,0.81,1.01,53.28,2820.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-30,TG,2157,279547,151092,0.77,1,54.05,2801.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-31,TG,2698,279547,153790,0.97,1.04,55.01,2910.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-01,TG,3259,279547,157049,1.17,1.05,56.18,2920.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-02,TG,3011,279547,160060,1.08,1.06,57.26,2970,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-03,TG,3855,279547,163915,1.38,1.08,58.64,3004.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-04,TG,3201,279547,167116,1.15,1.11,59.78,3102.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-05,TG,2609,279547,169725,0.93,1.12,60.71,3139.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-06,TG,2401,279547,172126,0.86,1.16,61.57,3239.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-07,TG,3381,279547,175507,1.21,1.13,62.78,3165,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-08,TG,3516,279547,179023,1.26,1.14,64.04,3193.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-09,TG,3711,279547,182734,1.33,1.16,65.37,3232.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-10,TG,3336,279547,186070,1.19,1.16,66.56,3251.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-11,TG,3402,279547,189472,1.22,1.11,67.78,3102.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-12,TG,2881,279547,192353,1.03,1.02,68.81,2860.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-13,TG,2533,279547,194886,0.91,0.92,69.71,2560.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-14,TG,2338,279547,197224,0.84,0.83,70.55,2312.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-15,TG,1822,279547,199046,0.65,0.74,71.2,2064.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-16,TG,1609,279547,200655,0.58,0.66,71.78,1843,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-17,TG,1601,279547,202256,0.57,0.6,72.35,1670.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-18,TG,1665,279547,203921,0.6,0.58,72.95,1614.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-19,TG,1333,279547,205254,0.48,0.58,73.42,1614.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-20,TG,1323,279547,206577,0.47,0.59,73.9,1647.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-21,TG,1951,279547,208528,0.7,NA,74.59,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-22,TG,1817,279547,210345,0.65,NA,75.24,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-23,TG,1840,279547,212185,0.66,NA,75.9,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-22,TI,0,351491,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-23,TI,0,351491,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-24,TI,0,351491,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-25,TI,0,351491,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-26,TI,0,351491,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-27,TI,0,351491,0,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-28,TI,0,351491,0,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-29,TI,0,351491,0,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-30,TI,2,351491,2,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-31,TI,0,351491,2,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-01,TI,0,351491,2,0,0.06,0,210.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-02,TI,0,351491,2,0,0.13,0,469.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-03,TI,0,351491,2,0,0.16,0,574,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-04,TI,1472,351491,1474,0.42,0.2,0.42,685.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-05,TI,1815,351491,3289,0.52,0.26,0.94,894.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-06,TI,731,351491,4020,0.21,0.28,1.14,978.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-07,TI,780,351491,4800,0.22,0.28,1.37,978.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-08,TI,1462,351491,6262,0.42,0.24,1.78,846.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-09,TI,587,351491,6849,0.17,0.21,1.95,719.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-10,TI,0,351491,6849,0,0.19,1.95,665.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-11,TI,550,351491,7399,0.16,0.17,2.11,591.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-12,TI,929,351491,8328,0.26,0.12,2.37,412.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-13,TI,350,351491,8678,0.1,0.1,2.47,355.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-14,TI,265,351491,8943,0.08,0.11,2.54,383.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-15,TI,206,351491,9149,0.06,0.1,2.6,333.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-16,TI,190,351491,9339,0.05,0.07,2.66,227.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-17,TI,197,351491,9536,0.06,0.06,2.71,207.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-18,TI,195,351491,9731,0.06,0.06,2.77,219.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-19,TI,191,351491,9922,0.05,0.08,2.82,273.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-20,TI,210,351491,10132,0.06,0.1,2.88,331.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-21,TI,345,351491,10477,0.1,0.1,2.98,354.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-22,TI,588,351491,11065,0.17,0.14,3.15,491.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-23,TI,592,351491,11657,0.17,0.19,3.32,673.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-24,TI,360,351491,12017,0.1,0.24,3.42,854.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-25,TI,1152,351491,13169,0.33,0.29,3.75,1000.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-26,TI,1468,351491,14637,0.42,0.31,4.16,1091.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-27,TI,1476,351491,16113,0.42,0.29,4.58,1006.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-28,TI,1367,351491,17480,0.39,0.27,4.97,955.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-29,TI,1224,351491,18704,0.35,0.23,5.32,819.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-30,TI,0,351491,18704,0,0.19,5.32,667.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-31,TI,0,351491,18704,0,0.15,5.32,519.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-01,TI,200,351491,18904,0.06,0.16,5.38,550.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-02,TI,407,351491,19311,0.12,0.18,5.49,618,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-03,TI,440,351491,19751,0.13,0.21,5.62,747.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-04,TI,1585,351491,21336,0.45,0.22,6.07,770.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-05,TI,1694,351491,23030,0.48,0.26,6.55,903.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-06,TI,906,351491,23936,0.26,0.32,6.81,1130.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-07,TI,161,351491,24097,0.05,0.36,6.86,1261.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-08,TI,1131,351491,25228,0.32,0.35,7.18,1233.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-09,TI,1996,351491,27224,0.57,0.3,7.75,1041.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-10,TI,1355,351491,28579,0.39,0.27,8.13,943,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-11,TI,1389,351491,29968,0.4,0.26,8.53,920.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-12,TI,352,351491,30320,0.1,0.22,8.63,776,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-13,TI,217,351491,30537,0.06,0.14,8.69,491,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-14,TI,1,351491,30538,0,0.09,8.69,324.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-15,TI,122,351491,30660,0.03,0.05,8.72,174.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-16,TI,1,351491,30661,0,0.05,8.72,174.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-17,TI,192,351491,30853,0.05,0.05,8.78,170.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-18,TI,334,351491,31187,0.1,0.05,8.87,198.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-19,TI,353,351491,31540,0.1,0.08,8.97,279.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-20,TI,193,351491,31733,0.05,0.11,9.03,376.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-21,TI,193,351491,31926,0.05,0.12,9.08,441.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-22,TI,692,351491,32618,0.2,0.14,9.28,485.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-23,TI,681,351491,33299,0.19,0.16,9.47,558.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-24,TI,647,351491,33946,0.18,0.18,9.66,631.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-25,TI,642,351491,34588,0.18,0.18,9.84,652.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-26,TI,860,351491,35448,0.24,0.18,10.09,632.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-27,TI,704,351491,36152,0.2,0.18,10.29,638.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-28,TI,340,351491,36492,0.1,0.21,10.38,740.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-01,TI,555,351491,37047,0.16,0.24,10.54,848.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-02,TI,720,351491,37767,0.2,0.27,10.74,938.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-03,TI,1362,351491,39129,0.39,0.28,11.13,969,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-04,TI,1396,351491,40525,0.4,0.28,11.53,1001,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-05,TI,1491,351491,42016,0.42,0.29,11.95,1039.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-06,TI,919,351491,42935,0.26,0.33,12.22,1148.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-07,TI,564,351491,43499,0.16,0.34,12.38,1192.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-08,TI,822,351491,44321,0.23,0.32,12.61,1118.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-09,TI,1488,351491,45809,0.42,0.28,13.03,988.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-10,TI,1670,351491,47479,0.48,0.27,13.51,953.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-11,TI,878,351491,48357,0.25,0.27,13.76,951.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-12,TI,581,351491,48938,0.17,0.26,13.92,896.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-13,TI,671,351491,49609,0.19,0.24,14.11,836,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-14,TI,550,351491,50159,0.16,0.21,14.27,721.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-15,TI,437,351491,50596,0.12,0.21,14.39,749.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-16,TI,1065,351491,51661,0.3,0.2,14.7,723,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-17,TI,871,351491,52532,0.25,0.19,14.95,681.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-18,TI,1070,351491,53602,0.3,0.19,15.25,656.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-19,TI,397,351491,53999,0.11,0.17,15.36,602.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-20,TI,382,351491,54381,0.11,0.16,15.47,564.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-21,TI,371,351491,54752,0.11,0.2,15.58,693.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-22,TI,60,351491,54812,0.02,0.23,15.59,804.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-23,TI,801,351491,55613,0.23,0.29,15.82,1015,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-24,TI,1772,351491,57385,0.5,0.31,16.33,1075.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-25,TI,1848,351491,59233,0.53,0.31,16.85,1084.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-26,TI,1871,351491,61104,0.53,0.33,17.38,1143.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-27,TI,806,351491,61910,0.23,0.37,17.61,1291,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-28,TI,431,351491,62341,0.12,0.37,17.74,1292.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-29,TI,477,351491,62818,0.14,0.37,17.87,1297.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-30,TI,1832,351491,64650,0.52,0.37,18.39,1283.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-31,TI,1784,351491,66434,0.51,0.37,18.9,1298,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-01,TI,1880,351491,68314,0.53,0.35,19.44,1236.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-02,TI,1776,351491,70090,0.51,0.33,19.94,1168.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-03,TI,906,351491,70996,0.26,0.29,20.2,1012.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-04,TI,0,351491,70996,0,0.27,20.2,953.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-05,TI,0,351491,70996,0,0.25,20.2,879.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-06,TI,742,351491,71738,0.21,0.23,20.41,819,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-07,TI,1368,351491,73106,0.39,0.25,20.8,893.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-08,TI,1367,351491,74473,0.39,0.31,21.19,1081.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-09,TI,1350,351491,75823,0.38,0.32,21.57,1134.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-10,TI,1428,351491,77251,0.41,0.37,21.98,1316.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-11,TI,1315,351491,78566,0.37,0.41,22.35,1444.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-12,TI,369,351491,78935,0.1,0.44,22.46,1554.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-13,TI,2016,351491,80951,0.57,0.47,23.03,1645.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-14,TI,2268,351491,83219,0.65,0.48,23.68,1674.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-15,TI,2134,351491,85353,0.61,0.49,24.28,1707.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-16,TI,1989,351491,87342,0.57,0.51,24.85,1786,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-17,TI,1628,351491,88970,0.46,0.56,25.31,1957.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-18,TI,1547,351491,90517,0.44,0.63,25.75,2228.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-19,TI,920,351491,91437,0.26,0.72,26.01,2528.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-20,TI,3214,351491,94651,0.91,0.78,26.93,2732.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-21,TI,4166,351491,98817,1.19,0.84,28.11,2940.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-22,TI,4237,351491,103054,1.21,0.85,29.32,2998.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-23,TI,3413,351491,106467,0.97,0.85,30.29,2997.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-24,TI,3088,351491,109555,0.88,0.88,31.17,3076.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-25,TI,1949,351491,111504,0.55,0.89,31.72,3117.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-26,TI,916,351491,112420,0.26,0.87,31.98,3069.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-27,TI,3764,351491,116184,1.07,0.89,33.05,3117.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-28,TI,4457,351491,120641,1.27,0.88,34.32,3086.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-29,TI,3901,351491,124542,1.11,0.92,35.43,3245.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-30,TI,3747,351491,128289,1.07,0.92,36.5,3235.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-01,TI,2870,351491,131159,0.82,0.92,37.32,3226.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-02,TI,3064,351491,134223,0.87,0.89,38.19,3127,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-03,TI,845,351491,135068,0.24,0.89,38.43,3112.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-04,TI,3699,351491,138767,1.05,0.87,39.48,3068.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-05,TI,3763,351491,142530,1.07,0.87,40.55,3076.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-06,TI,3802,351491,146332,1.08,0.87,41.63,3050.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-07,TI,3439,351491,149771,0.98,0.86,42.61,3010.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-08,TI,2921,351491,152692,0.83,0.83,43.44,2934.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-09,TI,2887,351491,155579,0.82,0.82,44.26,2880.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-10,TI,560,351491,156139,0.16,0.78,44.42,2741.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-11,TI,3169,351491,159308,0.9,0.77,45.32,2708.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-12,TI,3385,351491,162693,0.96,0.77,46.29,2697.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-13,TI,2828,351491,165521,0.8,0.76,47.09,2686.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-14,TI,3211,351491,168732,0.91,0.77,48,2729,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-15,TI,2843,351491,171575,0.81,0.82,48.81,2880.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-16,TI,2812,351491,174387,0.8,0.86,49.61,3025.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-17,TI,855,351491,175242,0.24,0.92,49.86,3246,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-18,TI,4228,351491,179470,1.2,0.96,51.06,3396.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-19,TI,4403,351491,183873,1.25,1,52.31,3522.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-20,TI,4370,351491,188243,1.24,1.03,53.56,3620.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-21,TI,4263,351491,192506,1.21,0.99,54.77,3498.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-22,TI,3728,351491,196234,1.06,0.99,55.83,3477.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-23,TI,3496,351491,199730,0.99,0.99,56.82,3500.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-24,TI,0,351491,199730,0,1,56.82,3525.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-25,TI,4081,351491,203811,1.16,1,57.98,3520.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-26,TI,4563,351491,208374,1.3,0.99,59.28,3492.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-27,TI,4545,351491,212919,1.29,1,60.58,3518.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-28,TI,4230,351491,217149,1.2,1.04,61.78,3645.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
