geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
CH,202009,0,0,NA,NA,8606033,0,0,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202010,3,3,1,100,8606033,0.03,0.03,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-10,3,0.03,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202011,25,28,1,100,8606033,0.29,0.33,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-11,22,0.26,733.3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202012,99,127,1,100,8606033,1.15,1.48,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-12,74,0.86,296,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202013,254,381,1,100,8606033,2.95,4.43,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-13,155,1.8,156.6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202014,384,765,1,100,8606033,4.46,8.89,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-14,130,1.51,51.2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202015,343,1108,1,100,8606033,3.99,12.87,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-15,-41,-0.47,-10.7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202016,241,1349,1,100,8606033,2.8,15.68,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-16,-102,-1.19,-29.7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202017,194,1543,1,100,8606033,2.25,17.93,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-17,-47,-0.55,-19.5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202018,90,1633,1,100,8606033,1.05,18.98,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-18,-104,-1.2,-53.6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202019,54,1687,1,100,8606033,0.63,19.6,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-19,-36,-0.42,-40,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202020,18,1705,1,100,8606033,0.21,19.81,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-20,-36,-0.42,-66.7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202021,14,1719,1,100,8606033,0.16,19.97,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-21,-4,-0.05,-22.2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202022,4,1723,1,100,8606033,0.05,20.02,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-22,-10,-0.11,-71.4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202023,1,1724,1,100,8606033,0.01,20.03,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-23,-3,-0.04,-75,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CH,202024,4,1728,1,100,8606033,0.05,20.08,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-24,3,0.04,300,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202025,2,1730,1,100,8606033,0.02,20.1,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-25,-2,-0.03,-50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202026,1,1731,1,100,8606033,0.01,20.11,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-26,-1,-0.01,-50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202027,2,1733,1,100,8606033,0.02,20.14,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-27,1,0.01,100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202028,3,1736,1,100,8606033,0.03,20.17,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-28,1,0.01,50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202029,4,1740,1,100,8606033,0.05,20.22,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-29,1,0.02,33.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202030,5,1745,1,100,8606033,0.06,20.28,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-30,1,0.01,25,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202031,5,1750,1,100,8606033,0.06,20.33,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-31,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202032,5,1755,1,100,8606033,0.06,20.39,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-32,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202033,5,1760,1,100,8606033,0.06,20.45,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-33,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202034,5,1765,1,100,8606033,0.06,20.51,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-34,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202035,4,1769,1,100,8606033,0.05,20.56,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-35,-1,-0.01,-20,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202036,13,1782,1,100,8606033,0.15,20.71,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-36,9,0.1,225,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202037,18,1800,1,100,8606033,0.21,20.92,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-37,5,0.06,38.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202038,15,1815,1,100,8606033,0.17,21.09,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-38,-3,-0.04,-16.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202039,13,1828,1,100,8606033,0.15,21.24,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-39,-2,-0.02,-13.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CH,202040,11,1839,1,100,8606033,0.13,21.37,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-40,-2,-0.02,-15.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202041,19,1858,1,100,8606033,0.22,21.59,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-41,8,0.09,72.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202042,48,1906,1,100,8606033,0.56,22.15,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-42,29,0.34,152.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202043,146,2052,1,100,8606033,1.7,23.84,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-43,98,1.14,204.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202044,323,2375,1,100,8606033,3.75,27.6,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-44,177,2.05,121.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202045,555,2930,1,100,8606033,6.45,34.05,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-45,232,2.7,71.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202046,618,3548,1,100,8606033,7.18,41.23,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-46,63,0.73,11.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202047,628,4176,1,100,8606033,7.3,48.52,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-47,10,0.12,1.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202048,618,4794,1,100,8606033,7.18,55.71,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-48,-10,-0.12,-1.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202049,604,5398,1,100,8606033,7.02,62.72,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-49,-14,-0.16,-2.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202050,608,6006,1,100,8606033,7.06,69.79,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-50,4,0.04,0.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202051,637,6643,1,100,8606033,7.4,77.19,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-51,29,0.34,4.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202052,590,7233,1,100,8606033,6.86,84.05,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-52,-47,-0.54,-7.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202053,541,7774,1,100,8606033,6.29,90.33,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-53,-49,-0.57,-8.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202101,414,8188,1,100,8606033,4.81,95.14,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-01,-127,-1.48,-23.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202102,369,8557,1,100,8606033,4.29,99.43,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-02,-45,-0.52,-10.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202103,327,8884,1,100,8606033,3.8,103.23,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-03,-42,-0.49,-11.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202104,235,9119,1,100,8606033,2.73,105.96,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-04,-92,-1.07,-28.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202105,164,9283,1,100,8606033,1.91,107.87,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-05,-71,-0.82,-30.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202106,128,9411,1,100,8606033,1.49,109.35,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-06,-36,-0.42,-22,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CH,202107,83,9494,1,100,8606033,0.96,110.32,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-07,-45,-0.53,-35.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202108,61,9555,1,100,8606033,0.71,111.03,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-08,-22,-0.25,-26.5,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202109,65,9620,1,100,8606033,0.76,111.78,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-09,4,0.05,6.6,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202110,74,9694,1,100,8606033,0.86,112.64,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-10,9,0.1,13.8,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202111,61,9755,1,100,8606033,0.71,113.35,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-11,-13,-0.15,-17.6,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202112,58,9813,1,100,8606033,0.67,114.02,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-12,-3,-0.04,-4.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202113,71,9884,1,100,8606033,0.83,114.85,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-13,13,0.16,22.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202114,63,9947,1,100,8606033,0.73,115.58,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-14,-8,-0.1,-11.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202115,45,9992,1,100,8606033,0.52,116.1,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-15,-18,-0.21,-28.6,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202116,53,10045,1,100,8606033,0.62,116.72,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-16,8,0.1,17.8,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202117,67,10112,1,100,8606033,0.78,117.5,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-17,14,0.16,26.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202118,40,10152,1,100,8606033,0.46,117.96,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-18,-27,-0.32,-40.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202119,30,10182,1,100,8606033,0.35,118.31,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-19,-10,-0.11,-25,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202120,31,10213,1,100,8606033,0.36,118.67,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-20,1,0.01,3.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CH,202121,19,10232,1,100,8606033,0.22,118.89,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-21,-12,-0.14,-38.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
CH,202122,25,10257,1,100,8606033,0.29,119.18,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-22,6,0.07,31.6,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
CH,202123,15,10272,1,100,8606033,0.17,119.36,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-23,-10,-0.12,-40,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CH,202124,11,10283,1,100,8606033,0.13,119.49,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-24,-4,-0.04,-26.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CHFL,202009,0,0,NA,NA,8644780,0,0,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202010,3,3,1,100,8644780,0.03,0.03,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-10,3,0.03,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202011,25,28,1,100,8644780,0.29,0.32,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-11,22,0.26,733.3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202012,99,127,1,100,8644780,1.15,1.47,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-12,74,0.86,296,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202013,254,381,1,100,8644780,2.94,4.41,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-13,155,1.79,156.6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202014,385,766,1,100,8644780,4.45,8.86,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-14,131,1.51,51.6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202015,343,1109,1,100,8644780,3.97,12.83,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-15,-42,-0.48,-10.9,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202016,241,1350,1,100,8644780,2.79,15.62,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-16,-102,-1.18,-29.7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202017,194,1544,1,100,8644780,2.24,17.86,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-17,-47,-0.55,-19.5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202018,90,1634,1,100,8644780,1.04,18.9,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-18,-104,-1.2,-53.6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202019,54,1688,1,100,8644780,0.62,19.53,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-19,-36,-0.42,-40,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202020,18,1706,1,100,8644780,0.21,19.73,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-20,-36,-0.41,-66.7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202021,14,1720,1,100,8644780,0.16,19.9,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-21,-4,-0.05,-22.2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202022,4,1724,1,100,8644780,0.05,19.94,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-22,-10,-0.11,-71.4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202023,1,1725,1,100,8644780,0.01,19.95,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-23,-3,-0.04,-75,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFL,202024,4,1729,1,100,8644780,0.05,20,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-24,3,0.04,300,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202025,2,1731,1,100,8644780,0.02,20.02,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-25,-2,-0.03,-50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202026,1,1732,1,100,8644780,0.01,20.04,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-26,-1,-0.01,-50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202027,2,1734,1,100,8644780,0.02,20.06,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-27,1,0.01,100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202028,3,1737,1,100,8644780,0.03,20.09,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-28,1,0.01,50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202029,4,1741,1,100,8644780,0.05,20.14,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-29,1,0.02,33.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202030,5,1746,1,100,8644780,0.06,20.2,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-30,1,0.01,25,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202031,5,1751,1,100,8644780,0.06,20.25,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-31,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202032,5,1756,1,100,8644780,0.06,20.31,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-32,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202033,5,1761,1,100,8644780,0.06,20.37,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-33,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202034,5,1766,1,100,8644780,0.06,20.43,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-34,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202035,4,1770,1,100,8644780,0.05,20.47,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-35,-1,-0.01,-20,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202036,13,1783,1,100,8644780,0.15,20.63,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-36,9,0.1,225,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202037,18,1801,1,100,8644780,0.21,20.83,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-37,5,0.06,38.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202038,15,1816,1,100,8644780,0.17,21.01,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-38,-3,-0.04,-16.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202039,13,1829,1,100,8644780,0.15,21.16,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-39,-2,-0.02,-13.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHFL,202040,11,1840,1,100,8644780,0.13,21.28,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-40,-2,-0.02,-15.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202041,19,1859,1,100,8644780,0.22,21.5,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-41,8,0.09,72.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202042,48,1907,1,100,8644780,0.56,22.06,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-42,29,0.34,152.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202043,146,2053,1,100,8644780,1.69,23.75,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-43,98,1.13,204.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202044,325,2378,1,100,8644780,3.76,27.51,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-44,179,2.07,122.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202045,556,2934,1,100,8644780,6.43,33.94,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-45,231,2.67,71.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202046,622,3556,1,100,8644780,7.2,41.13,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-46,66,0.77,11.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202047,633,4189,1,100,8644780,7.32,48.46,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-47,11,0.12,1.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202048,622,4811,1,100,8644780,7.2,55.65,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-48,-11,-0.12,-1.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202049,607,5418,1,100,8644780,7.02,62.67,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-49,-15,-0.18,-2.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202050,610,6028,1,100,8644780,7.06,69.73,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-50,3,0.04,0.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202051,644,6672,1,100,8644780,7.45,77.18,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-51,34,0.39,5.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202052,601,7273,1,100,8644780,6.95,84.13,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-52,-43,-0.5,-6.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202053,547,7820,1,100,8644780,6.33,90.46,COVID19Death,,2021-06-25_07-49-37,isoweek,2020-53,-54,-0.62,-9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202101,418,8238,1,100,8644780,4.84,95.29,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-01,-129,-1.49,-23.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202102,370,8608,1,100,8644780,4.28,99.57,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-02,-48,-0.56,-11.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202103,329,8937,1,100,8644780,3.81,103.38,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-03,-41,-0.47,-11.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202104,235,9172,1,100,8644780,2.72,106.1,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-04,-94,-1.09,-28.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202105,165,9337,1,100,8644780,1.91,108.01,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-05,-70,-0.81,-29.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202106,129,9466,1,100,8644780,1.49,109.5,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-06,-36,-0.42,-21.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHFL,202107,83,9549,1,100,8644780,0.96,110.46,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-07,-46,-0.53,-35.7,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202108,61,9610,1,100,8644780,0.71,111.17,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-08,-22,-0.25,-26.5,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202109,66,9676,1,100,8644780,0.76,111.93,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-09,5,0.05,8.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202110,74,9750,1,100,8644780,0.86,112.78,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-10,8,0.1,12.1,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202111,61,9811,1,100,8644780,0.71,113.49,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-11,-13,-0.15,-17.6,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202112,58,9869,1,100,8644780,0.67,114.16,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-12,-3,-0.04,-4.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202113,71,9940,1,100,8644780,0.82,114.98,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-13,13,0.15,22.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202114,63,10003,1,100,8644780,0.73,115.71,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-14,-8,-0.09,-11.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202115,45,10048,1,100,8644780,0.52,116.23,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-15,-18,-0.21,-28.6,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202116,53,10101,1,100,8644780,0.61,116.85,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-16,8,0.09,17.8,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202117,68,10169,1,100,8644780,0.79,117.63,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-17,15,0.18,28.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202118,40,10209,1,100,8644780,0.46,118.09,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-18,-28,-0.33,-41.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202119,30,10239,1,100,8644780,0.35,118.44,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-19,-10,-0.11,-25,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202120,31,10270,1,100,8644780,0.36,118.8,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-20,1,0.01,3.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CHFL,202121,19,10289,1,100,8644780,0.22,119.02,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-21,-12,-0.14,-38.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
CHFL,202122,25,10314,1,100,8644780,0.29,119.31,COVID19Death,,2021-06-25_07-49-37,isoweek,2021-22,6,0.07,31.6,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
