sex,geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
female,SO,202103,2,127,0.667,66.7,137588,1.45,92.3,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,-4,-2.91,-66.7,12.199999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,SZ,202103,6,66,0.545,54.50000000000001,78267,7.67,84.33,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,5,6.39,500,29.500000000000007,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,TG,202103,8,158,0.5,50,138662,5.77,113.95,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,-8,-5.77,-50,1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,TI,202103,11,353,0.524,52.400000000000006,180350,6.1,195.73,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,2,1.11,22.2,28.100000000000005,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,UR,202103,0,16,0,0,17964,0,89.07,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,-1,-5.57,-100,-100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,VD,202103,5,404,0.455,45.5,409909,1.22,98.56,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,-3,-0.73,-37.5,9.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,VS,202103,12,242,0.571,57.099999999999994,174271,6.89,138.86,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,9,5.17,300,38.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,ZG,202103,4,43,0.571,57.099999999999994,63048,6.34,68.2,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,-3,-4.76,-42.9,-1.2000000000000028,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,ZH,202103,29,550,0.509,50.9,772596,3.75,71.19,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,2,0.26,7.4,4.299999999999997,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,AG,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,AI,202103,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,AR,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,BE,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,BL,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,BS,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,FL,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,FR,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,GE,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,GL,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,GR,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,JU,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,LU,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,NE,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,NW,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,OW,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,SG,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,SH,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,SO,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,SZ,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,TG,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,TI,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,UR,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,VD,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,VS,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,ZG,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,ZH,202103,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-03,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,AG,202104,18,320,0.692,69.19999999999999,344733,5.22,92.83,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,8,2.32,80,21.599999999999994,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,AI,202104,0,9,NA,NA,8303,0,108.39,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,AR,202104,0,35,NA,NA,27938,0,125.28,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-3,-10.74,-100,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,BE,202104,24,513,0.558,55.800000000000004,510170,4.7,100.55,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-1,-0.2,-4,7.700000000000003,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,BL,202104,2,101,0.5,50,141890,1.41,71.18,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-2,-1.41,-50,-50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,BS,202104,0,96,0,0,94997,0,101.06,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-6,-6.32,-100,-66.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,FL,202104,0,25,NA,NA,19215,0,130.11,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,FR,202104,3,217,0.5,50,161153,1.86,134.65,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-3,-1.86,-50,7.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,GE,202104,2,375,0.5,50,244184,0.82,153.57,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-3,-1.23,-60,-21.39999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,GL,202104,5,37,0.833,83.3,20546,24.34,180.08,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,1,4.87,25,26.200000000000003,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,GR,202104,4,88,0.5,50,99707,4.01,88.26,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,3,3.01,300,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,JU,202104,1,31,1,100,36400,2.75,85.16,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,0,0,66.69999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,LU,202104,2,148,0.4,40,205976,0.97,71.85,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-6,-2.91,-75,-4.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,NE,202104,4,162,0.667,66.7,86495,4.62,187.29,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,3,3.46,300,-33.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,NW,202104,1,9,1,100,22053,4.53,40.81,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-1,-4.54,-50,33.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,OW,202104,0,14,0,0,19158,0,73.08,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-1,-5.22,-100,-33.300000000000004,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,SG,202104,8,350,0.571,57.099999999999994,256039,3.12,136.7,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-4,-1.57,-33.3,9.099999999999994,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,SH,202104,0,28,NA,NA,40768,0,68.68,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,SO,202104,1,118,0.5,50,137659,0.73,85.72,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,0,0,16.699999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,SZ,202104,3,122,0.375,37.5,82213,3.65,148.4,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-2,-2.43,-40,-8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,TG,202104,4,198,0.571,57.099999999999994,140885,2.84,140.54,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-4,-2.84,-50,7.099999999999994,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,TI,202104,9,465,0.529,52.900000000000006,171141,5.26,271.71,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-1,-0.58,-10,5.300000000000011,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,UR,202104,0,21,NA,NA,18739,0,112.07,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-1,-5.34,-100,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,VD,202104,10,476,0.588,58.8,395189,2.53,120.45,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,4,1.01,66.7,4.29999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,VS,202104,11,351,0.647,64.7,171254,6.42,204.96,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,2,1.16,22.2,21.800000000000004,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,ZG,202104,0,37,0,0,64594,0,57.28,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-3,-4.64,-100,-42.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,ZH,202104,16,590,0.421,42.1,766679,2.09,76.96,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-12,-1.56,-42.9,-7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,AG,202104,8,264,0.308,30.8,341112,2.35,77.39,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-3,-0.87,-27.3,-21.600000000000005,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,AI,202104,0,6,NA,NA,7825,0,76.68,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,AR,202104,0,20,NA,NA,27507,0,72.71,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-3,-10.91,-100,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,BE,202104,19,453,0.442,44.2,529304,3.59,85.58,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-8,-1.51,-29.6,-7.699999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,BL,202104,2,101,0.5,50,147578,1.36,68.44,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,2,1.36,NA,50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,BS,202104,3,95,1,100,100847,2.97,94.2,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,0,0,66.69999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,FL,202104,0,28,NA,NA,19532,0,143.35,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-2,-10.24,-100,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,FR,202104,3,181,0.5,50,160630,1.87,112.68,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-5,-3.11,-62.5,-7.099999999999994,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,GE,202104,2,332,0.5,50,259944,0.77,127.72,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,0,0,21.400000000000002,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,GL,202104,1,19,0.167,16.7,20044,4.99,94.79,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-2,-9.98,-66.7,-26.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,GR,202104,4,76,0.5,50,99314,4.03,76.52,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,3,3.02,300,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,JU,202104,0,26,0,0,37184,0,69.92,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-2,-5.38,-100,-66.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,LU,202104,3,136,0.6,60,207144,1.45,65.65,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-7,-3.38,-70,4.3999999999999915,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,NE,202104,2,125,0.333,33.300000000000004,90001,2.22,138.89,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,2,2.22,NA,33.300000000000004,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,NW,202104,0,9,0,0,21034,0,42.79,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-1,-4.75,-100,-33.300000000000004,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,OW,202104,1,18,1,100,18772,5.33,95.89,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-1,-5.32,-50,33.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,SG,202104,6,308,0.429,42.9,254695,2.36,120.93,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-7,-2.74,-53.8,-9.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,SH,202104,0,27,NA,NA,41580,0,64.94,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-4,-9.62,-100,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,SO,202104,1,128,0.5,50,137588,0.73,93.03,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-1,-0.72,-50,-16.700000000000003,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,SZ,202104,5,71,0.625,62.5,78267,6.39,90.72,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-1,-1.28,-16.7,7.999999999999993,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,TG,202104,3,161,0.429,42.9,138662,2.16,116.11,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-5,-3.61,-62.5,-7.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,TI,202104,8,361,0.471,47.099999999999994,180350,4.44,200.17,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-3,-1.66,-27.3,-5.300000000000011,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,UR,202104,0,16,NA,NA,17964,0,89.07,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,VD,202104,7,411,0.412,41.199999999999996,409909,1.71,100.27,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,2,0.49,40,-4.300000000000004,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,VS,202104,6,248,0.353,35.3,174271,3.44,142.31,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-6,-3.45,-50,-21.799999999999997,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,ZG,202104,1,44,1,100,63048,1.59,69.79,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-3,-4.75,-75,42.900000000000006,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,ZH,202104,22,572,0.579,57.9,772596,2.85,74.04,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,-7,-0.9,-24.1,7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,AG,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,AI,202104,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,AR,202104,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,BE,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,BL,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,BS,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,FL,202104,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,FR,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,GE,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,GL,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,GR,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,JU,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,LU,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,NE,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,NW,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,OW,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,SG,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,SH,202104,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,SO,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,SZ,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,TG,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,TI,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,UR,202104,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,VD,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,VS,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,ZG,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,ZH,202104,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-04,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,AG,202105,3,323,0.3,30,344733,0.87,93.7,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,-15,-4.35,-83.3,-39.19999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,AI,202105,0,9,NA,NA,8303,0,108.39,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,AR,202105,0,35,0,0,27938,0,125.28,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,BE,202105,8,521,0.444,44.4,510170,1.57,102.12,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,-16,-3.13,-66.7,-11.400000000000006,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,BL,202105,1,102,0.333,33.300000000000004,141890,0.7,71.89,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,-1,-0.71,-50,-16.699999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,BS,202105,1,97,1,100,94997,1.05,102.11,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,1,1.05,NA,100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,FL,202105,0,25,0,0,19215,0,130.11,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,FR,202105,2,219,0.5,50,161153,1.24,135.9,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,-1,-0.62,-33.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,GE,202105,4,379,0.5,50,244184,1.64,155.21,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,2,0.82,100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,GL,202105,1,38,0.5,50,20546,4.87,184.95,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,-4,-19.47,-80,-33.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,GR,202105,0,88,NA,NA,99707,0,88.26,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,-4,-4.01,-100,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,JU,202105,0,31,NA,NA,36400,0,85.16,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,-1,-2.75,-100,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,LU,202105,3,151,0.75,75,205976,1.46,73.31,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,1,0.49,50,35,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,NE,202105,1,163,1,100,86495,1.16,188.45,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2021-05,-3,-3.46,-75,33.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
