sex,geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
male,SG,202017,5,61,0.714,71.39999999999999,256039,1.95,23.82,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,1,0.39,25,4.699999999999989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,SH,202017,1,7,0.5,50,40768,2.45,17.17,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,1,2.45,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,SO,202017,3,47,0.75,75,137659,2.18,34.14,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,0,0,45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,SZ,202017,2,29,1,100,82213,2.43,35.27,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-1,-1.22,-33.3,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,TG,202017,2,43,1,100,140885,1.42,30.52,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-1,-0.71,-33.3,40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,TI,202017,10,463,0.769,76.9,171141,5.84,270.54,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-15,-8.77,-60,22.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,UR,202017,0,12,NA,NA,18739,0,64.04,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,VD,202017,5,326,0.833,83.3,395189,1.27,82.49,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-6,-1.51,-54.5,30.89999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,VS,202017,5,136,0.5,50,171254,2.92,79.41,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,0,0,-21.39999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,ZG,202017,0,20,NA,NA,64594,0,30.96,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,ZH,202017,5,222,0.333,33.300000000000004,766679,0.65,28.96,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-7,-0.92,-58.3,-26.699999999999996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,AG,202017,8,63,0.727,72.7,341112,2.35,18.47,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,4,1.18,100,22.700000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,AI,202017,0,1,NA,NA,7825,0,12.78,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,AR,202017,0,6,0,0,27507,0,21.81,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,BE,202017,2,76,0.5,50,529304,0.38,14.36,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-1,-0.19,-33.3,26.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,BL,202017,1,60,0.5,50,147578,0.68,40.66,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-3,-2.03,-75,13.600000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,BS,202017,1,72,0.5,50,100847,0.99,71.4,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-1,-0.99,-50,-16.700000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,FL,202017,0,1,NA,NA,19532,0,5.12,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,FR,202017,4,92,0.571,57.099999999999994,160630,2.49,57.27,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-4,-2.49,-50,23.79999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,GE,202017,1,151,0.5,50,259944,0.38,58.09,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-7,-2.7,-87.5,-3.3000000000000043,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,GL,202017,0,8,NA,NA,20044,0,39.91,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-4,-19.96,-100,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,GR,202017,0,37,0,0,99314,0,37.26,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-2,-2.01,-100,-33.300000000000004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,JU,202017,2,19,1,100,37184,5.38,51.1,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,1,2.69,100,75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,LU,202017,2,16,0.4,40,207144,0.97,7.72,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,1,0.49,100,23.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,NE,202017,1,45,0.2,20,90001,1.11,50,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,1,1.11,NA,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,NW,202017,0,4,NA,NA,21034,0,19.02,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,OW,202017,0,0,NA,NA,18772,0,0,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,SG,202017,2,33,0.286,28.599999999999998,254695,0.79,12.96,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,0,0,-4.700000000000006,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,SH,202017,1,5,0.5,50,41580,2.41,12.03,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,1,2.41,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,SO,202017,1,28,0.25,25,137588,0.73,20.35,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-6,-4.36,-85.7,-45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,SZ,202017,0,9,0,0,78267,0,11.5,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-3,-3.83,-100,-50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,TG,202017,0,26,0,0,138662,0,18.75,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-2,-1.44,-100,-40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,TI,202017,3,287,0.231,23.1,180350,1.66,159.14,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-18,-9.98,-85.7,-22.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,UR,202017,0,2,NA,NA,17964,0,11.13,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,VD,202017,1,237,0.167,16.7,409909,0.24,57.82,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,-9,-2.2,-90,-30.899999999999995,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,VS,202017,5,89,0.5,50,174271,2.87,51.07,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,3,1.72,150,21.400000000000002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,ZG,202017,0,3,NA,NA,63048,0,4.76,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,ZH,202017,10,146,0.667,66.7,772596,1.29,18.9,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,2,0.25,25,26.700000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,AG,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,AI,202017,0,0,NA,NA,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,AR,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,BE,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,BL,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,BS,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,FL,202017,0,0,NA,NA,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,FR,202017,0,1,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,GE,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,GL,202017,0,0,NA,NA,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,GR,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,JU,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,LU,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,NE,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,NW,202017,0,0,NA,NA,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,OW,202017,0,0,NA,NA,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,SG,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,SH,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,SO,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,SZ,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,TG,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,TI,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,UR,202017,0,0,NA,NA,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,VD,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,VS,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,ZG,202017,0,0,NA,NA,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,ZH,202017,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-17,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,AG,202018,1,95,0.167,16.7,344733,0.29,27.56,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-2,-0.58,-66.7,-10.600000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,AI,202018,0,1,NA,NA,8303,0,12.04,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,AR,202018,1,14,0.5,50,27938,3.58,50.11,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-1,-3.58,-50,-50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,BE,202018,1,123,0.2,20,510170,0.2,24.11,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-1,-0.19,-50,-30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,BL,202018,0,102,NA,NA,141890,0,71.89,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-1,-0.7,-100,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,BS,202018,1,69,0.333,33.300000000000004,94997,1.05,72.63,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,0,-16.699999999999996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,FL,202018,0,8,NA,NA,19215,0,41.63,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,FR,202018,4,139,0.8,80,161153,2.48,86.25,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,1,0.62,33.3,37.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,GE,202018,2,214,1,100,244184,0.82,87.64,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,1,0.41,100,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,GL,202018,0,8,NA,NA,20546,0,38.94,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,GR,202018,0,63,NA,NA,99707,0,63.19,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-3,-3.01,-100,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,JU,202018,0,30,NA,NA,36400,0,82.42,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,LU,202018,1,48,0.333,33.300000000000004,205976,0.49,23.3,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-2,-0.97,-66.7,-26.699999999999996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,NE,202018,2,72,0.667,66.7,86495,2.31,83.24,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-2,-2.31,-50,-13.299999999999997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,NW,202018,0,16,NA,NA,22053,0,72.55,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,OW,202018,1,6,1,100,19158,5.22,31.32,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,1,5.22,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,SG,202018,2,63,0.5,50,256039,0.78,24.61,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-3,-1.17,-60,-21.39999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,SH,202018,0,7,NA,NA,40768,0,17.17,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-1,-2.45,-100,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,SO,202018,1,48,0.5,50,137659,0.73,34.87,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-2,-1.45,-66.7,-25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,SZ,202018,1,30,1,100,82213,1.22,36.49,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-1,-1.21,-50,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,TG,202018,0,43,0,0,140885,0,30.52,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-2,-1.42,-100,-100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,TI,202018,4,467,0.5,50,171141,2.34,272.87,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-6,-3.5,-60,-26.900000000000006,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,UR,202018,0,12,NA,NA,18739,0,64.04,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,VD,202018,6,332,0.75,75,395189,1.52,84.01,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,1,0.25,20,-8.299999999999997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,VS,202018,1,137,1,100,171254,0.58,80,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-4,-2.34,-80,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,ZG,202018,0,20,NA,NA,64594,0,30.96,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,ZH,202018,3,225,0.333,33.300000000000004,766679,0.39,29.35,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-2,-0.26,-40,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,AG,202018,5,68,0.833,83.3,341112,1.47,19.93,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-3,-0.88,-37.5,10.599999999999994,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,AI,202018,0,1,NA,NA,7825,0,12.78,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,AR,202018,1,7,0.5,50,27507,3.64,25.45,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,1,3.64,NA,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,BE,202018,4,80,0.8,80,529304,0.76,15.11,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,2,0.38,100,30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,BL,202018,0,60,NA,NA,147578,0,40.66,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-1,-0.68,-100,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,BS,202018,2,74,0.667,66.7,100847,1.98,73.38,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,1,0.99,100,16.700000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,FL,202018,0,1,NA,NA,19532,0,5.12,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,FR,202018,1,93,0.2,20,160630,0.62,57.9,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-3,-1.87,-75,-37.099999999999994,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,GE,202018,0,151,0,0,259944,0,58.09,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-1,-0.38,-100,-50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,GL,202018,0,8,NA,NA,20044,0,39.91,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,GR,202018,0,37,NA,NA,99314,0,37.26,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,JU,202018,0,19,NA,NA,37184,0,51.1,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-2,-5.38,-100,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,LU,202018,2,18,0.667,66.7,207144,0.97,8.69,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,0,26.700000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,NE,202018,1,46,0.333,33.300000000000004,90001,1.11,51.11,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,0,13.300000000000004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,NW,202018,0,4,NA,NA,21034,0,19.02,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,OW,202018,0,0,0,0,18772,0,0,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,SG,202018,2,35,0.5,50,254695,0.79,13.74,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,0,21.400000000000002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,SH,202018,0,5,NA,NA,41580,0,12.03,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-1,-2.41,-100,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,SO,202018,1,29,0.5,50,137588,0.73,21.08,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,0,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,SZ,202018,0,9,0,0,78267,0,11.5,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,TG,202018,1,27,1,100,138662,0.72,19.47,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,1,0.72,NA,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,TI,202018,4,291,0.5,50,180350,2.22,161.35,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,1,0.56,33.3,26.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,UR,202018,0,2,NA,NA,17964,0,11.13,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,VD,202018,2,239,0.25,25,409909,0.49,58.31,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,1,0.25,100,8.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,VS,202018,0,89,0,0,174271,0,51.07,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-5,-2.87,-100,-50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,ZG,202018,0,3,NA,NA,63048,0,4.76,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,ZH,202018,6,152,0.667,66.7,772596,0.78,19.67,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,-4,-0.51,-40,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,AG,202018,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,AI,202018,0,0,NA,NA,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,AR,202018,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,BE,202018,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,BL,202018,0,0,NA,NA,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,BS,202018,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,FL,202018,0,0,NA,NA,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,FR,202018,0,1,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,GE,202018,0,0,0,0,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,GL,202018,0,0,NA,NA,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,GR,202018,0,0,NA,NA,NA,NA,NA,COVID19Hosp,sex,2021-06-25_07-49-37,isoweek,2020-18,0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
