,month,day,temp.record_min,temp.record_max,temp.average_min,temp.average_max,temp.median,temp.mean,temp.p25,temp.p75,temp.st_dev,temp.num,pressure.min,pressure.max,pressure.median,pressure.mean,pressure.p25,pressure.p75,pressure.st_dev,pressure.num,humidity.min,humidity.max,humidity.median,humidity.mean,humidity.p25,humidity.p75,humidity.st_dev,humidity.num,wind.min,wind.max,wind.median,wind.mean,wind.p25,wind.p75,wind.st_dev,wind.num,precipitation.min,precipitation.max,precipitation.median,precipitation.mean,precipitation.p25,precipitation.p75,precipitation.st_dev,precipitation.num,clouds.min,clouds.max,clouds.median,clouds.mean,clouds.p25,clouds.p75,clouds.st_dev,clouds.num
0,1,1,255.44,281.69,267.48,276.17,272.41,271.87,268.79,275.2,4.86,216,779,1038,1017.5,987.87,1006.0,1026.0,70.11,216,11,100,85.0,76.79,69.0,90.0,19.75,204,0.0,7.71,1.0,1.44,0.61,2.1,1.11,216,0,0.9,0,0.07,0,0.0,0.22,216,0,100,10.0,29.92,0.0,75.0,34.75,216
0,1,2,256.15,280.15,268.05,276.16,272.43,271.95,269.47,274.71,4.46,216,506,1031,1014.0,981.08,1005.0,1020.0,74.61,215,21,100,82.5,78.93,72.0,91.0,16.52,210,0.0,8.22,1.0,1.25,0.6,1.5,1.0,216,0,3.0,0,0.13,0,0.3,0.32,216,0,100,40.0,45.01,0.0,76.5,36.76,216
0,1,3,245.46,280.65,267.08,276.8,273.41,271.89,270.97,275.73,6.31,216,769,1031,1012.0,970.61,1001.0,1022.5,83.47,216,39,100,86.0,84.11,78.0,96.0,13.36,216,0.0,10.3,1.0,1.42,0.5,1.55,1.43,216,0,0.9,0,0.16,0,0.3,0.3,216,0,100,75.0,60.1,37.5,90.0,33.1,216
0,1,4,245.46,284.25,267.25,276.82,274.15,272.65,270.93,276.61,7.08,216,779,1041,1011.0,994.36,1004.0,1029.0,64.56,216,44,100,86.0,83.95,75.0,93.5,13.34,213,0.0,12.9,1.0,1.51,0.5,2.1,1.69,216,0,0.9,0,0.18,0,0.3,0.31,216,0,92,44.0,47.27,10.0,75.0,35.28,216
0,1,5,261.15,279.45,269.28,275.77,273.72,272.84,271.99,275.74,4.22,216,841,1040,1018.0,1009.84,1007.5,1032.0,40.99,216,40,100,85.5,82.5,74.0,93.0,13.26,214,0.0,8.7,1.0,1.43,0.5,1.63,1.5,216,0,0.9,0,0.09,0,0.0,0.23,216,0,98,74.5,52.41,20.0,75.0,33.8,216
0,1,6,259.15,282.47,268.97,276.7,273.03,272.29,270.72,275.59,4.83,216,841,1036,1018.0,1012.52,1009.0,1031.0,37.28,216,48,100,82.0,80.75,73.0,88.0,12.3,203,0.0,5.7,0.99,1.24,0.51,1.52,1.0,216,0,0.9,0,0.07,0,0.0,0.21,216,0,92,34.0,40.55,0.0,75.0,36.7,216
0,1,7,260.27,281.54,268.82,276.85,273.29,272.57,269.15,276.71,5.11,216,841,1035,1021.0,1007.71,1013.0,1031.0,49.62,216,35,100,79.0,77.02,68.0,87.0,14.23,202,0.0,7.7,1.0,1.34,0.53,2.06,1.28,216,0,0.9,0,0.11,0,0.0,0.28,216,0,97,40.0,42.33,0.0,75.0,37.19,216
0,1,8,256.15,282.95,270.05,277.21,275.3,273.74,271.04,277.1,4.93,216,833,1038,1023.0,1013.19,1016.0,1029.0,42.19,216,19,100,80.0,78.02,66.0,92.0,16.31,206,0.0,9.3,1.0,1.56,0.61,2.06,1.72,216,0,0.9,0,0.16,0,0.0,0.33,216,0,100,75.0,55.9,20.0,90.0,35.71,216
0,1,9,252.15,283.24,270.17,277.49,275.45,273.12,271.17,277.93,7.67,216,830,1039,1019.0,1017.27,1013.0,1027.0,17.21,216,26,100,81.0,79.28,68.0,93.0,17.22,207,0.0,8.2,1.0,1.43,0.56,2.08,1.31,216,0,3.0,0,0.24,0,0.3,0.48,216,0,100,72.0,56.71,22.0,90.0,34.85,216
0,1,10,252.15,288.75,269.52,276.93,272.33,273.09,270.02,277.46,6.66,216,778,1033,1016.0,997.76,1009.5,1020.0,56.45,216,24,100,86.0,84.43,79.0,93.0,11.87,215,0.0,4.1,1.0,1.2,0.55,1.8,0.78,216,0,0.9,0,0.15,0,0.0,0.3,216,0,100,49.5,49.14,10.0,88.0,36.25,216
