,month,day,temp.record_min,temp.record_max,temp.average_min,temp.average_max,temp.median,temp.mean,temp.p25,temp.p75,temp.st_dev,temp.num,pressure.min,pressure.max,pressure.median,pressure.mean,pressure.p25,pressure.p75,pressure.st_dev,pressure.num,humidity.min,humidity.max,humidity.median,humidity.mean,humidity.p25,humidity.p75,humidity.st_dev,humidity.num,wind.min,wind.max,wind.median,wind.mean,wind.p25,wind.p75,wind.st_dev,wind.num,precipitation.min,precipitation.max,precipitation.median,precipitation.mean,precipitation.p25,precipitation.p75,precipitation.st_dev,precipitation.num,clouds.min,clouds.max,clouds.median,clouds.mean,clouds.p25,clouds.p75,clouds.st_dev,clouds.num
0,1,1,259.9,282.19,271.8,276.58,274.92,274.11,271.38,277.41,4.42,216,981,1038,1021.0,1017.57,1009.0,1030.0,13.95,211,61,100,92.0,89.75,86.0,97.0,8.88,207,0.0,10.8,1.41,1.91,1.0,2.1,1.68,216,0,0.9,0,0.1,0,0.0,0.24,216,0,92,90.0,69.55,56.0,90.0,31.59,216
0,1,2,265.66,285.04,272.0,277.92,274.93,274.73,273.12,277.18,3.2,216,961,1036,1014.0,1014.36,1009.0,1023.0,13.9,214,53,100,92.0,87.71,80.0,97.0,11.61,211,0.5,10.3,2.1,2.61,1.41,3.1,1.82,216,0,0.9,0,0.23,0,0.3,0.34,216,0,100,90.0,79.4,75.0,90.0,17.57,216
0,1,3,268.17,287.26,272.3,278.3,274.43,275.16,272.55,277.76,3.58,216,968,1038,1013.0,1013.04,1008.0,1027.0,18.06,216,45,100,92.0,89.45,86.0,97.0,10.17,215,0.0,13.4,1.5,2.19,1.0,2.1,2.41,216,0,0.9,0,0.18,0,0.3,0.31,216,0,99,90.0,72.57,72.0,90.0,27.11,216
0,1,4,269.35,285.82,272.88,278.08,275.77,275.66,273.25,277.85,3.29,216,994,1039,1020.0,1019.0,1006.5,1034.0,14.68,216,55,100,88.0,87.99,85.0,96.0,9.48,209,0.0,9.3,1.5,2.42,1.24,3.1,1.83,216,0,3.0,0,0.24,0,0.3,0.5,216,0,92,75.0,70.37,75.0,90.0,28.55,216
0,1,5,266.1,284.97,272.66,277.73,274.26,275.27,272.77,277.39,3.83,216,995,1039,1024.5,1020.14,1007.0,1033.0,14.13,216,36,100,87.0,87.11,80.0,96.0,10.42,215,0.21,7.2,1.5,1.78,1.0,2.1,1.13,216,0,0.9,0,0.15,0,0.3,0.28,216,0,92,75.0,61.25,34.0,90.0,34.1,216
0,1,6,260.4,281.17,271.81,276.57,274.55,274.11,272.23,278.19,4.44,216,999,1037,1024.0,1020.97,1011.0,1033.0,12.1,214,51,100,92.0,89.14,85.0,97.0,9.69,214,0.0,4.6,1.41,1.52,1.0,2.1,0.83,216,0,0.9,0,0.15,0,0.3,0.28,216,0,93,75.0,62.87,40.0,90.0,32.92,216
0,1,7,258.91,285.37,272.07,277.04,275.32,274.67,272.96,277.46,4.78,216,996,1036,1028.0,1022.68,1014.0,1032.0,10.81,215,69,100,92.0,90.03,86.0,97.0,7.64,215,0.0,9.3,1.41,1.82,1.0,2.1,1.41,216,0,0.9,0,0.17,0,0.15,0.33,216,0,95,75.0,64.76,40.0,90.0,33.76,216
0,1,8,267.93,285.21,273.19,278.71,276.07,275.89,273.63,277.7,3.22,216,1004,1032,1023.0,1022.38,1017.0,1029.0,7.86,216,53,100,88.0,88.22,82.5,93.0,8.87,216,0.0,7.91,1.54,2.29,1.09,3.1,1.63,216,0,0.9,0,0.17,0,0.3,0.31,216,0,92,75.0,64.22,44.0,90.0,33.0,216
0,1,9,267.34,285.27,273.44,279.32,276.2,276.29,273.42,278.73,3.77,216,1002,1033,1018.0,1018.8,1014.0,1026.0,7.94,215,39,100,89.0,85.53,80.0,96.0,13.12,195,0.0,9.39,1.5,2.38,1.0,3.1,1.96,216,0,3.0,0,0.18,0,0.3,0.36,216,0,100,75.0,66.75,56.0,90.0,32.14,216
0,1,10,269.93,288.01,273.66,278.21,275.2,275.87,272.15,278.14,4.34,216,998,1030,1019.0,1016.39,1013.0,1021.0,7.2,216,24,100,92.0,85.24,74.0,98.0,14.55,211,0.0,8.9,2.1,2.85,1.41,3.45,2.22,216,0,0.9,0,0.12,0,0.0,0.26,216,0,96,90.0,74.01,75.0,90.0,25.64,216
0,1,11,268.09,283.99,272.6,277.78,275.54,275.14,273.15,277.41,3.13,216,993,1033,1018.0,1017.74,1014.0,1024.0,9.95,216,50,100,87.0,86.99,79.0,97.0,10.31,207,0.39,7.7,1.5,2.4,1.0,3.1,1.93,216,0,3.0,0,0.18,0,0.3,0.34,216,0,92,75.0,72.38,75.0,90.0,26.04,216
0,1,12,268.94,280.94,273.68,277.81,276.34,275.83,274.43,277.36,2.15,216,997,1030,1021.0,1018.82,1015.0,1024.0,8.17,216,40,100,86.0,85.24,74.0,97.0,12.72,210,0.5,11.3,2.1,2.77,1.41,4.12,2.0,216,0,0.9,0,0.17,0,0.3,0.27,216,0,92,75.0,71.13,75.0,90.0,24.57,216
0,1,13,270.55,283.93,272.85,278.81,275.33,275.64,273.89,277.0,2.49,216,998,1028,1017.0,1016.06,1013.0,1020.0,5.6,216,40,100,85.5,81.58,74.0,93.0,13.53,214,0.0,10.3,2.1,3.34,1.1,5.62,2.56,216,0,0.9,0,0.2,0,0.3,0.32,216,0,100,75.0,64.92,45.0,90.0,33.06,216
0,1,14,269.57,283.3,272.35,277.64,274.15,274.87,272.77,277.01,2.75,216,1002,1024,1015.0,1014.35,1011.0,1018.0,4.52,216,43,100,86.0,85.06,80.0,97.0,13.63,205,0.0,8.06,2.1,2.88,1.3,4.1,1.97,216,0,0.9,0,0.17,0,0.3,0.3,216,0,100,75.0,65.28,40.0,90.0,30.28,216
0,1,15,264.42,282.1,271.02,276.61,273.67,273.96,272.21,275.51,2.76,216,1007,1032,1015.0,1016.34,1011.0,1021.0,5.53,216,40,100,86.0,84.05,80.0,96.0,15.2,199,0.5,12.9,1.5,2.26,1.07,2.6,2.06,216,0,0.9,0,0.11,0,0.0,0.28,216,0,100,75.0,62.23,38.5,90.0,32.07,216
0,1,16,262.43,283.52,271.16,276.89,273.48,274.12,270.41,277.62,4.48,216,1000,1029,1015.5,1014.48,1005.0,1022.0,9.17,216,50,100,86.0,84.01,75.0,93.0,12.18,206,0.25,11.8,1.5,2.51,1.0,3.1,2.17,216,0,0.9,0,0.18,0,0.3,0.33,216,0,99,75.0,65.22,58.0,90.0,32.44,216
0,1,17,266.45,285.04,271.42,276.46,274.03,274.54,270.65,277.27,4.86,216,951,1028,1015.0,1008.47,1006.5,1023.0,21.23,212,10,100,86.5,84.08,75.0,93.0,11.73,214,0.0,9.3,2.57,3.22,1.41,4.6,2.17,216,0,0.9,0,0.22,0,0.3,0.35,216,0,100,75.0,75.29,75.0,90.0,23.95,216
0,1,18,260.7,285.04,271.54,275.67,273.5,273.66,268.64,276.56,5.86,216,961,1030,1016.0,1012.66,1011.0,1027.0,19.55,216,53,100,86.0,83.07,74.0,92.0,10.81,216,0.0,13.4,1.55,2.97,1.3,3.6,2.7,216,0,0.9,0,0.16,0,0.0,0.32,216,0,92,75.0,65.08,42.0,90.0,30.91,216
0,1,19,264.24,285.04,269.7,275.31,272.56,272.37,268.36,274.85,4.71,216,961,1040,1014.0,1013.71,1009.0,1023.0,15.54,214,59,100,86.0,84.99,79.0,92.0,9.44,214,0.0,8.7,1.41,2.14,1.0,3.1,1.66,216,0,0.9,0,0.17,0,0.3,0.32,216,0,100,75.0,64.11,40.0,90.0,30.16,216
0,1,20,265.46,279.94,270.42,274.87,272.85,272.46,270.64,274.69,3.39,216,936,1041,1012.5,1013.12,1005.0,1019.0,15.94,214,37,100,87.0,85.83,80.0,93.0,11.06,215,0.09,8.7,1.53,2.12,1.22,2.6,1.5,216,0,3.0,0,0.17,0,0.0,0.4,216,0,100,82.0,68.13,47.5,90.0,30.51,216
0,1,21,265.66,281.41,270.77,275.36,272.99,272.88,270.83,275.65,3.43,216,989,1040,1016.0,1014.96,1006.0,1026.0,13.26,215,53,100,86.0,85.7,80.0,92.0,10.16,210,0.0,4.6,1.5,1.66,1.03,2.1,0.83,216,0,0.9,0,0.14,0,0.0,0.29,216,0,92,75.0,64.04,38.0,90.0,31.8,216
0,1,22,265.13,283.15,270.88,275.22,272.87,273.28,270.65,275.72,4.17,216,943,1035,1012.0,1012.22,1005.0,1026.0,16.68,215,57,100,92.0,87.8,80.5,93.0,8.37,208,0.34,9.77,1.41,1.74,1.0,2.1,1.38,216,0,3.0,0,0.22,0,0.3,0.5,216,0,92,90.0,72.73,75.0,90.0,27.12,216
0,1,23,266.62,280.96,271.12,275.22,273.15,273.14,270.88,275.14,3.44,216,949,1038,1019.0,1014.66,1001.0,1027.0,16.52,216,68,100,90.0,88.4,83.0,93.0,7.18,215,0.41,5.66,1.5,1.63,1.0,2.06,0.85,216,0,0.9,0,0.12,0,0.0,0.27,216,0,100,88.0,72.87,75.0,90.0,27.46,216
0,1,24,262.31,283.66,269.83,275.3,272.7,272.7,270.85,275.04,3.57,216,502,1036,1018.5,1012.73,1005.0,1025.0,38.37,212,46,100,89.0,85.81,79.0,93.0,11.53,212,0.0,6.69,1.5,1.65,1.0,2.1,0.92,216,0,0.9,0,0.07,0,0.0,0.23,216,0,100,84.0,65.19,45.0,90.0,34.26,216
0,1,25,261.84,282.52,270.12,275.52,272.63,272.57,271.15,274.45,4.02,216,957,1033,1017.0,1013.57,1010.5,1023.0,17.69,216,37,100,91.0,87.23,79.0,97.0,11.46,215,0.0,4.1,1.5,1.66,1.01,2.1,0.85,216,0,0.9,0,0.06,0,0.0,0.21,216,0,100,75.0,59.69,24.0,90.0,36.13,216
