,dt,weather,main.temp,main.feels_like,main.pressure,main.humidity,main.temp_min,main.temp_max,wind.speed,wind.deg,clouds.all,rain.1h,rain.3h,snow.1h
0,2020-03-19 00:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.1,277.91,1025,87,277.15,282.59,1.5,200,0,,,
1,2020-03-19 01:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.05,278.2,1025,87,278.15,282.59,1.0,220,0,,,
2,2020-03-19 02:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",279.7,277.44,1025,87,276.15,283.15,1.5,190,0,,,
3,2020-03-19 03:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",279.38,278.14,1025,93,276.15,282.59,0.22,233,0,,,
4,2020-03-19 04:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",278.74,277.18,1025,93,276.15,280.37,0.5,180,0,,,
5,2020-03-19 05:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",278.27,276.94,1025,93,276.15,280.37,0.04,293,0,,,
6,2020-03-19 06:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",278.09,276.73,1025,93,275.15,280.37,0.04,293,0,,,
7,2020-03-19 07:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",278.92,277.25,1025,100,276.15,281.48,1.0,0,0,,,
8,2020-03-19 08:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",281.83,280.7,1025,87,278.15,285.37,0.5,0,0,,,
9,2020-03-19 09:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",284.69,283.3,1025,66,281.48,288.71,0.5,0,0,,,
10,2020-03-19 10:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",286.35,284.95,1025,66,284.15,288.15,1.0,0,0,,,
11,2020-03-19 11:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",287.91,286.91,1025,67,285.37,290.93,1.0,0,0,,,
12,2020-03-19 12:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",289.41,287.89,1024,58,288.15,291.48,1.5,290,0,,,
13,2020-03-19 13:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",290.41,289.28,1023,55,288.15,292.59,1.0,0,0,,0.13,
14,2020-03-19 14:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",291.27,290.34,1022,55,288.15,294.26,1.0,0,0,,0.56,
15,2020-03-19 15:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",291.76,290.73,1022,52,289.82,293.15,1.0,0,0,,0.56,
16,2020-03-19 16:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",291.34,289.94,1022,48,287.15,293.15,1.0,0,0,,0.56,
17,2020-03-19 17:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",290.15,288.77,1021,52,287.15,292.59,1.0,0,0,,0.44,
18,2020-03-19 18:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",287.71,286.36,1021,55,283.71,291.15,0.5,0,0,,0.44,
19,2020-03-19 19:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",284.68,283.38,1021,76,280.37,288.15,1.01,344,0,,0.44,
