,month,day,temp.record_min,temp.record_max,temp.average_min,temp.average_max,temp.median,temp.mean,temp.p25,temp.p75,temp.st_dev,temp.num,pressure.min,pressure.max,pressure.median,pressure.mean,pressure.p25,pressure.p75,pressure.st_dev,pressure.num,humidity.min,humidity.max,humidity.median,humidity.mean,humidity.p25,humidity.p75,humidity.st_dev,humidity.num,wind.min,wind.max,wind.median,wind.mean,wind.p25,wind.p75,wind.st_dev,wind.num,precipitation.min,precipitation.max,precipitation.median,precipitation.mean,precipitation.p25,precipitation.p75,precipitation.st_dev,precipitation.num,clouds.min,clouds.max,clouds.median,clouds.mean,clouds.p25,clouds.p75,clouds.st_dev,clouds.num
0,1,1,258.15,282.04,266.39,276.41,271.99,270.77,267.42,274.4,5.44,216,831,1038,1018.0,1015.12,1010.0,1024.5,24.87,212,23,100,83.0,78.8,66.0,95.0,17.9,207,0.0,24.16,1.0,1.37,0.52,1.54,1.85,216,0,0.3,0,0.01,0,0,0.05,216,0,100,17.0,35.06,0.0,75.0,39.02,216
0,1,2,258.15,279.82,266.38,275.93,271.58,271.21,267.96,274.52,4.88,216,831,1037,1013.0,1009.65,1006.5,1020.0,27.23,216,27,100,83.0,77.6,63.5,92.0,17.59,212,0.0,9.3,1.03,1.81,0.62,2.6,1.79,216,0,0.9,0,0.05,0,0,0.16,216,0,100,75.0,59.91,25.0,91.5,35.61,216
0,1,3,256.15,279.41,265.67,274.94,271.15,270.54,267.28,274.96,5.12,216,872,1035,1013.0,1008.05,1005.0,1021.0,28.91,216,27,100,83.0,77.47,63.0,94.0,18.59,214,0.0,9.8,1.03,1.77,0.63,2.1,1.85,216,0,3.0,0,0.09,0,0,0.39,216,0,100,86.5,64.95,31.0,92.0,35.76,216
0,1,4,258.15,278.71,267.77,275.24,273.24,271.63,268.15,275.8,4.63,216,986,1035,1012.0,1012.81,1006.0,1024.0,12.44,215,27,100,83.0,78.71,67.0,93.0,16.64,211,0.0,10.8,1.25,1.93,0.76,2.57,1.88,216,0,0.9,0,0.08,0,0,0.2,216,0,100,75.0,61.83,31.0,90.0,31.77,216
0,1,5,260.15,279.09,267.04,273.78,271.65,270.67,266.37,274.94,5.09,216,988,1036,1011.0,1013.31,1006.0,1024.0,12.85,215,45,100,86.0,82.63,74.0,92.0,13.44,215,0.0,10.8,1.0,1.75,0.62,2.1,2.09,216,0,0.9,0,0.03,0,0,0.15,216,0,100,70.5,53.87,12.5,90.0,36.21,216
0,1,6,249.15,280.08,265.99,274.18,271.24,270.21,267.85,275.15,6.9,216,992,1030,1014.0,1014.08,1007.0,1023.0,10.39,216,38,100,85.0,78.81,70.0,92.0,15.95,216,0.0,8.2,0.76,1.38,0.51,1.5,1.49,216,0,0.9,0,0.01,0,0,0.09,216,0,100,75.0,50.85,3.0,90.0,39.69,216
0,1,7,248.15,282.52,265.67,275.04,271.19,269.78,264.7,275.62,7.28,216,988,1034,1018.0,1016.55,1009.0,1025.0,11.24,215,40,100,86.0,82.51,76.0,92.0,13.14,212,0.0,8.74,0.76,1.17,0.5,1.34,1.32,216,0,3.0,0,0.04,0,0,0.29,216,0,97,40.5,43.1,1.5,75.0,36.15,216
0,1,8,255.15,282.11,266.45,276.76,271.85,271.75,268.02,276.36,5.44,216,877,1036,1019.0,1015.81,1007.5,1026.0,15.58,216,30,100,80.0,75.96,66.0,88.5,16.7,196,0.0,10.8,1.0,1.52,0.61,1.58,1.62,216,0,0.3,0,0.02,0,0,0.07,216,0,99,48.0,50.69,20.0,75.0,32.81,216
0,1,9,250.15,284.57,266.15,276.3,273.15,271.03,266.15,276.36,7.29,216,875,1037,1016.0,1011.26,1006.5,1022.0,25.55,216,22,98,82.5,77.6,66.0,89.0,16.21,202,0.0,10.3,0.94,1.38,0.74,1.5,1.35,216,0,3.0,0,0.12,0,0,0.41,216,0,100,80.0,63.59,29.0,92.0,34.42,216
0,1,10,253.15,280.64,265.91,274.67,272.15,270.23,264.7,275.98,6.98,216,831,1027,1013.0,1006.01,1006.0,1019.0,28.87,215,33,100,83.0,79.87,69.0,92.0,15.34,215,0.0,6.2,1.0,1.17,0.76,1.37,0.81,216,0,0.3,0,0.03,0,0,0.09,216,0,97,40.0,45.56,0.0,83.5,36.99,216
