,dt,weather,main.temp,main.feels_like,main.pressure,main.humidity,main.temp_min,main.temp_max,wind.speed,wind.deg,clouds.all,rain.1h,rain.3h,snow.1h
0,2020-03-19 00:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.99,280.09,1025,100,278.15,283.15,0.57,236,0,,,
1,2020-03-19 01:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.13,279.08,1025,100,277.15,282.59,0.5,0,0,,,
2,2020-03-19 02:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",279.9,278.57,1025,93,277.15,282.04,0.5,220,0,,,
3,2020-03-19 03:00:00,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",279.28,278.04,1025,100,276.15,282.04,0.5,70,90,,,
4,2020-03-19 04:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",279.15,277.72,1025,93,277.04,281.48,0.43,164,0,,,
5,2020-03-19 05:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",278.37,276.95,1025,100,276.15,280.37,0.48,127,0,,,
6,2020-03-19 06:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",278.35,276.93,1025,100,275.93,280.93,0.48,127,0,,,
7,2020-03-19 07:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",279.3,278.08,1025,100,277.04,281.48,0.48,127,0,,,
8,2020-03-19 08:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",282.12,280.13,1025,81,278.15,285.37,1.5,0,0,,,
9,2020-03-19 09:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",284.82,283.82,1025,81,282.59,287.04,0.95,37,0,,,
10,2020-03-19 10:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",286.73,285.0,1025,58,284.15,288.71,1.0,0,0,,,
11,2020-03-19 11:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.99,287.2,1024,55,285.93,292.04,1.5,0,0,,,
12,2020-03-19 12:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",290.51,289.05,1024,55,288.15,292.59,1.5,0,0,,,
13,2020-03-19 13:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",291.59,290.38,1023,55,289.82,293.71,1.5,0,20,,,
14,2020-03-19 14:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",292.01,290.19,1022,45,288.71,294.26,1.5,10,3,,,
15,2020-03-19 15:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",292.44,291.28,1022,48,289.82,294.26,1.0,0,20,,,
16,2020-03-19 16:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",292.27,291.36,1022,52,290.37,293.71,1.0,0,20,,,
17,2020-03-19 17:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",290.85,288.85,1021,52,286.48,292.59,2.1,310,2,,0.19,
18,2020-03-19 18:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",288.26,286.55,1021,59,284.26,291.15,1.5,300,2,,0.19,
19,2020-03-19 19:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",285.97,285.86,1021,87,283.15,288.71,0.5,80,2,,0.19,
20,2020-03-19 20:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",284.82,281.68,1021,67,282.15,287.59,3.1,320,16,,,
21,2020-03-19 21:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",283.48,282.98,1022,93,280.15,286.48,0.5,120,16,,,
22,2020-03-19 22:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",283.3,280.59,1021,76,280.15,286.48,2.6,310,20,,,
23,2020-03-19 23:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",282.42,280.49,1021,81,279.15,284.82,1.5,300,9,,,
24,2020-03-20 00:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",281.81,279.21,1021,87,279.15,284.26,2.6,290,9,,,
25,2020-03-20 01:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",281.37,280.46,1021,100,279.15,283.71,0.71,267,0,,,
26,2020-03-20 02:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.75,279.84,1021,100,278.15,283.15,0.5,160,7,,,
27,2020-03-20 03:00:00,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",280.1,279.19,1021,100,277.15,283.15,0.28,171,90,,,
28,2020-03-20 04:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.23,278.62,1021,93,277.59,282.59,1.0,220,7,,,
29,2020-03-20 05:00:00,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",279.74,278.25,1021,100,277.15,282.04,1.0,160,7,,,
30,2020-03-20 06:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",279.62,278.45,1021,100,277.15,282.04,0.5,300,20,,,
31,2020-03-20 07:00:00,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",280.36,279.01,1021,100,278.15,282.59,1.0,240,40,,,
32,2020-03-20 08:00:00,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",282.85,282.19,1021,93,280.15,285.37,0.5,230,90,,,
33,2020-03-20 09:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",284.7,283.63,1021,81,282.04,287.59,1.0,0,20,,,
34,2020-03-20 10:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",286.49,284.82,1021,67,284.15,288.71,1.5,0,19,,0.44,
35,2020-03-20 11:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",288.22,287.07,1021,63,285.37,290.93,1.0,0,20,,2.37,
36,2020-03-20 12:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",289.79,288.17,1020,55,287.04,292.04,1.5,0,20,,2.37,
37,2020-03-20 13:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",290.27,288.34,1019,55,287.59,292.59,2.1,210,20,,,
38,2020-03-20 14:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",290.29,288.68,1018,48,287.04,293.15,1.0,0,20,,,
39,2020-03-20 15:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",290.37,288.43,1018,48,287.04,292.59,1.5,80,20,,,
40,2020-03-20 16:00:00,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",289.76,286.23,1018,48,286.15,292.59,3.6,20,56,,4.06,
41,2020-03-20 17:00:00,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",287.86,283.86,1018,52,284.15,291.15,4.1,10,78,,3.44,
42,2020-03-20 18:00:00,"[{'id': 202, 'main': 'Thunderstorm', 'description': 'thunderstorm with heavy rain', 'icon': '11n'}]",286.29,282.85,1020,76,282.59,289.26,4.6,250,75,,,
43,2020-03-20 19:00:00,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",284.62,283.3,1020,93,280.93,288.15,2.1,230,20,0.9,,
44,2020-03-20 20:00:00,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",283.76,282.63,1020,93,280.37,287.15,1.5,170,99,,0.81,
45,2020-03-20 21:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",283.18,282.6,1020,93,280.15,286.48,0.5,270,20,,,
46,2020-03-20 22:00:00,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",282.48,281.73,1020,93,277.59,285.37,0.5,80,75,,,
47,2020-03-20 23:00:00,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",282.04,281.18,1020,93,278.15,284.82,0.5,0,20,,,
48,2020-03-21 00:00:00,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",281.18,280.37,1019,100,277.15,283.71,0.5,280,90,,,
49,2020-03-21 01:00:00,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",280.45,279.47,1019,100,277.15,283.15,0.5,230,90,,,
50,2020-03-21 02:00:00,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",279.84,278.5,1018,93,276.15,282.59,0.5,20,90,,,
51,2020-03-21 03:00:00,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",279.33,277.75,1018,100,275.15,282.59,1.0,40,90,,,
52,2020-03-21 04:00:00,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",279.29,278.05,1018,100,274.15,282.04,0.5,110,90,,,
53,2020-03-21 05:00:00,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",279.35,277.78,1018,100,274.15,281.48,1.0,0,90,,,
54,2020-03-21 06:00:00,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",279.19,277.93,1018,100,275.15,281.48,0.5,70,90,,,
55,2020-03-21 07:00:00,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",279.59,277.43,1018,100,276.15,282.04,1.91,350,75,,,
56,2020-03-21 08:00:00,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",280.5,278.83,1018,100,278.15,283.15,1.5,90,90,,,
